price,vat_included,year,mileage,location,url,make,name,supplier,VehicleType
450000,,2001,,Ростов-на-Дону,https://auto.ru/trailer/used/sale/kogel/sn24/16522360-e85108ef/,KOGEL,Kogel SN24,,ST_ONBOARD
690000,,2008,500000,Екатеринбург,https://auto.ru/trailer/used/sale/krone/sdp_27/16636828-9d275d81/,KRONE,Krone SDP 27,,ST_CURTAIN
1270000,,2010,,Каменка,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16405298-d82e728a/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,,ST_CURTAIN
3290000,,2015,600000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16071044-beed4361/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
390000,,2002,,Ярославль,https://auto.ru/trailer/used/sale/sommer/sp/16531830-62037c43/,SOMMER,Sommer SP,,ST_CURTAIN
350000,,2007,,Братск,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16586358-56fd6391/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
900000,,2009,,Красноярск,https://auto.ru/trailer/used/sale/krone/sd/16513456-d38b2c1e/,KRONE,Krone SD,,ST_CURTAIN
1550000,,2016,,Иркутск,https://auto.ru/trailer/used/sale/politrans/9417/16646016-a41ceea7/,POLITRANS,Политранс 9417,,ST_ONBOARD
600000,,2008,390000,Уфа,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16426084-38a73a89/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
90000,,2000,100000,Екатеринбург,https://auto.ru/trailer/used/sale/odaz/9370/16546756-70c15fbb/,ODAZ,ОдАЗ 9370,,ST_ONBOARD
1550000,,2005,800000,Кострома,https://auto.ru/trailer/used/sale/krone/sdr_27/16434370-843d8073/,KRONE,Krone SDR 27,,ST_REFRIGERATOR
480000,,2004,,Санкт-Петербург,https://auto.ru/trailer/used/sale/krone/sdp_27/16591642-67768b38/,KRONE,Krone SDP 27,,ST_ONBOARD
1850000,,2010,,Вологда,https://auto.ru/trailer/used/sale/krone/sd/16643692-eda280d3/,KRONE,Krone SD,,ST_REFRIGERATOR
1400000,,2012,45000,Воронеж,https://auto.ru/trailer/used/sale/krone/sd/16307578-0eee1f3c/,KRONE,Krone SD,,ST_CURTAIN
150000,,2006,15000,Смоленск,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/15962198-fa375458/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
1250000,,2002,1000,Ачинск,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16159418-a88ac15a/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
850000,,2003,80000,Ставропольский край,https://auto.ru/trailer/used/sale/krone/sdp_27/16604086-be2b234e/,KRONE,Krone SDP 27,,ST_ONBOARD
770000,,2009,1,Михайловка,https://auto.ru/trailer/used/sale/szap/8357/15782934-f4904cd9/,SZAP,СЗАП 8357,,ST_ONBOARD
550000,,2000,1,Ставрополь,https://auto.ru/trailer/used/sale/krone/sdp_27/16589852-ab254cf0/,KRONE,Krone SDP 27,,ST_CURTAIN
270000,,2004,,Новомосковск,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16663808-ca82e822/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
680000,,2005,100000,Вязьма,https://auto.ru/trailer/used/sale/pacton/t_3/16592180-88f56343/,PACTON,Pacton T3,,ST_CURTAIN
1195000,,2003,,Санкт-Петербург,https://auto.ru/trailer/used/sale/krone/cool_liner/15724557-4d0b4e9e/,KRONE,Krone Cool Liner,,ST_REFRIGERATOR
830000,,2008,100,Курск,https://auto.ru/trailer/used/sale/kogel/sn24/16533568-20531dd6/,KOGEL,Kogel SN24,,ST_ONBOARD
1349000,,2013,1,Воронеж,https://auto.ru/trailer/used/sale/krone/profi_liner/16678040-4301672e/,KRONE,Krone Profi Liner,,ST_CURTAIN_ONBOARD
350000,,2006,100000,Ачинск,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/16578294-093e840a/,NEFAZ,НефАЗ П/п бортовой,,ST_ONBOARD
700000,,2006,,Нижний Новгород,https://auto.ru/trailer/used/sale/grayadams/frigo/16493816-a4157995/,GRAYADAMS,Gray&Adams Frigo,,ST_REFRIGERATOR
750000,,2007,111111,Нижний Новгород,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16677540-945df252/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,,ST_CURTAIN
620000,,2004,900000,Нижний Новгород,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16634662-e8397bae/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_ONBOARD
1200000,,2013,500000,Миасс,https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16397610-9361d079/,SCHMITZ_CARGOBULL,Schmitz Cargobull SW 24,,ST_ONBOARD
5250000,,2019,180000,Ижевск,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630068-a0d3a725/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
1660000,,2007,999999,Саранск,https://auto.ru/trailer/used/sale/chereau/csd3/16620990-12ddad0b/,CHEREAU,Chereau CSD3,,ST_REFRIGERATOR
2350000,,2018,1,Тула,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16659382-0ac298dc/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCB,,ST_CURTAIN
350000,,2014,,Екатеринбург,https://auto.ru/trailer/used/sale/law/81012/16294612-f02b58ba/,LAW,ЛАВ 81012,,ST_ONBOARD
1150000,,2000,,Тверь,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612580-f0cc6871/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
140000,,2008,,Балашиха,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16578922-11f19796/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
700000,,2005,,Петрозаводск,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16639530-395ee5ee/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,,ST_CURTAIN
1450000,,2012,500000,Нижний Новгород,https://auto.ru/trailer/used/sale/humbaur/big_one_type_1_2/16650826-386963f0/,HUMBAUR,Humbaur Big One Type 1/2,,ST_CURTAIN
1050000,,2015,780000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16665348-08be4157/,SCHMITZ_CARGOBULL,Schmitz Cargobull SPR,,ST_ONBOARD
200000,,2005,,Тума,https://auto.ru/trailer/used/sale/maz/pricep_bortovoy/16579984-fee9f159/,MAZ,МАЗ Прицеп бортовой,,ST_ONBOARD
1150000,,2008,,Москва и Московская область,https://auto.ru/trailer/used/sale/krone/sdr_27/16557926-cdc1bf5c/,KRONE,Krone SDR 27,,ST_REFRIGERATOR
2470000,,2018,,Тула,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16652594-f54c94fb/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,,ST_CURTAIN
400000,,2006,100000,Богучар,https://auto.ru/trailer/used/sale/kupava/polupricepi_refrijeratori/16612162-bf7f3fd3/,KUPAVA,Купава Полуприцепы-рефрижераторы,,ST_REFRIGERATOR
900000,,2011,111111,Красноярск,https://auto.ru/trailer/used/sale/atlant/swh/16482950-04b89301/,ATLANT,Atlant SWH,,ST_ONBOARD
90000,,2006,,Калач,https://auto.ru/trailer/used/sale/odaz/9357/16406442-c4e46041/,ODAZ,ОдАЗ 9357,,ST_ONBOARD
580000,,2002,,Смоленск,https://auto.ru/trailer/used/sale/grayadams/frigo/15985786-32ca8a76/,GRAYADAMS,Gray&Adams Frigo,,ST_REFRIGERATOR
1100000,,2002,1000000,Тюмень,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16629368-bd8bd592/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
320000,,2000,1,Екатеринбург,https://auto.ru/trailer/used/sale/maz/pricep_bortovoy/16608996-d91750c5/,MAZ,МАЗ Прицеп бортовой,,ST_ONBOARD
210000,,2002,,Самара,https://auto.ru/trailer/used/sale/coder/s3384/16406996-b46c0f28/,CODER,Coder S3384,,ST_CURTAIN
810000,,2008,,Воронеж,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16463754-78bd6307/,SCHMITZ_CARGOBULL,Schmitz Cargobull SPR,,ST_CURTAIN_ONBOARD
740000,,2007,,Ижевск,https://auto.ru/trailer/used/sale/krone/profi_liner/16650342-b38eeef1/,KRONE,Krone Profi Liner,,ST_CURTAIN
300000,,2001,,Курск,https://auto.ru/trailer/used/sale/schwarzmuller/schwarzmuller/16615278-de8ee23c/,SCHWARZMULLER,Schwarzmuller Schwarzmuller,,ST_ONBOARD
3450000,,2016,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16663966-fa4c9494/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
2300000,,2018,1,Тула,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16468462-bdd3f311/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,,ST_CURTAIN
600000,,2007,,Челябинск,https://auto.ru/trailer/used/sale/tonar/9746/16674260-aaacc8f5/,TONAR,Тонар 9746,,ST_CURTAIN_ONBOARD
550000,,2004,500000,Москва,https://auto.ru/trailer/used/sale/krone/krone/16616142-e3be3890/,KRONE,Krone Krone,,ST_CURTAIN
150000,,2002,,Екатеринбург,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/16541742-7b9be022/,NEFAZ,НефАЗ П/п бортовой,,ST_ONBOARD
580000,,2005,222333,Краснодар,https://auto.ru/trailer/used/sale/krone/sdp_27/16410776-f4f5c60c/,KRONE,Krone SDP 27,,ST_CURTAIN
620000,,2006,,Санкт-Петербург,https://auto.ru/trailer/used/sale/pacton/t_3/16330894-45dfbfc6/,PACTON,Pacton T3,,ST_CURTAIN_ONBOARD
900000,,2012,,Тюмень,https://auto.ru/trailer/used/sale/schmitz_cargobull/zko/16667992-de2b1c83/,SCHMITZ_CARGOBULL,Schmitz Cargobull ZKO,,ST_REFRIGERATOR
3399999,,2015,500000,Казань,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16601942-3caec3ca/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
435000,,2000,,Томск,https://auto.ru/trailer/used/sale/norfrig/trailer/15894762-79c74afb/,NORFRIG,Norfrig Trailer,,ST_REFRIGERATOR
2100000,,2008,600000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16662894-3efc6c26/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
650000,,2005,,Калининград,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16302278-d50a21e3/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_ONBOARD
730000,,2008,111111,Нижний Новгород,https://auto.ru/trailer/used/sale/krone/sd/16639840-303ca1c4/,KRONE,Krone SD,,ST_CURTAIN
1850000,,2006,,Вёшенская,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16668878-445cf9f7/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
749000,,2014,500,Москва,https://auto.ru/trailer/used/sale/kogel/sn24/16409772-17952b31/,KOGEL,Kogel SN24,,ST_ONBOARD
499000,,2011,160000,Иркутск,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16576818-16926d84/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
3290000,,2015,500,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16409802-ef64f1e2/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
580000,,2013,70000,Чебоксары,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/16231850-86147524/,MAZ,МАЗ Полуприцеп бортовой,,ST_ONBOARD
700000,,2012,50000,Самара,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/15200856-689d7ba8/,MAZ,МАЗ Полуприцеп бортовой,Автосалон в Подстепновке,ST_ONBOARD
1000000,,2012,,Самара,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/15178566-b0f783e2/,MAZ,МАЗ Полуприцеп бортовой,Автосалон в Подстепновке,ST_ONBOARD
350000,,2008,,Самара,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/15178540-4e07600f/,NEFAZ,НефАЗ П/п бортовой,Автосалон в Подстепновке,ST_ONBOARD
200000,,2004,,Самара,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/15178434-194fb2c2/,NEFAZ,НефАЗ П/п бортовой,Автосалон в Подстепновке,ST_ONBOARD
150000,,2001,1,Шарыпово,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/15528164-4af64e82/,NEFAZ,НефАЗ П/п бортовой,Дорожник,ST_ONBOARD
200000,,2017,,Юхнов,https://auto.ru/trailer/used/sale/bagem/71101/16607776-a2818367/,BAGEM,Багем 71101,,ST_ONBOARD
200000,,2001,,Самара,https://auto.ru/trailer/used/sale/maz/polupricepbortovoy/15177314-4d955ca2/,MAZ,МАЗ Полуприцеп бортовой,Автосалон в Подстепновке,ST_ONBOARD
140000,,2004,50000,Липецкая область,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/16285962-7528932c/,NEFAZ,НефАЗ П/п бортовой,,ST_ONBOARD
170000,,2011,,Самара,https://auto.ru/trailer/used/sale/szap/93272/15178420-241ef2ee/,SZAP,СЗАП 93272,Автосалон в Подстепновке,ST_ONBOARD
200000,,2002,70000,Самара,https://auto.ru/trailer/used/sale/nefaz/polupricep_bortovoy/15177306-9be2f5aa/,NEFAZ,НефАЗ П/п бортовой,Автосалон в Подстепновке,ST_ONBOARD
480000,,2011,700000,Дмитровск,https://auto.ru/trailer/used/sale/krone/krone/16666930-845dca9d/,KRONE,Krone Krone,,ST_CURTAIN_ONBOARD
5200000,,2019,55000,Махачкала,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635282-fcf7dca5/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
450000,,2003,,Рязань,https://auto.ru/trailer/used/sale/kogel/sn24/16413802-13b895d6/,KOGEL,Kogel SN24,,ST_CURTAIN
3190000,,2015,600000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16451420-cbf7165b/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,,ST_REFRIGERATOR
220000,,2004,,Тихорецк,https://auto.ru/trailer/used/sale/maz/pricep_bortovoy/15862756-25c4ebaf/,MAZ,МАЗ Прицеп бортовой,,ST_ONBOARD
890000,,2005,,Владивосток,https://auto.ru/trailer/used/sale/krone/sdr_27/16318248-fd8c8245/,KRONE,Krone SDR 27,,ST_REFRIGERATOR
3015975,,2019,10,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16223710-36660e61/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,СГМ - ГРУПП,ST_ONBOARD
2684668,Цена с НДС,2019,,Екатеринбург,https://auto.ru/trailer/new/sale/koluman/polupricep_shtorniy/16354718-0fd0a2a2/,KOLUMAN,Koluman Полуприцеп шторный,Global Truck Sales Екатеринбург,ST_CURTAIN
