price,vat_included,year,mileage,location,url,make,name,supplier,VehicleType
3500000,,2014,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636890-66584e02/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ГРУЗ СОЮЗ,ST_REFRIGERATOR
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16680698-66d6a462/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
4490000,,2017,,Екатеринбург,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655776-fb314395/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
630000,,2008,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16535582-abaa5526/,SCHMITZ_CARGOBULL,Schmitz Cargobull SPR,ГРУЗ СОЮЗ,ST_CURTAIN_ONBOARD
1250000,Цена с НДС,2012,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16672268-b259b821/,KRONE,Krone SD,ГРУЗ СОЮЗ,ST_CURTAIN_ONBOARD
1770000,,2016,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16655190-71777b0f/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,ГРУЗ СОЮЗ,ST_CURTAIN_ONBOARD
990000,,2011,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16539828-4b8662dd/,KRONE,Krone SD,ГРУЗ СОЮЗ,ST_CURTAIN
1290000,,2012,10000,Тверь,https://auto.ru/trailer/used/sale/krone/sd/16682542-9373fcbe/,KRONE,Krone SD,,ST_CURTAIN
4030000,,2018,100000,Подольск,https://auto.ru/trailer/used/sale/kogel/s24/16460794-b6725f1a/,KOGEL,Kogel S24,КомТоргТранс,ST_REFRIGERATOR
4060000,,2018,90000,Подольск,https://auto.ru/trailer/used/sale/kogel/s24/16463836-c7924692/,KOGEL,Kogel S24,КомТоргТранс,ST_REFRIGERATOR
660000,,2006,1000000,Новониколаевский,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16554126-272870a1/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,M7 TRUCK Казань,ST_CURTAIN_ONBOARD
825000,,2012,,Новониколаевский,https://auto.ru/trailer/used/sale/fliegl/polupricep/16471658-02830b54/,FLIEGL,Fliegl Полуприцепы тентованные,M7 TRUCK Казань,ST_CURTAIN
1349777,Цена с НДС,2015,670000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16647906-8093f93e/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,ТТ777,ST_CURTAIN
1650000,Цена с НДС,2015,,Домодедово,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16583792-557e3c57/,MEUSBURGER,Meusburger Тентованный полуприцеп,СТТ-АВТО,ST_CURTAIN
1450000,Цена с НДС,2013,560000,Дубровки,https://auto.ru/trailer/used/sale/krone/sd/16682046-8f722ec9/,KRONE,Krone SD,Триера Трак,ST_CURTAIN
1530000,,2008,680000,Дубровки,https://auto.ru/trailer/used/sale/krone/cool_liner/16656426-e8249741/,KRONE,Krone Cool Liner,Триера Трак,ST_REFRIGERATOR
1604000,,2015,200000,Чёрная Грязь,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16560518-5e24c2da/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Москва,ST_CURTAIN
1560000,Цена с НДС,2006,,Москва,https://auto.ru/trailer/used/sale/lamberet/sr2/16682516-0a704d45/,LAMBERET,Lamberet SR2,ГРУЗ СОЮЗ,ST_REFRIGERATOR
2690000,Цена с НДС,2013,,Екатеринбург,https://auto.ru/trailer/used/sale/krone/sd/16682164-7c784b77/,KRONE,Krone SD,Global Truck Sales Екатеринбург,ST_REFRIGERATOR
780000,,2008,,Подольск,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16682100-affda271/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,КомТоргТранс,ST_CURTAIN
480000,,2001,,Подольск,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16681924-a8ac0d88/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,КомТоргТранс,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16662704-032016eb/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16669711-43dc7130/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16658454-469b1d1e/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1330000,Цена с НДС,2011,645000,Дубровки,https://auto.ru/trailer/used/sale/krone/sd/16679136-2b0b152f/,KRONE,Krone SD,Триера Трак,ST_CURTAIN
4490000,,2017,,Екатеринбург,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16658290-893fcf65/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4940000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639056-b3403acd/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4590000,,2017,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639994-dbe85166/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4440000,,2017,,Екатеринбург,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16666996-9ab52112/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4710000,,2017,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16667008-651ca2df/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
5030000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16577320-d716ef2a/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4450000,,2017,,Екатеринбург,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16648836-b1ae5053/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4980000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16627724-4e17b5e8/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4830000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16666940-9c3e3492/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4450000,,2017,,Тосно,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630734-431a1c99/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4960000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639992-5f3581ef/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4620000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16653816-66059cfb/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
5010000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16569782-7256a787/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4620000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16653816-66059cfb/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4820000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16653818-4cb2768c/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4490000,,2017,,Екатеринбург,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655776-fb314395/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4960000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639992-5f3581ef/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4990000,,2018,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612100-d0dd848d/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
4510000,,2017,,Тосно,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16575410-f1bd8515/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,ClassTrucks,ST_REFRIGERATOR
1730000,,2015,600000,Авдон,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16678894-cdcb6d55/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Уфа,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16680698-66d6a462/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
2257000,,2017,400000,Авдон,https://auto.ru/trailer/used/sale/krone/profi_liner/16669709-b32456ff/,KRONE,Krone Profi Liner,M7 TRUCK Уфа,ST_CURTAIN
2257000,,2017,50000,Чёрная Грязь,https://auto.ru/trailer/used/sale/krone/sd/16671216-f2f21e7c/,KRONE,Krone SD,M7 TRUCK Москва,ST_CURTAIN
1730000,,2015,200000,Санкт-Петербург,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16668864-0e185cc7/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Санкт-Петербург,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16678948-313d0973/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1593000,,2015,600000,Москва,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16649956-fea92ed6/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Москва Юг,ST_CURTAIN
2370000,,2018,300000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/profi_liner/16663296-fb531cc2/,KRONE,Krone Profi Liner,M7 TRUCK Набережные Челны,ST_CURTAIN
830000,,2007,900000,Набережные Челны,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16674710-0a174823/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,M7 TRUCK Набережные Челны,ST_CURTAIN
3400000,,2019,100000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16681578-c5fdafe1/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
2370000,,2018,300000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/profi_liner/16669793-9c27bb76/,KRONE,Krone Profi Liner,M7 TRUCK Набережные Челны,ST_CURTAIN
2257000,,2017,400000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/profi_liner/16678946-f2e35a3d/,KRONE,Krone Profi Liner,M7 TRUCK Набережные Челны,ST_CURTAIN
950000,Цена с НДС,2011,199000,Люберцы,https://auto.ru/trailer/used/sale/kogel/sn24/16680634-4fabe02e/,KOGEL,Kogel SN24,ТРАК ПЛАТФОРМА,ST_CURTAIN
1349777,Цена с НДС,2015,650000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16607372-6de7712f/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS Mega,ТТ777,ST_CURTAIN
2050000,,2006,560000,Домодедово,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636728-7d4c5a2b/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,СТТ-АВТО,ST_REFRIGERATOR
1250000,,2012,,Новосибирск,https://auto.ru/trailer/used/sale/kogel/sn24/16585934-aed6f919/,KOGEL,Kogel SN24,СибТракСкан,ST_CURTAIN_ONBOARD
700000,,2008,,Новосибирск,https://auto.ru/trailer/used/sale/sommer/sp240/16585948-851ed3d0/,SOMMER,Sommer SP240,СибТракСкан,ST_CURTAIN_ONBOARD
450000,,2005,250000,Москва,https://auto.ru/trailer/used/sale/pacton/t_3/16616352-7e2648bf/,PACTON,Pacton T3,ГРУЗОВИК-24,ST_CURTAIN_ONBOARD
1970000,,2011,350000,Москва,https://auto.ru/trailer/used/sale/krone/sd/16663946-33e91267/,KRONE,Krone SD,ГРУЗОВИК-24,ST_REFRIGERATOR
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16681552-71cd2d4f/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16681550-63359f17/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16681548-66dc7b1f/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1349000,Цена с НДС,2013,,Люберцы,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16680958-84d8df8e/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,PRO АВТО,ST_CURTAIN
2600000,Цена с НДС,2011,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16680940-a70de98e/,KRONE,Krone SD,Глобал Трак Сейлс Москва,ST_REFRIGERATOR
3600000,Цена с НДС,2014,,Москва,https://auto.ru/trailer/used/sale/chereau/csd3/16680718-5bf2d2b6/,CHEREAU,Chereau CSD3,Глобал Трак Сейлс Москва,ST_REFRIGERATOR
1200000,Цена с НДС,2008,,Москва,https://auto.ru/trailer/used/sale/kogel/sn24/16600950-0aeecf59/,KOGEL,Kogel SN24,ГРУЗ СОЮЗ,ST_REFRIGERATOR
700000,,2007,,Москва,https://auto.ru/trailer/used/sale/krone/sdp_27/16622610-24284739/,KRONE,Krone SDP 27,ГРУЗ СОЮЗ,ST_CURTAIN
1912000,,2008,200000,Чёрная Грязь,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16681172-ba947539/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,M7 TRUCK Москва,ST_REFRIGERATOR
540000,,2006,200000,Люберцы,https://auto.ru/trailer/used/sale/krone/sdp_27/16582388-a8696e85/,KRONE,Krone SDP 27,ТРАК ПЛАТФОРМА,ST_CURTAIN
1950000,Цена с НДС,2018,185000,Москва,https://auto.ru/trailer/used/sale/koluman/polupricep_shtorno_bortovoy/16648420-732de40f/,KOLUMAN,Koluman Полуприцеп шторно-бортовой,БорнТракСервис,ST_CURTAIN_ONBOARD
990000,Цена с НДС,2011,200000,Люберцы,https://auto.ru/trailer/used/sale/kogel/sn24/16573646-c84747e2/,KOGEL,Kogel SN24,ТРАК ПЛАТФОРМА,ST_CURTAIN
1730000,,2015,600000,Новониколаевский,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16675136-0ae30037/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Казань,ST_CURTAIN
1000000,Цена с НДС,2009,1000000,Долматово,https://auto.ru/trailer/used/sale/humbaur/big_one_type_1_2/16679558-28d00235/,HUMBAUR,Humbaur Big One Type 1/2,Деловые Линии,ST_ONBOARD
745000,,2008,300000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16679242-50f07ca6/,SCHMITZ_CARGOBULL,Schmitz Cargobull SPR,Компания Автогород24,ST_CURTAIN_ONBOARD
5086700,Цена с НДС,2018,1,Солнечногорск,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16652766-25673a3f/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,АЙС КУБ,ST_REFRIGERATOR
680000,,2006,200000,Санкт-Петербург,https://auto.ru/trailer/used/sale/krone/sdp_27/16680504-cb9aaa76/,KRONE,Krone SDP 27,M7 TRUCK Санкт-Петербург,ST_ONBOARD
1349777,Цена с НДС,2015,600000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16600328-2f85ed93/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,ТТ777,ST_CURTAIN
780000,,2007,300000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/profi_liner/16553610-b0ba0579/,KRONE,Krone Profi Liner,M7 TRUCK Набережные Челны,ST_CURTAIN
1300000,Цена с НДС,2011,680000,Дубровки,https://auto.ru/trailer/used/sale/krone/sd/16660654-3d28c8c7/,KRONE,Krone SD,Триера Трак,ST_CURTAIN
1330000,Цена с НДС,2011,625000,Дубровки,https://auto.ru/trailer/used/sale/krone/sd/16678548-06e29769/,KRONE,Krone SD,Триера Трак,ST_CURTAIN
2450000,Цена с НДС,2018,125000,Дубровки,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16678526-b04c8264/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCB,Триера Трак,ST_CURTAIN
2560000,Цена с НДС,2012,620000,Дубровки,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16664103-f493ee93/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,Триера Трак,ST_REFRIGERATOR
1650000,Цена с НДС,2008,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16563390-07b7af13/,KRONE,Krone SD,GROSS AUTO,ST_REFRIGERATOR
990000,Цена с НДС,2008,680000,Дубровки,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16678512-508073b9/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,Триера Трак,ST_CURTAIN
780000,Цена с НДС,2008,,Москва,https://auto.ru/trailer/used/sale/kogel/sn24/16575144-38422d5b/,KOGEL,Kogel SN24,GROSS AUTO,ST_ONBOARD
950000,,2008,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16586176-c60826e4/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,GROSS AUTO,ST_CURTAIN
770000,,2008,399000,Люберцы,https://auto.ru/trailer/used/sale/kogel/s24/16682418-2e993ca1/,KOGEL,Kogel S24,ТРАК ПЛАТФОРМА,ST_CURTAIN
4700000,Цена с НДС,2018,,Химки,https://auto.ru/trailer/used/sale/krone/sd/16679272-1e19ff92/,KRONE,Krone SD,КРОНЕ СканБалт,ST_REFRIGERATOR
570000,,2008,,Люберцы,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16679328-d2916d23/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,PRO АВТО,ST_CURTAIN
1100000,,2011,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16679160-5593cd79/,KRONE,Krone SD,ГРУЗ СОЮЗ,ST_CURTAIN
4450000,Цена с НДС,2017,,Химки,https://auto.ru/trailer/used/sale/krone/sd/16679324-14abdd08/,KRONE,Krone SD,КРОНЕ СканБалт,ST_REFRIGERATOR
4250000,Цена с НДС,2016,500000,Солнечногорск,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16669240-93b2f690/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,АЙС КУБ,ST_REFRIGERATOR
2600000,Цена с НДС,2018,71000,Москва,https://auto.ru/trailer/used/sale/krone/sd/16552674-aa7bba3d/,KRONE,Krone SD,Группа ГРАССМАНН и ЛОМТЕВ,ST_CURTAIN
2200000,,2017,163000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16128964-57d52bff/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,Группа ГРАССМАНН и ЛОМТЕВ,ST_CURTAIN
2200000,Цена с НДС,2017,160000,Москва,https://auto.ru/trailer/used/sale/krone/sd/16128956-35641e19/,KRONE,Krone SD,Группа ГРАССМАНН и ЛОМТЕВ,ST_CURTAIN
4100000,Цена с НДС,2018,250000,Набережные Челны,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16671090-1f74d77e/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,АТРАКС,ST_REFRIGERATOR
4100000,,2018,250000,Набережные Челны,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16664323-ff607a27/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,АТРАКС,ST_REFRIGERATOR
3700000,,2017,300000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/sd/16664267-ebc72ec0/,KRONE,Krone SD,АТРАКС,ST_REFRIGERATOR
850000,,2004,650000,Домодедово,https://auto.ru/trailer/used/sale/grayadams/frigo/16634750-82393ac1/,GRAYADAMS,Gray&Adams Frigo,СТТ-АВТО,ST_REFRIGERATOR
2100000,Цена с НДС,2017,250000,Рязань,https://auto.ru/trailer/used/sale/krone/sd/16619244-3bcb050e/,KRONE,Krone SD,ООО Группа Авто,ST_CURTAIN
680000,,2006,200000,Санкт-Петербург,https://auto.ru/trailer/used/sale/krone/sdp_27/16679568-91970b80/,KRONE,Krone SDP 27,M7 TRUCK Санкт-Петербург,ST_ONBOARD
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679388-c66739ee/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679386-83963754/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679382-45112002/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679384-0ab3c50a/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679392-535e403b/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,600000,Набережные Челны,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679394-0e122349/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Набережные Челны,ST_CURTAIN
730000,Цена с НДС,2008,499000,Люберцы,https://auto.ru/trailer/used/sale/krone/sd/16677898-b9a6d8ed/,KRONE,Krone SD,ТРАК ПЛАТФОРМА,ST_CURTAIN_ONBOARD
1650000,Цена с НДС,2017,199000,Люберцы,https://auto.ru/trailer/used/sale/koluman/polupricep_shtorniy/16673872-3e6697e5/,KOLUMAN,Koluman Полуприцеп шторный,ТРАК ПЛАТФОРМА,ST_CURTAIN
850000,,2011,399000,Люберцы,https://auto.ru/trailer/used/sale/kogel/sn24/16635630-21f69865/,KOGEL,Kogel SN24,ТРАК ПЛАТФОРМА,ST_CURTAIN
1330000,Цена с НДС,2008,200000,Москва,https://auto.ru/trailer/used/sale/kogel/sv24/16616980-8b8843cd/,KOGEL,Kogel SV24,Лаки Логистик,ST_REFRIGERATOR
1170000,,2012,800000,Набережные Челны,https://auto.ru/trailer/used/sale/kogel/s24/16666668-c031a82f/,KOGEL,Kogel S24,M7 TRUCK Набережные Челны,ST_CURTAIN
1730000,,2015,200000,Москва,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16671020-a3ccd919/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Москва Юг,ST_CURTAIN
1730000,,2015,200000,Москва,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16677734-355877b5/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Москва Юг,ST_CURTAIN
1593000,,2015,200000,Чёрная Грязь,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16619560-56f8ac60/,MEUSBURGER,Meusburger Тентованный полуприцеп,M7 TRUCK Москва,ST_CURTAIN
949000,,2008,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16570948-8f1976ec/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,GROSS AUTO,ST_CURTAIN
780000,,2007,,Москва,https://auto.ru/trailer/used/sale/krone/sdp_27/16557672-2665602f/,KRONE,Krone SDP 27,GROSS AUTO,ST_CURTAIN
2000000,,2011,450000,Домодедово,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16466570-2f34e1ba/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,СТТ-АВТО,ST_REFRIGERATOR
955000,,2008,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16553972-9b4dc319/,SCHMITZ_CARGOBULL,Schmitz Cargobull S01,GROSS AUTO,ST_CURTAIN
780000,,2008,,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16557908-a6679f52/,SCHMITZ_CARGOBULL,Schmitz Cargobull SPR,GROSS AUTO,ST_ONBOARD
845000,,2005,300000,Чёрная Грязь,https://auto.ru/trailer/used/sale/krone/sdp_27/16562084-41bc4ad5/,KRONE,Krone SDP 27,M7 TRUCK Москва,ST_CURTAIN_ONBOARD
850000,Цена с НДС,2008,,Москва,https://auto.ru/trailer/used/sale/krone/sd/16568654-95ba3516/,KRONE,Krone SD,GROSS AUTO,ST_CURTAIN
1399777,Цена с НДС,2015,600000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16629530-38c25d73/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,ТТ777,ST_CURTAIN
3700000,,2015,420000,Москва,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583296-bd81adad/,SCHMITZ_CARGOBULL,Schmitz Cargobull SKO,Транзит-Дон Москва,ST_REFRIGERATOR
1450000,,2008,700000,Дзержинск,https://auto.ru/trailer/used/sale/lecsor/polupricep_furgon/16250214-af3583b7/,LECSOR,Lecsor Полуприцеп-фургон,Приволжье-ТрансСервис НН,ST_REFRIGERATOR
4100000,Цена с НДС,2018,250000,Набережные Челны,https://auto.ru/trailer/used/sale/krone/sd/16664333-691d47f1/,KRONE,Krone SD,АТРАКС,ST_REFRIGERATOR
3800000,,2018,240000,Набережные Челны,https://auto.ru/trailer/used/sale/kaessbohrer/fl/16672494-5b8b2436/,KAESSBOHRER,Kassbohrer FL,АТРАКС,ST_REFRIGERATOR
750000,,2006,,Новосибирск,https://auto.ru/trailer/used/sale/schwarzmuller/schwarzmuller/16387510-efdc10bb/,SCHWARZMULLER,Schwarzmuller Schwarzmuller,СибТракСкан,ST_CURTAIN
1250000,,2012,,Новосибирск,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16387516-55888ecb/,SCHMITZ_CARGOBULL,Schmitz Cargobull SCS,СибТракСкан,ST_CURTAIN
1200000,,2012,500000,Новосибирск,https://auto.ru/trailer/used/sale/kogel/sn24/16088414-81979c12/,KOGEL,Kogel SN24,СибТракСкан,ST_ONBOARD
