vehicleType,benefit,checked,valuation,make,supplier,mileage,supplierPrice,year,comment,url
Truck,39.0,True,4186027.0,IVECO,Автоцентр Коммерческого Транспорта,188000.0,2999000.0,2017.0,IVECO STRALIS 440S46  Год выпуска 2017 После ДТП  Один собственник  ПТС оригинал  Заводится  едет  Кабина целая  без геометрических изменений    Рама целая  без геометрических изменений  Двигатель  коробка  радиаторы  пневмо  Ad blue и т д  исправны  Торг возможен при осмотре,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16391872-5ccfdfb6/
Truck,-5.0,True,4362505.0,IVECO,ГрузАвто-36,423000.0,4600000.0,2017.0,Автомобиль работал на вывозе сельхозпродукции  жом  шрот  жмых  Не требует дополнительных вложений  Готов к эксплуатации ,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16392184-e5c6e501/
Truck,18.0,True,6810996.0,IVECO,Европлан Краснодар,79894.0,5750000.0,2019.0,Код предложения  2088020 ФЛ ТМН 19  Покупая автомобиль в Европлан   Вы получаете 100  гарантию законности сделки  профессиональный и индивидуальный подход  быстрое заключение договора  различные варианты оформления  Автомобиль приобретался у официального дилера и принадлежит компании Европлан  то есть не находится в кредите  залоге или розыске  Год выпуска  2019 Страна  ИСПАНИЯ   ПТС  640170 Серия ПТС  78 УХ ПТС дата выдачи  01 04 2019 Кем выдан ПТС  Центральная акцизная таможня Номер двигателя  S008265281 Модель двигателя  F3BE3681H Номер кузова  ОТСУТСТВУЕТ Номер шасси  WJMM1VUH40C411285 Цвет  БЕЛЫЙ Тип двигателя  ДИЗЕЛЬНЫЙ  Модификация  AS440S48T PRR  Седельный тягач  12 882 куб  см   480 л с   АКПП  Высокая крыша 2 спальных места Объем двигателя  куб см   12 882 Мощность двигателя  л с   кВт   480  353  Производитель  Iveco  Коробка передач  АКПП ОСНОВНЫЕ ХАРАКТЕРИСТИКИ КОД ХАРАКТЕРИСТИКА ЗНАЧЕНИЕ ОПИСАНИЕ CA КОЛЁСНАЯ ФОРМУЛА 4X2 4X2 CT ТИП КАБИНЫ AS MY Спальная кабина AS  широкая  DR РАСПОЛОЖЕНИЕ РУЛЯ SX Левый руль EP МОЩНОСТЬ ДВИГАТЕЛЯ 480 E5 480 л с  GT ТИП КОРОБКИ ПЕРЕДАЧ ET 12M Роботизированная  12 ступенчатая MT ПОЛНАЯ МАССА АВТОМОБИЛЯ 18 20 18 20 тонн RT ТИП ЗАДНЕГО МОСТА SR   SU ПОДВЕСКА P Задняя пневматическая подвеска TF ТОРМОЗА DIS DIS Дисковые Дисковые US СФЕРА ПРИМЕНЕНИЯ GRAV On Road  дороги с плохим покрытием  СТАНДАРТНЫЕ ХАРАКТЕРИСТИКИ КОД ОПИСАНИЕ БАЗОВЫЕ ПАРАМЕТРЫ  14987 Соответствие европейским сертификационным требованиям 07355 Нагрузки на переднюю   заднюю оси 7 5   13 тонн 06113 Пневматическая задняя подвеска 06093 Стандартная передняя подвеска 06115 Задняя подвеска пневматическая 02358 Задние амортизаторы 00073 Передний стабилизатор поперечной устойчивости 00072 Стандартный стабилизатор поперечной устойчивости 06467 Стандартная полная масса в составе автопоезда  44 тонны  07218 1 контурные датчики положения в задней подвеске 08377 Один уровень положения подвески 08274 Бак для мочевины 55 литров 08277 Подогрев бака для мочевины 02913 EBS   BAS 02104 2 канальное управление тормозами прицепа 02094 Стальные ресиверы 06439 Заводские таблички на воздушных ресиверах 01473 7 контактный разъём электроснабжения прицепа 07807 Седельно сцепное устройство  ССУ  марки JOST 05614 ССУ высотой 150 мм  чугун    проставка толщиной 50 мм 06139 Положение седла согласно европейским требованиям 02198 Переднее противоподкатное устройство 00219 Противооткатные упоры  2 шт   01242 Стандартная рама 06434 Комплектация для умеренного климата 08294 Шасси серого цвета IC444   RAL7021 ВНУТРЕННИЙ КОМФОРТ  КОМФОРТ В ДВИЖЕНИИ  ДВИГАТЕЛЬ КПП КОМ  07945 Роботизированная КПП ZF 12AS 2330 TD 08329 Стандартный режим работы КПП 06315 Генератор 90A  24V  00182 Горизонтальный выпускной тракт  вбок  75062 Топливный фильтр с подогревом 14584 Соответствие экологическим нормам Евро 5  2007  ЭЛЕКТРООБОРУДОВАНИЕ СВЕТ  КУЗОВ КАБИНА  СИДЕНЬЯ  ПРОЧЕЕ  00733 Передаточное отношение 2 85 00131 Блокировка межколёсного дифференциала 02307 Стальные диски колёс 06356 Ограничитель скорости 90 км ч 02210 Запасное колесо 05855 Спальная кабина  AS  с высокой крышей 75242 Обивка салона тёмного цвета 04311 Тканевая обивка дверей   боковых панелей   задней панели 07994 Кронштейны наружных зеркал заднего вида 160 мм 07898 Соответствие зеркал требованиям 2003 97 CE 02714 Зеркала заднего вида с электроприводом и обогревом 02739 Стандартная кабина 00590 Ремни безопасности 03441 Cигнализатор непристёгнутого ремня безопасности 06629 Подголовники сидений 06620 Сиденье водителя на пневматической подвеске  с подогревом 06634 Сиденье пассажира на пневматической подвеске  с 3 регулировками  ткань 00786 Сиденье водителя без поясничного подпора 72131 Подлокотник на сиденье водителя 08354 Набор курильщика 14582 2 спальных места  нижнее из трёх частей    раскладной столик   защитные сетки 04098 Модуль управления сервисными функциями автомобиля в спальном отсеке 78050 Солнцезащитный козырёк со знаком автопоезда 04406 Люк в крыше с электроприводом 02680 Лобовое стекло без обогрева 00629 Шторка лобового стекла 72251 Занавески спального отсека 00693 Электрические стеклоподъёмники 00741 Кабина без окон в задней стенке 06656 Автономный отопитель кабины   сухой   06653 Салонный фильтр 02758 Механизированное опрокидывание кабины 02759 Пневматическая подвеска кабины 79585 Улучшенная термоизоляция кабины 06891 Иммобилайзер 02444 Рулевое колесо из мягкого пластика 07848 Цифровой тахограф 02463 Круиз контроль 14569 Подготовка под систему управления парком автомобилей 02099 Электрический звуковой сигнал 02502 Индикатор низкого давления в пневмосистеме 78165 Стандартная система впуска 78170 Радиатор повышенной прочности 76962 Топливный бак без дополнительной защиты 76786 Обогрев топливного бака 78167 Стандартная система вентиляции кабины 02576 Ёмкость аккумуляторной батареи 220 А ч 06730 Механический прерыватель массы 02539 Розетка для подзарядки АКБ 04478 Стандартные передние фары 00430 Подготовка под работу в составе автопоезда 07279 Пластиковый передний бампер 79443 Руководство по эксплуатации для рынков ЕМЕА АРАС 77174 Шланг для подкачки шин с манометром 07700 Домкрат 02211 Знак аварийной остановки 06433 Стандартное шасси с кабиной 76788 Набор рекомендованных опций для рынка России 02456 шильд IVECO 77164 Информационные заводские таблички на русском языке 76960 Табличка изготовителя на двигателе 06570 Уровень внешнего шума снижен до 92 дБ 07275 Стандартный цвет пластиковых деталей ОПЦИИ КАТЕГОРИЯ КОД ОПИСАНИЕ ДВИГАТЕЛЬ КПП КОМ 08299 Двухкамерный компрессор 630 см3 КАБИНА 07306 Индикатор нагрузки на оси КАБИНА 05629 Шторы на окнах дверей КАБИНА 08092 Центральный замок с дистанционным управлением КАБИНА 02647 Регулируемый спойлер на крыше   боковые спойлеры кабины  в цвет кузова  КАБИНА 02650 Кондиционер КАБИНА 06695 Холодильник КАБИНА 75490 Радио с функцией Bluetooth БАЗОВЫЕ ПАРАМЕТРЫ 76029 Топливный бак 1400 л   алюминий ЭЛЕКТРООБОРУДОВАНИЕ 07888 ESP ЭЛЕКТРООБОРУДОВАНИЕ 14861 Ассистент начала движения на подъёме хил холдер  КАБИНА 06554 Противотуманные фары КАБИНА 02558 Омыватель фар CCG КАТЕГОРИЯ КОД ОПИСАНИЕ СПЕЦИАЛЬНЫЙ ТИП ШИН 33989 МОДЕЛЬ ПОКРЫШЕК НА ВЫБОР ПРОИЗВОДИТЕЛЯ ШИНЫ 20504 315 70R22 5 ШИНЫ Regional ЦВЕТ АВТОМОБИЛЯ 50105 Белый  IC 194  АККУМУЛЯТОРЫ  СПЕЦИАЛЬНЫЕ ХАРАКТЕРИСТИКИ  30001 Заряженный аккумулятор ИНСТРУКЦИЯ ПО ЭКСПЛУАТАЦИИ 34343 Руководство по эксплуатации на русском языке,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16397058-dacc9490/
Truck,12.0,True,3340076.0,IVECO,Альфа Трак,852193.0,2960000.0,2015.0,АЛЬФА ТРАК ПРОДОЛЖАЕТ РАБОТАТЬ ДЛЯ ВАС   Седельный тягач IVECO Stralis 6x2 2015 г в  Страна изготовления   Германия  Работал под пищевой бочкой 26м3  Мощность  420 л с  Евро 5 Разрешенная масса ТС   22 200 кг  Масса без нагрузки   8 200 кг 1 спальное место  Один собственник  Полная история по обслуживанию с момента покупки новым  Средний мост подъёмный и подруливающий  КПП   Автомат Передняя подвеска рессорная и задняя пневматическая Тормоза   дисковые БЕЗ ВЛОЖЕНИЙ    Цена с НДС  В наличии много ед  Есть программы финансирования  кредит лизинг,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16408660-3dc5dcdd/
Truck,46.0,True,4326098.0,IVECO,Европлан Краснодар,391805.0,2958000.0,2018.0,Код предложения  1853522 ФЛ ВРН 18   Покупая автомобиль в Европлан   Вы получаете 100  гарантию законности сделки  профессиональный и индивидуальный подход  быстрое заключение договора  различные варианты оформления  Автомобиль приобретался у официального дилера и принадлежит компании Европлан  то есть не находится в кредите  залоге или розыске  Не исправен ДВС  Расчет ремонта ОД и полную спецификацию вышлем по запросу  Пробег не менее 300 тыс км  Год выпуска  2018 Страна  ИСПАНИЯ   ПТС  408929 Серия ПТС  78 УХ ПТС дата выдачи  09 02 2018 Кем выдан ПТС  Центральная акцизная таможня Номер двигателя  022207194 Модель двигателя  P3AE3681D 1D Номер кузова  ОТСУТСТВУЕТ Номер шасси  WJMM1VSH40C390879 Цвет  БЕЛЫЙ Тип двигателя  ДИЗЕЛЬНЫЙ Модификация  AT440S42T P RR  Тягач седельный  10 308 куб  см   420 л с   МКПП  Двигатель 10308 куб см   420 л с  Высокая кабина ОСНОВНЫЕ РАЗМЕРЫ И МАССЫ Основные размеры  мм Масса  кг A Колёсная база 3800 Колёсная база 3800 B Длина ТС 6250 Макс  масса ТС   19000 C Передний свес 1410 Макс  масса автопоезда   50000 D Задний свес 1048 Макс  грузоподъёмность   12270 E Макс  ширина кабины 2550 Снаряжённая масса ТС 6730 F Расстояние от передней оси В том числе на переднюю ось 4815 до задней стенки кабины 940 В том числе на заднюю ось 1915 K Высота кабины без нагрузки  2985 Радиус разворота стена стена 7365 L Высота по раме без нагрузки  982 Радиус разворота обочина обочина 6700 M Колея передних колёс 2049 Высота рамы у перед  оси 1005 N Колея задних колёс 1818 Высота рамы у зад  оси 983 P Минимальный дорожный просвет 214,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16492850-139ca934/
Truck,21.0,True,2377058.0,KAMAZ,Жумади,60000.0,1950000.0,2015.0,КамАЗ 44108 тягач  Гарантия 3 месяца или 20 000 пробега действует по всей России   Соберем любой КамАЗ по вашему техническому заданию  Делаем индивидуально под каждого клиента   Установим ДВС  КПП  раздатку  другие узлы и оборудование по вашему желанию  Любые доработки и переоформление   Спецификация машины   КамАЗ 44108 или подберем любую другую модель Год выпуска   2015 или подберем любой ДВС   ДВС Евро 4 КПП   ZF9 Раздатка усиленная 65111 Лизинг  наличная и безналичная оплата  Полную спецификацию и цену автомобиля предоставляем по запросу   Смотрите видео отзывы на Ютуб канале Ильсур Жуматдилов,https://auto.ru/artic/used/sale/kamaz/44108/15855840-d66a2637/
Truck,23.0,True,2449624.0,KAMAZ,,85000.0,1990000.0,2015.0,КАМАЗ 44108 RF  6х6  ДВС Cummins ISLe C340  330 л с   пробег 85000 км  тахограф  пусковой подогреватель  автономный обогрев кабины  своевременное ТО  бережная эксплуатация  один собственник  Авто в отличном техническом состоянии  не требует дополнительных вложений  Продажа от юридического лица с НДС  По договоренности возможна доставка по РФ Торг возможен при осмотре,https://auto.ru/artic/used/sale/kamaz/44108/16046394-7d6cbb00/
Truck,71.0,True,3297998.0,KAMAZ,,130000.0,1925000.0,2016.0,Автомобиль по ПТС 2014 года  Фактически первая постановка на учет и начало эксплуатации были в 2016 г  Я   первый владелец  Честный пробег 135 тыс  км  Износ резины 50   Вложений никаких не требует  Полностью исправен  на ходу  обслужен готов к работе  Установлен    Тахограф Атол    ПЖД 14ТС 10   Планар 44Д 24  воздушный отопитель салона  По всем интересующим вопросам обращаться по указанному телефону,https://auto.ru/artic/used/sale/kamaz/44108/16149356-ed8dfdff/
Truck,15.0,True,2717601.0,KAMAZ,,95000.0,2350000.0,2016.0,Топливные баки  ящик за кабиной  выхлоп труба  маячки выписаны в птс  стс  Аппаратура форсунки прошли 20 т км Сняты светодиодные балки 4 шт  с переднего капота   с ящика за кабиной 2 фары рабочего света  и зад ход цена их в пределах 60т р  не Китай  свет нейтрально белый   Все разъёмы имеются  Подогрев аккумуляторов  При желание есть канат полипропиленовый 12 метров  ремни стяжки 5т 10т   цепь такелажная 8мм с талрепами  зад редуктор  и т д  всё что необходимо брать с собой в работу  Машина рабочая   Цена машины 2 5,https://auto.ru/artic/used/sale/kamaz/44108/16409324-bf5ab089/
Truck,36.0,True,3817149.0,KAMAZ,,120000.0,2800000.0,2017.0,,https://auto.ru/artic/used/sale/kamaz/44108/16436352-cd3590d2/
Truck,21.0,True,2377058.0,KAMAZ,,50000.0,1950000.0,2015.0,Продаётся КАМАЗ 2015 года  в связке с п п  тоже 2015 г в   состояние ТС удовлетворительное  Рассмотрим вариант рассрочки  цена будет уже дороже  рассрочка максимум на 5 месяцев  первый взнос 20   Так же продаём отдельно тягач  отдельно прицеп  Все вопросы по телефону  Цена указана за наличный расчёт  Камазы в Братске  Обмен только на деньги,https://auto.ru/artic/used/sale/kamaz/53504/16197468-9b4e128c/
Truck,33.0,True,3339612.0,KAMAZ,Совкомбанк-Лизинг Москва,118000.0,2500000.0,2017.0,Снаряженная масса  кг 9 275  Полная масса тягача  кг 21 550 Полная масса автопоезда  кг 38 000 П олная масса полуприцепа  кг 28 650 Допустимая нагрузка на ССУ  кг 12 000    Распределение нагрузки автомобиля полной массы Нагрузка на заднюю тележку  кг 15 780 Нагрузка на передний мост  кг 5 770 Модель 740 662 300  E 4  Тип Дизельный Мощность  л с  300 Вместимость топливного бака  л 350   210 Тип ZF 9  механическая  9 ступенчатая  Управление Механическое  дистанционное Тип колес Дисковые Тип шин Пневматические  камерные Размер обода 12 2 20 9  310 533  Размер шин 425 85 R21  1260x425 533P  Максимальная скорость  не менее  км ч 80 Угол преодол  подъема  не менее    18 Внешний габаритный радиус поворота  м 11 5 Напряжение  В 24 Аккумуляторы  В Ачас 2 х 12   190 Генератор  В Вт 28   2000 Тип диафрагменное  однодисковое Привод Гидравлический с пневмоусилителем Тип Расположенная над двигателем  рестайлинговая Исполнение Со спальным местом Посреднические услуги не предлагать  Не требует дополнительных вложений  Возможна продажа в лизинг  Торг возможен при осмотре  Готов к эксплуатации  Цена указана с НДС,https://auto.ru/artic/used/sale/kamaz/53504/16199482-9f8d48e6/
Truck,26.0,True,4145908.0,KAMAZ,,55000.0,3280000.0,2018.0,Седельный тягач КАМА              г  в исполнении  Белый Север   автономн  возд  отопитель  Планар 4Д   подогрев АКБ типа  Термокейс   электрообогрев  утепление капота     односкатная ошиновка  шины 425 85R21   нагрузка на ССУ   12 3тн   высота ССУ   1540мм   КПП   ZF9 рестайлинговая кабина со спальным местом  Рассмотрю обмен  Возможна продажа от юр лица с НДС,https://auto.ru/artic/used/sale/kamaz/53504/16420230-739b933f/
Truck,66.0,True,3339612.0,KAMAZ,,49000.0,2000000.0,2017.0,Продам тягач камаз 53504 с полуприцепом Машина в идеальном состоянии  Пробег 49000 полуприцеп 13 6 метров обслужен полностью  Цена 2000000 срочно,https://auto.ru/artic/used/sale/kamaz/53504/16518954-1c9aaf66/
Truck,40.0,True,1969567.0,KAMAZ,,525000.0,1400000.0,2015.0,Своевременное техническое обслуживание  Не требует дополнительных вложений  Торг возможен при осмотре  Готов к эксплуатации Комплектация Т 5  Установлена  ретарда,https://auto.ru/artic/used/sale/kamaz/5490/15440989-a80ac9b8/
Truck,27.0,True,1852652.0,KAMAZ,,333000.0,1450000.0,2016.0,В Наличии данной техники КАМАЗ 5490  году  пробеги примерно 350 400т км  техника ухоженная   все работает    Адрес осмотра  Зеленодольский р он  село Бело Безводное,https://auto.ru/artic/used/sale/kamaz/5490/15879403-20c535c4/
Truck,46.0,True,2189929.0,KAMAZ,,450000.0,1490000.0,2015.0,Продаётся cедeльный тягач Камаз 5490 S5  Kаmaz   2015 г в  Прицеп Krone SD 2012 г в  Техника отличном состоянии полностью обслужена  Стоимость 1 100 000 руб   Ценa указана c ндс    Место осмотра  Москва   Хaрактеpиcтики    Пpoбег  тыc км   580000   Год выпускa  2015   Маpка  Kaмaз 5490 S5   Тoрмoзнaя системa  диcковыe   Стpaнa cбоpки  Роccия   Kоличество спальных мест  2   Количество осей  2   Полная масса  кг   18600   Грузоподъемность  кг   11500   Высота седла  мм  1150   Тип подвески  Пневмо рессорная   Мощность двигателя  л с   401   КПП тип  Механика Дополнительно магнитола  кондиционер  электропривод и подогрев зеркал  тахограф  автономный отопитель  противотуманные фары  АВS,https://auto.ru/artic/used/sale/kamaz/5490/16002680-1a90bb83/
Truck,13.0,True,2043723.0,KAMAZ,АсстрА,460000.0,1800000.0,2015.0,Своевременное техническое обслуживание  Не требует дополнительных вложений  Готов к эксплуатации  Цена указана с НДС  В очень хорошем состоянии   исправен  Возил опасные грузы без перегрузов  бортовой полуприцеп с баллонами  цистерны   Совершал все рейсы с мониторингом скоростного режима  Бережная эксплуатация  Своевременные ТО и ТР в дилерских техцентрах  Автомобиль действительно в идеальном техническом состоянии  Эксплуатировался и продается собственником   транспортной компанией  Торг возможен при осмотре,https://auto.ru/artic/used/sale/kamaz/5490/16165750-a3f1ea50/
Truck,29.0,True,2403138.0,KAMAZ,Альфа-Лизинг Санкт-Петербург,375492.0,1850000.0,2017.0,02043 СПБ 17 Л  Авто принадлежит лизинговой компании  Альфа лизинг  не находится в залоге или под арестом  Оформление напрямую от лизинговой компании  без участия 3х лиц   Продажа с полным НДС  Возможно оформление в лизинг через любую лизинговую компанию РФ  Колесная формула 4х2 Двигатель Daimler OM457LA  ЕВРО 5 Мощность 401 л с  КПП ZF16S2220 без интардера Нагрузка на ССУ 10 5 т  Высота ССУ 1150 мм  Топливный бак 2Х400 л  Межколесная блокировка Автономный отопитель Eberspaecher  EBS  ESP  ASR  ECAS Спальных мест 1 Кабина Daimler на пружинной подвеске Кондиционер Гидрофикация HYVA,https://auto.ru/artic/used/sale/kamaz/5490/16169894-a4efac21/
Truck,22.0,True,1892905.0,KAMAZ,,400000.0,1550000.0,2016.0,Продаём КАМАЗы 5490 все в хорошем состоянии 2015  2016 годов в двигатель   КПП  мосты не ремонтировались пробег от 380 до 450 т км машины работаю пробег может меняться  обслуживание каждый 40 т км   осмотр возможен где находиться машина   торг уместен  возможно с ндс,https://auto.ru/artic/used/sale/kamaz/5490/16182854-ba289412/
Truck,19.0,True,2879670.0,KAMAZ,,260000.0,2400000.0,2018.0,Продаю КАМАЗ 5490 001 68  в отличном состоянии  Куплен в июне 2018г  ПТС  2018г  Выпускался параллельно с Камаз NEO  только покруче  КПП ZF   с интардером   Два топливных бака по 400 л  Зад   мост Daimler   на пн  подвеске   Двигатель Мерседес  Daimler ОМ 457 LA   с предпусковым подогревателем  Кабина Daimler высокая с 1 спальным местом  пневмоподвеска кабины  кондиционер  круиз   отопитель кабины Eberspacher Airtronic  бок ограждение  Мочевина отключена  в Наб  Челнах  В подарок установлен полный комплект навигации,https://auto.ru/artic/used/sale/kamaz/5490/16233300-80f5def5/
Truck,8.0,True,3586235.0,KAMAZ,,300000.0,3300000.0,2018.0,  ТЯГАЧ  Камаз 5490 S5  пробег 300 т км   двигатель евро5  коробка автомат ZF  кабина высока Daimler  один спальник   кондиционер  отопитель EBERSPAECHER  тахограф еростандарт  GPS  Возможна переуступка лизинга на выгодных условиях АО  quot Лизинговая компания  quot КамАЗ quot   КАСКО В ЛИЗИНГе   Один собственник  Без посредников     Доп  скидка при покупке сцепкой    Доп  скидки при покупке от 1 ой единицы    Дополнительные фото по запросу  Своевременное техническое обслуживание  Предпродажная подготовка  Не требует дополнительных вложений  Торг при осмотре  Готов к эксплуатации  На комиссию не ставлю  посреднические услуги не предлагать ,https://auto.ru/artic/used/sale/kamaz/5490/16247302-22b3b743/
Truck,20.0,True,2403138.0,KAMAZ,Global Truck Sales Москва Север,273912.0,1990000.0,2017.0,Седельный тягач Камаз 2017 года  Плюсы  Своевременное техническое обслуживание  Перед продажей проводилась полная диагностика  Ходил без перегрузов  Хороший остаток европейской резины  Минусы  Небольшие дефекты по внешней косметике    Техническое описание     Год изготовления  2017   Изготовитель  Россия   Объем двигателя  куб см  11 967   Разрешенная максимальная масса  кг  18 600   Масса без нагрузки  кг  7 475   Экологический класс  ЕВРО 5   Мощность двигателя  л с  401   Тип КПП  Механическая   Колесная формула  4х2   Тип подвески  Пнево рессорная   Пробег  км  273 912  Дополнительная информация    Инструментальный ящик   Солнцезащитный козырек   Автономный отопитель   Тахограф   Люк   Электростеклоподъёмники   ABS   Межколесная блокировка   Подзапасник   1 спальное место   1 топливный бак  Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Sсhmitz Cargobull  Fliegl  Kassbohrer  Grunwald  Kogel  MAN  Wielton  Zaslaw  ТверьСтройМаш  Возможно приобретение техники в кредит лизинг   Мы являемся аккредитованной компанией в таких лизинговых  как Европлан  ВТБ Лизинг  Вэб лизинг  Элемент лизинг  Балтийский Лизинг,https://auto.ru/artic/used/sale/kamaz/5490/16250354-c1e97a9f/
Truck,26.0,True,2274507.0,KAMAZ,,320000.0,1795000.0,2017.0,Седельный тягач КАМАЗ 5490 S5  2017 года выпуска  продается как имущество  изъятое из лизинга  Цена указана с НДС  Осмотр в рабочие дни  АКБ разряжены  Мелки царапины и повреждения ЛКП потертости ступеней,https://auto.ru/artic/used/sale/kamaz/5490/16281338-0686b69b/
Truck,12.0,True,1852652.0,KAMAZ,M7 TRUCK Москва,400000.0,1650000.0,2016.0,M7truck   это седельные тягачи  спецтехника и прицепная техника с пробегом  которым Вы можете доверять  Любая форма оплаты  нал безнал  Возможна продажа в кредит  лизинг  Более 25 партнеров  Сбербанк  ВТБ  Европлан  Сбербанк Лизинг  ВЭБ лизинг  Элемент лизинг и др  В наличии более 200 единиц седельных тягачей  грузовиков  самосвалов  спецтехники Scania  Volvo  DAF  Mercedes  MAN  MAZ  KAMAZ и прицепной техники  изотермы  рефрижераторы  тентованные  контейнеровозы Krone  Schmitz  Kogel и др  с минимальными пробегами после ТО  готовых к дальнейшей работе  Место осмотра  г  Москва,https://auto.ru/artic/used/sale/kamaz/5490/16284332-e4deacf4/
Truck,26.0,True,2270016.0,KAMAZ,Триера Трак,437000.0,1800000.0,2016.0,Технические характеристики  ГОД ВЫПУСКА   2016  Полная масса а м  кг   18600  нагрузка на задний мост  кг   11500  нагрузка на переднюю ось  кг   7100  Полная масса автопоезда  кг   44000  Полная масса полуприцепа  кг   36100  Снаряженная масса  кг   7900  нагрузка на задний мост  кг   2500  нагрузка на переднюю ось  кг   5400  Максимальная полезная мощность  кВт  л с     295  401   Рабочий объем  л   11 97  Тип двигателя   дизельный с турбонаддувом  с промежуточным охлаждением наддувочного воздуха  КП   АВТОМАТ  Исполнение   высокая  с одним спальным местом  Подвеска   4 х точечная пружинная  Вместимость топливного бака  л   695 или 695 400   Тип   дисковые  передние и задние   Внешний габаритный радиус поворота  м   8  Максимальная скорость  не менее  км ч   90  Готов к эксплуатации  Цена указана с НДС  Своевременное техническое обслуживание  Не требует дополнительных вложений  Возможна продажа в кредит,https://auto.ru/artic/used/sale/kamaz/5490/16302940-aa0f8738/
Truck,10.0,True,2162765.0,KAMAZ,ТК Автокомбинат,450000.0,1950000.0,2016.0,Автомобиль в отличном состоянии куплен новым в 2017 году  по птс 2016 года выпуска  ДВС 401 л с  Mercedes Benz Axor Euro 5   топливный бак 760 л  КПП ZF16S без интардера  зад  мост Daimler HL6 на пн подвеске  каб  Daimler  высокая   пружин  подв  каб   кондиционер  отопитель каб  Eberspaecher Airtronic D2 24V  тахограф российского стандарта с блоком СКЗИ  Остаток резины 70  Возможна продажа в лизинг кредит Цена указана с НДС,https://auto.ru/artic/used/sale/kamaz/5490/16308282-07e270e8/
Truck,16.0,True,2892075.0,KAMAZ,Европлан Санкт-Петербург,300000.0,2490000.0,2018.0,Код предложения  1874770 ФЛ СПБ 18  Покупая автомобиль в Европлан   100  гарантию законности сделки  профессиональный и индивидуальный подход  быстрое заключение договора  различные варианты оформления  Автомобиль приобретался у официального дилера и принадлежит компании Европлан  то есть не находится в кредите  залоге или розыске  Год выпуска  2018 Страна  Россия   ПТС  522037 Серия ПТС  16 ОТ ПТС дата выдачи  27 04 2018 Кем выдан ПТС  ПАО  quot КАМАЗ quot  Номер двигателя  0351083 Модель двигателя  OM457LA V 3 Номер кузова  КАБ  549000J0013164 Номер шасси  XTC549005J2507003 Цвет  Белый RAL 9010 Тип двигателя  Дизель  метан Седельный тягач  Марка   КАМАЗ Модель  5490 Модификация   S5 Страна изготовитель  РФ Год выпуска   2018  Дизель   газ   Технические характеристики    Двигатель Daimler OM 457 401 л  с   Тип двигателя   дизель  метан  КПП ZF 16S2220 без интардера  гипоидный мост Daimler HL6  задняя подвеска пневматическая с электронным управлением  ECAS   высота ССУ 1150 мм  нагрузка на ССУ 10 63 т   объем топливного бака    400 л   дисковые тормоза  шины   315 70R22 5 без бокового обвеса  дв  Daimler OM457LA  Евро 5   система нейтрализ  ОГ  AdBlue   EBS  ESP  ASR  каб  Daimler   кондиционер   Автономный отопитель Eberspaecher Airtronic D2 24V   тахограф российского стандартас блоком СКЗИ    Continental VDO DTCO 3283  количество спальных мест   1 Кассета газовых баллонов   4х80 л  с защитой  Код WMI базового ТС  XTC  Весовые параметры и нагрузки Нагрузка на седельно сцепное устройство  кг 10760 Полная масса а м  кг 18600 нагрузка на задний мост  кг 11000 нагрузка на переднюю ось  кг 7600 Полная масса автопоезда  кг 44000 Полная масса полуприцепа  кг 36160 Снаряженная масса  кг 7840 нагрузка на задний мост  кг 2500 нагрузка на переднюю ось  кг 5340 Двигатель Модель двигателя Mercedes Benz OM 457LA V 3  Максимальная полезная мощность  кВт  л с   295  401  при частоте вращения коленчатого вала  об мин 1900 Максимальный крутящий момент  Нм  кгсм  2000  204  при частоте вращения коленчатого вала  об мин  1100 Рабочий объем  л 11 97 Расположение и число цилиндров рядное  6 Тип двигателя газодизельный с турбонаддувом  с промежуточным охлаждением наддувочного воздуха Коробка передач Модель КП ZF 16S2220 ТD Тип механическая  16 тиступенчатая  Управление механическое  дистанционное Главная передача Передаточное отношение 3 077 Тип гипоидная Задний мост  Daimler HL6 Подвеска пневматическая  с электронной системой управления ECAS  Кабина Исполнение высокая  с одним спальным местом Подвеска 4 х точечная пружинная Тип кабины расположенная над двигателем Колеса и шины Размер обода 9 00 22 5 Размер шин 315 70 R22 5 Тип колес Модель Тип шин радиальные  бескамерные Седельно сцепное устройство Высота ССУ  мм 1150 Диаметр сцепного шкворня  мм 50 8  2   Модель Orlandi Jost SAF Holland Система питания Вместимость газовых баллонов  м3  64 Вместимость топливного бака  л 400 Общий объем баллонов  л 320  4х80   Сцепление Привод гидравлический с пневмоусилителем Тип однодисковое  диафрагменное мод  MFZ 430 Тормоза Привод электропневматический  EBS   с системой курсовой устойчивости  ESP  и противобуксовочной системой  ASR  Тип дисковые  передние и задние  Характеристика а п полной массой Внешний габаритный радиус поворота  м 8 Максимальная скорость  не менее  км ч 90 Угол преодолеваемого подъема  не менее     град  18  10   Электрооборудование Аккумуляторы  В А ч 2х12 210 Напряжение  B 24,https://auto.ru/artic/used/sale/kamaz/5490/16309172-2bf0d0bc/
