Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Федеральный округ;Цена с НДС;Comment;Качество верификации;Верификация
Рефрижератор;Schmitz Cargobull;SKO;2017;3700000;Набережные Челны;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16646160-61113e32/;304688;;;;;;ЕвроОйлТрак;3930000;230000;Горячая цена! Срочно брать!;0;118000;ПФО;Цена с НДС;;;ok
Шторный;Kögel;S24;2019;2300000;Краснодар;https://auto.ru/trailer/used/sale/kogel/s24/16678650-6bdc1ebe/;100000;;;;;;ЮгТрейлер;1970000;-330000;Цена завышена - можно поторговаться;30;74000;ЮФО;Цена с НДС;;;ok
Шторный;Schmitz Cargobull;SCS;2019;2630000;Ольша;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16594310-d6e6994a/;70000;;;;;;CargoLine group;2000000;-630000;Цена завышена - можно поторговаться;40;84000;ЦФО;Цена с НДС;;;ok
Шторный;Schmitz Cargobull;SCB;2019;2490000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16669739-c4ca675f/;63000;;;;;;АГТ-Трейдинг;2000000;-490000;Цена завышена - можно поторговаться;30;80000;ЦФО;;;;
Шторный;Meusburger;;2015;1730000;Москва;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16671020-a3ccd919/;200000;;;;;;M7 TRUCK Москва Юг;1510000;-220000;Цена завышена - можно поторговаться;20;55000;ЦФО;;;;
Шторный;Schmitz Cargobull;SCB;2018;2350000;Тула;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16659396-4acbb5b8/;80;;;;;;;2010000;-340000;Цена завышена - можно поторговаться;30;75000;ЦФО;;;;
Рефрижератор;Krone;Cool Liner;2019;4660000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/cool_liner/16671060-f12cd941/;149900;;;;;;Группа Милан;4180000;-480000;Цена завышена - можно поторговаться;20;149000;СЗФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2016;4000000;Каменск-Шахтинский;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655122-bd765c7a/;210000;;;;;;Мега-Транзит;3770000;-230000;Цена завышена - можно поторговаться;20;128000;ЮФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2015;3700000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583290-491b1977/;350000;;;;;;Транзит-Дон Москва;3290000;-410000;Цена завышена - можно поторговаться;20;118000;ЦФО;;;;
Рефрижератор;Krone;SD;2018;4120000;Екатеринбург;https://auto.ru/trailer/used/sale/krone/sd/16660764-0102dce7/;;;;;;;Global Truck Sales Екатеринбург;4280000;160000;;10;132000;УФО;;;;
Шторный;Schmitz Cargobull;SCS;2015;1349777;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16600328-2f85ed93/;600000;;;;;;ТТ777;1490000;140223;Горячая цена! Срочно брать!;0;43000;ЦФО;Цена с НДС;Шторный полуприцеп Schmitz SCS DoubleDeck 2015г  Стандарт TIR  работал по Европе  строго без перегрузов  Один владелец  гарантия юридической чистоты  Объем 105м3  регулируемая внутренняя высота  до 3 05м   Многоярусная погрузка  DoubleDeck   полный комплект доппель штоков  DoppelStock    Комплектация  корзина под запасное колесо  запасное колесо  лестница  инструментальный ящик  Состояние отличное  все растентовки работают   Остаток резины 60 70   Стоимость указана с НДС;0,34472;ok
Шторный;Meusburger;;2015;1593000;Москва;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16649956-fea92ed6/;600000;;;;;;M7 TRUCK Москва Юг;1490000;-103000;Цена завышена - можно поторговаться;20;51000;ЦФО;;;;
Шторный;Schmitz Cargobull;SCB;2018;2350000;Тула;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16659382-0ac298dc/;;;;;;;;1980000;-370000;Цена завышена - можно поторговаться;30;75000;ЦФО;;;;
Шторный;Meusburger;;2019;3400000;Набережные Челны;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16681578-c5fdafe1/;100000;;;;;;M7 TRUCK Набережные Челны;1980000;-1420000;Цена завышена - можно поторговаться;80;109000;ПФО;;;;
Бортовой;Kögel;SN24;2015;1700000;Солнечногорск;https://auto.ru/trailer/used/sale/kogel/sn24/16543758-1b359da7/;579000;;;;;;ТРАНСАЛЬЯНС Москва;1180000;-520000;Цена завышена - можно поторговаться;50;54000;ЦФО;Цена с НДС;;;ok
Шторный;Krone;Profi Liner;2017;1800000;Москва;https://auto.ru/trailer/used/sale/krone/profi_liner/16643760-c5defb6e/;350000;;;;;;TELS Group;1910000;110000;Горячая цена! Срочно брать!;0;58000;ЦФО;;;;
Бортовой;Schmitz Cargobull;SPR;2015;1050000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16676380-36febed6/;700000;;;;;;;1180000;130000;Горячая цена! Срочно брать!;0;34000;ЦФО;;В связи с плановым обновлением автопарка продается полуприцеп Schmitz SPR24  2015 г в   объем 100 105м3  высота регулируется   размер резины 385х55хR19 5  Мешок  крыша не сдвижная   тент  борт  клапан  оси Schmitz  дисковые тормоза  корзина под запаску  запаска  инструментальный ящик  противооткатники  Можно использовать  как открытый бортовой полуприцеп или площадку  Отличное состояние  Цена 1 050 000 руб   без НДС   торг при осмотре  В наличии несколько полуприцепов  Посредников и стоянки просьба не беспокоить  полуприцеп на реализацию ставиться не будет;0,33729;ok
Рефрижератор;Schmitz Cargobull;SKO;2017;4155000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478068-5c7377cc/;510000;;;;;;ГРИН ЛАЙН;3910000;-245000;Цена завышена - можно поторговаться;20;133000;ЦФО;;;;
Рефрижератор;Krone;SD;2018;4100000;Всеволожск;https://auto.ru/trailer/used/sale/krone/sd/16496778-b61aa88f/;;;;;;;Технический центр Восток;4280000;180000;;10;131000;СЗФО;;;;
Шторный;Koluman;;2018;1950000;Москва;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorno_bortovoy/16648420-732de40f/;185000;;;;;;БорнТракСервис;1840000;-110000;Цена завышена - можно поторговаться;20;62000;ЦФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2017;4700000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16656532-57a98a42/;160000;;;;;;АГТ-Трейдинг;3860000;-840000;Цена завышена - можно поторговаться;30;150000;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2018;4100000;Набережные Челны;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16664323-ff607a27/;250000;;;;;;АТРАКС;4180000;80000;;10;131000;ПФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2016;4100000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16668396-6185bcb5/;500000;;;;;;;3640000;-460000;Цена завышена - можно поторговаться;20;131000;ЦФО;;;;
Тягач;Scania;P360;2015;3550000;Барнаул;https://spec.drom.ru/barnaul/truck/truck-tractor/sedelnyj-tjagach-scania-p360-s-nds-v-barnaule-86572277.html;;;4x2;;;;;4240000;690000;Горячая цена! Срочно брать!;0;114000;СФО;;;0,35893;unclear
Тягач;КамАЗ;5490;2017;1990000;Краснодар;https://spec.drom.ru/krasnodar/truck/truck-tractor/tjagach-kamaz-5490-86847543.html;;;4x2;;;;;3160000;1170000;Горячая цена! Срочно брать!;0;64000;ЮФО;;;0,56209;unclear
Тягач;КамАЗ;65221 односкатный вездеход тягач седельный;2019;5632000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/sedelnyj-tjagach-vezdehod-povyshennoj-gruzopodemnosti-kamaz-65221-76773389.html;;;6x6;;;;;4980000;-652000;Цена завышена - можно поторговаться;20;180000;ПФО;;;;
Тягач;КамАЗ;5490-NEO;2018;3575000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-5490-neo-87660287.html;;;4x2;;;;М7 ТРАК;4210000;635000;Горячая цена! Срочно брать!;0;114000;ПФО;;;0,3837;unclear
Тягач;КамАЗ;5490;2016;2217700;Барнаул;https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-kamaz5490-probeg-130-tysjach-km-84821673.html;;;4x2;;;;;2280000;62300;;10;;СФО;;;;
Тягач;КамАЗ;5490-S5;2015;1510000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-2015-g-v-81377654.html;;;4x2;;;;;1870000;360000;Горячая цена! Срочно брать!;0;;УФО;;;0,40928;unclear
Тягач;Scania;G440;2015;5950000;Комсомольск-на-Амуре;https://spec.drom.ru/komsomolsk-na-amure/truck/truck-tractor/scania-g440-66936247.html;;;6x6;;;;;4660000;-1290000;Цена завышена - можно поторговаться;40;190000;;;;;
Тягач;КамАЗ;5490-NEO;2019;4850000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-87-s5-tjagach-evro-5-69753890.html;;;4x2;;;;;4490000;-360000;Цена завышена - можно поторговаться;20;155000;ЦФО;;;;
Тягач;МАЗ;6425X9-433;2017;2500000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/maz-6425h9-84149428.html;;;6x6;;;;;3140000;640000;Горячая цена! Срочно брать!;0;80000;СФО;;;0,39752;unclear
Тягач;КамАЗ;65806 Т5;2018;6140000;Благовещенск;https://spec.drom.ru/blagoveshchensk/truck/truck-tractor/prodaem-tjagach-kamaz-65806-t5-54618513.html;;;6x4;;;;ООО AВТОКАМ;4530000;-1610000;Цена завышена - можно поторговаться;50;196000;ДВФО;;;;
Тягач;MAN;TGX 18.440;2016;4650000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-man-tgx-18.440-4x2-bls-86043609.html;;;4x2;;;;"ООО ""МАН Трак энд Бас РУС""";4290000;-360000;Цена завышена - можно поторговаться;20;149000;СЗФО;;;;
Тягач;MAN;TGX 18.480;2017;6350000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/man-tgx-18.480-xxl-c-zf-intarder-nemec-85685311.html;;;4x2;;;;;5050000;-1300000;Цена завышена - можно поторговаться;40;203000;УФО;;;;
Тягач;МАЗ;6430С9-520-020;2019;4435000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-6430s9-520-020-71673962.html;;;6x4;;;;;3740000;-695000;Цена завышена - можно поторговаться;30;142000;ЦФО;;;;
Тягач;Scania;P360;2017;4650000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-scania-p360-4h2-2017g-v-novosibirske-87655278.html;;;4x2;;;;СИБТРАКСКАН;5770000;1120000;Горячая цена! Срочно брать!;0;149000;СФО;;;0,31468;unclear
Тягач;КамАЗ;53504;2015;1900000;Якутск;https://spec.drom.ru/yakutsk/truck/truck-tractor/prodaetsja-kamaz-sajgak-53504-87052744.html;;;6x6;;;;;2850000;950000;Горячая цена! Срочно брать!;0;;ДВФО;;;0,59083;unclear
Тягач;МАЗ;6430В9-1420-010;2015;1200000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-maz-6430v9-1420-010-i-samosvalnyj-polupricep-kassbohrer-2014-g-62158007.html;;;6x4;;;;;1420000;220000;Горячая цена! Срочно брать!;0;;ЦФО;;;0,30859;unclear
Тягач;КамАЗ;5490-NEO;2019;4700000;Оренбург;https://spec.drom.ru/orenburg/truck/truck-tractor/kamaz-5490-022-87-s5-tjagach-evro-5-neo-56489104.html;;;4x2;;;;ГК РусБизнесАвто;4490000;-210000;;10;150000;УФО;;;;
Тягач;КамАЗ;65225;2016;3750000;Якутск;https://spec.drom.ru/yakutsk/truck/truck-tractor/kamaz-65225-dlja-zimnika-na-odnoskatke-87297396.html;;;6x6;;;;Kama Discount;3250000;-500000;Цена завышена - можно поторговаться;30;;ДВФО;;;;
Тягач;МАЗ;;2016;2400000;Кодинск;https://spec.drom.ru/kodinsk/truck/truck-tractor/maz-85713686.html;;;6x6;;;;;2450000;50000;;10;;СФО;;;;
Тягач;Volvo;;2017;7000000;Чита-47;https://spec.drom.ru/chita-47/truck/truck-tractor/prodam-tjagach-volvo-86966737.html;;;6x4;;;;;6330000;-670000;Цена завышена - можно поторговаться;20;224000;;;;;
Тягач;КамАЗ;44108;2015;1769999;Сургут;https://spec.drom.ru/surgut/truck/truck-tractor/prodam-sedelnyj-tjagach-kamaz-44108-85860602.html;;;6x6;;;;;2850000;1080001;Горячая цена! Срочно брать!;0;;;;;0,52736;unclear
Тягач;Mercedes-Benz;;2018;7100000;Екатеринбург;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-mersedes-3346-87226701.html;;;6x6;;;;ООО ЛК Сименс Финанс;5980000;-1120000;Цена завышена - можно поторговаться;30;227000;УФО;;;;
Тягач;КамАЗ;5490-S5;2018;2899000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-2018-g-v-87699677.html;;;4x2;;;;;4210000;1311000;Горячая цена! Срочно брать!;0;93000;СЗФО;;;0,43821;unclear
Тягач;МАЗ;643019-1420-012;2017;3200000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/maz-643019-1420-012-dvigatel-mercedes-86576273.html;;;6x4;;;;;2520000;-680000;Цена завышена - можно поторговаться;40;102000;СФО;;;;
Тягач;КамАЗ;5490-NEO;2017;3660000;Кемерово;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodaetsja-tjagach-kamaz-5490-s5-2017-g-v-81054203.html;;;4x2;;;;"ООО ""ДокаДизель""";3160000;-500000;Цена завышена - можно поторговаться;30;117000;;;;;
Тягач;Volvo;FM13;2018;7300000;Бердск;https://spec.drom.ru/berdsk/truck/truck-tractor/prodam-volvo-fh420-87392161.html;;;6x4;;;;;7330000;30000;;10;234000;;;;;
Тягач;КамАЗ;5490-S5;2019;4100000;Омск;https://spec.drom.ru/omsk/truck/truck-tractor/kamaz-5490-s5-83064926.html;;;4x2;;;;;4490000;390000;Горячая цена! Срочно брать!;0;131000;СФО;;;;
Тягач;КамАЗ;;2015;3000000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-69926783.html;;;6x6;;;;;2850000;-150000;Цена завышена - можно поторговаться;20;;ПФО;;;;
Тягач;КамАЗ;5490-S5;2017;3100000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-s5-sedelnyj-tjagach-b-u-2017-g-87810250.html;;;4x2;;;;"ООО ""Спец техника""";3160000;60000;;10;99000;ЦФО;;;;
Тягач;КамАЗ;5490-NEO;2019;4750000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-022-87-neo-79570373.html;;;4x2;;;;;4490000;-260000;Цена завышена - можно поторговаться;20;152000;ЦФО;;;;
Тягач;MAN;TGS 33.480;2017;4600000;Братск;https://spec.drom.ru/bratsk/truck/truck-tractor/tjagach-man-6h4-2017-g-76818556.html;;;6x4;;;;;5270000;670000;Горячая цена! Срочно брать!;0;147000;СФО;;;0,43316;unclear
Тягач;МАЗ;;2015;1550000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/sidelnyj-tjagach-87778170.html;;;6x4;;;;;1420000;-130000;Цена завышена - можно поторговаться;20;;СФО;;;;
Тягач;КамАЗ;5490;2019;4900000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-893-dc-akpp-85481097.html;;;4x2;;;;;4490000;-410000;Цена завышена - можно поторговаться;20;157000;ЦФО;;;;
Тягач;КамАЗ;6350;2019;3950000;Пермь;https://spec.drom.ru/perm/truck/truck-tractor/tjagach-kamaz-6450-v-permi-87232878.html;;;8x8;;;;;4530000;580000;Горячая цена! Срочно брать!;0;126000;УФО;;;0,40845;unclear
Тягач;КамАЗ;65206;2016;2500000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-65206-t5-87557045.html;;;6x4;;;;;2660000;160000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;МАЗ;;2018;3320000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-maz-6430s9-2018g-probeg-vsego-50000km-cena-s-nds-86913053.html;;;6x4;;;;;3470000;150000;;10;106000;СФО;;;;
Тягач;Volvo;;2016;5500000;Абакан;https://spec.drom.ru/abakan/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-volvo-81281451.html;;;6x4;;;;;5310000;-190000;;10;176000;;;;;
Тягач;КамАЗ;65225;2018;2700000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-71569464.html;;;6x6;;;;;4760000;2060000;Горячая цена! Срочно брать!;0;86000;ПФО;;;0,41685;unclear
Тягач;КамАЗ;5490-S5;2019;4090000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-kamaz-5490-s5-s-probegom-87667321.html;;;4x2;;;;;4490000;400000;Горячая цена! Срочно брать!;0;131000;ЦФО;;;;
Тягач;КамАЗ;65116-А4;2017;2400000;Екатеринбург;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/prodam-kamaz-65116-a4-gruzovoj-sedelnyj-tjagach-85009166.html;;;6x4;;;;;3530000;1130000;Горячая цена! Срочно брать!;0;77000;УФО;;;0,55038;unclear
Тягач;MAN;TGX 18.400;2018;5246000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/gruzovoj-tjagach-sedelnyj-man-tgx-18.400-4h2-lls-u-2018-87426788.html;;;4x4;;;;"АО ""Российский аукционный дом""";6260000;1014000;Горячая цена! Срочно брать!;0;168000;СЗФО;;;0,49473;unclear
Тягач;КамАЗ;43118;2019;3485000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-43118-tjagach-sedelnyj-kamaz-44108-53504-78977770.html;;;6x6;;;;;4980000;1495000;Горячая цена! Срочно брать!;0;112000;ПФО;;;0,37211;unclear
Тягач;КамАЗ;5490-NEO;2018;3575000;Нижний Новгород;https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/gazodizelnyj-kamaz-5490-neo-86131701.html;;;4x2;;;;М7 ТРАК;4210000;635000;Горячая цена! Срочно брать!;0;114000;ПФО;;;0,3837;unclear
Тягач;КамАЗ;5490-NEO;2018;3450000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-neo-87071923.html;;;4x2;;;;М7 ТРАК;4210000;760000;Горячая цена! Срочно брать!;0;110000;ЦФО;;;0,40341;unclear
Тягач;КамАЗ;53504-50;2019;3980000;Заводоуковск;https://spec.drom.ru/zavodoukovsk/truck/truck-tractor/kamaz-53504-50-belyj-sever-79652683.html;;;6x6;;;;;4980000;1000000;Горячая цена! Срочно брать!;0;127000;;;;0,37486;unclear
Тягач;КамАЗ;5490-S5;2015;1350000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/prodam-tjagach-kamaz-84025212.html;;;4x2;;;;;1870000;520000;Горячая цена! Срочно брать!;0;;УФО;;;0,40157;no_vat
Тягач;МАЗ;;2019;4250000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-6430s9-520-012-79576243.html;;;6x4;;;;;3740000;-510000;Цена завышена - можно поторговаться;20;136000;ЦФО;;;;
Тягач;Mercedes-Benz;Actros;2015;4850000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-6h4-mercedes-benz-actros-3346s-2015-g-v-86685375.html;;;6x4;;;;"ООО ""АГТ-Трейдинг""";3950000;-900000;Цена завышена - можно поторговаться;30;155000;ЦФО;;;;
Тягач;КамАЗ;44108;2019;3180000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-44108-75232495.html;;;6x6;;;;;4980000;1800000;Горячая цена! Срочно брать!;0;102000;ПФО;;;0,43115;unclear
Тягач;МАЗ;;2017;1508750;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/maz-643029-1420-012-87344402.html;;;6x4;;;;;2520000;1011250;Горячая цена! Срочно брать!;0;48000;СФО;;;0,5047;unclear
Тягач;Mercedes-Benz;;2016;3988000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2016-g-v-86033503.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";4190000;202000;;10;128000;ЦФО;;;;
Тягач;КамАЗ;5490;2018;4500000;Чита;https://spec.drom.ru/chita/truck/truck-tractor/prodam-scepku-kamaz-5490-t5-81143546.html;;;4x2;;;;;4210000;-290000;Цена завышена - можно поторговаться;20;144000;;;;;
Тягач;КамАЗ;43118 Сайгак;2017;2850000;Миасс;https://spec.drom.ru/miass/truck/truck-tractor/kamaz-43118-tjagach-probeg-30-tys-km-83067837.html;;;6x6;;;;ООО УралСпецКран;3990000;1140000;Горячая цена! Срочно брать!;0;91000;УФО;;;1;ok
Тягач;Mercedes-Benz;;2016;3898000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2016-g-v-86040857.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";4190000;292000;Горячая цена! Срочно брать!;0;125000;ЦФО;;;;
Тягач;МАЗ;;2019;3650000;Екатеринбург;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/tjagach-4h2-maz-5440s9-86544568.html;;;4x2;;;;Русбизнесавто;3360000;-290000;Цена завышена - можно поторговаться;20;117000;УФО;;;;
Тягач;Mercedes-Benz;;2016;3908000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2016-g-v-86042533.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";4190000;282000;Горячая цена! Срочно брать!;0;125000;ЦФО;;;;
Тягач;КамАЗ;65206;2019;5160000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-65206-t5-2019-g-v-86095737.html;;;6x4;;;;;4800000;-360000;Цена завышена - можно поторговаться;20;165000;УФО;;;;
Тягач;Volvo;FMX13;2018;9800000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-volvo-6h6-2018g-83113870.html;;;6x6;;;;ИП Пышкин Денис Витальевич;7020000;-2780000;Цена завышена - можно поторговаться;50;314000;ДВФО;;;;
Тягач;МАЗ;544028-520-031;2018;3400000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/maz-544028-520-031-tjagach-4h2-53165160.html;;;4x2;;;;"ООО ""МИРвтотехники""";3090000;-310000;Цена завышена - можно поторговаться;20;109000;УФО;;;;
Тягач;КамАЗ;65225;2019;5190000;Пермь;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-65225-6015-53-57482553.html;;;6x6;;;;TECHSPECKAM, ООО;4980000;-210000;;10;166000;УФО;;;;
Тягач;КамАЗ;65116;2016;1999998;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-kamaz-87857871.html;;;6x4;;;;;2660000;660002;Горячая цена! Срочно брать!;0;;СФО;;;0,50484;no_vat
Тягач;Volvo;;2019;8875000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/prodaetsja-volvo-fmx-6x4-87870639.html;;;6x4;;;;"ООО ""МАН Трак энд Бас РУС""";7590000;-1285000;Цена завышена - можно поторговаться;30;284000;СЗФО;;;;
Тягач;МАЗ;;2019;5540000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/tjagach-maz-6-6-v-nalichii-na-stojanke-oficialnogo-dilera-v-lizing-ot-10-68926510.html;;;6x6;;;;Транссервис официальный дилер МАЗ, JAC;4040000;-1500000;Цена завышена - можно поторговаться;50;177000;ДВФО;;;;
Тягач;Volvo;FMX13;2017;8500000;Магадан;https://spec.drom.ru/magadan/truck/truck-tractor/prodaetsja-volvo-fm-truck-6x6-87409079.html;;;6x6;;;;;6210000;-2290000;Цена завышена - можно поторговаться;50;272000;;;;;
Тягач;КамАЗ;5490-S5;2018;3490000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-5490-s5-tjagach-b-u-2018-g-38320-km-84307128.html;;;4x2;;;;TruckMag;4210000;720000;Горячая цена! Срочно брать!;0;112000;ЦФО;;;0,39669;unclear
Тягач;МАЗ;6430С9;2018;2650000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-maz-6430s9-87288069.html;;;6x4;;;;;3470000;820000;Горячая цена! Срочно брать!;0;85000;СФО;;;0,38425;unclear
Тягач;MAN;TGX 18.480;2019;8090100;Оренбург;https://spec.drom.ru/orenburg/truck/truck-tractor/man-tgx-18.480-bls-77971221.html;;;4x2;;;;;5990000;-2100100;Цена завышена - можно поторговаться;50;259000;УФО;;;;
Тягач;КамАЗ;;2015;2400000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-44018-70838792.html;;;6x6;;;;;2850000;450000;Горячая цена! Срочно брать!;0;;ПФО;;;0,35883;unclear
Тягач;МАЗ;6430;2015;1800000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-tjagach-maz-643019-87554401.html;;;6x4;;;;;1420000;-380000;Цена завышена - можно поторговаться;40;;СФО;;;;
Тягач;Scania;G400;2015;3950000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-scania-g400-2015-g-v-77804960.html;;;4x2;;;;СИБТРАКСКАН;4240000;290000;Горячая цена! Срочно брать!;0;126000;СФО;;;;
Тягач;КамАЗ;5490-S5;2018;2750000;Кемерово;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodam-kamaz-v-otlichnom-sostojanii-87000369.html;;;4x2;;;;;4210000;1460000;Горячая цена! Срочно брать!;0;88000;;;;0,44453;unclear
Тягач;Scania;R500;2018;9980000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-scania-r500-80883815.html;;;6x2;;;;"ГРУППА КОМПАНИЙ ""КОРЕЯ МОТОРС""";8160000;-1820000;Цена завышена - можно поторговаться;30;319000;ЦФО;;;;
Тягач;MAN;TGX 18.400;2018;5000000;Люберцы;https://spec.drom.ru/lyubertsy/truck/truck-tractor/sedelnyj-tjagach-man-tgx-18.400-4x2-bls-86465468.html;;;4x2;;;;;5790000;790000;Горячая цена! Срочно брать!;0;160000;ЦФО;;;0,49079;unclear
Тягач;Scania;;2018;8100000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/scania-g500-87169117.html;;;6x2;;;;;8160000;60000;;10;259000;ДВФО;;;;
Тягач;КамАЗ;43118 седельный тягач с тросовым КМУ;2019;5427000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-vezdehod-43118-sedelnyj-tjagach-s-trosovym-kmu-soosan-513-76207165.html;;;6x6;;;;;4980000;-447000;Цена завышена - можно поторговаться;20;174000;ПФО;;;;
Тягач;КамАЗ;6460-73;2017;2450000;Тюмень;https://spec.drom.ru/tyumen/truck/truck-tractor/prodaetsja-kamaz-6460-73-87486306.html;;;6x4;;;;"ООО ""АСТЕРИОН""";3530000;1080000;Горячая цена! Срочно брать!;0;78000;СФО;;;0,47748;unclear
