Mileage,VehicleType,HP,Make,VATIncluded,CabSeats,URL,Gear,Table Names,Formula,Year,Price,Model,Supplier,CabBeds,Location,Price
1280000,Truck,380,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16538110-e08e3c60/,MT,autoru - trucks.csv,4x2,2008,1100000,Premium,,2,Пермь,1373626.73077
395000,Truck,428,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65806/16587424-b66d2a4d/,MT,autoru - trucks.csv,6x4,2016,2490000,65806,,1,Ярославль,2514577.46056
800000,Truck,460,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16357008-61a2e348/,AT,autoru - trucks.csv,4x2,2008,4300000,XF105,,2,Сафоново,2254491.94979
500000,Truck,412,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16100582-80eba743/,MT,autoru - trucks.csv,4x2,2013,1150000,5440,,2,Уфа,1519071.08107
670000,Truck,440,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16622900-e218a3bd/,AT,autoru - trucks.csv,4x2,2014,2400000,TGS,,2,Западный,3352610.26664
40000,Truck,420,VOLVO,,,https://auto.ru/artic/used/sale/volvo/fh_tractor/16570006-642d100c/,MT,autoru - trucks.csv,4x2,2003,1490000,FH,,,Новая Усмань,1026514.22573
1200000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/l/16610234-22649a4e/,,autoru - trucks.csv,4x2,2006,950000,4-Series,,1,Вологда,1221900.97736
500000,Truck,390,MAZ,,,https://auto.ru/artic/used/sale/maz/64220/16334904-68d9ef9d/,MT,autoru - trucks.csv,6x4,2006,600000,64220,,,Чебоксары,752007.5611
1668890,Truck,390,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/columbia/16553934-538f9f6a/,MT,autoru - trucks.csv,6x2,2003,600000,Columbia,,2,Волжский,895738.9927
790000,Truck,460,DAF,,,https://auto.ru/artic/used/sale/daf/xf105/16556312-a3d98eaa/,MT,autoru - trucks.csv,,2012,2800000,XF105,,,Архангельск,2455972.55945
21000,Truck,292,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65116/16543520-45cf22ba/,MT,autoru - trucks.csv,6x4,2019,3099999,65116,Европлан Краснодар,1,Казань,3468080.89596
359000,Truck,469,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16603930-445ef041/,AT,autoru - trucks.csv,4x2,2018,6799000,FH,Бест Транс,2,Ольша,5751877.11828
1436102,Truck,428,DAF,,2,https://auto.ru/artic/used/sale/daf/xf95/16543836-40d9dc54/,MT,autoru - trucks.csv,4x2,2004,1699000,95XF,,2,Барнаул,1822952.41636
900000,Truck,450,VOLVO,Цена с НДС,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16534188-7773e11a/,MT,autoru - trucks.csv,6x4,2002,2700000,VNL,Гудвил Холдинг,2,Санкт-Петербург,1583667.36886
870000,Truck,400,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16636734-276ec0c9/,MT,autoru - trucks.csv,4x2,2011,2100000,TGS,СТТ-АВТО,2,Домодедово,2216793.223
998000,Truck,462,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/15814598-a1adf127/,MT,autoru - trucks.csv,4x2,2009,1950000,XF105,,2,Рудня,2308576.1626
60000,Truck,240,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16636118-61eefa0b/,MT,autoru - trucks.csv,6x6,2010,800000,43118,,1,Красноярск,1449974.38467
698000,Truck,400,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16437124-e2dfec3d/,,autoru - trucks.csv,4x2,2014,2950000,G-series,Юнион КРОНЕ Кимовск,1,Кимовск,3693765.0863
1200000,Truck,412,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16336848-2f246a5b/,MT,autoru - trucks.csv,6x2,2000,649900,Premium,,1,Санкт-Петербург,890499.93209
1230000,Truck,340,MAN,,,https://auto.ru/artic/used/sale/man/f_2000_t/16449906-79f5ab22/,,autoru - trucks.csv,,2000,850000,F 2000,,,Шексна,1137295.19738
1300000,Truck,460,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16604444-a872099e/,AT,autoru - trucks.csv,4x2,2003,1700000,Actros,,2,Брянск,1765990.67517
1500000,Truck,435,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16630532-95d652f4/,MT,autoru - trucks.csv,6x4,2004,1190000,Century Class,,1,Тюмень,1164393.74612
300000,Truck,420,MAZ,,2,https://auto.ru/artic/used/sale/maz/6422/16616720-1023efbe/,MT,autoru - trucks.csv,6x4,2001,680000,6422,,1,Чита,405213.80906
580381,Truck,392,RENAULT,,2,https://auto.ru/artic/used/sale/renault/kerax_tractor/16440720-d7887354/,MT,autoru - trucks.csv,,2002,760000,Kerax,,1,Ува,1034279.833
290000,Truck,300,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65116/16080316-9269a97f/,MT,autoru - trucks.csv,6x4,2012,1100000,65116,,1,Томск,1339794.73533
900000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16609036-9ec45f78/,MT,autoru - trucks.csv,4x2,2007,2950000,P-series,,1,Заокский,1357454.89676
203000,Truck,462,DAF,Цена с НДС,2,https://auto.ru/artic/used/sale/daf/xf105/16553078-ec78f332/,AT,autoru - trucks.csv,4x2,2018,5950000,XF105,АвтоСэнди,2,Мытищи,5128617.06069
1000000,Truck,228,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16597180-ec976c62/,,autoru - trucks.csv,,2002,900000,G-series,,1,Краснодар,1004573.87127
225821,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16576716-8787ccba/,AT,autoru - trucks.csv,4x2,2018,3485000,5490 NEO,M7 TRUCK Набережные Челны,1,Набережные Челны,3363252.05591
890000,Truck,401,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16551494-a2b69b33/,MT,autoru - trucks.csv,4x2,2013,2000000,Axor,,1,Сергиев Посад,2315454.63854
650000,Truck,380,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16573770-a0c823b5/,MT,autoru - trucks.csv,4x2,2007,1300000,FM,,2,Тверь,1831724.43489
1200000,Truck,420,VOLVO,Цена с НДС,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16595860-195c8a24/,MT,autoru - trucks.csv,4x2,2013,3100000,FH,АО Лорри,2,,2880898.24167
409000,Truck,312,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/15817826-e75ad92d/,MT,autoru - trucks.csv,4x2,2013,750000,5440,,1,Тольятти,967060.56483
1600000,Truck,430,DAF,,2,https://auto.ru/artic/used/sale/daf/xf95/16475490-6338ca21/,AT,autoru - trucks.csv,4x2,2005,1800000,95XF,,2,Белорецк,2013983.0839
510000,Truck,420,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16372698-73f62f42/,MT,autoru - trucks.csv,4x2,2012,1600000,Stralis,АсстрА,1,Колпино,1704105.34459
300,Truck,260,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/54115/16365622-9cb41ad8/,MT,autoru - trucks.csv,6x4,2007,800000,54115,,1,Богучаны,904094.81473
1420000,Truck,370,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16153526-1a7c45d2/,MT,autoru - trucks.csv,4x2,2001,1050000,Premium,,2,Белореченск,822573.65159
1280000,Truck,480,SCANIA,,,https://auto.ru/artic/used/sale/scania/l/16337002-223b8e99/,AT,autoru - trucks.csv,4x2,2003,1800000,4-Series,,,Казань,1125306.44949
214588,Truck,460,VOLVO,,,https://auto.ru/artic/used/sale/volvo/fh_tractor/16612062-af7cf0ff/,AT,autoru - trucks.csv,4x2,2019,7400000,FH,ClassTrucks,,Тосно,6192375.92079
1200000,Truck,435,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16370514-5b14713c/,MT,autoru - trucks.csv,6x4,2004,870000,Century Class,,1,Тольятти,1164393.74612
260000,Truck,435,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16153496-9ff8b478/,MT,autoru - trucks.csv,4x2,2014,2000000,5440,,2,Орёл,1739843.5469
650000,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16630908-b5c3a6e0/,AT,autoru - trucks.csv,4x2,2011,2800000,FH,,2,Калининград,2495395.81737
600000,Truck,440,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16372052-8c777424/,MT,autoru - trucks.csv,6x4,2013,2650000,TGS,,1,Казань,3287993.7833
550000,Truck,435,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/15443465-1940ec07/,MT,autoru - trucks.csv,4x2,2012,1100000,5440,,2,Ставрополь,1358193.46462
1470000,Truck,400,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16292232-f267e54b/,MT,autoru - trucks.csv,4x2,2006,1800000,Axor,,1,Дубовое,1219055.67771
1200000,Truck,412,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16533490-fcc7e9d2/,MT,autoru - trucks.csv,4x2,2005,870000,Premium,,1,Калуга,979124.37282
999999,Truck,360,DAF,,2,https://auto.ru/artic/used/sale/daf/cf_series_1/16343358-3597dad0/,MT,autoru - trucks.csv,4x2,2009,1500000,CF-series,,2,Брянск,2178217.76244
1200000,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16591076-65d74f33/,AT,autoru - trucks.csv,4x2,2008,2100000,FH,,2,Щелково,2174131.25729
638000,Truck,428,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490/16506482-51c89687/,MT,autoru - trucks.csv,4x2,2015,1350000,5490,,2,Челябинск,2043723.94605
353000,Truck,440,MAN,,,https://auto.ru/artic/used/sale/man/tgs/16013333-7492c8da/,MT,autoru - trucks.csv,6x4,2008,3600000,TGS,,,Слюдянка,2105843.13471
1360000,Truck,460,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/15768824-ca6cc5ea/,MT,autoru - trucks.csv,6x2,2005,1400000,FH,,2,Казань,1991968.80534
500000,Truck,330,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16628812-ecc56423/,MT,autoru - trucks.csv,6x4,2004,700000,5432,,1,Кольчугино,540936.95028
500000,Truck,440,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16560568-1bb8d9eb/,MT,autoru - trucks.csv,4x2,2014,3700000,P-series,ЗТ Север,0,Санкт-Петербург,3481928.81194
415350,Truck,310,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16588430-1450d1bb/,MT,autoru - trucks.csv,4x2,2013,650000,5440,,1,Москва,955531.85459
890000,Truck,430,IVECO,,2,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16598890-43ccd84b/,MT,autoru - trucks.csv,6x2,2001,550000,EuroStar,,2,Спас-Деменск,1049794.04962
1000000,Truck,410,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16555990-d84c4e1a/,MT,autoru - trucks.csv,4x2,2007,3300000,XF105,,2,Ростов-на-Дону,2007258.3255
350000,Truck,400,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16610864-e1d146c3/,MT,autoru - trucks.csv,4x2,2012,1600000,5440,,2,Заинск,1282137.80462
,Truck,260,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/65116/16508472-4b5beb1f/,MT,autoru - trucks.csv,6x4,2008,710000,65116,,1,Волчиха,978952.12166
717000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16457792-203703f8/,MT,autoru - trucks.csv,4x2,2011,2800000,R-Series,Юнион КРОНЕ Кимовск,2,Кимовск,2557444.26904
1000000,Truck,450,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16623804-d408f408/,MT,autoru - trucks.csv,4x2,2007,1150000,Stralis,,2,Белгород,1367998.56935
800000,Truck,480,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16217912-e43a8d83/,,autoru - trucks.csv,4x2,2008,2800000,TGA,,2,Кызыл,1877715.15737
270000,Truck,397,MAZ,,2,https://auto.ru/artic/used/sale/maz/6430/16629300-2ed6a6b8/,MT,autoru - trucks.csv,6x4,2012,1070000,6430,,1,Москва,1461839.01411
956000,Truck,380,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16300388-d5c4852b/,MT,autoru - trucks.csv,4x2,2008,1240000,Premium,,1,Волгоградская область,1159368.16924
800000,Truck,450,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16478602-2cfa68a6/,MT,autoru - trucks.csv,6x4,2003,2100000,Century Class,,1,Екатеринбург,1088885.9744
1150000,Truck,380,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16619960-6bb7cdb1/,MT,autoru - trucks.csv,4x2,2008,1350000,Premium,,1,Фёдоровское,1159368.16924
209000,Truck,441,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16583488-f0605f8e/,MT,autoru - trucks.csv,6x4,2012,7703220,TGS,,1,Иркутск,2838836.05731
217088,Truck,460,VOLVO,,,https://auto.ru/artic/used/sale/volvo/fh_tractor/16634848-2c5a600a/,AT,autoru - trucks.csv,4x2,2019,7650000,FH,ClassTrucks,,Екатеринбург,6192375.92079
900000,Truck,420,IVECO,,2,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16314934-7e87d225/,MT,autoru - trucks.csv,4x2,2000,470000,EuroStar,,2,Краснодар,839545.90231
802774,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16474262-837ffb20/,AT,autoru - trucks.csv,4x2,2012,2350000,FM,BS-Truck,2,Набережные Челны,2552942.00918
1200000,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16545888-4559017a/,MT,autoru - trucks.csv,4x2,2007,2700000,TGA,,2,Красноярск,1487163.04775
423005,Truck,408,MERCEDES,Цена с НДС,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16598888-dc53efad/,MT,autoru - trucks.csv,4x2,2016,3970000,Axor,Global Truck Sales Москва Север,1,Москва,3185605.06981
1480,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16628794-acb77648/,MT,autoru - trucks.csv,4x2,2011,2500000,P-series,,2,Чебоксары,2272131.29508
936000,Truck,420,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16352116-68d10102/,MT,autoru - trucks.csv,4x2,2013,3100000,FH,Globaltruck,2,Котельники,2880898.24167
540000,Truck,330,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16595774-981d77df/,MT,autoru - trucks.csv,4x2,2011,505000,5440,,2,Нефтекамск,968341.21474
253000,Truck,280,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65116/16467646-a069add9/,MT,autoru - trucks.csv,6x4,2008,760000,65116,,1,Воронеж,963093.57102
200000,Truck,441,SCANIA,Цена с НДС,,https://auto.ru/artic/used/sale/scania/r_1/16602044-4270145c/,AT,autoru - trucks.csv,4x2,2017,4780000,R-Series,Компания Автогород24,,Москва,5298451.48489
330000,Truck,460,VOLVO,Цена с НДС,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16609306-ccd68871/,AT,autoru - trucks.csv,4x2,2018,6775463,FH,CargoLine group,2,Ольша,5601418.63524
213968,Truck,410,MAZ,,2,https://auto.ru/artic/used/sale/maz/6430/16611384-57043a2b/,MT,autoru - trucks.csv,6x4,2017,3150000,6430,,2,Заводоуковск,2677233.63122
323000,Truck,510,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16620042-2f6ceb16/,MT,autoru - trucks.csv,6x4,2018,8300000,FH,,1,Долгопрудный,8335598.3689
1000000,Truck,460,RENAULT,,,https://auto.ru/artic/used/sale/renault/magnum_ae/16260774-a6e76c97/,MT,autoru - trucks.csv,4x2,2008,1900000,Magnum,,,Волгоград,1169998.93511
1500000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16526756-3a67f61c/,MT,autoru - trucks.csv,4x2,2008,1550000,P-series,,1,Казань,1513922.22722
1290000,Truck,460,VOLVO,,,https://auto.ru/artic/used/sale/volvo/fh_tractor/16609330-a6217e6c/,AT,autoru - trucks.csv,4x2,2010,3100000,FH,,,Белгород,2209281.94284
1430000,Truck,460,RENAULT,,2,https://auto.ru/artic/used/sale/renault/magnum_ae/16577988-4e0ee90c/,AT,autoru - trucks.csv,4x2,2008,1950000,Magnum,,2,Липецк,1724301.898
177745,Truck,480,MAN,,,https://auto.ru/artic/used/sale/man/tga_1/16390664-b5cad75c/,MT,autoru - trucks.csv,,2008,1200000,TGA,КОМПАНИЯ АВТОМОБИЛИЯ,,Ярославль,1839790.66124
700000,Truck,400,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16083830-05829465/,MT,autoru - trucks.csv,4x2,2007,480000,Stralis,,1,Москва,1023616.24937
800000,Truck,410,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16611328-0c1a2653/,MT,autoru - trucks.csv,4x2,2011,2100000,XF105,,2,Николаевка,2346788.00345
648880,Truck,401,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16476280-cb0bced0/,MT,autoru - trucks.csv,4x2,2013,1990000,Axor,M7 TRUCK Казань,2,Новониколаевский,2640881.35816
200000,Truck,240,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/54115/16494492-03ae3a61/,MT,autoru - trucks.csv,6x4,2001,450000,54115,,1,Ермолаево,570068.85367
,Truck,408,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16631222-5f3a6d6e/,AT,autoru - trucks.csv,6x4,2008,2400000,Actros,,1,Ростов-на-Дону,2147167.01417
980000,Truck,462,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16636110-4beebbd8/,MT,autoru - trucks.csv,4x2,2012,3200000,XF105,,2,Екатеринбург,2644010.19483
762000,Truck,462,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16470956-3756bdde/,MT,autoru - trucks.csv,4x2,2012,2750000,XF105,,2,Челябинск,2644010.19483
499423,Truck,379,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/15400044-5ffe8314/,MT,autoru - trucks.csv,4x2,2011,2400000,G-series,АГТ-Трейдинг,2,Москва,2391312.27703
1100000,Truck,430,INTERNATIONAL,,2,https://auto.ru/artic/used/sale/international/9000/16021904-ec155803/,MT,autoru - trucks.csv,6x4,2002,740000,9000 Series,,1,Уфа,1406199.87065
370000,Truck,412,MAZ,,2,https://auto.ru/artic/used/sale/maz/6430/16507300-b580764c/,MT,autoru - trucks.csv,6x4,2014,1150000,6430,,2,Казань,2039631.31913
940000,Truck,380,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16386146-fdda8f0c/,MT,autoru - trucks.csv,4x2,2008,1600000,FM,,2,Самара,1958290.20136
1000000,Truck,410,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16525426-075c8974/,MT,autoru - trucks.csv,4x2,2006,650000,5440,,2,Сызрань,624181.80307
1100000,Truck,420,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16634486-0ec0df5e/,MT,autoru - trucks.csv,4x2,2010,1390000,Stralis,Global Truck Sales Санкт-Петербург,2,Санкт-Петербург,1766164.06233
255000,Truck,435,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16465584-dcf29452/,MT,autoru - trucks.csv,4x2,2015,1750000,5440,,2,Саяногорск,1832724.82956
242000,Truck,260,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/44108/15374735-701cbdcd/,MT,autoru - trucks.csv,6x6,2006,590000,44108,,1,Омск,1119134.85965
400000,Truck,247,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16575362-10dd0638/,MT,autoru - trucks.csv,4x2,2009,450000,5432,,1,Уварово,450273.93772
620000,Truck,462,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16627202-77996f82/,,autoru - trucks.csv,4x2,2016,5400000,XF105,,2,Петрозаводск,3685450.2444
780000,Truck,400,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16616792-39756607/,MT,autoru - trucks.csv,4x2,2012,2500000,G-series,,2,Белгород,2756488.3074
839920,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16565728-1db38b6a/,MT,autoru - trucks.csv,4x2,2007,1800000,FH,Global Truck Sales Санкт-Петербург,2,Санкт-Петербург,1877692.81605
36000,Truck,281,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65116/10670367-ca287f8c/,MT,autoru - trucks.csv,6x4,2012,1100000,65116,,1,Красноярск,1327542.2673
701000,Truck,437,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16600538-16adde76/,MT,autoru - trucks.csv,4x2,2012,2555000,5440,,2,Санкт-Петербург и Ленинградская область,1357890.27902
1106810,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16262204-06f0eb37/,MT,autoru - trucks.csv,4x2,2011,1450000,FM,ТРАК ПЛАТФОРМА,2,Люберцы,2348609.05245
1150000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16465906-e72397be/,MT,autoru - trucks.csv,4x2,2007,1200000,P-series,,1,Сызрань,1357454.89676
844704,Truck,324,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16498374-5876aad5/,AT,autoru - trucks.csv,4x2,2015,4000000,G-series,,2,Казань,3998237.64614
1000000,Truck,440,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/15632996-2a322506/,MT,autoru - trucks.csv,4x2,2011,1400000,Premium,,2,Орёл,1828385.90115
1500000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16626838-2338d1d8/,AT,autoru - trucks.csv,4x2,2007,1350000,R-Series,,2,Иваново,2013622.341
100000,Truck,260,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/54115/16239242-45899252/,MT,autoru - trucks.csv,6x4,2004,800000,54115,,1,Новокубанск,736450.42895
1300000,Truck,400,RENAULT,,,https://auto.ru/artic/used/sale/renault/premium_tractor/16615466-53e418c7/,MT,autoru - trucks.csv,4x2,2000,1000000,Premium,,,Курск,656581.00883
273000,Truck,312,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16319040-8a7d27e1/,MT,autoru - trucks.csv,4x2,2014,830000,5440,,1,Энгельс,1120995.03752
1000000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16620600-c5fdd77c/,,autoru - trucks.csv,4x2,2008,950000,P-series,,1,Вышний Волочёк,1534519.95669
925349,Truck,420,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/15872287-ddca3992/,MT,autoru - trucks.csv,4x2,2012,1450000,Stralis,Совкомбанк-Лизинг Москва,2,Солонцы,2006082.20856
536199,Truck,480,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16529044-94cb3e6c/,MT,autoru - trucks.csv,4x2,2007,1440000,TGA,PRO АВТО,2,Люберцы,1637024.33174
330000,Truck,411,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16178090-e1515924/,MT,autoru - trucks.csv,4x2,2013,1600000,5440,,2,Краснодар,1515065.21084
480000,Truck,442,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16051334-125c8083/,MT,autoru - trucks.csv,6x4,2012,2550000,TGS,,1,Москва,2843453.30555
980000,Truck,430,DAF,,2,https://auto.ru/artic/used/sale/daf/xf95/16604953-725a91ea/,MT,autoru - trucks.csv,4x2,2003,1399000,95XF,,2,Смоленск,1743072.60396
1100000,Truck,460,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16281316-618020fe/,AT,autoru - trucks.csv,4x2,2003,1420000,Actros,,2,Краснодар,1765990.67517
10000,Truck,400,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/6460/16614954-89efca16/,MT,autoru - trucks.csv,6x4,2014,1300000,6460,,1,Архангельск,1995534.41271
1900000,Truck,400,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16220726-f9cc163c/,MT,autoru - trucks.csv,6x4,2003,800000,Century Class,,2,Кемерово,1075008.01755
983000,Truck,380,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16407166-faca2578/,MT,autoru - trucks.csv,4x2,2002,1100000,P-series,,1,Санкт-Петербург,969654.93485
100,Truck,381,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65225_t/16349892-d5e3ebff/,MT,autoru - trucks.csv,6x6,2011,1500000,65225,,1,Ижевск,1755839.51138
1166643,Truck,460,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16225644-47c7b040/,MT,autoru - trucks.csv,4x2,2011,5300000,XF105,,2,Курган,2435115.82213
1300000,Truck,370,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16634940-21d2b1a6/,MT,autoru - trucks.csv,6x4,2002,1700000,Century Class,,2,Краснодар,940326.62979
730000,Truck,400,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16611852-9e7190dc/,MT,autoru - trucks.csv,4x2,2007,400000,5440,,2,Углич,710459.68992
1000000,Truck,370,FREIGHTLINER,,,https://auto.ru/artic/used/sale/freightliner/century_class/15902092-6fc3af35/,MT,autoru - trucks.csv,6x2,2000,1150000,Century Class,,,Хабаровск,738138.4398
,Truck,425,INTERNATIONAL,,2,https://auto.ru/artic/used/sale/international/9000/16454476-51273914/,AT,autoru - trucks.csv,6x4,2003,1200000,9000 Series,,2,Екатеринбург,1825658.9558
4,Truck,327,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16327976-5826b9b5/,MT,autoru - trucks.csv,4x2,2011,550000,5440,,2,Курган,964800.85179
305000,Truck,280,KAMAZ,Цена с НДС,,https://auto.ru/artic/used/sale/kamaz/65116/16620624-a976e77e/,,autoru - trucks.csv,6x4,2012,992250,65116,АО МСУ-1,,Москва,1303024.70904
350000,Truck,430,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16475296-ef21b996/,MT,autoru - trucks.csv,4x2,2000,1100000,Actros,,2,Краснодар,1224533.46648
689000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16457816-9c87c532/,MT,autoru - trucks.csv,4x2,2011,2575000,R-Series,Юнион КРОНЕ Кимовск,2,Кимовск,2557444.26904
1100000,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16590746-2cf4771d/,AT,autoru - trucks.csv,4x2,2011,2900000,FH,,2,Челябинск,2495395.81737
1500000,Truck,430,DAF,,2,https://auto.ru/artic/used/sale/daf/95_s/16541914-9087afae/,MT,autoru - trucks.csv,4x2,2003,2950000,95,,2,Верхняя Пышма,1743072.60396
1000000,Truck,440,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/16518390-ee3e4683/,MT,autoru - trucks.csv,6x4,2012,2100000,TGS,,1,Румянцево,2891458.65973
200000,Truck,298,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65116/16479416-06494537/,MT,autoru - trucks.csv,4x2,2014,1400000,65116,,2,Калужская область,1699917.96691
1200000,Truck,408,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/15847440-e080911c/,MT,autoru - trucks.csv,4x2,2011,2990000,XF105,,2,Архангельск,2390202.17427
