Site;Benefit;Make;link;Year;Supplier;VehicleType;Price 1;Price;Mileage;VATIncluded
drom.ru;52;KAMAZ;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-2016-g-v-87068092.html;2016;;Truck;2279510;1490000;;
drom.ru;47;KAMAZ;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/cedelnyj-tjagach-kamaz-65116-2016-god-na-gazu-85518016.html;2016;;Truck;2662669;1800000;;
drom.ru;34;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-44108-sedelnyj-tjagach-75457772.html;2019;;Truck;4978053;3698000;;
drom.ru;57;MAZ;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/gruzovoj-sedelnyj-tjagach-maz-probeg-130212-85936330.html;2017;;Truck;2521811;1600000;;
drom.ru;20;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-tjagach-65225-87736102.html;2018;АвтоСпецЦентр;Truck;4757150;3950000;;
drom.ru;16;MERCEDES;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-axor-1840-ls-2016-g-v-87341693.html;2016;"ООО ""Глобал Трак Сейлс""";Truck;4192359;3600000;;
drom.ru;17;KAMAZ;https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/gazodizelnyj-kamaz-5490-neo-87075725.html;2018;М7 ТРАК;Truck;4206160;3575000;;
drom.ru;21;SCANIA;https://spec.drom.ru/kazan/truck/truck-tractor/gruzovoj-tjagach-sedelnyj-scania-g440-la4x2hna-2015-goda-vypuska-83848959.html;2015;ЗАО Солид Банк;Truck;4238380;3500000;;
drom.ru;41;KAMAZ;https://spec.drom.ru/novosibirsk/truck/truck-tractor/kamaz-6460-73-73565970.html;2017;;Truck;3530465;2500000;;
drom.ru;28;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/sedelnyj-tjagach-magistralnyj-kamaz-65116-76393161.html;2019;;Truck;4800498;3750000;;
drom.ru;34;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/vezdehod-tjagach-53504-kamaz-6h6-zavodskoj-76330577.html;2019;;Truck;4978053;3708000;;
drom.ru;23;MAZ;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/tjagach-sedelnyj-maz-5440c9-520-031-b-u-2018-g-127741-km-87630381.html;2018;;Truck;3085797;2490000;;
drom.ru;21;MAN;https://spec.drom.ru/novosibirsk/truck/truck-tractor/tjagach-sedelnyj-man-tgx-2-edinicy-80806588.html;2018;ГК САЛК;Truck;5904014;4850000;;
drom.ru;10;MERCEDES;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2016-g-v-86036892.html;2016;"ООО ""Глобал Трак Сейлс""";Truck;4192359;3808000;;
