Comment;Site;Benefit;Make;URL;Year;Supplier;VehicleType;Price 1;Price;Mileage;VATIncluded
Седельный тягач МАN TGS 19 400 4x2 BLS WW  2016 года выпуска   стандарта Евро 4  двигатель D20  мощностью  400 л с   пробег 600 000км  гидрофицированый под работу с самосвальным полуприцепом  работал в основном в Московском и Тульском регионе  все регламентные работы проведены вовремя  в 2018г  менялась кабина первой комплектности у официалов  вложений ни каких не требует  резина КАМА 70  остатка  Торг возможен при осмотре ;auto.ru;14;MAN;https://auto.ru/artic/used/sale/man/tgs/16569314-e2863cfc/;2016;АвтоБан;Truck;3785543;3300000;600000;
Тягач в отличном состоянии 1 хозяин  коробка zf16 машину покупали в конце 2016 года  Пробег данный момент 400000 км  двигатель WP 10  420 л с  мочевина отключено  АКБ новый в Декабре 2019 г  покупали  Могу продать с прицепом  прицеп Кроне шторка 2007 г  ПРИЦЕП ОТДЕЛЬНО не продаю  Цена сцепки 2200 000 руб  торг Готов к эксплуатации  Торг возможен при осмотре ;auto.ru;18;MAZ;https://auto.ru/artic/used/sale/maz/5440/16339038-910a17c1/;2016;;Truck;2015621;1700000;400000;
Маз 2018г в  в работе с апреля 2019  мотор wechai power 430л с возможна продажа сцепкой с самосвальным прицепом grunvald 34м3 цена за сцепку 4500000;auto.ru;26;MAZ;https://auto.ru/artic/used/sale/maz/6430/16427114-9436b223/;2018;;Truck;3162758;2500000;100000;Цена с НДС
Бортовой полуприцеп Шаланда Тонар 2018г в отличном состоянии  Полуприцеп покупался новым  всё время в одних руках  Цена в том числе НДС  Подходит под лизинг  обременений никаких нет  готов сразу к продаже  Остаток резины примерно 60   По ходовой и тормозам всё в порядке  Можно сразу в работу  Рассмотрю варианты обмена ;auto.ru;31;TONAR;https://auto.ru/trailer/used/sale/tonar/9746/16578346-be5d3168/;2018;;Platform;1113752;850000;100000;
Седельный тягач КАМА              г  в исполнении  Белый Север   автономн  возд  отопитель  Планар 4Д   подогрев АКБ типа  Термокейс   электрообогрев  утепление капота     односкатная ошиновка  шины 425 85R21   нагрузка на ССУ   12 3тн   высота ССУ   1540мм   КПП   ZF9 рестайлинговая кабина со спальным местом  Рассмотрю обмен  Возможна продажа от юр лица с НДС;auto.ru;26;KAMAZ;https://auto.ru/artic/used/sale/kamaz/53504/16420230-739b933f/;2018;;Truck;4145908;3280000;55000;
Продaм Тягaч  2015 гoдa Тягач полностью oбслужeн и готов к экcплуaтации  Двигaтель мерceдec   мoсты мерceдeс  Коpoбкa ZF 16  Уcтaновлeн xoлoдильник и микpовoлнoвкa  Фен Aлюминиевыe баки по 500л  Пнeвма  Нoвые пepедниe двa бетонa  Любые пpовepки   любыми спeциалиcтaми пoжалуйcтa;auto.ru;12;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65206/16232186-77f65072/;2015;;Truck;2165355;1930000;402000;
Продам Камаз 65116 А4  в отличном состоянии  С прицепом или без  Машина полностью обслужена  проблем нет  Более подробно по телефону  Рассмотрю любой вид продажи  звоните  пишите  Торг конечно есть ;auto.ru;16;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65116/16552188-4a77eb2f/;2017;;Truck;2788085;2400000;149000;
Машина в отличном состояние  пжд 14  фен 3кв  Резина новая в круг  Рация  кабина утеплённая  в мостах масло импортное  КПП 12 ступенчатая китайка  За авто не стыдно  Очень хороший и ухоженный авто  Состояния нового авто  Не напрягался весь срок эксплуатации  Под лесом не ходил  под сыпучими грузами тоже  Максимально 15тон возит ;auto.ru;31;MAZ;https://auto.ru/artic/used/sale/maz/6425/16193546-45106604/;2016;;Truck;2753617;2100000;80000;
ЦЕНА С НДС Двигатель 428 л с  Кабина на пневмоподвеске  электроподъем кабины   Проведена предпродажная подготовка  диагностика ДВС и топливной  Проведен капитальный ремонт двигателя  Подтверждающие заказ наряды по запросу  Техническое описание     Год изготовления  2015   Изготовитель  Россия   Колесная формула  4х2   Мощность двигателя  л с  428   Объем двигателя  куб см  11 967   Разрешенная максимальная масса  кг  18 600    Масса без нагрузки  кг  7 900   Грузоподъемность  кг  10 700   Экологический класс  ЕВРО 5   Тип КПП  Механическая   Пробег  км  638 646   Тип подвески  Пневматическая Дополнительная информация    Два топливных бака   Инструментальный ящик   Подзапасник   Спойлер   Противотуманные фары   Солнцезащитный козырек   Автономный отопитель   Кондиционер   Тахограф   Магнитола   Люк   Электростеклоподъёмники   ABS   Межколесная блокировка   Количество спальных мест  2 Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Schmitz Cargobull  MAN  Fliegl  Kassbohrer  Zaslaw  Kogel  ТОНАР  ТверьСтройМаш и многих других российских и европейских производителей грузовой техники  Торговый партнер Global Truck Service   сети сервисных станций по ремонту и обслуживанию импортной грузовой автотехники  Мы являемся аккредитованной компанией во всех известных на рынке лизинговых компаниях и банках  ФМФ Лизинг  БайкалИнвест  Альфа Лизинг  Европлан  ВТБ Лизинг  Балтийский Лизинг  Сбербанк  Газпромбанк и др    Возможно приобретение техники в кредит лизинг ;auto.ru;28;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16400696-c1844f32/;2015;Global Truck Sales Екатеринбург;Truck;2043723;1590000;638646;
Мы бережем Ваше время  поэтому готовы провести презентацию автомобиля дистанционно    снимем подробный видеообзор   выйдем в онлайн показ   проведем тест драйв  Подробности узнавайте по телефону __________ Установлено новое сцепление  новые тормозные диски и колодки  Резина с остатком более 60    Техника готова к работе сразу после продажи  Техническое описание    Год изготовления  2016   Колёсная формула  4х2   Мощность двигателя  л с  401   Объем двигателя  куб см  11 967   Изготовитель  ПАО КАМАЗ   Разрешенная максимальная масса кг  18 600   Масса без нагрузки  кг  7 900   Грузоподъемность  кг  10 700   Экологический класс  ЕВРО 3   Тип КПП  Механическая    Пробег  км  565 000       Тип подвески  Пневматическая Дополнительная информация     Инструментальный ящик   Подзапасник   Запасное колесо   Спойлер   Противотуманные фары   Солнцезащитный козырек   Автономный отопитель   Кондиционер   Тахограф   Люк   Электростеклоподъёмники   ABS   Количество спальных мест  1   Количество баков  1 Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Schmitz Cargobull  MAN  Fliegl  Kassbohrer  Zaslaw  Kogel  ТОНАР  ТверьСтройМаш и многих других российских и европейских производителей грузовой техники Торговый партнер Global Truck Service  Мы являемся аккредитованной компанией во всех известных на рынке лизинговых компаниях и банках  ФМФ Лизинг  БайкалИнвест  Альфа Лизинг  Европлан  ВТБ Лизинг  Балтийский Лизинг  Сбербанк  Газпромбанк и др    Возможно приобретение техники в кредит лизинг ;;;;;;;;;;;
Год выпуска 2015 445 000 пробег  мощность двигателя 408 л с    Тип КПП   АКПП объём   11 946 куб  см   Разре шенная максимальная масса   26000 кг  Масса без нагрузки   9300 кг Новая резина по кругу  В РосСпецАвто представлено более 20 автомобилей с пробегом и более 50единиц спецтехники с пробегом  а также новой спецтехники Shacman  Shaanxi  под заказ  РосСпецАвто   это надежная техника с пробегом  приобрести которую удобно  быстро и выгодно  Гарантия юридической чистоты  полный пакет документов  ПТС в наличии  Скидки на автомобиль обсуждаются индивидуально в салоне  РосСпецАвто является лидером рынка по продаже специализированной техники с пробегом  Возможно приобретение автомобилей и спецтехники в лизинг и кредит  сотрудничаем со всеми Банками и лизинговыми компаниями  оформление страховок ОСАГО и КАСКО  У Вас есть возможность выгодно обменять свой автомобиль или спец  технику по программе Trade in на понравившийся Вам вариант  Знакомьтесь с ассортиментом  выбирайте  звоните и приезжайте забирать  Осмотреть автомобили и можно по адресу  Краснодар  Ростовское шоссе 43 1;;;;;;;;;;;
Основная причина продажи отсутствие водителей международников на МАЗ  а также с сокращением парка  Двигатель Рено  коробка ZF  Работает только на международных перевозках Европа РФ  в основном ЦФО  осмотр возможен в различных регионах по договоренности  СТОЯНКАМ  САЛОНАМ с предложением поставить на реализацию НЕ ЗВОНиТЬ    100  реальный пробег  Любые проверки  Покупался новым в 2016 году и обслуживается у дилера  Дополнительно установлено  баки 960 л  автономка Планар  GPS контроль  Полностью обслужен  в сентябре 2020 пройдено полное ТО  все недостатки устранены  новые АКБ и много по мелочам   Возможна и желательна продажа в сцепке  с полуприцепом KRONE  KOEGEL 2008 2012 г  тент  борт  п образное сдвижение  640000 950000  Цена указана только за тягач  Готов к эксплуатации  Посреднические услуги не предлагать ;auto.ru;17;MAZ;https://auto.ru/artic/used/sale/maz/5440/15764038-ceef0a9d/;2016;;Truck;1984512;1695000;167000;
Посреднические услуги не предлагать  Торг возможен при осмотре  Автомобиль в работе  Один владелец по ПТС  Эксплуатация с конца 2016 года  Внешний вид хороший ;auto.ru;68;MAZ;https://auto.ru/artic/used/sale/maz/5440/16631746-6f6d1d03/;2016;;Truck;1982423;1180000;500000;
Седельный тягач Камаз 2016 года  Продажа за наличные  Тягач в отличном состоянии  ТО делалось регулярно  Тягач не имеет технических и юридических проблем  оригиналы документов на руках  Плюсы    своевременное техническое обслуживание    перед продажей проводилась полная диагностика   ходил без перегрузов   техника с полным НДС Техническое описание     Год изготовления  2016   Изготовитель  Россия   Объем двигателя  куб см  11 967    Разрешенная максимальная масса  кг  18 600     Масса без нагрузки  кг  7 900   Экологический класс  ЕВРО 5   Мощность двигателя  л с  401   Тип КПП  Механическая   Колесная формула  4х2   Тип подвески  Пневмо рессорная   Пробег  км  662 800 Дополнительная информация    Кондиционер   Магнитола   Инструментальный ящик   Солнцезащитный козырек   Автономный отопитель   Тахограф   Люк   Электростеклоподъёмники   ABS   Межколесная блокировка   1 спальное место   2 топливных бака  400 л   400 л   артикул 72134  Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Sсhmitz Cargobull  Fliegl  Kassbohrer  Grunwald  Kogel  MAN  Wielton  Zaslaw  ТверьСтройМаш  Возможно приобретение техники в кредит лизинг   Мы являемся аккредитованной компанией в таких лизинговых  как Европлан  ВТБ Лизинг  Вэб лизинг  Элемент лизинг  Балтийский Лизинг ;auto.ru;12;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16284530-53f641ab/;2016;Global Truck Sales Санкт-Петербург;Truck;1892905;1690000;662800;
;auto.ru;34;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65116/16325970-0aeb83ee/;2016;;Truck;1876427;1400000;74000;
Продается ДАФ XF 106  растаможен как  машинокомплект  Всё в отличном состоянии ;auto.ru;47;DAF;https://auto.ru/artic/used/sale/daf/xf_series/16624888-fa21479d/;2015;;Truck;3535572;2400000;437000;
Фирма международный перевозчик продаёт П образную шторку  верх на роликах сдвигается чулком вперёд  марки KOGEL  2015г в  105куб  в отличном состоянии Работал только на Европу Размер резины 385 55R19 5 почти новая по кругу оси SAF тормоза дисковые подвеска интегральная на коробах  высота внутри 3м Полы и рама в отличном состоянии тента не текут Можно использовать и под стандартным тягачом но придётся опускать передние три стойки чтоб по высоте проходил а так проблем нет Торг возможен    Цена указана с НДС    ВОЗМОЖНА ПРОДАЖА В ЛИЗИНГ ИЛИ КРЕДИТ   ;auto.ru;29;KOGEL;https://auto.ru/trailer/used/sale/kogel/sn24/16631292-956beefd/;2015;;Curtainsider;1485445;1150000;600000;
Автомобиль в отличном состоянии  Куплен новым в 2017 году  по птс 2016 года выпуска  пробег оригинальный   440 000 км  ДВС 401 л с  Mercedes Benz Axor Euro 5    топливный бак 760 л    МКПП  ZF16S  з адний мост Мерседес Даймлер HL6 на пневмо подвеске  кабина Mercedes Benz Axor  высокая   кондиционер  отопитель кабины Eberspaecher Airtronic D2 24V  тахограф российского стандарта с блоком СКЗИ  Остаток резины 50  ;auto.ru;25;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16609419-dcabb9cb/;2016;EL TRUCKS;Truck;2191729;1750000;440000;
Прицеп в идеальном состояние  С рефрижератором почти не ездили Резина вся поменяна Установка ВЕКТОР 1350 отработал 2500 мото часов  Своевременное техническое обслуживание  Готов к эксплуатации  Торг возможен при осмотре ;auto.ru;26;TONAR;https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/;2017;;Refrigerator;3159234;2500000;;
Седельный тягач МАЗ 5440  ПТС оригинальный от 05 11 2015  один собственник с 01 2016  Отличное техническое состояние  Цена указана с НДС  возможна продажа в лизинг  Торг при осмотре;auto.ru;21;MAZ;https://auto.ru/artic/used/sale/maz/5440/16594648-4ad80bf2/;2015;MAH Центр Берëзовский;Truck;1212921;999000;130000;
;auto.ru;23;MAZ;https://auto.ru/artic/used/sale/maz/5440/16569442-4ac883c6/;2016;;Truck;1667147;1350000;297965;
Седельный тягач Камаз 5490 2015 г в   Перед продажей произведен осмотр ДВС и оборудования  все уровни жидкостей и масла в норме    Эксплуатация по Маршруту СПб Москва исключительно под тентованным полуприцепом   Вин номер читается ровно  легко   Достойный остаток резины порядка 30    Полностью в исправном состоянии  готов к работе Техническое описание     Год изготовления  2015   Изготовитель  Россия   Объем двигателя  куб см  11 967   Разрешенная максимальная масса  кг  18 600    Масса без нагрузки  кг  7 900   Экологический класс  ЕВРО 5   Мощность двигателя  л с  401   Тип КПП Автоматическая   Колесная формула  4х2   Тип подвески  спереди рессорная  сзади  полурессорная   Пробег  км  615 044 Дополнительная информация    Магнитола   Кондиционер   Спойлер   Автономный отопитель   Противотуманные фары   Солнцезащитный козырек   Тахограф   Люк   ABS   Межколесная блокировка   1 спальное место   2 топливных бака по 900л  Глобал Трак Сейлс   официальный дилер Mercedes Benz  MAN  KRONE  Schmitz  Kassbohrer  Fliegl  Wielton  Kogel  ТОНАР  ТверьСтройМаш  Zaslaw и других  Возможно приобретение техники в кредит лизинг   Мы являемся аккредитованной компанией в таких лизинговых  как Сбербанк Лизинг  МАН Финансовые услуги  МБФСР  Европлан  ВТБ Лизинг  Газпромбанк Лизинг  Сименс Финанс и других ;auto.ru;12;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16619524-fab05d58/;2015;Global Truck Sales Санкт-Петербург;Truck;1895734;1690000;615044;Цена с НДС
Продается МАЗ Сортиментовоз лесовоз  сцепка  пробег 300 000км  411лс  2015 год  в отличном состоянии  с документами порядок  Звоните  отвечу на все вопросы  Торг ;auto.ru;11;MAZ;https://auto.ru/artic/used/sale/maz/5440/16626496-da6dafd5/;2015;;Truck;2110421;1900000;300000;
Продам Камаз 65116 в отличнейшем состоянии  Автомобиль приобретен у официального дилера 25 12 2016  эксплуатацию начал в марте 2017 Двигатель модель Cummins 6ISBe6 7 300  Евро 5  Объем 6 7 л   Дизель 298 л с  Коробка передач модель ZF9 Колесная формула 6х4 Груз ть   15 5 т   Полная м автопоезда   37850 кг   Нагр на седло   15т  Базовое шасси КАМАЗ 65116 Масса  Максимальный крутящий момент  Нм 1226 Размерность шин 11 00R22 5  установлены КАМА NF701 износ 30  Высота ССУ  мм   1340  Подвеска   рессорная МКБ  МОБ   есть  Топл бак  л   350  Пробег 92 345 км ABS  ПЖД  ТНВД   ТНВД BOSCH  система нейтрал ОГ AddBlue  рестайлинговая кабина  аэродинамический козырек тахограф российского стандарта с блоком СКЗИ  Установлено гидравлическое оборудование для подъема самосвального кузова полуприцепа  Возмежен обмен на легковой автомобиль Торг уместен  возможна оплата перечислением на расчетный счет  Своевременное техническое обслуживание  Посреднические услуги не предлагать   Не требует дополнительных вложений   Торг возможен при осмотре   Готов к эксплуатации  Автомобиль продается в формате аукциона  Указана минимальная цена ;auto.ru;12;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65116/16545598-f8f3db99/;2016;;Truck;2074631;1839000;92345;
В продажу поступил седельный тягач Камаз 65206 S 5 Год выпуска  2016 Пробег  437 468 км  Двигатель  Mersrdes Benz OM 457LA  12 литров  400 л с   Автоматическая коробка передач  АКПП  Экологический класс  Евро 5 Масса без нагрузки 9 175 кг Максимальная масса 26 000 кг  Передняя подвеска   рессорная  Задняя подвеска   пневматическая Блокировка межосевого дифференциала  Автономный отопитель кабины EBERSPACHER Люк на крыше Кондиционер Тахограф ADR Проведены необходимые юридические и технические проверки Цена указана с НДС  Возможна продажа в лизинг и кредит  Авто принадлежит компании  АЛЬФА ТРАК  не находится в залоге или под арестом  Оформление напрямую от компании  без участия 3х лиц  На нашей площадке огромный выбор техники  тягачи  полуприцепы  грузовики  спецтехника  Перед приездом к нам  свяжитесь с ведущим менеджером для записи на тест драйв и осмотра техники ;;;;;;;;;;;
Седельный тягач  МАЗ 6430В9 1420 010  2017 г в  200000 км  Евро 4  11122 куб см  410 л с  МКПП ZF16  дизель  6х4  нагрузка на ССУ 15900 кг  высота ССУ 1350 мм  ABS  кабина высокая  2 спальника  гидрофикация  остаток резины   30   Выгодные условия по лизингу для ЮЛ и ИП ;auto.ru;40;MAZ;https://auto.ru/artic/used/sale/maz/6430/16373108-8734c182/;2017;Аскет-Авто;Truck;2677233;1900000;200000;
Мы бережем Ваше время  поэтому готовы провести презентацию автомобиля дистанционно    снимем подробный видеообзор   выйдем в онлайн показ   проведем тест драйв  Подробности узнавайте по телефону __________ ЦЕНА С НДС Тягач с немецким двигателем Daimler OM 457LA мощностью 401 л с  Задний мост Daimler HL6  Автоматическая коробка ZF   На КАМАЗе установлено два топливных бака  400 400   датчик НАГРУЗКИ на ведущий мост  Высота ССУ   1 150 мм   Предпусковой подогреватель  Адверс  14ТС  Кондиционер  фен  подогрев сидений  электропривод люка  Тягач работал со шторным полуприцепом  Техника  продаваемая Глобал Трак Сейлс  проходит через полный комплекс предпродажной подготовки  Проводится диагностика ДВС  топливной системы  ходовой части  Производится чистка салона  а также устраняются посторонние запахи посредством обработки салона тягача технологией  Сухой туман  Техника готова к работе сразу после продажи  Техническое описание    Год изготовления  2015   Колёсная формула  4х2   Мощность двигателя  л с  401   Объем двигателя  куб см  11 967   Изготовитель  ПАО КАМАЗ   Разрешенная максимальная масса кг  18 600   Масса без нагрузки  кг  7 900   Грузоподъемность  кг  10 700   Экологический класс  ЕВРО 5   Тип КПП  Механическая    Пробег  км  596 371     Дополнительная информация     Инструментальный ящик   Спойлер   Противотуманные фары   Солнцезащитный козырек   Автономный отопитель   Кондиционер   Люк   Электростеклоподъёмники   ABS   Межколесная блокировка   Электрорегулировка зеркал   Количество спальных мест  2   Количество баков  2 Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Schmitz Cargobull  MAN  Fliegl  Kassbohrer  Zaslaw  Kogel  ТОНАР  ТверьСтройМаш и многих других российских и европейских производителей грузовой техники Торговый партнер Global Truck Service  Мы являемся аккредитованной компанией во всех известных на рынке лизинговых компаниях и банках  ФМФ Лизинг  БайкалИнвест  Альфа Лизинг  Европлан  ВТБ Лизинг  Балтийский Лизинг  Сбербанк  Газпромбанк и др    Возможно приобретение техники в кредит лизинг ;auto.ru;27;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16570798-fe0b13de/;2015;Global Truck Sales Екатеринбург;Truck;1975310;1550000;596371;Цена с НДС
Компания  Форсаж  представляет вашему вниманию седельный тягач КамАЗ 5490 S5 2015 года  У тягача средняя кабина с одним спальным местом   Этот тягач можно приобрести в кредит или лизинг  Цена на технику указана с НДС  Технические данные  Двигатель   OM451LA  рядный 6 цилиндровый Рабочий объём   11 9 литров Топливная система   Common rail Мощность   401 л с  Экологический класс   Евро 5 Коробка передач   роботизированная 12 ступенчатая  ZF Колёсная формула   4х2  Подвеска  спереди   рессорная  сзади   пневматическая Тормоза   дисковые спереди и сзади Весовые характеристики  Разрешенная максимальная масса   18 600 кг Масса без нагрузки   7 900 кг Грузоподъёмность   10 700 кг Высота ССУ   1150 мм Седельный тягач КамАЗ 5490 S5 2015 года полностью готов к новой работе  Звоните и приезжайте к нам на осмотр техники в компанию  Форсаж  ;;;;;;;;;;;
Состояние нового автомобиля Все вопросы по телефону  Цена без НДС;auto.ru;17;IVECO;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16637930-1a8659a2/;2018;;Truck;6481064;5500000;109000;
Продается седельный тягач Scania G400  Год выпуска 2018г  Куплен новым у официального дилера  Колесная формула 4х2  Механическая КПП 12ти ступенчатая  с половинками   Автомобиль в отличном техническом состоянии  Юридически чист  Резина новая  Бак 700 литров  Пробег оригинальный  Кабина в заводской краске   Площадкам и стоянкам не беспокоить    ;auto.ru;17;SCANIA;https://auto.ru/artic/used/sale/scania/g/16636408-0a03241f/;2018;;Truck;6057734;5150000;520000;
Своевременное техническое обслуживание  Не требует дополнительных вложений  Торг возможен при осмотре  Готов к эксплуатации  Цена указана с НДС ;auto.ru;14;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65116/16566206-20d92c1d/;2018;;Truck;3092893;2690000;90000;
В собственности на Юр  лице   ;auto.ru;21;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16579594-d7ad2eaf/;2015;;Truck;2181700;1800000;556778;
Продаю платформу шторного полуприцепа 2018 года выпуска  коники  оси SAF на коробах  ПТС таможня оригинал юридически чист Горел тягач  пострадала передняя часть  Прошу не звонить тем  кто не определился  кому трудно приложить руки и хочет прицеп таких годов стоящий около 2млн за пол цены ничего не делая  Без торга  вопросы по делу;;;;;;;;;;;
Продаю камаз 5490 низкая кабина  Комплектация под опасные грузы обслуживание у ОД резина перед 60  резина зад 80   отличное техническое состояние продажа в связи с обновлением парка;auto.ru;16;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16502116-d93b06b4/;2015;;Truck;1611932;1380000;650000;
Код предложения  1853522 ФЛ ВРН 18   Покупая автомобиль в Европлан   Вы получаете 100  гарантию законности сделки  профессиональный и индивидуальный подход  быстрое заключение договора  различные варианты оформления  Автомобиль приобретался у официального дилера и принадлежит компании Европлан  то есть не находится в кредите  залоге или розыске  Не исправен ДВС  Расчет ремонта ОД и полную спецификацию вышлем по запросу  Пробег не менее 300 тыс км  Год выпуска  2018 Страна  ИСПАНИЯ   ПТС  408929 Серия ПТС  78 УХ ПТС дата выдачи  09 02 2018 Кем выдан ПТС  Центральная акцизная таможня Номер двигателя  022207194 Модель двигателя  P3AE3681D 1D Номер кузова  ОТСУТСТВУЕТ Номер шасси  WJMM1VSH40C390879 Цвет  БЕЛЫЙ Тип двигателя  ДИЗЕЛЬНЫЙ Модификация  AT440S42T P RR  Тягач седельный  10 308 куб  см   420 л с   МКПП  Двигатель 10308 куб см   420 л с  Высокая кабина ОСНОВНЫЕ РАЗМЕРЫ И МАССЫ Основные размеры  мм Масса  кг A Колёсная база 3800 Колёсная база 3800 B Длина ТС 6250 Макс  масса ТС   19000 C Передний свес 1410 Макс  масса автопоезда   50000 D Задний свес 1048 Макс  грузоподъёмность   12270 E Макс  ширина кабины 2550 Снаряжённая масса ТС 6730 F Расстояние от передней оси В том числе на переднюю ось 4815 до задней стенки кабины 940 В том числе на заднюю ось 1915 K Высота кабины без нагрузки  2985 Радиус разворота стена стена 7365 L Высота по раме без нагрузки  982 Радиус разворота обочина обочина 6700 M Колея передних колёс 2049 Высота рамы у перед  оси 1005 N Колея задних колёс 1818 Высота рамы у зад  оси 983 P Минимальный дорожный просвет 214;auto.ru;46;IVECO;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16492850-139ca934/;2018;Европлан Краснодар;Truck;4326098;2958000;391805;
Своевременное техническое обслуживание  Не требует дополнительных вложений  Торг возможен при осмотре ;auto.ru;13;KAMAZ;https://auto.ru/artic/used/sale/kamaz/5490/16296706-4591b5d1/;2017;;Truck;2274507;2000000;360000;
Седельный тягач КАМАЗ 5490 S5  2017 г в  260434 км  Евро 5  11967 куб см  401 л с  МКПП  дизель  4х2  нагрузка на ССУ 11125 кг  высота ССУ 1100 мм  ABS  1 спальник  автономный отопитель  остаток резины   10   Выгодные условия по лизингу для ЮЛ и ИП ;;;;;;;;;;;
Код предложения  1602480 ФЛ МСК 17 Покупая автомобиль в Европлан   Вы получаете 100  гарантию юридической чистоты  профессиональный и индивидуальный подход  быстрое заключение договора  различные варианты оформления  Автомобиль приобретался у официального дилера и принадлежит компании Европлан  то есть не находится в кредите  залоге или розыске  Год выпуска  2017 Страна  РОССИЯ   ПТС  560962 Серия ПТС  16 ОР ПТС дата выдачи  25 04 2017 Кем выдан ПТС  ПАО  КАМАЗ  Номер двигателя  86054377 Модель двигателя  ISB6 7e4300 Номер кузова  КАБ  646000Н2455872 Номер шасси  XTC651164H1353882 Цвет  ЖЕЛТЫЙ RAL 1033 Тип двигателя  ДИЗЕЛЬ Производитель КАМАЗ Высота ССУ  мм 1255 1330 Двигатель модель 6ISBe4 300 Коробка передач модель ZF9 Колесная формула 6х4 Экологический класс Евро 4 Технически допустимая общая масса автомобиля  кг 22850 Распределение общей массы на переднюю ось  кг 5050 Распределение общей массы на задний мост  кг 17800 Базовое шасси КАМАЗ 65116 Масса  приходящаяся на опорно сцепное устройство  кг 15 5 Максимальный крутящий момент  Нм 1226 1200 1400  Размерность шин 11 00R22 5;auto.ru;52;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65116/16636858-0d7814f6/;2017;Европлан Москва;Truck;2600127;1704000;212206;Цена с НДС
Торг уместен ;auto.ru;27;MAZ;https://auto.ru/artic/used/sale/maz/6430/16629408-baa63daf/;2017;;Truck;2677233;2100000;255867;
Scania R440 выпуск декабрь 2017 год В продаже седельный тягач Скания r 440 Первый учет  12 12  2017 Пробег 201  тыс  тормоза дисковые   топливная pde  кпп полуавтомат Состояние полностью рабочее  все документы на руках   менялась кабина Возможна продажа с ндс;;;;;;;;;;;
Седельный тягач Камаз 2016 года Один собственник  ПТС оригинал  эксплуатация с 02 2016  Тягач работал с тентовым полуприцепом  Не имеет технических и юридических проблем  Плюсы     Своевременное техническое обслуживание   Перед продажей проводилась полная диагностика   Магистральное использование   Без перегрузов Минусы  Незначительные косметические дефекты Рекомендации  сделать ТО Техническое описание     Год изготовления  2016   Изготовитель  Россия   Объем двигателя  куб см  11 967   Разрешенная максимальная масса  кг  18 600   Масса без нагрузки  кг  7 900   Экологический класс  ЕВРО 5   Мощность двигателя  л с  401   Тип КПП  Механическая   Колесная формула  4х2   Тип подвески  Пневмо рессорная   Пробег  км  507 000 Дополнительная информация    Кондиционер   Инструментальный ящик   Спойлер   Солнцезащитный козырек   Автономный отопитель   Тахограф   Люк   Электростеклоподъёмники   ABS   Межколесная блокировка   1 спальное место   2 топливных бака Глобал Трак Сейлс   официальный дилер Mercedes Benz  KRONE  Sсhmitz Cargobull  Fliegl  Kassbohrer  Kogel  MAN  Wielton  Zaslaw  ТверьСтройМаш  Возможно приобретение техники в кредит лизинг   Мы являемся аккредитованной компанией в таких лизинговых  как Европлан  ВТБ Лизинг  Вэб лизинг  Элемент лизинг  Балтийский Лизинг ;;;;;;;;;;;
Седельный тягач Камаз 65206 Т5  2018 г в  179834 км  Евро 5  11967 куб см  428 л с  АКПП ZF  дизель  6х4  нагрузка на ССУ 16500 кг  высота ССУ 1300 мм  ABS  кабина большая  1 спальник  автономный отопитель  остаток резины   40   Выгодные условия по лизингу для ЮЛ и ИП ;auto.ru;30;KAMAZ;https://auto.ru/artic/used/sale/kamaz/65206/16634680-66e3fe8b/;2018;Аскет-Авто;Truck;4502775;3450000;179834;
