Model;URL;Year;Price;Mileage;VehicleType;Make;Supplier;VATIncluded;Location
S24;https://auto.ru/trailer/used/sale/kogel/s24/16380816-a8bf5dc4/;2015;1550000;550000;Platform;KOGEL;TELS Group;;Хоругвино
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16705776-aa3b2f26/;2014;3100000;12000;Refrigerator;SCHMITZ CARGOBULL;СибТракСкан;;Новосибирск
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16661454-1a5bb5c9/;2015;1660000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Нижний Новгород;;Нижний Новгород
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16707630-16fd6e7c/;2012;2160000;759000;Refrigerator;KOGEL;;;Челябинск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16646042-161a7e4a/;2016;1910000;;Curtainsider;SCHMITZ CARGOBULL;Global Truck Sales Екатеринбург;Цена с НДС;Екатеринбург
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16704822-a74fe3e5/;2011;1500000;;Curtainsider;KOGEL;;;Георгиевск
SD;https://auto.ru/trailer/used/sale/krone/sd/16712485-4dea054e/;2017;4490000;50000;Refrigerator;KRONE;Юнион КРОНЕ Кимовск;;Кимовск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16654094-b3bf406b/;2012;1450000;;Curtainsider;KRONE;BS-Truck;Цена с НДС;Набережные Челны
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16691684-87520bbc/;2016;2050000;200000;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Москва;;Чёрная Грязь
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16716701-ad8078f5/;2011;2830000;800000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16396340-6248846c/;2004;1250000;;Refrigerator;KRONE;;;Воронеж
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16560518-5e24c2da/;2015;1604000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва;;Чёрная Грязь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15841946-243c4e6f/;2003;850000;650000;Curtainsider;SCHMITZ CARGOBULL;;;Тула
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16715483-84ebcb1f/;2013;3050000;10;Refrigerator;SCHMITZ CARGOBULL;700 МАШИН;Цена с НДС;Елино
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636728-7d4c5a2b/;2006;2050000;560000;Refrigerator;SCHMITZ CARGOBULL;СТТ-АВТО;;Домодедово
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16718338-6265f5b2/;2016;4250000;450000;Refrigerator;SCHMITZ CARGOBULL;СТТ-АВТО;Цена с НДС;Домодедово
SD;https://auto.ru/trailer/used/sale/krone/sd/16661174-381118fc/;2007;920000;;Curtainsider;KRONE;Глобал Трак Сейлс Москва;;Москва
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16611880-75e9ca13/;2017;4450000;200000;Refrigerator;KRONE;Группа Милан;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16675982-fa2da35f/;2010;2550000;;Refrigerator;SCHMITZ CARGOBULL;;;Новосибирск
SD;https://auto.ru/trailer/used/sale/krone/sd/16234392-d799c67b/;2007;700000;;Platform;KRONE;;;Петрозаводск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16414804-0844934b/;2017;4150000;420000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16604086-be2b234e/;2003;850000;80000;Platform;KRONE;;;Ставропольский край
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16663290-d46571fe/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16699294-92f71d46/;2015;1695000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
SD;https://auto.ru/trailer/used/sale/krone/sd/16692186-8f4a62f3/;2017;1999999;374500;Curtainsider;KRONE;;;Набережные Челны
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/15724557-4d0b4e9e/;2003;1195000;;Refrigerator;KRONE;;;Санкт-Петербург
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679384-0ab3c50a/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Набережные Челны;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16071044-beed4361/;2015;3290000;600000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
Krone;https://auto.ru/trailer/used/sale/krone/krone/16469116-fa36c8cd/;2004;1350000;;Refrigerator;KRONE;;;Оренбург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16694698-6b36a842/;2006;780000;;Curtainsider;SCHMITZ CARGOBULL;;;Коломна
SD;https://auto.ru/trailer/used/sale/krone/sd/16643692-eda280d3/;2010;1850000;;Refrigerator;KRONE;;;Вологда
STI;https://auto.ru/trailer/used/sale/schmitz_cargobull/sti/16707732-2f510d7e/;2013;1349000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;Цена с НДС;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16682276-e0398f4d/;2007;1950000;;Refrigerator;KRONE;;;Пенза
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16540390-9f67a8f2/;2002;600000;;Platform;SCHMITZ CARGOBULL;;;Самара
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16717272-3e4d218a/;2007;730000;1200000;Platform;SCHMITZ CARGOBULL;;;Санкт-Петербург
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16671046-36b54e88/;2019;4660000;144555;Refrigerator;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16713065-e53467c0/;2017;3901000;450000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
SD;https://auto.ru/trailer/used/sale/krone/sd/16680940-a70de98e/;2011;2600000;;Refrigerator;KRONE;Глобал Трак Сейлс Москва;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16644286-4780dfd9/;2006;1350000;;Refrigerator;SCHMITZ CARGOBULL;;;Чита
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16620396-9a8cb832/;2012;1530000;;Platform;SCHMITZ CARGOBULL;;;Омск
SD;https://auto.ru/trailer/used/sale/krone/sd/16710494-b297ab83/;2007;690000;;Curtainsider;KRONE;PRO АВТО;Цена с НДС;Люберцы
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16686612-7cd77603/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Казань;;
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16028928-449d62de/;2011;2350000;510000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SD;https://auto.ru/trailer/used/sale/krone/sd/16674582-149977cc/;2018;2450000;130000;Curtainsider;KRONE;АГТ-Трейдинг;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16723092-0ffa9a7a/;2011;1230000;;Curtainsider;KRONE;;;Орехово-Зуево
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16536874-d48afa94/;2011;1100000;300000;Curtainsider;SCHMITZ CARGOBULL;;;Махачкала
SD;https://auto.ru/trailer/used/sale/krone/sd/16690810-87e97c87/;2011;1850000;1100000;Refrigerator;KRONE;Юнион Карго;Цена с НДС;Жуковский
ZKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/zko/16667992-de2b1c83/;2012;900000;;Refrigerator;SCHMITZ CARGOBULL;;;Тюмень
NS;https://auto.ru/trailer/used/sale/wielton/ns/16702788-61071935/;2018;2370000;;Curtainsider;WIELTON;;;Череповец
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16703856-99c6862b/;2008;940000;387000;Platform;KOGEL;;;Ачинск
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16697464-31fd5b6b/;2017;4450000;490000;Refrigerator;KOGEL;;;Ижевск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16159418-a88ac15a/;2002;1250000;1000;Refrigerator;SCHMITZ CARGOBULL;;;Ачинск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16673454-7d475f6f/;2008;1800000;;Refrigerator;SCHMITZ CARGOBULL;;;Смоленск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16724170-d69e1a24/;2018;3950000;450000;Refrigerator;KOGEL;M7 TRUCK Набережные Челны;;Набережные Челны
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16573394-403fad54/;2008;745000;860000;Curtainsider;KRONE;;;Коркино
SD;https://auto.ru/trailer/used/sale/krone/sd/16683764-4e1fc2b4/;2010;950000;;Curtainsider;KRONE;BS-Truck;;
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16128964-57d52bff/;2017;2200000;163000;Curtainsider;SCHMITZ CARGOBULL;Группа ГРАССМАНН и ЛОМТЕВ;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16612284-6ecca034/;2007;1000000;;Platform;KOGEL;;;Самара
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16688122-2d8810b8/;2013;1349000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;Цена с НДС;Люберцы
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16495656-27bae3b6/;2007;750000;;Curtainsider;KOGEL;;;Липецк
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456144-ea095d52/;2010;2320000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16700314-6eb8eb32/;2005;620000;1000000;Curtainsider;KRONE;;;Челябинск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16579476-4176a102/;2010;2250000;;Refrigerator;SCHMITZ CARGOBULL;;;Орёл
SCS Mega;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16714239-3ce8dbaf/;2015;1390000;700000;Curtainsider;SCHMITZ CARGOBULL;;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16476374-62eb145a/;2011;2550000;800000;Refrigerator;SCHMITZ CARGOBULL;Монополия;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456220-cb35a3b1/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16702612-8eab2f1b/;2002;999000;288456;Refrigerator;SCHMITZ CARGOBULL;;;Екатеринбург
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16265426-a678f61e/;2001;450000;658415;Platform;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16706192-d74765a6/;2008;700000;1000000;Curtainsider;SCHMITZ CARGOBULL;;;Иваново
SD;https://auto.ru/trailer/used/sale/krone/sd/16679272-1e19ff92/;2018;4700000;;Refrigerator;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
SNC024;https://auto.ru/trailer/used/sale/kogel/snc024/16621140-dccf9cfc/;2000;370000;;Curtainsider;KOGEL;;;Грязи
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16712333-05723747/;2007;900000;;Curtainsider;SCHMITZ CARGOBULL;;;Ачинск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16701178-189d2bd3/;2005;1550000;100000;Refrigerator;SCHMITZ CARGOBULL;;;Печерск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16695864-6b679a02/;2016;3970000;700000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16714483-5f27073a/;2019;2450000;115000;Curtainsider;KRONE;Группа Милан;;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16476342-24f7dfcb/;2011;2250000;800000;Refrigerator;KRONE;Монополия;;Санкт-Петербург
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16262046-dc7ab4f3/;2007;780000;1080000;Platform;SCHMITZ CARGOBULL;;;Шали
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16714907-a0fb92f7/;2012;1098000;1000000;Curtainsider;KRONE;M7 TRUCK Уфа;;Авдон
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16663516-99967d21/;2007;770000;1000000;Curtainsider;SCHMITZ CARGOBULL;ООО ИТЕКО Россия;Цена с НДС;Нижний Новгород
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16663522-3b00d358/;2017;4700000;150000;Refrigerator;SCHMITZ CARGOBULL;Вираж;;Санкт-Петербург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16711707-d03ac392/;2012;1250000;10;Curtainsider;SCHMITZ CARGOBULL;700 МАШИН;Цена с НДС;Елино
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16583792-557e3c57/;2015;1550000;;Curtainsider;MEUSBURGER;СТТ-АВТО;;Домодедово
SD;https://auto.ru/trailer/used/sale/krone/sd/16670468-1e137592/;2008;850000;800000;Curtainsider;KRONE;;;Белгород
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16712937-eb006b3b/;2013;3050000;10;Refrigerator;SCHMITZ CARGOBULL;700 МАШИН;Цена с НДС;Елино
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16678946-f2e35a3d/;2017;2178000;400000;Curtainsider;KRONE;M7 TRUCK Набережные Челны;;
SD;https://auto.ru/trailer/used/sale/krone/sd/16720688-391c8a4b/;2012;1100000;500000;Platform;KRONE;;;Брянск
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16711180-dfb0021b/;2017;4012000;450000;Refrigerator;KRONE;M7 TRUCK Набережные Челны;;Набережные Челны
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16323380-8485dbb5/;2004;600000;500000;Curtainsider;KRONE;;;Великий Новгород
SD;https://auto.ru/trailer/used/sale/krone/sd/16474594-7e1431e4/;2007;700000;500000;Curtainsider;KRONE;;;Смоленск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456246-dc42b1c3/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16668864-0e185cc7/;2015;1660000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Санкт-Петербург;;Санкт-Петербург
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16725746-b471bf9e/;2005;1500000;;Refrigerator;KRONE;;;Иркутск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16712013-90f7e169/;2012;1220000;800;Curtainsider;SCHMITZ CARGOBULL;;;Красноярск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478080-17ffa5d9/;2017;4150000;460000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16708160-4dc37db6/;2018;2250000;250000;Curtainsider;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16719358-4b45d06e/;2000;1300000;;Refrigerator;SCHMITZ CARGOBULL;;;Омск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16719826-4469be7c/;2011;1200000;800;Platform;KOGEL;;;Красноярск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16724918-89025ac0/;2003;400000;;Platform;KOGEL;;;Одинцово
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16575144-38422d5b/;2008;780000;;Platform;KOGEL;GROSS AUTO;Цена с НДС;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16673198-db497a25/;2014;1730000;;Curtainsider;SCHMITZ CARGOBULL;Глобал Трак Сейлс Москва;;Москва
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16273164-cd6c7fb7/;2003;1370000;500000;Refrigerator;KRONE;;;Ставрополь
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16685180-7cd26feb/;2012;1040000;199000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;Цена с НДС;Люберцы
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16553972-9b4dc319/;2008;955000;;Curtainsider;SCHMITZ CARGOBULL;GROSS AUTO;;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15498681-12975281/;2016;1900000;200000;Curtainsider;SCHMITZ CARGOBULL;Группа ГРАССМАНН и ЛОМТЕВ;Цена с НДС;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16707454-2fcf713c/;2006;690000;;Curtainsider;SCHMITZ CARGOBULL;;;Ижевск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16633612-e272f9cc/;2006;790000;700000;Curtainsider;KRONE;;;Рязань
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16718584-39481f50/;2017;2178000;450000;Curtainsider;KRONE;M7 TRUCK Уфа;;Авдон
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16364802-c2bb32a1/;2006;1700000;520;Refrigerator;SCHMITZ CARGOBULL;;;Донецк
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16670464-12b9335b/;2007;880000;550000;Curtainsider;SCHMITZ CARGOBULL;;;Белгород
SD;https://auto.ru/trailer/used/sale/krone/sd/16692180-588634be/;2016;1949999;;Curtainsider;KRONE;;;Набережные Челны
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562000-9781df76/;2016;2150000;170000;Curtainsider;SCHMITZ CARGOBULL;;;Липецкая область
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16690366-c552ff8b/;2014;3250000;600000;Refrigerator;SCHMITZ CARGOBULL;CargoLine group;;Ольша
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16706920-e0485ace/;2015;3700000;480000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Москва;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612580-f0cc6871/;2000;1150000;;Refrigerator;SCHMITZ CARGOBULL;;;Тверь
SD;https://auto.ru/trailer/used/sale/krone/sd/16663926-bf1eb653/;2019;2700000;20000;Curtainsider;KRONE;Вест Групп;;Красногорск
9746;https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/;2017;2500000;;Refrigerator;TONAR;;;Бугульма
SD;https://auto.ru/trailer/used/sale/krone/sd/16663166-b576d36b/;2011;950000;;Platform;KRONE;;;Воронеж
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16388128-a6c68583/;2011;1650000;;Curtainsider;SCHMITZ CARGOBULL;;;Ульяновск
SD;https://auto.ru/trailer/used/sale/krone/sd/16724602-d67194a8/;2007;800000;;Curtainsider;KRONE;;;Нижний Тагил
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16695268-3da554c1/;2012;1150000;;Curtainsider;KOGEL;PRO АВТО;Цена с НДС;Люберцы
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16707134-c5a18246/;2016;3890000;500000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679392-535e403b/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Набережные Челны;;
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16353024-4cbb030f/;2017;2100000;90000;Curtainsider;KRONE;ООО Группа Авто;Цена с НДС;Рязань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16578934-d6bf57a6/;2015;3695000;450000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16520094-f00e109e/;2006;1650000;;Refrigerator;SCHMITZ CARGOBULL;;;Омск
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16699296-a0069e06/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16410776-f4f5c60c/;2005;580000;222333;Curtainsider;KRONE;;;Краснодар
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16714339-00d3c0c7/;2007;1550000;;Refrigerator;SCHMITZ CARGOBULL;;;Барнаул
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630068-a0d3a725/;2019;5250000;180000;Refrigerator;SCHMITZ CARGOBULL;;;Ижевск
9746;https://auto.ru/trailer/used/sale/tonar/9746/16680770-0fdaa51d/;2007;510000;300000;Curtainsider;TONAR;;;Брянск
Krone;https://auto.ru/trailer/used/sale/krone/krone/16700018-746405da/;2016;1500000;110000;Curtainsider;KRONE;;;Гулькевичи
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16535966-7e91df24/;2011;2390000;799000;Refrigerator;SCHMITZ CARGOBULL;КОМДОРАВТО;;Мытищи
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16343884-9d05560a/;2006;700000;600000;Platform;KRONE;;;Смоленск
SD;https://auto.ru/trailer/used/sale/krone/sd/16679160-5593cd79/;2011;990000;;Curtainsider;KRONE;ГРУЗ СОЮЗ;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/10603240-81adc412/;2008;900000;200000;Platform;KRONE;;;Брянск
SD;https://auto.ru/trailer/used/sale/krone/sd/16608484-0a9f50ca/;2008;920000;600000;Curtainsider;KRONE;;;Михайловка
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16075576-41243a15/;2007;850000;;Curtainsider;SCHMITZ CARGOBULL;;;Череповец
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16715789-6bb5f1f1/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Казань;;Новониколаевский
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16692192-edf3d5ec/;2012;850000;;Curtainsider;SCHMITZ CARGOBULL;BS-Truck;;
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16646798-f3172c78/;2018;4450000;200000;Refrigerator;SCHMITZ CARGOBULL;Вираж;Цена с НДС;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456210-d451dcb5/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16302278-d50a21e3/;2005;650000;;Platform;SCHMITZ CARGOBULL;;;Калининград
SD;https://auto.ru/trailer/used/sale/krone/sd/16716269-2ddfc1ea/;2017;1880000;;Curtainsider;KRONE;;;Железногорск
SCB24;https://auto.ru/trailer/used/sale/kogel/scb24/16692040-12a372ce/;2008;1480000;;Refrigerator;KOGEL;PRO АВТО;;Люберцы
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16706916-363c3b0d/;2015;3700000;420000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Москва;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16678894-cdcb6d55/;2015;1695000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16708614-1727c2f4/;2006;850000;;Curtainsider;KOGEL;;;Рязань
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16604824-a61517f7/;2005;490000;;Curtainsider;KRONE;Трак-Сток;Цена с НДС;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16725620-b0e049d9/;2007;890000;;Curtainsider;SCHMITZ CARGOBULL;;;Челябинск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16720838-fc0fb878/;2004;650000;950000;Curtainsider;SCHMITZ CARGOBULL;;;Мценск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16593592-f5a39ebb/;2011;1100000;500000;Curtainsider;KOGEL;;;Владимир
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16686402-574586e2/;2011;850000;900000;Curtainsider;KRONE;M7 TRUCK Набережные Челны;;
SD;https://auto.ru/trailer/used/sale/krone/sd/16234402-0746fe4c/;2011;1100000;;Platform;KRONE;;;Петрозаводск
SD;https://auto.ru/trailer/used/sale/krone/sd/16708350-d69ef3a4/;2011;1200000;;Curtainsider;KRONE;Транзит-Дон Краснодар;Цена с НДС;Краснодар
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16696830-a868ea89/;2003;1150000;;Refrigerator;SCHMITZ CARGOBULL;;;Тверь
SD;https://auto.ru/trailer/used/sale/krone/sd/16689146-ef0e6e17/;2008;940000;560000;Curtainsider;KRONE;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16715731-1acc734a/;2011;2450000;100000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16517118-739c38fd/;2012;900000;299000;Curtainsider;SCHMITZ CARGOBULL;ТРАК ПЛАТФОРМА;Цена с НДС;Люберцы
NS;https://auto.ru/trailer/used/sale/wielton/ns/16522050-0b2fdb08/;2004;799000;;Refrigerator;WIELTON;ООО Кварта-Трейд;;Ростов-на-Дону
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16717738-acf357c5/;2015;1350000;;Platform;SCHMITZ CARGOBULL;Глобал Трак Сейлс Москва;;Москва
SW 24;https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16565246-80bce9b2/;2011;1200000;500;Curtainsider;SCHMITZ CARGOBULL;;;Электросталь
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456202-8f113240/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SD;https://auto.ru/trailer/used/sale/krone/sd/16691686-d181a597/;2017;2270000;100000;Curtainsider;KRONE;M7 TRUCK Москва;;Чёрная Грязь
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16718230-4cc37cfe/;2006;690000;;Curtainsider;KRONE;PRO АВТО;;Люберцы
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16320616-1ba9a3cf/;2003;1550000;600000;Refrigerator;KRONE;;;Тында
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16711380-b1f5181b/;2005;650000;1500000;Curtainsider;KRONE;;;Челябинск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16707816-7be635a5/;2018;2150000;;Curtainsider;KOGEL;PRO АВТО;Цена с НДС;Люберцы
