Model;URL;Year;Price;Mileage;VehicleType;Make;Supplier;VATIncluded;Location
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16634662-e8397bae/;2004;620000;900000;Platform;SCHMITZ CARGOBULL;;;Нижний Новгород
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16659438-c4d374f9/;2007;450000;;Curtainsider;SCHMITZ CARGOBULL;;;Чистополь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16554126-272870a1/;2006;660000;1000000;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Казань;;
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16639294-87a0eeac/;2008;940000;;Curtainsider;KRONE;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16722692-123f85d0/;2014;3300000;630000;Refrigerator;SCHMITZ CARGOBULL;;;Саратов
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16668874-0554fac9/;2012;1140000;300000;Platform;KRONE;M7 TRUCK Москва;;Чёрная Грязь
S24;https://auto.ru/trailer/used/sale/kogel/s24/16666662-77e9eab9/;2018;4150000;;Refrigerator;KOGEL;Глобал Трак Сейлс Москва;Цена с НДС;Москва
Krone;https://auto.ru/trailer/used/sale/krone/krone/16465832-2b253c54/;2006;1250000;;Refrigerator;KRONE;;;Красноярск
Krone;https://auto.ru/trailer/used/sale/krone/krone/16654420-13d010b6/;2008;940000;650000;Curtainsider;KRONE;Транзит-Дон Гипермаркет;;Ростов-на-Дону
Kassbohrer;https://auto.ru/trailer/used/sale/kaessbohrer/kaessbohrer/16718280-c569f35f/;2019;2350000;9000;Platform;KAESSBOHRER;;;Набережные Челны
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16206504-3ca1c23c/;2007;600000;500000;Curtainsider;KRONE;;;Новосибирск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16535582-abaa5526/;2008;630000;;Curtainsider;SCHMITZ CARGOBULL;ГРУЗ СОЮЗ;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16666454-15c2d53c/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16586176-c60826e4/;2008;950000;;Curtainsider;SCHMITZ CARGOBULL;GROSS AUTO;;Москва
S24;https://auto.ru/trailer/used/sale/kogel/s24/16693920-60e91c70/;2008;860000;;Curtainsider;KOGEL;;;Великие Луки
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16673618-54a096a1/;2009;750000;;Platform;KOGEL;;Цена с НДС;Новый Уренгой
9746;https://auto.ru/trailer/used/sale/tonar/9746/16455590-f5f30023/;2017;1200000;300000;Curtainsider;TONAR;;Цена с НДС;Ангарск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16725718-ea3c43b2/;2008;1730000;;Refrigerator;SCHMITZ CARGOBULL;BS-Truck;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16719894-2ea4fb9e/;2014;3480000;500000;Refrigerator;SCHMITZ CARGOBULL;;;Красноярск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16460794-b6725f1a/;2018;4030000;100000;Refrigerator;KOGEL;КомТоргТранс;;Подольск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16726084-4146e4be/;2007;820000;900000;Curtainsider;KRONE;Best-truck;;Мокшино
Coil Liner;https://auto.ru/trailer/used/sale/krone/coil_liner/16719872-56f19ed6/;2007;1720000;500;Refrigerator;KRONE;;;Красноярск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456218-1249e552/;2010;2300000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16714349-71032f00/;2015;1450000;850000;Curtainsider;SCHMITZ CARGOBULL;;;Набережные Челны
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16714745-a3fb726f/;2018;2250000;123000;Curtainsider;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/15996136-e5d6175f/;2012;1000000;600000;Curtainsider;KOGEL;;;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16668878-445cf9f7/;2006;1790000;;Refrigerator;SCHMITZ CARGOBULL;;;Вёшенская
SD;https://auto.ru/trailer/used/sale/krone/sd/16703840-e0b94f7c/;2018;4700000;;Refrigerator;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
SCS Mega;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16714585-08f51404/;2015;1350000;600000;Curtainsider;SCHMITZ CARGOBULL;;;Серебряные Пруды
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16619274-c9580d67/;2017;4600000;200000;Refrigerator;KRONE;ООО Группа Авто;Цена с НДС;Рязань
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16718148-104fca98/;2007;870000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;;Люберцы
9746;https://auto.ru/trailer/used/sale/tonar/9746/16696902-cb1896c8/;2018;1950000;50000;Curtainsider;TONAR;M7 TRUCK Санкт-Петербург;;Санкт-Петербург
Multimodel;https://auto.ru/trailer/used/sale/kaessbohrer/multimodel/16630472-546d051e/;2017;1850000;288000;Curtainsider;KAESSBOHRER;Авторынок МАКСКАР;;Новосибирск
SD;https://auto.ru/trailer/used/sale/krone/sd/16714405-c5972bb0/;2008;920000;700000;Curtainsider;KRONE;;;Нижегородская область
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16694866-f18884b8/;2018;2200000;200000;Curtainsider;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16723132-9971532e/;2003;400000;;Platform;SCHMITZ CARGOBULL;;;Санкт-Петербург
9746;https://auto.ru/trailer/used/sale/tonar/9746/16712657-489a72ab/;2017;900000;;Platform;TONAR;;;Красноярск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16705938-adac397d/;2018;2200000;200000;Curtainsider;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/15854272-44cd3be5/;2001;550000;500000;Refrigerator;SCHMITZ CARGOBULL;;;Брянск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16717604-30c38b4e/;2011;2950000;660000;Refrigerator;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
NS;https://auto.ru/trailer/used/sale/wielton/ns/16620996-19dc8811/;2011;1100000;400000;Curtainsider;WIELTON;;;Белгород
SD;https://auto.ru/trailer/used/sale/krone/sd/16685264-542e1d9d/;2007;700000;100000;Platform;KRONE;;;Красноярск
SD;https://auto.ru/trailer/used/sale/krone/sd/16670782-0697e310/;2012;1470000;200000;Curtainsider;KRONE;M7 TRUCK Москва;;Чёрная Грязь
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16404112-1ce36608/;2018;4500000;200000;Refrigerator;SCHMITZ CARGOBULL;ЗилантМоторс;;Казань
SD;https://auto.ru/trailer/used/sale/krone/sd/16690514-458176d0/;2017;2270000;100000;Curtainsider;KRONE;M7 TRUCK Москва;;Чёрная Грязь
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16690576-52969d1a/;2016;1850000;;Curtainsider;SCHMITZ CARGOBULL;;;Набережные Челны
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16527224-d4da335f/;2012;1170000;200000;Platform;KRONE;M7 TRUCK Москва;;Чёрная Грязь
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16482712-668f67a4/;2001;430000;;Platform;KRONE;;;Ковернино
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16664183-9ad2e0cd/;2008;940000;;Curtainsider;KRONE;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16714955-add81516/;2017;3901000;450000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16683980-076c7400/;2008;890000;;Curtainsider;KRONE;Транзит-Дон Краснодар;;Краснодар
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456208-e7a2ef46/;2010;2300000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16619534-4abb9ec0/;2011;2100000;200000;Refrigerator;KRONE;M7 TRUCK Москва Юг;;Москва
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16708324-cf2e1591/;2014;1750000;;Curtainsider;KRONE;Транзит-Дон Гипермаркет;Цена с НДС;Ростов-на-Дону
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16646248-2b2294ef/;2011;2580000;;Refrigerator;SCHMITZ CARGOBULL;ГРУЗ СОЮЗ;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16677732-eacf9a10/;2015;1660000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва Юг;;Москва
9746;https://auto.ru/trailer/used/sale/tonar/9746/16648180-da5ca14b/;2005;400000;300000;Platform;TONAR;;;Самара
S24;https://auto.ru/trailer/used/sale/kogel/s24/16583184-2fd3742f/;2018;1790000;200000;Curtainsider;KOGEL;Альфа-Лизинг Россия;;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655060-c1ed5e9f/;2017;4500000;120000;Refrigerator;SCHMITZ CARGOBULL;Мега-Транзит;Цена с НДС;Каменск-Шахтинский
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16599264-2f5be383/;2015;3650000;500000;Refrigerator;SCHMITZ CARGOBULL;КОМДОРАВТО;;Мытищи
9746;https://auto.ru/trailer/used/sale/tonar/9746/16710144-a6952377/;2011;1250000;;Refrigerator;TONAR;;;Меленки
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16714665-b95a7fea/;2015;1450000;800000;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16660690-9c3b1598/;2011;890000;299000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16689258-89f62f5d/;2013;1349000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;;Люберцы
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16478046-37ca5b32/;2019;2600000;170000;Curtainsider;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16724166-65e3f909/;2017;3901000;450000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16608438-35dcbf59/;2008;770000;1000000;Curtainsider;SCHMITZ CARGOBULL;;;Астрахань
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16555320-d62377e0/;2015;1593000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва;;Чёрная Грязь
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16713689-243edb15/;2007;1500000;;Refrigerator;SCHMITZ CARGOBULL;;;Барнаул
;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorniy/16673872-3e6697e5/;2017;1590000;199000;Curtainsider;KOLUMAN;ТРАК ПЛАТФОРМА;;Люберцы
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16712757-7865a16a/;2018;2320000;;Curtainsider;SCHMITZ CARGOBULL;;;Тула
STI;https://auto.ru/trailer/used/sale/schmitz_cargobull/sti/16707060-f0209845/;2013;1349000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;;Люберцы
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16248256-8b88d618/;2008;800000;100;Curtainsider;SCHMITZ CARGOBULL;;;Ангарск
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16707112-0d5bba20/;2011;2290000;22000;Refrigerator;KOGEL;;;Москва
SCS Mega;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16617696-2f74cf40/;2015;1397777;600000;Curtainsider;SCHMITZ CARGOBULL;ТТ777;Цена с НДС;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16649470-3ae7c0d0/;2016;1910000;;Curtainsider;SCHMITZ CARGOBULL;Глобал Трак Сейлс Москва;Цена с НДС;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16724998-25b7c198/;2003;449000;;Platform;KRONE;;;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16666232-7e585b5a/;2016;2370000;;Curtainsider;KRONE;BS-Truck;Цена с НДС;Набережные Челны
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16589852-ab254cf0/;2000;550000;;Curtainsider;KRONE;;;Ставрополь
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16714819-30e32930/;2011;1200000;500000;Curtainsider;KRONE;;;Челябинск
SD;https://auto.ru/trailer/used/sale/krone/sd/16703836-2b4ba7ad/;2018;2200000;;Curtainsider;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16077742-5980fc29/;2005;890000;580000;Curtainsider;KOGEL;;;Тверь
SW 24;https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16397610-9361d079/;2013;1200000;500000;Platform;SCHMITZ CARGOBULL;;;Миасс
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16666628-53586356/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16712529-ed5a9af9/;2015;949777;700000;Platform;SCHMITZ CARGOBULL;ТТ777;Цена с НДС;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16714803-09d99a33/;2007;850000;;Curtainsider;KRONE;;;Фурманов
SD;https://auto.ru/trailer/used/sale/krone/sd/16718404-362ade0e/;2012;1450000;350000;Curtainsider;KRONE;;;Павловск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16718082-4f317a4b/;2012;990000;;Platform;KOGEL;Global Truck Sales Санкт-Петербург;;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16717720-8aafdaf2/;2007;690000;;Curtainsider;KRONE;PRO АВТО;Цена с НДС;Люберцы
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570604-4940f865/;2019;5448738;250000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;Цена с НДС;Смоленск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16643778-1babfcc2/;2016;1650000;600000;Curtainsider;KOGEL;TELS Group;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583296-bd81adad/;2015;3700000;420000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Москва;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16699000-c6eddc35/;2018;4200000;200000;Refrigerator;SCHMITZ CARGOBULL;АТРАКС;Цена с НДС;Набережные Челны
9746;https://auto.ru/trailer/used/sale/tonar/9746/16625742-99f20849/;2015;870000;99000;Curtainsider;TONAR;ТРАК ПЛАТФОРМА;;Люберцы
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16723206-470ac904/;2019;4950000;88000;Refrigerator;KRONE;;;Калининград
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16698001-3ac7e2c1/;2018;4485000;350000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Казань;;Новониколаевский
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16678754-98ef20ae/;2005;450000;;Platform;SCHMITZ CARGOBULL;Реалист Банк;;Зеленоград
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16434370-843d8073/;2005;1550000;800000;Refrigerator;KRONE;;;Кострома
S24;https://auto.ru/trailer/used/sale/kogel/s24/16682418-2e993ca1/;2008;770000;399000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
S24;https://auto.ru/trailer/used/sale/kogel/s24/16344520-11a1d056/;2007;850000;650264;Platform;KOGEL;АГТ-Трейдинг;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16680698-66d6a462/;2015;1695000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Набережные Челны;;
SD;https://auto.ru/trailer/used/sale/krone/sd/16513456-d38b2c1e/;2009;900000;;Curtainsider;KRONE;;;Красноярск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16710510-da37f200/;2011;2350000;;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Краснодар;Цена с НДС;Краснодар
SD;https://auto.ru/trailer/used/sale/krone/sd/16271388-e3cb2db1/;2011;1350000;843000;Curtainsider;KRONE;;;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16504542-31388a12/;2018;4500000;300000;Refrigerator;SCHMITZ CARGOBULL;ЗилантМоторс;Цена с НДС;Казань
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16717026-87048b3e/;2017;2250000;162000;Curtainsider;KRONE;АГТ-Трейдинг;Цена с НДС;Москва
9746;https://auto.ru/trailer/used/sale/tonar/9746/16714461-32299fcb/;2015;1100000;;Curtainsider;TONAR;Global Truck Sales Санкт-Петербург;Цена с НДС;Санкт-Петербург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16360588-863c4500/;2004;650000;600000;Curtainsider;SCHMITZ CARGOBULL;;;Воронеж
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16686632-507e7161/;2015;1695000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16704708-9acbbf5e/;2018;2350000;150000;Curtainsider;SCHMITZ CARGOBULL;Вираж;Цена с НДС;Санкт-Петербург
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16717966-a4426b01/;2017;2100000;80000;Curtainsider;SCHMITZ CARGOBULL;;;Тула
SD;https://auto.ru/trailer/used/sale/krone/sd/16614852-76107438/;2008;730000;500000;Curtainsider;KRONE;;;Казань
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16698238-01fdcd3c/;2004;590000;;Curtainsider;KRONE;PRO АВТО;;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16687456-becbe0ff/;2018;4700000;;Refrigerator;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
STI;https://auto.ru/trailer/used/sale/schmitz_cargobull/sti/16707152-893dbf06/;2013;1349000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;Цена с НДС;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16411346-a7e62d29/;2017;4450000;;Refrigerator;KRONE;Группа Милан;;Санкт-Петербург
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16723306-1196f6ff/;2013;1400000;650000;Curtainsider;KOGEL;;;Орск
SD;https://auto.ru/trailer/used/sale/krone/sd/16321786-0237fd0d/;2013;1300000;;Curtainsider;KRONE;;;Тольятти
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16710296-e81b8a81/;2006;700000;;Platform;KOGEL;;;Псков
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16655088-0ed1a529/;2008;1450000;;Refrigerator;KRONE;Трак-Сток;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16707872-8596e6eb/;2016;4200000;400000;Refrigerator;SCHMITZ CARGOBULL;"ООО""Трейд Моторс";;Домодедово
SD;https://auto.ru/trailer/used/sale/krone/sd/16718186-ce639b5c/;2017;2050000;;Curtainsider;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
SD;https://auto.ru/trailer/used/sale/krone/sd/16234556-37786dd1/;2013;1300000;;Platform;KRONE;;;Петрозаводск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16463836-c7924692/;2018;4060000;90000;Refrigerator;KOGEL;КомТоргТранс;;Подольск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16675168-5d3c90b0/;2008;750000;500000;Curtainsider;SCHMITZ CARGOBULL;;;Красноярск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16715333-18bb94b4/;2012;1040000;;Curtainsider;KOGEL;Транспортная компания РОЗ-ГРУЗ;;Люберцы
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16713439-10315f2d/;2005;670000;1000000;Curtainsider;SCHMITZ CARGOBULL;ООО ИТЕКО Россия;Цена с НДС;Нижний Новгород
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16579266-4936aef9/;2019;2700000;120000;Curtainsider;SCHMITZ CARGOBULL;;;Брянск
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16509394-16f3ef59/;2006;650000;;Curtainsider;SCHMITZ CARGOBULL;Трак-Сток;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16663336-8342dc80/;2008;950000;300000;Platform;KRONE;;;Чита
SD;https://auto.ru/trailer/used/sale/krone/sd/16685374-38f49eab/;2008;700000;;Platform;KRONE;Реалист Банк;Цена с НДС;Зеленоград
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16557712-e7b7c7bd/;2008;770000;299000;Curtainsider;KRONE;ТРАК ПЛАТФОРМА;;Люберцы
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16647906-8093f93e/;2015;1399777;670000;Curtainsider;SCHMITZ CARGOBULL;ТТ777;;Москва
CS;https://auto.ru/trailer/used/sale/kaessbohrer/cs/16683060-67a727c0/;2018;2700000;;Curtainsider;KAESSBOHRER;BS-Truck;Цена с НДС;Набережные Челны
FL;https://auto.ru/trailer/used/sale/kaessbohrer/fl/16712049-f432f545/;2018;4052000;450000;Refrigerator;KAESSBOHRER;M7 TRUCK Набережные Челны;;Набережные Челны
S24;https://auto.ru/trailer/used/sale/kogel/s24/16713227-455f16da/;2007;1100000;500000;Curtainsider;KOGEL;;;Белгород
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16710512-7e3aacf7/;2011;2350000;;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Краснодар;Цена с НДС;Краснодар
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16714827-a494cd8b/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Набережные Челны;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16694700-e51a238f/;2011;2300000;;Refrigerator;SCHMITZ CARGOBULL;;;Кизилюрт
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16714947-c0784688/;2018;4151000;450000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16656264-0b64ace2/;2002;1150000;;Refrigerator;SCHMITZ CARGOBULL;;;Москва
SCS Mega;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16716595-b2526eef/;2009;650000;500000;Curtainsider;SCHMITZ CARGOBULL;;;Йошкар-Ола
SD;https://auto.ru/trailer/used/sale/krone/sd/16710338-1ccc162a/;2017;4490000;50000;Refrigerator;KRONE;Юнион КРОНЕ Кимовск;Цена с НДС;Кимовск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16699310-4d050777/;2012;1180000;;Curtainsider;SCHMITZ CARGOBULL;Global Truck Sales Екатеринбург;;Екатеринбург
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16711178-a374e0bf/;2011;1950000;600000;Refrigerator;KRONE;;;Москва
NS;https://auto.ru/trailer/used/sale/wielton/ns/16719706-dba0c9b2/;2002;470000;;Platform;WIELTON;;;Железногорск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16721002-8c68f92c/;2013;1550000;;Curtainsider;KOGEL;;;Брянск
9746;https://auto.ru/trailer/used/sale/tonar/9746/16717696-682834b9/;2015;1100000;;Curtainsider;TONAR;Глобал Трак Сейлс Москва;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16669645-fc17b0d3/;2013;1600000;;Curtainsider;KRONE;;;Махачкала
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16690512-7197360e/;2018;4485000;350000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Казань;;Новониколаевский
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16709994-303526af/;2018;2450000;;Curtainsider;SCHMITZ CARGOBULL;;;Тула
SD;https://auto.ru/trailer/used/sale/krone/sd/16708290-d8696940/;2011;1200000;800000;Curtainsider;KRONE;Транзит-Дон Гипермаркет;Цена с НДС;Ростов-на-Дону
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16674644-2ec6dd0b/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16708244-3bf418a0/;2012;2600000;800000;Refrigerator;SCHMITZ CARGOBULL;;;Челябинск
Krone;https://auto.ru/trailer/used/sale/krone/krone/16303736-9365b598/;2014;3150000;570000;Refrigerator;KRONE;;;Чебоксары
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16629530-38c25d73/;2015;1399777;600000;Curtainsider;SCHMITZ CARGOBULL;ТТ777;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16712505-280ff605/;2010;2450000;;Refrigerator;SCHMITZ CARGOBULL;;;Барнаул
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16682656-5676b025/;2014;3990000;350000;Refrigerator;KRONE;;;Калининград
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16716153-e3d120cc/;2003;1525000;800000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Казань;;Новониколаевский
Mega Liner;https://auto.ru/trailer/used/sale/krone/mega_liner/16085300-0204f1c8/;2009;650000;500000;Curtainsider;KRONE;СГМ - ГРУПП;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16677734-355877b5/;2015;1660000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва Юг;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431050-21c2518d/;2017;4631428;;Refrigerator;SCHMITZ CARGOBULL;СГМ - ГРУПП;;Москва
NS;https://auto.ru/trailer/used/sale/wielton/ns/16696762-8352c52c/;2016;1720000;;Curtainsider;WIELTON;Global Truck Sales Екатеринбург;Цена с НДС;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16721864-07c60f95/;2011;3300000;;Refrigerator;SCHMITZ CARGOBULL;;;Когалым
