price,vat_included,year,mileage,location,url,make,name,supplier,gear,hp,formula,cab
1200000,,2008,655000,Екатеринбург,https://auto.ru/artic/used/sale/maz/6430/16342034-86c95053/,MAZ,МАЗ 6430,,механическая,400,6x4,2-х местная с 2 спальными
1300000,,2007,101978,Люберцы,https://auto.ru/artic/used/sale/volvo/fm_tractor/16453446-98a8cff2/,VOLVO,Volvo FM,PRO АВТО,механическая,400,4x2,2-х местная с 1 спальным
2300000,,2008,1310000,Жуковский,https://auto.ru/artic/used/sale/volvo/fh_tractor/16628950-0e1dc1c3/,VOLVO,Volvo FH,,автоматическая,400,4x2,2-х местная с 2 спальными
370000,,2006,180000,Тольятти,https://auto.ru/artic/used/sale/maz/5433/16209896-b432a2f5/,MAZ,МАЗ 5433,,механическая,230,4x2,2-х местная с 1 спальным
870000,,2007,450000,Брюховецкая,https://auto.ru/artic/used/sale/volvo/fh_tractor/16460382-68b5bc00/,VOLVO,Volvo FH,,механическая,370,4x2,2-х местная с 2 спальными
1750000,,2009,1119000,Санкт-Петербург,https://auto.ru/artic/used/sale/daf/xf105/16048370-dde0a3d1/,DAF,DAF XF105,Global Truck Sales Санкт-Петербург,автоматическая,460,4x2,2-х местная с 1 спальным
650000,,2005,10000,Махачкала,https://auto.ru/artic/used/sale/maz/5440/16533218-3c67daa7/,MAZ,МАЗ 5440,,механическая,390,4x2,2-х местная с 2 спальными
850000,,2007,400000,Барнаул,https://auto.ru/artic/used/sale/maz/5440/16605171-c5cb4419/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
1700000,,2009,1000000,Барнаул,https://auto.ru/artic/used/sale/renault/premium_tractor/16390330-c869e7f4/,RENAULT,Renault Premium,,механическая,460,4x2,
1350000,,2005,850000,Красноярск,https://auto.ru/artic/used/sale/kenworth/t2000_1/16564026-f14252c3/,KENWORTH,Kenworth T2000,,механическая,435,6x4,2-х местная с 2 спальными
2200000,,2008,790000,Тульская область,https://auto.ru/artic/used/sale/freightliner/columbia/16534054-154b562f/,FREIGHTLINER,Freightliner Columbia,,механическая,498,6x4,2-х местная с 2 спальными
2150000,,2007,433000,Санкт-Петербург,https://auto.ru/artic/used/sale/renault/kerax_tractor/15216264-c16d9488/,RENAULT,Renault Kerax,Вираж,механическая,437,6x4,2-х местная с 1 спальным
1200000,,2008,1334000,Барнаул,https://auto.ru/artic/used/sale/man/tga_1/16461628-1fc36661/,MAN,MAN TGA,,механическая,480,4x2,2-х местная с 2 спальными
2750000,,2009,1460000,Самара,https://auto.ru/artic/used/sale/mercedes/actros_t/15809002-a198dcff/,MERCEDES,Mercedes-Benz Actros,,автоматическая,435,4x2,2-х местная с 2 спальными
4300000,,2016,44000,Лабытнанги,https://auto.ru/artic/used/sale/ural/44202/16540020-e64bb1b6/,URAL,Урал 44202,,механическая,312,6x6,2-х местная с 1 спальным
3800000,,2017,413000,Владимир,https://auto.ru/artic/used/sale/kamaz/5490/16597826-1c123d27/,KAMAZ,КамАЗ 5490,,механическая,401,4x2,2-х местная с 1 спальным
3500000,,2018,207000,Нижний Тагил,https://auto.ru/artic/used/sale/maz/5440/16528614-6a7fa00a/,MAZ,МАЗ 5440,,механическая,420,4x2,2-х местная с 2 спальными
8000000,,2019,50000,Коломна,https://auto.ru/artic/used/sale/daf/cf_series_1/16403328-8aa882de/,DAF,DAF CF-series,,механическая,462,6x2,2-х местная с 2 спальными
4500000,,2019,50000,Каменск-Шахтинский,https://auto.ru/artic/used/sale/kamaz/5490/16466548-50b29401/,KAMAZ,КамАЗ 5490,,механическая,401,4x2,2-х местная с 1 спальным
5500000,,2017,608000,Смоленск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16441884-d3ff9e34/,VOLVO,Volvo FH,"ООО ""РЕД СТАР"" МАЗ Смоленск",автоматическая,469,4x2,2-х местная с 2 спальными
2370000,,2015,290000,Кимовск,https://auto.ru/artic/used/sale/kamaz/65206/16463076-0e3aa078/,KAMAZ,КамАЗ 65206,Юнион КРОНЕ Кимовск,механическая,428,6x4,2-х местная с 1 спальным
4600000,,2018,423500,Домодедово,https://auto.ru/artic/used/sale/scania/p_1/16454360-9fb23f36/,SCANIA,Scania P-series,Скан-Юго-Восток,механическая,441,4x2,2-х местная с 1 спальным
7810964,,2019,157400,Наро-Фоминск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16412976-84f2ad44/,VOLVO,Volvo FH,Нара Авто Транс,автоматическая,469,4x2,2-х местная с 2 спальными
2180000,,2016,437531,Красногорск,https://auto.ru/artic/used/sale/kamaz/65206/16277026-32374cb0/,KAMAZ,КамАЗ 65206,Альфа Трак,автоматическая,401,6x4,2-х местная с 1 спальным
2000000,,2015,341446,Кимовск,https://auto.ru/artic/used/sale/kamaz/5490/16587626-e50b3f3d/,KAMAZ,КамАЗ 5490,Юнион КРОНЕ Кимовск,механическая,401,4x2,2-х местная с 2 спальными
1950000,,2017,89000,Александров,https://auto.ru/artic/used/sale/maz/5440/16323440-30d08af6/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
2690000,,2018,90000,Уфа,https://auto.ru/artic/used/sale/kamaz/65116/16566206-20d92c1d/,KAMAZ,КамАЗ 65116,,механическая,292,6x4,2-х местная с 1 спальным
4650000,Цена с НДС,2016,475000,Москва,https://auto.ru/artic/used/sale/man/tgx/16562020-cbafea7c/,MAN,MAN TGX,МАН Трак энд Бас РУС,механическая,440,4x2,2-х местная с 2 спальными
4700000,,2015,400000,Брянск,https://auto.ru/artic/used/sale/mercedes/actros_t/16445677-08763af2/,MERCEDES,Mercedes-Benz Actros,ФОРСАЖ,автоматическая,440,6x4,2-х местная с 1 спальным
4000000,,2015,500000,Калининград,https://auto.ru/artic/used/sale/daf/xf105/16262864-b6236942/,DAF,DAF XF105,,механическая,462,4x2,2-х местная с 2 спальными
1670000,Цена с НДС,2015,655206,Екатеринбург,https://auto.ru/artic/used/sale/kamaz/5490/16577562-ed085885/,KAMAZ,КамАЗ 5490,Global Truck Sales Екатеринбург,механическая,401,4x2,2-х местная с 1 спальным
6900000,,2017,450000,Усть-Илимск,https://auto.ru/artic/used/sale/man/tgs/16599518-673444b4/,MAN,MAN TGS,,механическая,480,6x4,2-х местная с 1 спальным
4600000,,2016,587917,Люберцы,https://auto.ru/artic/used/sale/mercedes/actros_t/16502250-46edd97f/,MERCEDES,Mercedes-Benz Actros,PRO АВТО,автоматическая,435,4x2,2-х местная с 2 спальными
2315000,,2015,300000,Кимовск,https://auto.ru/artic/used/sale/kamaz/65206/16463088-41817a56/,KAMAZ,КамАЗ 65206,Юнион КРОНЕ Кимовск,механическая,428,6x4,2-х местная с 1 спальным
2300000,,2016,203000,Кемерово,https://auto.ru/artic/used/sale/kamaz/5490/16626526-1ade75f8/,KAMAZ,КамАЗ 5490,,механическая,401,4x2,2-х местная с 1 спальным
7055000,,2017,684157,Москва,https://auto.ru/artic/used/sale/scania/s_artic/16558012-dc657501/,SCANIA,Scania S-Series,Global Truck Sales Москва Север,автоматическая,450,4x2,2-х местная с 2 спальными
3433000,,2018,391805,Липецк,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16388390-ea5fb611/,IVECO,IVECO Stralis,Европлан Краснодар,механическая,480,4x2,2-х местная с 2 спальными
5100000,,2019,2000,Всеволожск,https://auto.ru/artic/used/sale/kamaz/5490/16470378-095b4099/,KAMAZ,КамАЗ 5490,Технический центр Восток,механическая,401,4x2,
4850000,,2015,339012,Москва,https://auto.ru/artic/used/sale/mercedes/actros_t/16577886-1b95b50d/,MERCEDES,Mercedes-Benz Actros,АГТ-Трейдинг,механическая,456,6x4,2-х местная с 1 спальным
7000000,,2017,720000,Одинцово,https://auto.ru/artic/used/sale/volvo/fm_tractor/16497596-f8e928bc/,VOLVO,Volvo FM,,механическая,420,6x4,2-х местная с 1 спальным
8000000,,2015,442400,Киров,https://auto.ru/artic/used/sale/scania/r_1/16551264-66c87828/,SCANIA,Scania R-Series,,автоматическая,440,4x2,2-х местная с 2 спальными
2750000,,2015,110000,Санкт-Петербург,https://auto.ru/artic/used/sale/kamaz/65206/16533836-ca63f3d7/,KAMAZ,КамАЗ 65206,,автоматическая,401,6x4,2-х местная с 2 спальными
3650000,,2018,125453,Москва,https://auto.ru/artic/used/sale/ford/cargo_18xxt/16373124-0b289447/,FORD,Ford Cargo,Аскет-Авто,механическая,420,4x2,2-х местная с 2 спальными
2000000,,2015,305000,Кимовск,https://auto.ru/artic/used/sale/kamaz/5490/16459592-cf123504/,KAMAZ,КамАЗ 5490,Юнион КРОНЕ Кимовск,механическая,401,4x2,2-х местная с 1 спальным
3400000,,2016,110000,Якутск,https://auto.ru/artic/used/sale/kamaz/65806/16611694-cbb597f8/,KAMAZ,КамАЗ 65806,,,460,6x4,2-х местная с 1 спальным
5600000,Цена с НДС,2017,416000,Москва,https://auto.ru/artic/used/sale/renault/t_series/16495690-2bba055d/,RENAULT,Renault T-Series,,автоматическая,490,4x2,2-х местная с 2 спальными
1800000,,2015,556778,Смоленск,https://auto.ru/artic/used/sale/kamaz/5490/16579594-d7ad2eaf/,KAMAZ,КамАЗ 5490,,полуавтоматическая,401,белый,2-х местная с 2 спальными
1900000,,2016,280000,Пенза,https://auto.ru/artic/used/sale/maz/5440/16044574-f22b8518/,MAZ,МАЗ 5440,,механическая,410,4x2,2-х местная с 2 спальными
7810964,,2019,156270,Наро-Фоминск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16327622-c5cb4fde/,VOLVO,Volvo FH,Нара Авто Транс,автоматическая,469,4x2,2-х местная с 2 спальными
4650000,Цена с НДС,2016,349000,Шушары,https://auto.ru/artic/used/sale/man/tgx/16600456-55d091e6/,MAN,MAN TGX,МАН Трак энд Бас РУС,механическая,440,4x2,2-х местная с 2 спальными
4250000,Цена с НДС,2015,454231,Москва,https://auto.ru/artic/used/sale/mercedes/actros_t/16599190-19419702/,MERCEDES,Mercedes-Benz Actros,Global Truck Sales Москва Север,автоматическая,408,4x2,2-х местная с 1 спальным
1740000,,2008,830000,Люберцы,https://auto.ru/artic/used/sale/renault/magnum_ae/16479758-6d8bcb07/,RENAULT,Renault Magnum,ТРАК ПЛАТФОРМА,автоматическая,460,4x2,2-х местная с 2 спальными
1150000,,2007,1300000,Красноярск,https://auto.ru/artic/used/sale/man/tga_1/15727435-6842bfb7/,MAN,MAN TGA,,механическая,480,4x2,2-х местная с 2 спальными
1800000,,2007,1239562,Пермь,https://auto.ru/artic/used/sale/volvo/fm_tractor/16566678-a1997a42/,VOLVO,Volvo FM,,механическая,420,4x2,2-х местная с 1 спальным
1800000,,2006,1561480,Мурманск,https://auto.ru/artic/used/sale/scania/r_1/16410491-4197cee9/,SCANIA,Scania R-Series,,автоматическая,367,4x2,2-х местная с 2 спальными
2350000,,2008,980300,Киров,https://auto.ru/artic/used/sale/scania/r_1/16322888-a64063ff/,SCANIA,Scania R-Series,,механическая,420,синий,2-х местная с 1 спальным
4200000,,2008,1200000,Киров,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16597694-5f8f0558/,VOLVO,Volvo VNL,,автоматическая,435,6x2,2-х местная с 2 спальными
1850000,,2008,1180000,Барнаул,https://auto.ru/artic/used/sale/scania/r_1/16589954-f491aeb8/,SCANIA,Scania R-Series,,полуавтоматическая,480,4x2,2-х местная с 2 спальными
1350000,,2005,300000,Богучаны,https://auto.ru/artic/used/sale/maz/6430/16621148-a323af20/,MAZ,МАЗ 6430,,механическая,400,6x4,2-х местная с 2 спальными
594000,,2007,580684,Гагарин,https://auto.ru/artic/used/sale/maz/6430/16038434-dfacc341/,MAZ,МАЗ 6430,Трансстроймеханизация,,390,синий,
850000,,2005,97000,Великий Новгород,https://auto.ru/artic/used/sale/maz/6422/16600200-d498e9b3/,MAZ,МАЗ 6422,,механическая,390,6x4,2-х местная с 1 спальным
1450000,,2008,1025000,Казань,https://auto.ru/artic/used/sale/daf/cf_series_1/16451948-e027e943/,DAF,DAF CF-series,,механическая,360,4x2,2-х местная с 1 спальным
1650000,,2006,580000,Волгоград,https://auto.ru/artic/used/sale/man/tga_1/16245878-32f6f8cf/,MAN,MAN TGA,,автоматическая,390,4x2,2-х местная с 2 спальными
1900000,,2008,998000,Москва,https://auto.ru/artic/used/sale/daf/xf105/16253656-a62a449e/,DAF,DAF XF105,,автоматическая,460,4x2,2-х местная с 2 спальными
2050000,,2008,1339642,Красный Бор,https://auto.ru/artic/used/sale/scania/r_1/16318914-d3296c74/,SCANIA,Scania R-Series,Техцентр СОТРАНС Mercedes-Benz Санкт-Петербург,механическая,380,4x2,2-х местная с 2 спальными
1575000,,2009,1058614,Новомосковск,https://auto.ru/artic/used/sale/daf/xf105/16431884-ebf53679/,DAF,DAF XF105,,автоматическая,410,4x2,2-х местная с 2 спальными
1400000,,2005,1360000,Казань,https://auto.ru/artic/used/sale/volvo/fh_tractor/15768824-ca6cc5ea/,VOLVO,Volvo FH,,механическая,460,6x2,2-х местная с 2 спальными
1950000,,2009,998000,Рудня,https://auto.ru/artic/used/sale/daf/xf105/15814598-a1adf127/,DAF,DAF XF105,,механическая,462,4x2,2-х местная с 2 спальными
900000,,2005,80000,Шарыпово,https://auto.ru/artic/used/sale/maz/6425/15246940-37e07bdc/,MAZ,МАЗ 6425,Дорожник,механическая,390,6x6,2-х местная с 1 спальным
1150000,,2008,750000,Москва,https://auto.ru/artic/used/sale/man/tga_1/16464546-2551ec37/,MAN,MAN TGA,ГРУЗОВИК-24,механическая,390,4x2,2-х местная с 2 спальными
4000000,,2009,1150000,Советский,https://auto.ru/artic/used/sale/volvo/vnl_tractor/15578248-829b89e6/,VOLVO,Volvo VNL,,механическая,435,6x4,2-х местная с 2 спальными
1610000,,2007,1470000,Вольск,https://auto.ru/artic/used/sale/scania/r_1/16533008-be1aad36/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
3500000,,2007,425000,Екатеринбург,https://auto.ru/artic/used/sale/daf/xf105/16451164-14043559/,DAF,DAF XF105,АвтоГалерея,механическая,408,4x2,2-х местная с 2 спальными
1300000,,2007,1397976,Люберцы,https://auto.ru/artic/used/sale/volvo/fm_tractor/16453546-35592849/,VOLVO,Volvo FM,PRO АВТО,механическая,400,4x2,2-х местная с 1 спальным
1950000,,2006,1277512,Красный Бор,https://auto.ru/artic/used/sale/scania/r_1/16156382-9d661b02/,SCANIA,Scania R-Series,Техцентр СОТРАНС Mercedes-Benz Санкт-Петербург,механическая,420,4x2,2-х местная с 2 спальными
1350000,,2005,865572,Елец,https://auto.ru/artic/used/sale/man/tga_1/16583656-8e53de5b/,MAN,MAN TGA,,механическая,410,4x2,2-х местная с 2 спальными
2200000,,2007,768000,Улан-Удэ,https://auto.ru/artic/used/sale/daf/xf105/16039376-8f84e434/,DAF,DAF XF105,,механическая,410,4x2,2-х местная с 2 спальными
2600000,,2008,770000,Красноярск,https://auto.ru/artic/used/sale/scania/p_1/16579428-67aecb72/,SCANIA,Scania P-series,,механическая,380,6x4,2-х местная с 1 спальным
3150000,,2012,1150000,Новосибирск,https://auto.ru/artic/used/sale/scania/r_1/16499598-9c556f3e/,SCANIA,Scania R-Series,СибТракСкан,механическая,420,4x2,
1700000,,2007,1005500,Можайск,https://auto.ru/artic/used/sale/volvo/fm_tractor/16587856-a1f66def/,VOLVO,Volvo FM,,автоматическая,441,4x2,2-х местная с 2 спальными
950000,,2007,345706,Междуреченск,https://auto.ru/artic/used/sale/maz/6422/15959856-324001ab/,MAZ,МАЗ 6422,,механическая,400,6x4,2-х местная с 2 спальными
1599000,,2008,472000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tga_1/16467292-48adc693/,MAN,MAN TGA,Вираж,механическая,480,4x2,2-х местная с 1 спальным
1990000,,2009,1430000,Смоленск,https://auto.ru/artic/used/sale/man/tgx/16616398-48621027/,MAN,MAN TGX,,механическая,400,4x2,2-х местная с 2 спальными
1390000,,2011,230000,Новосибирск,https://auto.ru/artic/used/sale/maz/6430/16475914-791ee916/,MAZ,МАЗ 6430,СибТракСкан,механическая,400,6x4,2-х местная с 1 спальным
1450000,,2014,123000,Ярославль,https://auto.ru/artic/used/sale/maz/5440/16620644-8ed309c4/,MAZ,МАЗ 5440,,механическая,310,4x2,
2650000,,2012,1300000,Новосибирск,https://auto.ru/artic/used/sale/daf/xf105/16585004-6ece734b/,DAF,DAF XF105,СибТракСкан,механическая,460,4x2,2-х местная с 2 спальными
992250,Цена с НДС,2012,305000,Москва,https://auto.ru/artic/used/sale/kamaz/65116/16620624-a976e77e/,KAMAZ,КамАЗ 65116,АО МСУ-1,,280,6x4,
1900000,Цена с НДС,2011,1300000,Новосибирск,https://auto.ru/artic/used/sale/scania/p_1/16513468-0ec8b9e7/,SCANIA,Scania P-series,СибТракСкан,механическая,340,4x2,2-х местная с 1 спальным
3300000,,2013,576025,Москва,https://auto.ru/artic/used/sale/renault/premium_tractor/16620546-20135fa1/,RENAULT,Renault Premium,Global Truck Sales Москва Север,механическая,460,6x4,2-х местная с 1 спальным
750000,,2007,750000,Вышний Волочёк,https://auto.ru/artic/used/sale/scania/p_1/10564068-1ca8b394/,SCANIA,Scania P-series,,механическая,340,4x2,2-х местная с 1 спальным
1550000,,2008,1200000,Уфа,https://auto.ru/artic/used/sale/man/tga_1/16621974-738b0a69/,MAN,MAN TGA,,механическая,390,4x2,2-х местная с 2 спальными
1290000,,2005,1000000,Ставрополь,https://auto.ru/artic/used/sale/kenworth/t2000_1/15844384-31aac6e7/,KENWORTH,Kenworth T2000,,механическая,435,6x4,2-х местная с 2 спальными
2500000,,2005,1000078,Липецкая область,https://auto.ru/artic/used/sale/freightliner/century_class/16255286-548f199b/,FREIGHTLINER,Freightliner Century Class,,механическая,515,6x4,2-х местная с 2 спальными
800000,,2008,434700,Увельский,https://auto.ru/artic/used/sale/maz/5440/16049712-45732a7c/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
1400000,,2007,1224000,Товарково,https://auto.ru/artic/used/sale/scania/l/15890062-222a8e5f/,SCANIA,Scania 4-Series,,механическая,381,6x4,2-х местная с 1 спальным
2500000,,2011,545321,Москва,https://auto.ru/artic/used/sale/renault/premium_tractor/16620522-dbcc63b9/,RENAULT,Renault Premium,Global Truck Sales Москва Север,механическая,437,6x4,2-х местная с 1 спальным
690000,,2010,396000,Люберцы,https://auto.ru/artic/used/sale/maz/6430/16329940-97fb4b0d/,MAZ,МАЗ 6430,ТРАК ПЛАТФОРМА,механическая,411,6x4,2-х местная с 2 спальными
3300000,,2013,697115,Москва,https://auto.ru/artic/used/sale/renault/premium_tractor/16619656-a083a947/,RENAULT,Renault Premium,Global Truck Sales Москва Север,механическая,460,6x4,2-х местная с 1 спальным
1650000,Цена с НДС,2012,734632,Санкт-Петербург,https://auto.ru/artic/used/sale/mercedes/axor_t/16619570-6b18417d/,MERCEDES,Mercedes-Benz Axor,Global Truck Sales Санкт-Петербург,механическая,354,4x2,2-х местная с 1 спальным
2490000,Цена с НДС,2014,512202,Санкт-Петербург,https://auto.ru/artic/used/sale/mercedes/axor_t/16619578-76c2a05b/,MERCEDES,Mercedes-Benz Axor,Global Truck Sales Санкт-Петербург,механическая,401,4x2,2-х местная с 1 спальным
3300000,,2014,750000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tgs/16554128-3c704f8e/,MAN,MAN TGS,M7 TRUCK Санкт-Петербург,механическая,441,6x4,2-х местная с 1 спальным
1950000,Цена с НДС,2014,189000,Люберцы,https://auto.ru/artic/used/sale/maz/6430/16619414-fa545cd8/,MAZ,МАЗ 6430,ТРАК ПЛАТФОРМА,механическая,435,6x4,2-х местная с 1 спальным
2050000,,2011,1392493,Набережные Челны,https://auto.ru/artic/used/sale/scania/g/16542534-477ff5bb/,SCANIA,Scania G-series,M7 TRUCK Набережные Челны,механическая,380,4x2,2-х местная с 2 спальными
2290000,Цена с НДС,2011,1170000,Москва,https://auto.ru/artic/used/sale/scania/p_1/16542238-5e4ac07b/,SCANIA,Scania P-series,ГРУЗОВИК-24,механическая,420,6x4,2-х местная с 1 спальным
3250000,,2012,695000,Ростов-на-Дону,https://auto.ru/artic/used/sale/volvo/fm_tractor/16464320-48035182/,VOLVO,Volvo FM,Транзит-Дон Гипермаркет,механическая,400,6x4,2-х местная с 2 спальными
1350000,,2004,1530000,Орск,https://auto.ru/artic/used/sale/renault/magnum_ae/16327642-4e34d46e/,RENAULT,Renault Magnum,,автоматическая,480,4x2,
3750000,,2014,592000,Белгород,https://auto.ru/artic/used/sale/daf/xf105/16510742-ae46dd4b/,DAF,DAF XF105,GOODTRUCKS,механическая,462,4x2,2-х местная с 2 спальными
2500000,,2011,766000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tgs/16631922-29b136f7/,MAN,MAN TGS,,механическая,480,6x4,2-х местная с 1 спальным
3000000,,2014,752000,Химки,https://auto.ru/artic/used/sale/daf/xf105/16570812-a803f5a1/,DAF,DAF XF105,Ферронордик Машины,механическая,410,4x2,2-х местная с 2 спальными
1450000,,2003,1427000,Каменск-Шахтинский,https://auto.ru/artic/used/sale/international/9000/16540204-4661406d/,INTERNATIONAL,International 9000 Series,,автоматическая,399,6x4,2-х местная с 2 спальными
1150000,,2000,1166000,Шуя,https://auto.ru/artic/used/sale/daf/xf95/16246702-bf0cc3c4/,DAF,DAF 95XF,,механическая,380,4x2,2-х местная с 2 спальными
1200000,,2000,350000,Обнинск,https://auto.ru/artic/used/sale/renault/premium_tractor/15785354-9f4d1f84/,RENAULT,Renault Premium,,механическая,340,4x2,2-х местная с 2 спальными
690000,,2003,1423456,Москва,https://auto.ru/artic/used/sale/international/9000/16109264-4009c7fc/,INTERNATIONAL,International 9000 Series,ГРУЗ СОЮЗ,механическая,435,6x4,2-х местная с 2 спальными
1550000,,2002,770000,Курск,https://auto.ru/artic/used/sale/renault/magnum_ae/16483098-934fba13/,RENAULT,Renault Magnum,,механическая,440,4x2,2-х местная с 2 спальными
3100000,,2013,934590,Москва,https://auto.ru/artic/used/sale/scania/p_1/16617982-e5a9f8c6/,SCANIA,Scania P-series,ГРУЗ СОЮЗ,механическая,400,6x4,2-х местная с 1 спальным
3600000,Цена с НДС,2014,500000,Санкт-Петербург,https://auto.ru/artic/used/sale/scania/p_1/16574720-d606380b/,SCANIA,Scania P-series,ЗТ Север,механическая,440,6x4,2-х местная без спального
1450000,,2011,120000,Когалым,https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16637406-6853d167/,KAMAZ,КамАЗ 43118,,механическая,245,6x6,2-х местная с 1 спальным
1250000,,2012,500000,Новосибирск,https://auto.ru/artic/used/sale/maz/5440/16362466-a16b4311/,MAZ,МАЗ 5440,СибТракСкан,механическая,410,4x2,2-х местная с 1 спальным
3100000,,2014,1100000,,https://auto.ru/artic/used/sale/daf/xf105/16316346-9926a582/,DAF,DAF XF105,СибТракСкан,механическая,12,4x2,2-х местная с 1 спальным
1400000,,2000,677629,Гагарин,https://auto.ru/artic/used/sale/volvo/fh_tractor/16570158-e2f2afb4/,VOLVO,Volvo FH,Трансстроймеханизация,,420,6x4,
1490000,,2003,40000,Новая Усмань,https://auto.ru/artic/used/sale/volvo/fh_tractor/16570006-642d100c/,VOLVO,Volvo FH,,механическая,420,4x2,
1650000,,2002,1600000,Воронеж,https://auto.ru/artic/used/sale/man/tga_1/16477024-fa295c61/,MAN,MAN TGA,,механическая,409,4x2,2-х местная с 2 спальными
690000,,2003,1020532,Люберцы,https://auto.ru/artic/used/sale/freightliner/columbia/16383156-b71a66e1/,FREIGHTLINER,Freightliner Columbia,ТРАК ПЛАТФОРМА,механическая,435,6x4,2-х местная с 2 спальными
1500000,,2014,412000,Новосибирск,https://auto.ru/artic/used/sale/maz/6430/16460662-62af184d/,MAZ,МАЗ 6430,СибТракСкан,механическая,410,6x4,2-х местная с 1 спальным
2600000,,2011,1200000,Новосибирск,https://auto.ru/artic/used/sale/daf/xf105/16157016-9aa707a2/,DAF,DAF XF105,СибТракСкан,механическая,460,4x2,2-х местная с 2 спальными
2350000,,2011,1260000,Новосибирск,https://auto.ru/artic/used/sale/daf/xf105/16088392-4031e20b/,DAF,DAF XF105,СибТракСкан,механическая,12,4x2,2-х местная с 1 спальным
2500000,,2010,800000,Новосибирск,https://auto.ru/artic/used/sale/daf/xf105/16088376-90f3b54e/,DAF,DAF XF105,СибТракСкан,автоматическая,460,4x2,2-х местная с 1 спальным
3270000,,2014,1262000,Нижний Новгород,https://auto.ru/artic/used/sale/scania/g/16558060-8fdabdd5/,SCANIA,Scania G-series,M7 TRUCK Нижний Новгород,механическая,440,4x2,2-х местная с 2 спальными
1150000,,2003,1119926,Люберцы,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16534350-52bdbe7b/,VOLVO,Volvo VNL,ТРАК ПЛАТФОРМА,механическая,400,6x4,2-х местная с 2 спальными
1350000,,2003,1253000,Нижний Новгород,https://auto.ru/artic/used/sale/man/tga_1/16622486-c56a1ce6/,MAN,MAN TGA,,автоматическая,460,4x2,2-х местная с 2 спальными
4000000,,2004,1650000,Богородицк,https://auto.ru/artic/used/sale/volvo/fh_tractor/15363891-8d5a9df8/,VOLVO,Volvo FH,,автоматическая,460,4x2,2-х местная с 2 спальными
1450000,,2003,1300000,Буйнакск,https://auto.ru/artic/used/sale/renault/magnum_ae/16215024-eb3f2223/,RENAULT,Renault Magnum,,механическая,440,4x2,2-х местная с 2 спальными
800000,,2001,1360000,Ярославль,https://auto.ru/artic/used/sale/renault/magnum_ae/16494688-03f2e1d8/,RENAULT,Renault Magnum,,механическая,440,4x2,2-х местная с 1 спальным
1300000,Цена с НДС,2012,856327,Нижний Новгород,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16571214-beddfca2/,IVECO,IVECO Stralis,M7 TRUCK Нижний Новгород,механическая,420,4x2,
720000,,2013,293937,Люберцы,https://auto.ru/artic/used/sale/maz/5440/16616790-0331031b/,MAZ,МАЗ 5440,ТРАК ПЛАТФОРМА,механическая,310,4x2,2-х местная с 1 спальным
3600000,Цена с НДС,2011,1145586,Екатеринбург,https://auto.ru/artic/used/sale/man/tgs/16616656-0de37e2c/,MAN,MAN TGS,Совкомбанк-Лизинг Москва,механическая,440,6x4,2-х местная с 1 спальным
695000,,2013,450000,Самара,https://auto.ru/artic/used/sale/maz/5440/16637018-67d2a13d/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
2450000,,2014,706072,Москва,https://auto.ru/artic/used/sale/mercedes/axor_t/16604584-fa78eea1/,MERCEDES,Mercedes-Benz Axor,Global Truck Sales Москва Север,механическая,401,4x2,2-х местная с 1 спальным
1350000,,2004,1215000,Чебоксары,https://auto.ru/artic/used/sale/renault/premium_tractor/16571102-d0796bdb/,RENAULT,Renault Premium,,механическая,412,4x2,2-х местная с 1 спальным
600000,,2002,1400000,Сафоново,https://auto.ru/artic/used/sale/mercedes/actros_t/16244846-160a124b/,MERCEDES,Mercedes-Benz Actros,,полуавтоматическая,430,4x2,2-х местная с 1 спальным
1400000,,2002,1200000,Крестцы,https://auto.ru/artic/used/sale/volvo/fh_tractor/16036098-8fa3ce25/,VOLVO,Volvo FH,,механическая,380,6x2,2-х местная с 2 спальными
360000,,2000,655302,Гагарин,https://auto.ru/artic/used/sale/maz/6422/16463576-823901b1/,MAZ,МАЗ 6422,Трансстроймеханизация,,12,серый,
1600000,,2001,535000,Клинцы,https://auto.ru/artic/used/sale/mercedes/actros_t/16517534-4930a5a6/,MERCEDES,Mercedes-Benz Actros,,автоматическая,410,4x2,2-х местная с 1 спальным
3700000,,2014,400054,Тула,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16637846-6040b0a0/,IVECO,IVECO Stralis,,,12,белый,
