price,vat_included,year,mileage,location,url,make,name,supplier,gear,hp,formula,cab
1200000,,2000,600000,Тюмень,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16314810-4cf85623/,IVECO,IVECO EuroStar,,полуавтоматическая,429,4x2,2-х местная с 2 спальными
2000000,,2001,2443466,Екатеринбург,https://auto.ru/artic/used/sale/freightliner/flc/16629860-958d88a8/,FREIGHTLINER,Freightliner FLC,,механическая,390,6x4,2-х местная с 2 спальными
550000,,2004,150000,Белорецк,https://auto.ru/artic/used/sale/maz/5432/16594992-c16a850e/,MAZ,МАЗ 5432,,механическая,330,4x2,2-х местная с 2 спальными
420000,,2004,400000,Тольятти,https://auto.ru/artic/used/sale/maz/5432/16173822-183df63f/,MAZ,МАЗ 5432,,механическая,330,4x2,2-х местная с 2 спальными
1750000,,2004,325000,Брянск,https://auto.ru/artic/used/sale/scania/r_1/16609986-d05ea39f/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
1100000,,2001,1450000,Новая Усмань,https://auto.ru/artic/used/sale/daf/xf95/16239726-3b22f445/,DAF,DAF 95XF,,механическая,385,4x2,2-х местная с 2 спальными
2100000,,2003,700000,Агинское,https://auto.ru/artic/used/sale/daf/xf95/16580590-9d2c5ead/,DAF,DAF 95XF,,механическая,483,4x2,2-х местная с 2 спальными
1310000,,2003,1350000,Кострома,https://auto.ru/artic/used/sale/freightliner/columbia/16001226-b1dcff4a/,FREIGHTLINER,Freightliner Columbia,,механическая,435,6x4,2-х местная с 2 спальными
2850000,,2003,930000,Елань,https://auto.ru/artic/used/sale/renault/premium_tractor/16323742-3bbfab94/,RENAULT,Renault Premium,,механическая,412,6x2,2-х местная с 1 спальным
950000,,2001,418,Воронеж,https://auto.ru/artic/used/sale/man/tga_1/15738801-48579ce2/,MAN,MAN TGA,,автоматическая,480,4x2,2-х местная с 2 спальными
490000,,2004,890000,Стародуб,https://auto.ru/artic/used/sale/maz/5440/16214800-7168a86d/,MAZ,МАЗ 5440,,механическая,390,4x2,
950000,,2002,1950000,Великий Новгород,https://auto.ru/artic/used/sale/international/9000/16402806-cea17f4f/,INTERNATIONAL,International 9000 Series,,механическая,312,6x4,2-х местная с 1 спальным
400000,,2003,106000,Воронеж,https://auto.ru/artic/used/sale/maz/5432/15508182-000e92fa/,MAZ,МАЗ 5432,,механическая,330,4x2,2-х местная с 1 спальным
900000,,2002,150000,Омск,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16396606-b35a3d33/,IVECO,IVECO Stralis,,автоматическая,430,4x2,2-х местная с 2 спальными
1200000,,2003,800000,Владикавказ,https://auto.ru/artic/used/sale/freightliner/columbia/16302068-f1f7352a/,FREIGHTLINER,Freightliner Columbia,,механическая,435,зелёный,
950000,,2004,1500000,Камские Поляны,https://auto.ru/artic/used/sale/freightliner/century_class/16535412-8438d00c/,FREIGHTLINER,Freightliner Century Class,,механическая,330,6x4,2-х местная с 2 спальными
990000,,2003,1000000,Бокино,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16585130-fa2a9fdb/,IVECO,IVECO Stralis,,механическая,430,4x2,2-х местная с 2 спальными
1399000,,2003,980000,Смоленск,https://auto.ru/artic/used/sale/daf/xf95/16604953-725a91ea/,DAF,DAF 95XF,,механическая,430,4x2,2-х местная с 2 спальными
1500000,,2004,780000,Иркутск,https://auto.ru/artic/used/sale/kamaz/6460/16260446-6f0fe4b6/,KAMAZ,КамАЗ 6460,,механическая,360,6x4,2-х местная с 1 спальным
1333000,,2004,1300000,Сургут,https://auto.ru/artic/used/sale/man/tga_1/16629772-a843fa4c/,MAN,MAN TGA,,механическая,430,4x2,2-х местная с 2 спальными
1150000,,2004,900000,Грязи,https://auto.ru/artic/used/sale/freightliner/century_class/16599288-1de674bb/,FREIGHTLINER,Freightliner Century Class,,механическая,455,6x4,2-х местная с 2 спальными
880000,,2000,520000,Ирбит,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16257462-0d9fb43d/,IVECO,IVECO EuroStar,,механическая,430,4x2,2-х местная с 2 спальными
580000,,2000,500000,Екатеринбург,https://auto.ru/artic/used/sale/renault/premium_tractor/16303198-bdf4bd04/,RENAULT,Renault Premium,,механическая,412,4x2,2-х местная с 2 спальными
290000,,2003,20000,Нижний Новгород,https://auto.ru/artic/used/sale/maz/5432/16160474-c0c1b9fc/,MAZ,МАЗ 5432,,механическая,250,4x2,2-х местная с 2 спальными
300000,,2001,880000,Белгород,https://auto.ru/artic/used/sale/maz/64220/16149448-74499005/,MAZ,МАЗ 64220,,механическая,330,6x4,2-х местная с 1 спальным
1100000,,2003,1800000,Барнаул,https://auto.ru/artic/used/sale/freightliner/columbia/16185814-cf10ad94/,FREIGHTLINER,Freightliner Columbia,,механическая,435,6x4,2-х местная с 2 спальными
900000,,2004,1400000,Санкт-Петербург,https://auto.ru/artic/used/sale/freightliner/columbia/16352094-1016cc93/,FREIGHTLINER,Freightliner Columbia,,механическая,435,6x4,2-х местная с 1 спальным
1300000,,2004,1071318,Нелидово,https://auto.ru/artic/used/sale/renault/magnum_ae/16633710-e68c7043/,RENAULT,Renault Magnum,,механическая,440,4x2,2-х местная с 1 спальным
1100000,,2000,1500000,Великий Новгород,https://auto.ru/artic/used/sale/international/9000/15977140-57a17148/,INTERNATIONAL,International 9000 Series,,механическая,370,6x4,2-х местная с 2 спальными
1980000,,2003,130788,Когалым,https://auto.ru/artic/used/sale/daf/xf95/16446684-6c02cb9f/,DAF,DAF 95XF,,автоматическая,480,4x2,2-х местная с 2 спальными
1750000,,2007,1150000,Калуга,https://auto.ru/artic/used/sale/renault/magnum_ae/16561140-b4cf24a3/,RENAULT,Renault Magnum,,механическая,460,4x2,2-х местная с 1 спальным
2500000,,2005,1126000,Воронеж,https://auto.ru/artic/used/sale/volvo/fm_tractor/16510724-3e2eb1c5/,VOLVO,Volvo FM,,механическая,380,4x2,2-х местная с 1 спальным
450000,,2006,245000,Красноярск,https://auto.ru/artic/used/sale/maz/5432/16448400-27cd105b/,MAZ,МАЗ 5432,,механическая,250,4x2,2-х местная с 1 спальным
500000,,2007,120000,Новосибирск,https://auto.ru/artic/used/sale/maz/64220/16226380-df1033af/,MAZ,МАЗ 64220,,механическая,390,6x4,2-х местная с 2 спальными
1500000,,2008,300000,Самара,https://auto.ru/artic/used/sale/iveco/trakker_tractor/16268890-1a3a8b6e/,IVECO,IVECO Trakker,,механическая,380,6x4,2-х местная с 1 спальным
1150000,,2007,1031000,Королёв,https://auto.ru/artic/used/sale/scania/l/16467716-e3c37507/,SCANIA,Scania 4-Series,,механическая,340,4x2,2-х местная с 1 спальным
3500000,,2008,1500000,Красный Сулин,https://auto.ru/artic/used/sale/volvo/fh_tractor/16593468-8b1f0c98/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
440000,,2008,300000,Новосибирск,https://auto.ru/artic/used/sale/maz/5440/10434436-ca0dc227/,MAZ,МАЗ 5440,Авторынок МАКСКАР,механическая,397,4x2,2-х местная с 1 спальным
2800000,,2007,450000,Воронеж,https://auto.ru/artic/used/sale/man/tga_1/16449290-4dc8a52e/,MAN,MAN TGA,,механическая,480,6x4,2-х местная с 2 спальными
2300000,,2005,1742600,Нижний Тагил,https://auto.ru/artic/used/sale/daf/xf95/16334170-45930bd2/,DAF,DAF 95XF,,механическая,430,4x2,2-х местная с 2 спальными
1800000,,2007,1200000,Бор,https://auto.ru/artic/used/sale/volvo/fh_tractor/15945618-dae7d598/,VOLVO,Volvo FH,,механическая,440,4x2,2-х местная с 2 спальными
490000,,2008,190000,Санкт-Петербург,https://auto.ru/artic/used/sale/maz/5432/16320934-a3610238/,MAZ,МАЗ 5432,,механическая,327,4x2,2-х местная с 1 спальным
1500000,,2007,1150000,Нефтекамск,https://auto.ru/artic/used/sale/volvo/fm_tractor/16285774-8244ac04/,VOLVO,Volvo FM,,автоматическая,440,4x2,
630000,,2008,500000,Новосибирск,https://auto.ru/artic/used/sale/kamaz/5410/16556454-54134637/,KAMAZ,КамАЗ 5410,,механическая,210,6x4,3-х местная с 1 спальным
2850000,,2007,450000,Братск,https://auto.ru/artic/used/sale/renault/premium_tractor/15862420-48120352/,RENAULT,Renault Premium,,механическая,380,6x4,2-х местная с 1 спальным
400000,,2007,730000,Углич,https://auto.ru/artic/used/sale/maz/5440/16611852-9e7190dc/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
500000,,2008,700000,Мичуринск,https://auto.ru/artic/used/sale/maz/5440/16232824-6866d47d/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
1500000,,2008,1280000,Ижевск,https://auto.ru/artic/used/sale/scania/p_1/16266266-047ba8aa/,SCANIA,Scania P-series,,механическая,340,4x2,2-х местная с 1 спальным
1600000,,2007,840000,Оренбург,https://auto.ru/artic/used/sale/man/tga_1/16265172-11600712/,MAN,MAN TGA,,механическая,390,4x2,2-х местная с 1 спальным
3300000,,2007,1000000,Ростов-на-Дону,https://auto.ru/artic/used/sale/daf/xf105/16555990-d84c4e1a/,DAF,DAF XF105,,механическая,410,4x2,2-х местная с 2 спальными
900000,,2008,1576160,Строитель,https://auto.ru/artic/used/sale/volvo/fm_tractor/16061352-a285fd83/,VOLVO,Volvo FM,,,380,4x2,
2200000,,2008,830000,Саранск,https://auto.ru/artic/used/sale/scania/r_1/16618654-f824bf13/,SCANIA,Scania R-Series,,,420,синий,
1350000,,2006,1500000,Омская область,https://auto.ru/artic/used/sale/maz/5440/16348596-e7901b04/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
720000,,2007,280000,Самара,https://auto.ru/artic/used/sale/kamaz/6460/16614416-f9460250/,KAMAZ,КамАЗ 6460,,механическая,334,6x4,2-х местная с 1 спальным
1400000,,2007,8000,Екатеринбург,https://auto.ru/artic/used/sale/renault/premium_tractor/16411258-265133db/,RENAULT,Renault Premium,,механическая,440,4x2,2-х местная с 1 спальным
1250000,,2005,999000,Кропоткин,https://auto.ru/artic/used/sale/man/tga_1/16633554-3d688466/,MAN,MAN TGA,,механическая,390,красный,2-х местная с 2 спальными
1600000,,2008,1000000,Чебоксары,https://auto.ru/artic/used/sale/renault/magnum_ae/16229332-6fe9dc1b/,RENAULT,Renault Magnum,,механическая,460,4x2,2-х местная с 2 спальными
800000,,2006,50000,Шарья,https://auto.ru/artic/used/sale/kamaz/54115/16482350-a313c613/,KAMAZ,КамАЗ 54115,,механическая,260,6x4,3-х местная с 1 спальным
1400000,,2007,83000,Ханты-Мансийск,https://auto.ru/artic/used/sale/ural/4320_traktor/16508754-29403a8a/,URAL,Урал 4320,,механическая,230,6x6,3-х местная без спального
1000000,,2006,1500000,Самара,https://auto.ru/artic/used/sale/scania/l/16620158-2351fb94/,SCANIA,Scania 4-Series,,механическая,340,4x2,2-х местная с 1 спальным
2200000,,2007,1200000,Пятигорск,https://auto.ru/artic/used/sale/daf/xf105/16352140-027514c1/,DAF,DAF XF105,,механическая,408,4x2,2-х местная с 2 спальными
300000,,2007,350000,Волгоград,https://auto.ru/artic/used/sale/ural/6367/16275736-c09cea3f/,URAL,Урал 6367,,механическая,300,4x2,2-х местная с 1 спальным
1550000,,2005,1240000,Ставрополь,https://auto.ru/artic/used/sale/daf/xf95/16510004-6cc8696a/,DAF,DAF 95XF,,механическая,430,4x2,2-х местная с 2 спальными
480000,,2007,900000,Железногорск,https://auto.ru/artic/used/sale/maz/5440/16622506-bd521dc6/,MAZ,МАЗ 5440,,механическая,390,4x2,2-х местная с 1 спальным
1100000,,2007,178000,Енисейск,https://auto.ru/artic/used/sale/kamaz/6460/16403252-775ea264/,KAMAZ,КамАЗ 6460,,механическая,360,6x4,3-х местная с 1 спальным
600000,,2007,440000,Москва,https://auto.ru/artic/used/sale/kamaz/54115/16533306-c10aa927/,KAMAZ,КамАЗ 54115,,механическая,225,6x4,2-х местная с 1 спальным
1450000,,2007,171300,Зеленоград,https://auto.ru/artic/used/sale/man/tga_1/16589808-2e3bda82/,MAN,MAN TGA,,механическая,430,4x2,2-х местная с 2 спальными
1400000,,2016,74000,Воронеж,https://auto.ru/artic/used/sale/kamaz/65116/16325970-0aeb83ee/,KAMAZ,КамАЗ 65116,,механическая,219,6x4,2-х местная с 1 спальным
1350000,,2016,297965,Воронеж,https://auto.ru/artic/used/sale/maz/5440/16569442-4ac883c6/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 1 спальным
4850000,,2017,480000,Пермь,https://auto.ru/artic/used/sale/man/33_1/16543640-dd384dce/,MAN,MAN 33,,механическая,440,6x4,2-х местная с 1 спальным
7700000,,2019,1,Екатеринбург,https://auto.ru/artic/used/sale/volvo/fm_tractor/16590290-526a0723/,VOLVO,Volvo FM,,,12,6x2,
4900000,,2016,500000,Москва,https://auto.ru/artic/used/sale/scania/r_1/16627010-2bfc6cca/,SCANIA,Scania R-Series,,автоматическая,440,4x2,2-х местная с 2 спальными
7500000,Цена с НДС,2018,500000,Ульяновск,https://auto.ru/artic/used/sale/scania/g/16635662-eafcf9fd/,SCANIA,Scania G-series,,автоматическая,340,4x2,2-х местная с 2 спальными
14836264,,2018,103000,Калининград,https://auto.ru/artic/used/sale/volvo/fh_tractor/16620000-4e160608/,VOLVO,Volvo FH,Panzer-Auto - Калининград,автоматическая,750,6x2,2-х местная с 2 спальными
9226987,Цена с НДС,2019,,Красноярск,https://auto.ru/artic/new/sale/iveco/stralis_tractor/15113860-a7effdcd/,IVECO,IVECO Stralis,Триал-М,механическая,460,6x4,2-х местная с 1 спальным
900000,,2010,2,Саларьево,https://auto.ru/artic/used/sale/renault/premium_tractor/15740577-5fe20504/,RENAULT,Renault Premium,Совкомбанк-Лизинг Москва,механическая,379,4x2,2-х местная с 2 спальными
4350000,,2013,896700,Тула,https://auto.ru/artic/used/sale/scania/g/16617914-65039f08/,SCANIA,Scania G-series,,механическая,441,4x2,2-х местная с 1 спальным
620000,,2010,200000,Курчатов,https://auto.ru/artic/used/sale/maz/6422/16483470-4ee4c844/,MAZ,МАЗ 6422,,механическая,397,6x4,2-х местная с 2 спальными
3100000,,2012,889000,Санкт-Петербург,https://auto.ru/artic/used/sale/volvo/fm_tractor/16170282-5249208b/,VOLVO,Volvo FM,Вираж,механическая,400,6x4,2-х местная с 1 спальным
1700000,Цена с НДС,2011,10515,Москва,https://auto.ru/artic/used/sale/ural/4320_traktor/16582324-94484355/,URAL,Урал 4320,ГК Автологистика спецтехника,механическая,230,6x6,2-х местная с 1 спальным
1900000,,2011,800000,Барнаул,https://auto.ru/artic/used/sale/renault/premium_tractor/16202412-c4ebbc04/,RENAULT,Renault Premium,,механическая,437,6x4,2-х местная с 1 спальным
1200000,,2012,58100,Стерлитамак,https://auto.ru/artic/used/sale/maz/5440/16633260-284eeacf/,MAZ,МАЗ 5440,,механическая,410,4x2,2-х местная с 2 спальными
1750000,,2011,1234000,Шушары,https://auto.ru/artic/used/sale/man/tgx/16407752-1b2d64ee/,MAN,MAN TGX,Совкомбанк-Лизинг Москва,механическая,400,4x2,2-х местная с 2 спальными
2220000,,2011,50000,Яранск,https://auto.ru/artic/used/sale/volvo/fe_tractor/16429710-e182ebd9/,VOLVO,Volvo FE,,автоматическая,420,синий,3-х местная с 1 спальным
2750000,,2012,762000,Челябинск,https://auto.ru/artic/used/sale/daf/xf105/16470956-3756bdde/,DAF,DAF XF105,,механическая,462,4x2,2-х местная с 2 спальными
2050000,,2011,850000,Барнаул,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16629762-cd26d656/,IVECO,IVECO Stralis,,механическая,450,4x2,2-х местная с 2 спальными
760000,,2012,650000,Пенза,https://auto.ru/artic/used/sale/maz/5440/16575770-bc60a1c8/,MAZ,МАЗ 5440,,механическая,410,4x2,2-х местная с 2 спальными
4500000,,2014,600000,Кемерово,https://auto.ru/artic/used/sale/volvo/fm_tractor/16361720-ce0c9d1a/,VOLVO,Volvo FM,,механическая,420,6x4,2-х местная с 1 спальным
2150000,,2011,3000,Екатеринбург,https://auto.ru/artic/used/sale/maz/5440/15678438-ad36a5ea/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
2550000,,2012,850000,Барнаул,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16629720-f4f6d6bf/,IVECO,IVECO Stralis,,механическая,450,4x2,2-х местная с 2 спальными
4100000,Цена с НДС,2013,343000,Санкт-Петербург,https://auto.ru/artic/used/sale/volvo/fm_tractor/15949050-2347f125/,VOLVO,Volvo FM,Вираж,механическая,420,6x4,2-х местная с 1 спальным
3780000,,2014,588000,Санкт-Петербург,https://auto.ru/artic/used/sale/volvo/fh_tractor/16153476-68982868/,VOLVO,Volvo FH,Вираж,механическая,400,4x2,2-х местная с 2 спальными
2550000,,2011,1200000,Краснодар,https://auto.ru/artic/used/sale/renault/premium_tractor/16614872-8d2786e3/,RENAULT,Renault Premium,,механическая,450,4x2,
5000000,,2014,830000,Патруши,https://auto.ru/artic/used/sale/man/tgs/16558912-9a1759d2/,MAN,MAN TGS,,механическая,441,6x4,2-х местная с 1 спальным
1500000,,2012,990000,Уфа,https://auto.ru/artic/used/sale/renault/premium_tractor/16599588-2a0a7c2a/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
999000,,2011,550000,Таганрог,https://auto.ru/artic/used/sale/ford/cargo_18xxt/16616860-6d402518/,FORD,Ford Cargo,,механическая,380,4x2,2-х местная с 2 спальными
1650000,,2011,231000,Екатеринбург,https://auto.ru/artic/used/sale/maz/5440/16472604-db844605/,MAZ,МАЗ 5440,,механическая,435,4x2,2-х местная с 2 спальными
2800000,,2012,517222,Кимовск,https://auto.ru/artic/used/sale/daf/xf105/16551366-19207bae/,DAF,DAF XF105,Юнион КРОНЕ Кимовск,механическая,408,белый,
2080000,,2009,1694152,Санкт-Петербург,https://auto.ru/artic/used/sale/peterbilt/387_t/16304794-de82eefd/,PETERBILT,Peterbilt 387,Global Truck Sales Санкт-Петербург,механическая,450,6x4,2-х местная с 2 спальными
1600000,,2011,40000,Краснодар,https://auto.ru/artic/used/sale/kamaz/65116/16473434-3183bc49/,KAMAZ,КамАЗ 65116,,механическая,281,6x4,2-х местная с 1 спальным
2280000,,2011,720000,Краснодар,https://auto.ru/artic/used/sale/scania/p_1/15818350-62710bf8/,SCANIA,Scania P-series,ООО Кубань-Скан,механическая,340,4x2,2-х местная с 1 спальным
1615000,Цена с НДС,2010,1007469,Москва,https://auto.ru/artic/used/sale/renault/premium_tractor/16523080-5ed310ef/,RENAULT,Renault Premium,ГРУЗ СОЮЗ,механическая,440,4x2,2-х местная с 2 спальными
2050000,,2012,810610,Санкт-Петербург,https://auto.ru/artic/used/sale/renault/premium_tractor/16604508-cd3b6940/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
2280000,,2012,1500000,Тольятти,https://auto.ru/artic/used/sale/daf/xf105/16584682-da63d6b0/,DAF,DAF XF105,,механическая,462,4x2,2-х местная с 2 спальными
1750000,,2013,828000,Москва,https://auto.ru/artic/used/sale/daf/xf95/16600422-9abcd75e/,DAF,DAF 95XF,ГРУЗОВИК-24,механическая,460,4x2,2-х местная с 2 спальными
1900000,,2011,800000,Калуга,https://auto.ru/artic/used/sale/renault/premium_tractor/16605738-38e19b1d/,RENAULT,Renault Premium,,механическая,437,4x2,2-х местная с 2 спальными
2800000,,2011,900000,Краснодар,https://auto.ru/artic/used/sale/scania/r_1/16314066-5cae2b96/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
3700000,,2012,970000,Екатеринбург,https://auto.ru/artic/used/sale/daf/xf105/16558584-8902c98d/,DAF,DAF XF105,,механическая,410,4x2,2-х местная с 2 спальными
2550000,,2011,1240000,Смоленск,https://auto.ru/artic/used/sale/scania/g/16427366-fe17c9e8/,SCANIA,Scania G-series,,механическая,420,4x2,2-х местная с 2 спальными
4200000,,2010,800000,Абакан,https://auto.ru/artic/used/sale/volvo/fh_tractor/16558556-c0e3a5d9/,VOLVO,Volvo FH,,механическая,440,6x4,2-х местная с 2 спальными
900000,,2013,301000,Новосибирск,https://auto.ru/artic/used/sale/maz/5440/16271970-55eff29f/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
5700000,,2013,430000,Самара,https://auto.ru/artic/used/sale/scania/r_1/16599704-7db02243/,SCANIA,Scania R-Series,,механическая,500,6x4,2-х местная с 2 спальными
1100000,,2002,1448000,Россошь,https://auto.ru/artic/used/sale/daf/xf95/16135968-c0e510b5/,DAF,DAF 95XF,,механическая,429,4x2,2-х местная с 2 спальными
3000000,,2004,1336435,Воронеж,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16526568-d222946b/,VOLVO,Volvo VNL,,полуавтоматическая,450,красный,
600000,,2004,400000,Переясловская,https://auto.ru/artic/used/sale/maz/5432/16300542-3f294219/,MAZ,МАЗ 5432,,механическая,320,4x2,2-х местная с 1 спальным
700000,,2004,500000,Кольчугино,https://auto.ru/artic/used/sale/maz/5432/16628812-ecc56423/,MAZ,МАЗ 5432,,механическая,330,6x4,2-х местная с 1 спальным
1350000,,2004,1600000,Большая Ельня,https://auto.ru/artic/used/sale/freightliner/columbia/16439970-4f2b27df/,FREIGHTLINER,Freightliner Columbia,,механическая,435,6x4,2-х местная с 2 спальными
400000,,2004,50000,Спасск,https://auto.ru/artic/used/sale/maz/5432/16299358-9f261c67/,MAZ,МАЗ 5432,,механическая,250,4x2,2-х местная с 1 спальным
2000000,,2003,1000000,Санкт-Петербург,https://auto.ru/artic/used/sale/scania/r_1/16533562-eaa03e20/,SCANIA,Scania R-Series,,механическая,420,6x2,2-х местная с 2 спальными
730000,,2003,1000000,Муром,https://auto.ru/artic/used/sale/renault/premium_tractor/16379088-d66ea356/,RENAULT,Renault Premium,,механическая,420,4x2,2-х местная с 1 спальным
500000,,2004,830000,Тюмень,https://auto.ru/artic/used/sale/maz/5440/16253024-ec223af0/,MAZ,МАЗ 5440,,механическая,420,4x2,2-х местная с 2 спальными
1750000,,2004,1230214,Уфа,https://auto.ru/artic/used/sale/freightliner/columbia/16586336-9338f388/,FREIGHTLINER,Freightliner Columbia,,,375,белый,
1100000,,2000,677000,Кострома,https://auto.ru/artic/used/sale/volvo/fh_tractor/15692080-4de9531a/,VOLVO,Volvo FH,,механическая,420,4x2,2-х местная с 2 спальными
600000,,2001,100000,Старый Оскол,https://auto.ru/artic/used/sale/maz/5429/16471672-f90f5fe8/,MAZ,МАЗ 5429,,механическая,250,4x2,
1500000,,2003,1800000,Тюмень,https://auto.ru/artic/used/sale/man/tga_1/15990248-03869d0f/,MAN,MAN TGA,,механическая,460,4x2,2-х местная с 2 спальными
700000,,2000,850000,Волгоград,https://auto.ru/artic/used/sale/man/f_2000_t/15848968-a7dc4521/,MAN,MAN F 2000,,механическая,360,белый,2-х местная с 2 спальными
810000,,2000,600000,Серетено,https://auto.ru/artic/used/sale/renault/premium_tractor/16632456-e430ea78/,RENAULT,Renault Premium,,механическая,400,4x2,
650000,,2003,2000000,Грязи,https://auto.ru/artic/used/sale/freightliner/century_class/15996726-4731a08e/,FREIGHTLINER,Freightliner Century Class,,полуавтоматическая,435,6x4,2-х местная с 2 спальными
450000,,2001,500000,Кичменгский Городок,https://auto.ru/artic/used/sale/maz/5432/16617302-278c5eaf/,MAZ,МАЗ 5432,,механическая,240,4x2,2-х местная с 1 спальным
1550000,,2002,1100,Омская область,https://auto.ru/artic/used/sale/renault/magnum_ae/16492898-502a11d5/,RENAULT,Renault Magnum,,механическая,440,4x2,2-х местная с 2 спальными
1250000,,2003,800000,Магнитогорск,https://auto.ru/artic/used/sale/man/tga_1/16230014-a779809b/,MAN,MAN TGA,,автоматическая,410,4x2,2-х местная с 2 спальными
1500000,,2002,1630000,Пенза,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16565658-0c5ceea5/,IVECO,IVECO Stralis,,механическая,12,4x2,2-х местная с 2 спальными
800000,,2003,500000,Карпинск,https://auto.ru/artic/used/sale/international/9000/16466640-0925e5d0/,INTERNATIONAL,International 9000 Series,,механическая,410,6x4,2-х местная без спального
500000,,2000,300000,Суксун,https://auto.ru/artic/used/sale/renault/premium_tractor/16203778-51206ebb/,RENAULT,Renault Premium,,механическая,391,4x2,2-х местная с 1 спальным
300000,,2004,326000,Еткуль,https://auto.ru/artic/used/sale/maz/5432/16624698-9e29ca61/,MAZ,МАЗ 5432,,механическая,250,4x2,2-х местная с 1 спальным
1700000,,2003,1350000,Екатеринбург,https://auto.ru/artic/used/sale/freightliner/columbia/16626148-064a1d98/,FREIGHTLINER,Freightliner Columbia,,механическая,435,6x4,2-х местная с 2 спальными
530000,,2002,11000,Барнаул,https://auto.ru/artic/used/sale/maz/64220/16048924-70dc049b/,MAZ,МАЗ 64220,,механическая,400,6x4,2-х местная с 1 спальным
1100000,,2004,1370000,Геленджик,https://auto.ru/artic/used/sale/freightliner/century_class/16272314-2b02a804/,FREIGHTLINER,Freightliner Century Class,,механическая,515,6x4,2-х местная с 2 спальными
1950000,,2004,1300000,Новосибирск,https://auto.ru/artic/used/sale/volvo/vnl_tractor/15716645-9660c5c5/,VOLVO,Volvo VNL,,механическая,400,6x4,2-х местная с 2 спальными
1650000,,2000,1465000,Тула,https://auto.ru/artic/used/sale/volvo/fh_tractor/16331556-8f243017/,VOLVO,Volvo FH,,механическая,420,4x2,2-х местная с 2 спальными
1000000,,2000,600000,Великий Новгород,https://auto.ru/artic/used/sale/renault/premium_tractor/16578380-9e906c6a/,RENAULT,Renault Premium,,механическая,381,6x2,2-х местная с 1 спальным
650000,,2004,1100000,Михнево,https://auto.ru/artic/used/sale/renault/premium_tractor/16605982-b8fb827e/,RENAULT,Renault Premium,,механическая,412,4x2,2-х местная с 2 спальными
1380000,,2007,900000,Ульяновск,https://auto.ru/artic/used/sale/scania/l/16190196-4db32bb8/,SCANIA,Scania 4-Series,,механическая,340,4x2,2-х местная с 1 спальным
792000,,2002,1329715,Тольятти,https://auto.ru/artic/used/sale/daf/cf_series_1/16477534-328ce18e/,DAF,DAF CF-series,,механическая,362,4x2,2-х местная с 2 спальными
1900000,,2004,230000,Кудиново,https://auto.ru/artic/used/sale/mercedes/actros_t/16628366-8754edb0/,MERCEDES,Mercedes-Benz Actros,,полуавтоматическая,408,4x2,2-х местная с 1 спальным
600000,,2004,320000,Рыбинск,https://auto.ru/artic/used/sale/kamaz/6460/16473074-bf4990ae/,KAMAZ,КамАЗ 6460,,механическая,360,6x4,2-х местная с 2 спальными
779000,,2004,1382373,Ярославль,https://auto.ru/artic/used/sale/renault/magnum_ae/16482542-87235b02/,RENAULT,Renault Magnum,,,441,4x2,
800000,,2003,1500000,Смоленск,https://auto.ru/artic/used/sale/international/9000/16272708-92d49d7f/,INTERNATIONAL,International 9000 Series,,автоматическая,470,6x4,2-х местная с 2 спальными
1450000,,2007,120000,Нерюнгри,https://auto.ru/artic/used/sale/howo/6x4t/15853132-3cd2d8c4/,HOWO,Howo 6X4,,механическая,410,6x4,2-х местная с 2 спальными
1550000,,2005,1100000,Краснодар,https://auto.ru/artic/used/sale/man/tga_1/16598244-370c8e67/,MAN,MAN TGA,,автоматическая,430,6x2,2-х местная с 2 спальными
2100000,,2007,1402000,Похвистнево,https://auto.ru/artic/used/sale/volvo/fh_tractor/16544746-7c4d26dc/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
1240000,,2007,1100000,Тюмень,https://auto.ru/artic/used/sale/volvo/fm_tractor/16354210-8625f4b2/,VOLVO,Volvo FM,,механическая,380,4x2,2-х местная с 2 спальными
