Site;Benefit;Make;link;Year;Supplier;VehicleType;Price 1;Price;Mileage;VATIncluded
drom.ru;107;MAZ;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/maz-6425-h9-430-050-84461658.html;2016;;Truck;2453298;1180000;;
drom.ru;44;KAMAZ;https://spec.drom.ru/miass/truck/truck-tractor/sedelnyj-tjagach-kamaz-43118-6h6-spalnik-vezdehod-2017-83220583.html;2017;;Truck;3986932;2750000;;
drom.ru;23;KAMAZ;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-53504-6030-50-64477158.html;2020;СпецАвтоТехника;Truck;5176003;4190000;;
drom.ru;50;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-44108-53504-tjagach-tnvd-jazda-61329090.html;2020;;Truck;5176003;3440000;;
drom.ru;36;KAMAZ;https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/kamaz-53504-306030-50-tjagach-evro5-belyj-sever-75016887.html;2019;Русбизнесавто;Truck;4978053;3650000;;
drom.ru;31;KAMAZ;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/kamaz-53504-vezdehod-6h6-86467579.html;2020;;Truck;5176003;3950000;;
drom.ru;10;MAZ;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-maz-5440s5-8520-031-motor-jamz-evro-5-kpp-zf9-81528378.html;2020;;Truck;3598730;3250000;;
drom.ru;22;SCANIA;https://spec.drom.ru/lyubertsy/truck/truck-tractor/scania-r440-86654142.html;2017;;Truck;5772104;4700000;;
drom.ru;40;MAZ;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/tjagach-sedelnyj-maz-85584289.html;2017;;Truck;2521811;1800000;;
drom.ru;31;KAMAZ;https://spec.drom.ru/moskva/truck/truck-tractor/kamaz-53504-606030-50-tjagach-evro5-sever-70909085.html;2020;"ООО ""Компания СИМ-авто""";Truck;5176003;3943488;;
drom.ru;66;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-43118-sedelnyj-tjagach-77316117.html;2019;;Truck;4978053;2995000;;
drom.ru;22;MAZ;https://spec.drom.ru/moskva/truck/truck-tractor/maz-5440b5-83053768.html;2017;Автопаркс;Truck;2166267;1767000;;
drom.ru;36;KAMAZ;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-53504-83581611.html;2020;TECHSPECKAM, ООО;Truck;5176003;3800000;;
drom.ru;43;MAZ;https://spec.drom.ru/moskva/truck/truck-tractor/motor-jamz-653-renault-kpp-zf-pnevma-v-nalichii-176-000-km-86680681.html;2018;;Truck;3085797;2150000;;
drom.ru;36;KAMAZ;https://spec.drom.ru/tomsk/truck/truck-tractor/tjagach-kamaz-772701-analog-53504-73042565.html;2020;РусБизнесАвто;Truck;5176003;3800000;;
drom.ru;39;MAZ;https://spec.drom.ru/moskva/truck/truck-tractor/maz-6430s9-82847906.html;2018;Автопаркс;Truck;3467353;2490000;;
drom.ru;19;MAN;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-man-tgx-18.400-4x2-bls-86445844.html;2018;;Truck;5788912;4850000;;
drom.ru;17;KAMAZ;https://spec.drom.ru/moskva/truck/truck-tractor/gazo-dizelnyj-kamaz-5490-neo-2018-86102999.html;2018;М7 ТРАК;Truck;4206160;3575000;;
drom.ru;45;KAMAZ;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/v-nalichii-kamaz-65116-tjagach-sedelnyj-trehosnyj-69721161.html;2020;КАМАЗЦЕНТР-КУРГАН;Truck;5040171;3466000;;
drom.ru;27;KAMAZ;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/sedelnyj-tjagach-kamaz-53504-6013-50-76949182.html;2020;;Truck;5176003;4065000;;
drom.ru;162;MAN;https://spec.drom.ru/irkutsk/truck/truck-tractor/sedelnyj-tjagach-lesovoz-84939527.html;2016;;Truck;4719261;1800000;;
drom.ru;27;KAMAZ;https://spec.drom.ru/moskva/truck/truck-tractor/tjagach-kamaz-53504-50-evro-5-56453036.html;2020;"ООО ""КСА""";Truck;5176003;4050000;;
drom.ru;38;KAMAZ;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-43118-sedelnyj-tjagach-68034590.html;2020;;Truck;5176003;3750000;;
drom.ru;33;MAN;https://spec.drom.ru/khabarovsk/truck/truck-tractor/man-tgs-33.480-86284192.html;2017;ООО ЛК Сименс Финанс;Truck;5348565;4000000;;
drom.ru;44;KAMAZ;https://spec.drom.ru/miass/truck/truck-tractor/sedelnyj-tjagach-kamaz-43118-6h6-spalnoe-mesto-83474682.html;2017;;Truck;3986932;2750000;;
drom.ru;46;KAMAZ;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-kamaz-65116-66429851.html;2018;TECHSPECKAM, ООО;Truck;4528664;3100000;;
