ProfSupplier;Gear;HP;Formula;VehicleType;URL;Price;Year;Mileage;Location;Supplier;Make;Model;CabSeats;CabBeds
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15862402-fb2e235d/;4750000;2017;390000;Ольша;Бест Транс;VOLVO;FH;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16396584-cfd3d0f4/;4790000;2017;153000;Екатеринбург;Global Truck Sales Екатеринбург;MAN;TGX;2;1
True;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16359136-a279b2e5/;5100000;2016;797028;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
False;MT;462;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16305822-9da401ef/;4500000;2017;401500;Воронеж;;DAF;XF105;2;2
False;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16342530-8dd5ad6b/;4900000;2017;303000;Нижний Новгород;;MERCEDES-BENZ;Actros;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16001972-568b44dc/;3150000;2017;250000;Воронеж;;KAMAZ;5490;2;2
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16356898-1a068c2b/;4300000;2016;432000;Елино;700 МАШИН;MERCEDES-BENZ;Actros;2;2
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16395374-82ae1a03/;2300000;2016;250000;Белгород;;KAMAZ;65206;2;1
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16318918-1ba9a925/;4750000;2016;492000;Долгопрудный;VH DAF;DAF;XF105;2;2
False;MT;428;;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16343512-212db629/;5500000;2017;350000;Москва;;KAMAZ;65206;2;1
False;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16345888-24cfa3ce/;2800000;2017;318500;Городец;;KAMAZ;5490;2;1
False;MT;462;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16335368-41cdea55/;4350000;2017;345000;Калужская область;;DAF;XF105;2;2
False;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16317318-73668876/;4500000;2016;570000;Краснодар;;SCANIA;G-series;2;2
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16372798-ad132715/;4500000;2017;601804;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
True;AT;500;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16032940-6fff6030/;6850000;2016;346226;Домодедово;VOLVO TRUCKS РОССИЯ;VOLVO;FH;2;2
True;MT;408;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16277044-fa593081/;5500000;2018;66380;Смоленск;Европлан Краснодар;MERCEDES-BENZ;Actros;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/18_1/16162556-a5ee6c9e/;5200000;2018;200000;Казань;Камион;MAN;18;2;2
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16359584-e14e2337/;4300000;2016;457000;Елино;700 МАШИН;MERCEDES-BENZ;Actros;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16340738-e071cf93/;2290000;2016;257180;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;1
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16372904-630ef865/;2000000;2016;181026;Москва;Аскет-Авто;KAMAZ;5490;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16246752-4f740336/;4950000;2017;290000;Екатеринбург;Уралтраксервис;MAN;TGX;2;2
True;AT;456;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16137884-d5b024f1/;4750000;2015;337000;Санкт-Петербург;Вираж;MERCEDES-BENZ;Actros;2;1
False;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16383028-c6286bd3/;5390000;2017;484367;Ногинск;;SCANIA;G-series;2;2
False;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16311026-9bd4ca51/;5150000;2018;220000;Пенза;;DAF;XF105;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16207884-fc4f1ac5/;4500000;2017;406813;Калуга;;MAN;TGS;2;1
True;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16359106-ffbeb440/;5100000;2016;817500;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;VOLVO;FH;2;2
True;;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16255388-2f2a9d48/;4550000;2017;500000;Набережные Челны;ООО ТФК 'Феникс';VOLVO;FH;;
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/15986716-9dbf66ef/;3490000;2016;242000;Санкт-Петербург;;MAN;TGS;2;1
False;AT;510;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16356324-a95dcc99/;5500000;2016;210000;Горно-Алтайск;;DAF;XF (106);2;2
True;AT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16376694-3034904a/;4935000;2017;693370;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;AT;408;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/arocs_a/16253322-fc03a9ba/;4250000;2017;206117;Кимовск;Юнион КРОНЕ Кимовск;MERCEDES-BENZ;Arocs;2;2
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/p_1/16373532-dfef3581/;4500000;2018;130000;Москва;Компания АВТОТРАК Москва;SCANIA;P-series;2;1
False;MT;400;6x4;Truck;https://auto.ru/artic/used/sale/scania/p_1/16375938-61d08245/;5500000;2016;550000;Москва;;SCANIA;P-series;2;1
True;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/15513232-8a5a6fb3/;3399000;2015;378273;Москва;GROSS AUTO;MERCEDES-BENZ;Actros;2;2
True;AT;510;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16328402-c625948a/;6850000;2017;265000;Зеленоград;СпецТранс Карго;VOLVO;FH;2;1
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16319190-504018dc/;3949777;2015;515000;Москва;ТТ777;MERCEDES-BENZ;Actros;2;2
False;MT;420;;Truck;https://auto.ru/artic/used/sale/maz/5440/16159866-75632fdb/;3050000;2018;20000;Белгород;;MAZ;5440;2;2
False;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16307526-48bbb442/;3200000;2015;480000;Дзержинск;;DAF;XF105;2;2
True;AT;408;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16176994-384aba16/;3894000;2015;712000;Новониколаевский;M7 TRUCK Казань;MERCEDES-BENZ;Actros;2;1
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16255530-341db1e7/;1780000;2016;350000;Санкт-Петербург;;KAMAZ;5490;2;1
True;MT;410;6x4;Truck;https://auto.ru/artic/used/sale/maz/6430/15756797-5d388691/;1950000;2017;285000;Ростов-на-Дону;НЕЙС-ЮГ Ростов-на-Дону;MAZ;6430;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16386384-2fd57701/;5900000;2019;122945;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
False;MT;462;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16361664-623d4a66/;4100000;2016;807000;Кондрово;;DAF;XF105;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16250354-c1e97a9f/;2100000;2017;273912;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;1
True;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16352974-7262620c/;3650000;2015;430000;Северный;GOODTRUCKS;MERCEDES-BENZ;Actros;2;2
True;MT;400;6x4;Truck;https://auto.ru/artic/used/sale/scania/p_1/16251036-cafba316/;5800000;2016;384000;Москва;Компания АВТОТРАК Москва;SCANIA;P-series;2;1
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16333348-ac30dd95/;2649777;2015;590000;Москва;ТТ777;MAN;TGS;2;1
False;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16361988-0be9c375/;4399999;2016;544607;Набережные Челны;;VOLVO;FH;2;2
False;;510;6x6;Truck;https://auto.ru/artic/used/sale/volvo/fmx_/15954960-386ae0fc/;12000000;2017;35000;Новый Уренгой;;VOLVO;FMX;2;2
True;AT;408;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16075164-903720a1/;4700000;2016;465000;Санкт-Петербург;МБ тракс СПб;MERCEDES-BENZ;Actros;2;1
False;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16326774-28d04ce8/;4000000;2016;745000;Звенигород;;DAF;XF105;2;2
False;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/15793928-d68677af/;4570000;2015;670000;Казань;;MERCEDES-BENZ;Actros;2;2
True;AT;438;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fm_tractor/15571850-e2a3188a/;6599000;2016;196000;Якутск;УРАЛЛИЗИНГ;VOLVO;FM;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16375324-bff6fe4e/;2850000;2015;690000;Красногорск;Альфа Трак;MAN;TGS;2;1
True;AT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16212346-c158889d/;7250000;2018;149400;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/p_1/16280814-e3003ae1/;3690000;2015;744814;Екатеринбург;Global Truck Sales Екатеринбург;SCANIA;P-series;2;1
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16283656-6cb66e8a/;4740000;2017;480843;Авдон;M7 TRUCK Уфа;SCANIA;G-series;2;2
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16358260-932c4077/;3700000;2018;100000;Москва;;KAMAZ;5490;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394372-cc8abbf9/;6932000;2019;111478;Москва;ClassTrucks;VOLVO;FH;;
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16392190-c1ac70c3/;4535000;2016;700791;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;MT;428;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16383446-a7220840/;1850000;2015;481000;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;2
False;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/15950304-7472c033/;4300000;2017;307000;Екатеринбург;;MAN;TGX;2;2
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16202450-7491be73/;3690000;2015;522000;Уфа;Бизнес Авто;RENAULT;T-Series;2;1
True;AT;408;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16372674-089e3914/;3400000;2015;448000;Елино;700 МАШИН;MERCEDES-BENZ;Actros;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16280894-0aecb94b/;5300000;2017;260000;Мытищи;КОМДОРАВТО;MAN;TGX;2;2
False;MT;310;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16302530-03d86f60/;1800000;2016;260000;Екатеринбург;;MAZ;5440;2;1
True;MT;430;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16320956-47a79a76/;1999000;2016;493407;Москва;GROSS AUTO;KAMAZ;5490;2;1
False;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16076294-71d403ac/;5400000;2017;150000;Симферополь;;SCANIA;G-series;2;2
True;MT;400;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/6460/16026686-42ee0676/;3250000;2017;30775;Уфа;АвтоЛидер;KAMAZ;6460;2;2
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16160848-f5806922/;4075000;2015;854732;Авдон;M7 TRUCK Уфа;SCANIA;R-Series;2;2
False;MT;310;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16349302-34b23cbc/;1700000;2017;219000;Минусинск;;MAZ;5440;2;1
False;MT;400;6x4;Truck;https://auto.ru/artic/used/sale/scania/p_1/5623778-9071/;4530000;2017;373000;Владимир;;SCANIA;P-series;2;1
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16295328-9a684bbe/;4850000;2016;300000;Сургут;ООО ПКФ Ремэкс;MAN;TGX;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16332182-98bfdbe0/;6377000;2018;210091;Екатеринбург;ClassTrucks;VOLVO;FH;;
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16393656-0d17d96c/;4150000;2017;593871;Москва;M7 TRUCK Москва Юг;DAF;XF105;2;2
True;AT;330;4x2;Truck;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16246768-18e70142/;5900000;2018;110000;Екатеринбург;СОЛЛЕРС-ФИНАНС Екатеринбург;IVECO;Stralis;;
True;MT;441;6x4;Truck;https://auto.ru/artic/used/sale/scania/p_1/16256294-0a869fde/;6950000;2018;257651;Зеленоград;Global Truck Sales Москва Север;SCANIA;P-series;2;1
False;MT;500;6x4;Truck;https://auto.ru/artic/used/sale/scania/r_1/16094554-9142bcfa/;5300000;2015;297000;Братск;;SCANIA;R-Series;2;1
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16256940-edb7a7da/;4950000;2018;274400;Набережные Челны;BS-Truck;MERCEDES-BENZ;Actros;2;2
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16358862-a04e5a5f/;2400000;2017;450000;Набережные Челны;;KAMAZ;5490;2;1
False;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16351364-bbed93ef/;6499000;2018;;Волгоград;;MAN;TGX;2;1
False;AT;462;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16275178-312c5140/;5500000;2016;170000;Самара;;DAF;XF (106);2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16342822-339ebb9b/;4150000;2017;592000;Санкт-Петербург;M7 TRUCK Санкт-Петербург;DAF;XF105;2;2
True;MT;410;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16361480-5a42d4b1/;1890000;2016;450000;Чёрная Грязь;ТК Автокомбинат;KAMAZ;5490;2;1
False;AT;408;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16395126-4cd56c52/;5500000;2019;108535;Казань;;DAF;XF105;2;2
True;AT;456;6x6;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16351556-0b615c3b/;5320000;2017;117211;Люберцы;Нова-Трак;MERCEDES-BENZ;Actros;2;1
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16361690-b4566c43/;2090000;2016;685458;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;1
True;MT;420;4x2;Truck;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16388390-ea5fb611/;3700000;2018;392000;Липецк;Европлан Краснодар;IVECO;Stralis;2;2
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16253350-18f1080d/;4900000;2017;192881;Кимовск;Юнион КРОНЕ Кимовск;VOLVO;FH;2;2
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16354822-60f0014f/;4535000;2016;560000;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16351088-e698e603/;5200000;2018;290000;Краснодар;Собер-Авто;MAN;TGX;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16286236-aac911b4/;2650000;2018;262461;Санкт-Петербург;Альфа-Лизинг Санкт-Петербург;KAMAZ;5490;2;2
True;MT;430;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16137082-d814bd99/;2900000;2016;250000;Москва;АсстрА;KAMAZ;65206;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16293112-9b05365a/;5000000;2017;212000;Шушары;МАН Трак энд Бас РУС;MAN;TGX;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16332816-7e4207f9/;1450000;2015;569739;Набережные Челны;АТРАКС;KAMAZ;5490;2;1
False;MT;410;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16044574-f22b8518/;1900000;2016;280000;Пенза;;MAZ;5440;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16364582-e5f3da10/;6377000;2018;224291;Тосно;ClassTrucks;VOLVO;FH;;
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/axor_t/16250686-a30b775a/;3099799;2016;492780;Москва;;MERCEDES-BENZ;Axor;2;1
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16253358-a940484d/;4600000;2017;192881;Кимовск;Юнион КРОНЕ Кимовск;VOLVO;FH;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16328844-a0b51495/;4990000;2017;420000;Смоленск;ГРИН ЛАЙН;VOLVO;FH;;
True;MT;410;6x4;Truck;https://auto.ru/artic/used/sale/maz/6430/16373108-8734c182/;3200000;2017;200000;Москва;Аскет-Авто;MAZ;6430;2;2
True;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16193866-69e2f493/;2370000;2016;;Кимовск;Юнион КРОНЕ Кимовск;KAMAZ;65206;2;1
False;AT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16388370-0ece07ec/;2200000;2016;320000;Казань;;KAMAZ;5490;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15511720-ff204206/;5150000;2017;250000;Краснодар;Собер-Авто;VOLVO;FH;2;2
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16361376-d35587bb/;4000000;2015;450000;Котельники;Globaltruck;SCANIA;R-Series;2;1
True;AT;470;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16146446-834f9ee7/;4770000;2017;193000;Москва;БорнТракСервис;RENAULT;T-Series;2;2
False;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16376450-929b8662/;3450000;2015;620000;Серебряные Пруды;;MERCEDES-BENZ;Actros;2;2
True;AT;408;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16130474-3606b5e7/;3899000;2016;383367;Чёрная Грязь;M7 TRUCK Москва;MERCEDES-BENZ;Actros;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16371644-1a232d95/;3800000;2016;622000;Санкт-Петербург;АМД Транспорт;MAN;TGS;2;2
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16274986-2b5360c5/;4900000;2016;295000;Нижний Новгород;ООО 'МАНТЕХНО';MAN;TGX;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16263022-69a7eb6b/;4000000;2017;240000;Кострома;;MAN;TGS;2;1
True;AT;520;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16209624-1885effe/;4350000;2017;408070;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;RENAULT;T-Series;2;2
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16236340-98b2ffb7/;4095000;2015;725140;Чёрная Грязь;M7 TRUCK Москва;SCANIA;R-Series;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16377354-464f4faa/;4780000;2017;218704;Кимовск;Юнион КРОНЕ Кимовск;MAN;TGX;2;1
False;;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16373152-0410c47f/;1700000;2016;454200;Красноармейск;;KAMAZ;5490;2;1
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16350258-4d70dc65/;4100000;2017;415000;Москва;Компания АВТОТРАК Москва;MAN;TGX;2;1
False;MT;441;6x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16385952-acb8e191/;6060000;2019;112000;Великий Новгород;;MAN;TGX;2;2
True;AT;420;6x2;Truck;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16361604-ed744525/;2960000;2015;793000;Красногорск;Альфа Трак;IVECO;Stralis;2;1
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/axor_t/16281830-b1f0187c/;3100000;2016;403000;Санкт-Петербург;;MERCEDES-BENZ;Axor;2;1
True;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16323420-353b7092/;2485000;2015;214000;Кимовск;Юнион КРОНЕ Кимовск;KAMAZ;65206;2;1
False;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16183082-ae18672e/;4980000;2016;264000;Калуга;;DAF;XF (106);2;2
False;AT;410;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/15882475-31399581/;4500000;2016;508000;Санкт-Петербург;;MERCEDES-BENZ;Actros;2;1
False;MT;441;6x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16352976-8377d182/;6150000;2018;361000;Воронеж;;MAN;TGX;;
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16365180-8a70b4cf/;3800000;2016;647000;Санкт-Петербург;АМД Транспорт;MAN;TGS;2;2
True;AT;500;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16314398-585f49bc/;5650000;2017;280198;Шушары;МАН Трак энд Бас РУС;MAN;TGX;2;2
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16381770-3f7d2db1/;4535000;2016;597912;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;MT;300;6x6;Truck;https://auto.ru/artic/used/sale/kamaz/65806/16246454-9ec16a0b/;3201000;2017;50000;Авдон;M7 TRUCK Уфа;KAMAZ;65806;3;0
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16287394-ff18c70a/;3280000;2017;118307;Москва;КАМЦЕНТР КамАЗ;KAMAZ;5490;2;1
True;AT;500;6x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16299094-a4d28cf4/;6100000;2017;214000;Екатеринбург;Уралтраксервис;MAN;TGX;2;2
False;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16395310-455e13ea/;5200000;2017;325000;Москва;;DAF;XF (106);2;2
True;AT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16212476-f56f6b31/;7250000;2018;149400;Домодедово;VOLVO TRUCKS РОССИЯ;VOLVO;FH;2;2
True;AT;460;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16135088-3c51ea32/;6850000;2016;367850;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;VOLVO;FH;2;2
True;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16355848-ee2fe4e5/;5550000;2017;631570;Домодедово;VOLVO TRUCKS РОССИЯ;VOLVO;FH;2;2
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16372704-17ad4f4e/;3700000;2016;494000;Елино;700 МАШИН;MERCEDES-BENZ;Actros;2;2
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16260794-952e31e8/;4095000;2015;760539;Чёрная Грязь;M7 TRUCK Москва;SCANIA;R-Series;2;2
False;MT;428;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16383598-d9028827/;1950000;2015;320000;Москва;;KAMAZ;5490;2;2
True;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/15803848-8c52bfee/;3840000;2017;67000;Воронеж;РБА-Воронеж;KAMAZ;65206;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16297808-90ddd275/;5673677;2017;265000;Брянск;РосТрансАвто Брянск;DAF;XF (106);2;2
False;MT;500;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15823534-d0c2f77a/;7150000;2018;420000;Санкт-Петербург;;VOLVO;FH;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16368528-e265c8fa/;4970000;2018;220000;Москва;БорнТракСервис;RENAULT;T-Series;2;2
False;MT;417;6x6;Truck;https://auto.ru/artic/used/sale/maz/6425/16067322-2d03c479/;3350000;2017;34000;Красноярск;;MAZ;6425;2;1
True;AT;500;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16109488-b9cdc36b/;5460000;2017;389455;Тосно;ClassTrucks;VOLVO;FH;;
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16287920-69444a6b/;4250000;2016;498637;Москва;GROSS AUTO;DAF;XF105;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/p_1/16351236-38b9592d/;4950000;2018;347000;Санкт-Петербург;;SCANIA;P-series;2;1
True;AT;430;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16294618-542abc4e/;4400000;2017;393754;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;RENAULT;T-Series;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16296784-a15c82d4/;4700000;2017;400000;Ольша;Бест Транс;VOLVO;FH;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/15920006-cb9a48f5/;1850000;2015;230000;Кимовск;Юнион КРОНЕ Кимовск;KAMAZ;5490;2;1
True;AT;500;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16241656-81cbdd1b/;7250000;2017;201084;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16051804-e189c99e/;2680000;2017;194850;Краснодар;;KAMAZ;5490;2;1
False;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16351270-ca33609a/;5250000;2016;250000;Челябинск;;MAN;TGX;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/axor_t/16372568-6bc56570/;3400000;2016;422852;Елино;700 МАШИН;MERCEDES-BENZ;Axor;2;1
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16023006-cfcf73dc/;4400000;2015;487000;Москва;ГРУЗОВИК-24;MERCEDES-BENZ;Actros;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16359784-ddf08fbd/;4500000;2017;230000;Краснодар;Транзит-Дон Краснодар;MAN;TGX;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16339838-895c2baa/;4399000;2017;365000;Екатеринбург;;MAN;TGX;2;1
