ProfSupplier;Gear;HP;Formula;VehicleType;URL;Price;Year;Mileage;Location;Supplier;Make;Model;CabSeats;CabBeds
True;;;;Refrigerator;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16361984-742ade84/;4315000;2017;;Москва;ClassTrucks;SCHMITZ CARGOBULL;SKO;;
True;;;;Curtainsider;https://auto.ru/trailer/used/sale/krone/sd/16308578-a9b093b4/;1800000;2016;10000;Авдон;M7 TRUCK Уфа;KRONE;SD;;
True;;;;Refrigerator;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16351776-01695327/;4315000;2017;;Екатеринбург;ClassTrucks;SCHMITZ CARGOBULL;SKO;;
True;;;;Curtainsider;https://auto.ru/trailer/used/sale/krone/sd/15951000-b56c1b2e/;1820000;2016;;Кимовск;Юнион КРОНЕ Кимовск;KRONE;SD;;
True;;;;Refrigerator;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16180590-e0bb4c0b/;4315000;2017;;Екатеринбург;ClassTrucks;SCHMITZ CARGOBULL;SKO;;
True;;;;Curtainsider;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16342838-23053a91/;1470000;2015;480000;Санкт-Петербург;M7 TRUCK Санкт-Петербург;MEUSBURGER;Тентованный полуприцеп;;
True;;;;Curtainsider;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16198782-27312b29/;1750000;2016;320000;Солнечногорск;ТРАНСАЛЬЯНС Москва;SCHMITZ CARGOBULL;S01;;
False;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16005774-a559c449/;3890000;2015;600000;Москва;;SCANIA;R-Series;2;2
False;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/15746291-72da66d3/;5300000;2018;170000;Киров;;MAN;TGX;2;2
False;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16199334-533c743e/;4730000;2017;490000;Смоленск;;VOLVO;FH;2;2
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16354832-52efafcc/;4935000;2017;610000;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16279792-0c0f2949/;4100000;2017;180000;Екатеринбург;;KAMAZ;5490;3;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394900-cfd2d25b/;4990000;2017;426000;Смоленск;ГРИН ЛАЙН;VOLVO;FH;;
False;AT;510;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16176380-7403b6b2/;6800000;2016;250000;Красноярск;;VOLVO;FH;2;2
True;AT;460;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16135048-59ef7b41/;6850000;2016;367850;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394884-e59252b1/;4910000;2017;430000;Смоленск;ГРИН ЛАЙН;VOLVO;FH;;
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16329126-403abe10/;5490000;2017;393000;Барнаул;Алт Авто;MAN;TGX;2;2
False;AT;441;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16364456-494b59fc/;5750000;2019;101247;Челябинск;;MAN;TGX;2;2
True;AT;480;6x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16255396-ecf28447/;6050000;2017;208000;Краснодар;ЮРТО-ТРАК MAN Краснодар;MAN;TGX;2;2
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16283608-92d188a0/;4000000;2015;700000;Иркутск;Стрела;SCANIA;R-Series;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16328078-7eecae73/;2100000;2017;440000;Санкт-Петербург;Global Truck Sales Санкт-Петербург;KAMAZ;5490;2;1
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65806/16338980-92d13e80/;4950000;2018;10000;Иркутск;;KAMAZ;65806;2;1
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16207964-ed289c94/;4830000;2017;448567;Зеленоград;Global Truck Sales Москва Север;VOLVO;FH;2;2
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16344938-e105c2ab/;4535000;2016;616000;Санкт-Петербург;M7 TRUCK Санкт-Петербург;SCANIA;R-Series;2;2
True;MT;428;;Truck;https://auto.ru/artic/used/sale/kamaz/65806/15940600-ea9251b3/;2182000;2017;79157;Иркутск;Сбербанк Лизинг;KAMAZ;65806;2;1
False;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/p_1/16179762-7e88e779/;3300000;2015;610000;Сыктывкар;;SCANIA;P-series;2;2
True;AT;420;6x2;Truck;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16339636-24e493d7/;2950000;2015;799000;Москва;Компания АВТОТРАК Москва;IVECO;Stralis;2;1
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16009735-49cbd7c6/;4890000;2016;359610;Санкт-Петербург;АЛЬГА;MAN;TGX;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394926-6082ccba/;6260000;2019;175000;Смоленск;ГРИН ЛАЙН;VOLVO;FH;;
True;MT;428;;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16316328-a304211c/;3095000;2017;120000;Москва и Московская область;Сбербанк Лизинг;KAMAZ;65206;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16235826-8c5d0f34/;5544730;2016;259000;Брянск;РосТрансАвто Брянск;DAF;XF (106);2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16257284-51cd6214/;5673677;2017;260000;Брянск;РосТрансАвто Брянск;DAF;XF (106);2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16393526-135cf29f/;5800000;2018;370000;Нижний Новгород;;SCANIA;G-series;2;2
False;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16225988-0f051019/;3200000;2017;30000;Рязань;;KAMAZ;65206;2;1
False;AT;408;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/15901520-c4fb9b9b/;3690000;2015;445000;Краснодар;;MERCEDES-BENZ;Actros;2;1
False;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16395898-0fa6be57/;3140000;2017;189000;Новочеркасск;;KAMAZ;5490;2;1
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16397218-8d4908fa/;4780000;2017;435978;Москва;АГТ-Трейдинг;VOLVO;FH;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16380752-9348090e/;6175000;2018;291937;Тосно;ClassTrucks;VOLVO;FH;;
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16255208-245b0850/;3520000;2016;466059;Набережные Челны;BS-Truck;MERCEDES-BENZ;Actros;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf_series/16301692-50254ad5/;5673677;2017;260000;Брянск;РосТрансАвто Брянск;DAF;XF (106);2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394898-ee0c2650/;4950000;2017;490000;Смоленск;ГРИН ЛАЙН;VOLVO;FH;;
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16023520-4b0a9b6a/;4780000;2017;346000;Санкт-Петербург;Вираж;VOLVO;FH;2;2
False;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16274038-9e75dc5c/;5100000;2017;320000;Рославль;;DAF;XF105;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16316774-6d394128/;4741000;2017;464000;Нижний Новгород;M7 TRUCK Нижний Новгород;SCANIA;G-series;2;2
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16318546-87dd6bef/;4150000;2017;592000;Новониколаевский;M7 TRUCK Казань;DAF;XF105;2;2
False;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16374556-cb197c3e/;4150000;2016;750000;Набережные Челны;;MERCEDES-BENZ;Actros;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16371634-232377b7/;4250000;2017;449800;Домодедово;VOLVO TRUCKS РОССИЯ;RENAULT;T-Series;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16329794-52cfcc69/;2050000;2016;521061;Екатеринбург;Global Truck Sales Екатеринбург;KAMAZ;5490;2;1
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/15765298-fec6d35e/;4970000;2018;205000;Москва;БорнТракСервис;RENAULT;T-Series;2;2
False;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16337316-5eb8ae52/;5000000;2016;350000;Большая Елховка;;SCANIA;G-series;2;2
True;MT;400;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16277188-7674c40b/;2500000;2018;66250;Зеленоград;Global Truck Sales Москва Север;KAMAZ;65206;2;0
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/15511630-4667926e/;4950000;2015;280000;Краснодар;ЮРТО-ТРАК MAN Краснодар;MAN;TGX;;
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16340534-fa4ba675/;1900000;2017;215289;Чёрная Грязь;M7 TRUCK Москва;KAMAZ;5490;2;1
False;MT;430;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16373928-7c7e6f5c/;1570000;2016;530000;Уфа;;MAZ;5440;2;2
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16296704-61ce6d30/;5000000;2017;267500;Москва;МАН Трак энд Бас РУС;MAN;TGX;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16137606-8a562966/;4750000;2016;457000;Санкт-Петербург;АЛЬГА;MAN;TGS;2;1
True;AT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16392254-04846638/;4935000;2017;475680;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;MT;500;6x4;Truck;https://auto.ru/artic/used/sale/scania/r_1/16314288-ec87b565/;6500000;2017;378000;Елино;700 МАШИН;SCANIA;R-Series;2;2
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16371068-f7ab9ba5/;4535000;2016;675149;Чёрная Грязь;M7 TRUCK Москва;SCANIA;R-Series;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16284332-e4deacf4/;1700000;2016;400000;Чёрная Грязь;M7 TRUCK Москва;KAMAZ;5490;2;1
False;MT;441;6x4;Truck;https://auto.ru/artic/used/sale/man/tgs/16372296-6b263197/;4300000;2015;327000;Воскресенск;;MAN;TGS;2;1
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16351696-9572d0fa/;2090000;2016;458000;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;1
False;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16291424-ac54c259/;6700000;2018;90000;Уссурийск;;SCANIA;G-series;2;2
True;AT;430;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16394004-ca1d8cee/;4650000;2017;261365;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;RENAULT;T-Series;2;2
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65806/16311962-92566424/;3600000;2016;148000;Челябинск;;KAMAZ;65806;2;1
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/15795504-377c07f9/;4970000;2018;225000;Москва;БорнТракСервис;RENAULT;T-Series;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16366738-b02f2d6c/;4925000;2018;378000;Новониколаевский;M7 TRUCK Казань;DAF;XF105;2;2
False;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16360768-1dd620b8/;3300000;2015;673000;Новороссийск;;DAF;XF105;2;2
False;AT;449;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16285412-2c3546ba/;5800000;2018;168500;Набережные Челны;;MERCEDES-BENZ;Actros;2;2
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16031652-9e0fdbe1/;4700000;2017;266000;Ольша;Бест Транс;MERCEDES-BENZ;Actros;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16351852-95b53b0c/;3250000;2017;49700;Балашиха;ЕвропаТрак;KAMAZ;5490;2;2
False;MT;420;6x6;Truck;https://auto.ru/artic/used/sale/maz/6425/16379872-b7b9e1ab/;3000000;2016;30000;Вихоревка;;MAZ;6425;2;2
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16308638-5cb39a08/;3490000;2015;625000;Чёрная Грязь;ТК Автокомбинат;SCANIA;R-Series;2;2
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16047964-8880b4b0/;4950000;2017;150181;Москва;GROSS AUTO;SCANIA;R-Series;2;2
False;;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16261576-e00ddaaf/;2400000;2017;215000;Тольятти;;KAMAZ;5490;3;1
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16244854-979c0c3e/;3300000;2017;230000;Волгоград;;KAMAZ;65206;2;1
False;MT;440;6x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16356840-3003a014/;6950000;2019;3500;Екатеринбург;;MAN;TGS;2;1
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/p_1/15831070-56f801b1/;3650000;2015;299036;Домодедово;ООО'Трейд Моторс;SCANIA;P-series;2;1
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16215310-ff8c16ca/;4442700;2017;86929;Москва;M7 TRUCK Москва Юг;MAN;TGX;2;2
False;MT;428;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16391436-cc10b2ed/;2100000;2017;504000;Челябинск;;KAMAZ;5490;2;2
False;AT;441;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16142856-3361c82f/;4600000;2015;344200;Санкт-Петербург;;MAN;TGX;2;1
True;MT;360;6x6;Truck;https://auto.ru/artic/used/sale/kamaz/65225_t/16293548-f33ad8bc/;3850000;2017;20000;Набережные Челны;Жумади;KAMAZ;65225;2;1
True;;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65806/16243500-fba95167/;2650000;2016;393947;Санкт-Петербург;Балтийский лизинг Санкт-Петербург;KAMAZ;65806;2;1
False;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16358324-13652bc9/;5700000;2017;210000;Москва;;VOLVO;FH;2;2
False;;430;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16302430-69a12170/;5800000;2017;400000;Ржев;;MERCEDES-BENZ;Actros;2;2
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15997160-ed6dcb8b/;5250000;2017;298713;Домодедово;VOLVO TRUCKS РОССИЯ;VOLVO;FH;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16366646-853d063f/;4400000;2017;413000;Санкт-Петербург;АМД Транспорт;MAN;TGX;2;2
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16199278-47356dd2/;4797000;2017;524000;Зеленоград;Global Truck Sales Москва Север;VOLVO;FH;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/15949466-f36a7992/;2490000;2017;263316;Москва;ГРУЗ СОЮЗ;KAMAZ;5490;2;1
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16288970-61c98ee9/;3890000;2017;140000;Якутск;;KAMAZ;65206;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16240406-326aaee2/;4995000;2017;285000;Мытищи;КОМДОРАВТО;MAN;TGX;2;2
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/renault/t_series/16262286-12f79e46/;5490000;2019;65000;Нижний Новгород;M7 TRUCK Нижний Новгород;RENAULT;T-Series;2;2
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16359254-4330c8c6/;3390000;2015;602000;Чёрная Грязь;ТК Автокомбинат;SCANIA;R-Series;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16339302-dba218ac/;1900000;2016;507000;Зеленоград;Global Truck Sales Москва Север;KAMAZ;5490;2;1
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16205412-bc5ca9a9/;4950000;2017;320000;Краснодар;ООО'Кубань-Скан';SCANIA;G-series;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16383224-e625a661/;6377000;2018;224234;Москва;ClassTrucks;VOLVO;FH;;
True;AT;400;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16394094-6aef0dd2/;4199000;2016;654000;Санкт-Петербург;ООО 'Скания Сервис';SCANIA;R-Series;2;2
False;AT;456;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16269784-75e3f510/;4599000;2017;650000;Нижний Новгород;;MERCEDES-BENZ;Actros;2;2
False;MT;300;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65116/16164326-b1b30afc/;4500000;2017;28000;Новосибирск;;KAMAZ;65116;2;1
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16343848-b380d473/;5200000;2018;305000;Смоленск;ГРИН ЛАЙН;MAN;TGX;2;2
False;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/iveco/stralis_tractor/15780168-852f487b/;4500000;2017;360000;Липецк;;IVECO;Stralis;2;2
True;AT;440;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16291062-de77ab16/;4100000;2015;398977;Солнечногорск;ТРАНСАЛЬЯНС Москва;MAN;TGX;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16296574-f87fce5d/;5999999;2015;539000;Солнечногорск;ТРАНСАЛЬЯНС Москва;VOLVO;FH;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16291026-a017d87b/;4650000;2016;477727;Солнечногорск;ТРАНСАЛЬЯНС Москва;VOLVO;FH;2;2
False;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65806/16293350-a41ef792/;5000000;2018;12000;Иркутск;;KAMAZ;65806;2;1
False;MT;430;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/15821688-adcedd1d/;2290000;2017;90000;Екатеринбург;;MAZ;5440;2;2
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16386374-234f05dc/;5900000;2019;122945;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;VOLVO;FH;2;2
False;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16074420-7250c80d/;5100000;2017;411571;Белгород;;VOLVO;FH;2;2
True;AT;469;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16293288-10bc3140/;4400000;2015;545000;Краснодар;ЮРТО-ТРАК MAN Краснодар;VOLVO;FH;2;2
False;MT;300;6x6;Truck;https://auto.ru/artic/used/sale/kamaz/53504/16197468-9b4e128c/;1950000;2015;50000;Усть-Кут;;KAMAZ;53504;2;1
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16240800-e4c4d193/;2717000;2015;556090;Чёрная Грязь;M7 TRUCK Москва;MAN;TGS;2;1
True;AT;500;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16384004-1529ed0d/;6655000;2018;189839;Тосно;ClassTrucks;VOLVO;FH;;
False;AT;408;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16300052-1f1e8369/;4200000;2017;347000;Воскресенск;;MERCEDES-BENZ;Actros;2;2
True;MT;440;6x4;Truck;https://auto.ru/artic/used/sale/man/tgs/15645854-4472b7a9/;4690000;2016;303000;Уфа;Бизнес Авто;MAN;TGS;2;1
False;MT;462;6x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16361048-d238402c/;5900000;2016;600000;Петрозаводск;;DAF;XF105;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16318826-7611b3d0/;5536000;2017;332804;Москва;ClassTrucks;VOLVO;FH;;
True;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16355916-f33c8ccf/;5550000;2017;631571;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16385014-ccf4e45d/;4400000;2017;357000;Санкт-Петербург;АМД Транспорт;MAN;TGX;2;2
True;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16381790-25a87543/;2450000;2015;340000;Елино;700 МАШИН;KAMAZ;65206;2;1
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16316512-072a81a1/;2461000;2017;38500;Люберцы;Нова-Трак;KAMAZ;5490;2;1
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/15920208-6797c5d9/;1990000;2015;230000;Кимовск;Юнион КРОНЕ Кимовск;KAMAZ;5490;2;1
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16287580-f693a5cc/;4250000;2015;596589;Москва;GROSS AUTO;DAF;XF105;2;2
True;MT;428;6x4;Truck;https://auto.ru/artic/used/sale/kamaz/65206/16323416-813e0457/;2320000;2015;173000;Кимовск;Юнион КРОНЕ Кимовск;KAMAZ;65206;2;1
False;MT;420;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16339038-910a17c1/;1700000;2016;400000;Набережные Челны;;MAZ;5440;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16180030-474a9089/;4695000;2016;470000;Солнечногорск;ТРАНСАЛЬЯНС Москва;VOLVO;FH;2;2
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/18_1/16359716-fb66d129/;4500000;2017;230000;Ростов-на-Дону;Транзит-Дон Гипермаркет;MAN;18;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16297532-d014fdcb/;4625000;2017;486152;Шушары;МАН Трак энд Бас РУС;MAN;TGX;2;2
False;MT;420;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16294712-3e484c23/;2830000;2018;43200;Ростов-на-Дону;;MAZ;5440;2;1
True;MT;440;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16320158-4445d2a5/;4535000;2016;716634;Набережные Челны;M7 TRUCK Набережные Челны;SCANIA;R-Series;2;2
False;MT;310;4x2;Truck;https://auto.ru/artic/used/sale/maz/5440/16348328-645cb390/;1850000;2016;55000;Москва;;MAZ;5440;2;1
True;AT;480;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16311180-015b2f8c/;4850000;2016;341135;Красногорск;Альфа Трак;MAN;TGX;2;2
True;MT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16385136-d74fd096/;4535000;2016;649148;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
True;AT;435;4x2;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/15630344-4c060e72/;4650000;2016;331823;Москва;АГТ-Трейдинг;MERCEDES-BENZ;Actros;2;2
True;AT;408;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16309100-34334913/;4100000;2017;642870;Пермь;ЕвроТрак Mercedes-Benz Пермь;MERCEDES-BENZ;Actros;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15986548-05a64553/;5250000;2017;298730;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;VOLVO;FH;2;2
True;MT;460;4x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/15743545-dc2d3c78/;3400000;2015;590000;Москва;БорнТракСервис;DAF;XF105;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16287388-bcc5bcef/;3270000;2017;124868;Москва;КАМЦЕНТР КамАЗ;KAMAZ;5490;2;1
True;AT;500;6x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/15946334-1b36f756/;6850000;2016;346232;Новоалексеевское;VOLVO TRUCKS РОССИЯ в Свердловской области;VOLVO;FH;2;2
False;MT;460;6x2;Truck;https://auto.ru/artic/used/sale/daf/xf105/16312990-b5adab79/;6150000;2018;250000;Воронеж;;DAF;XF105;2;2
False;MT;400;6x6;Truck;https://auto.ru/artic/used/sale/kamaz/65225_t/16377042-7d9853b1/;3200000;2015;54000;Екатеринбург;;KAMAZ;65225;2;0
False;MT;300;6x6;Truck;https://auto.ru/artic/used/sale/kamaz/53504/16175740-56f0da89/;2500000;2015;25000;Салехард;;KAMAZ;53504;;
True;MT;400;4x2;Truck;https://auto.ru/artic/used/sale/man/tgs/16178582-3535d197/;3300000;2015;715000;Краснодар;Ферронордик;MAN;TGS;2;2
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16375140-22b6df5f/;4249000;2015;624455;Солнечногорск;ТРАНСАЛЬЯНС Москва;VOLVO;FH;2;2
True;MT;401;4x2;Truck;https://auto.ru/artic/used/sale/kamaz/5490/16169894-a4efac21/;1850000;2017;375492;Санкт-Петербург;Альфа-Лизинг Санкт-Петербург;KAMAZ;5490;2;1
True;AT;420;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16250118-7ff1d824/;5350000;2017;300000;Ростов-на-Дону;НЕЙС-ЮГ Ростов-на-Дону;MAN;TGX;;
True;AT;441;4x2;Truck;https://auto.ru/artic/used/sale/scania/r_1/16376754-eeb7cd4a/;4935000;2017;611370;Новониколаевский;M7 TRUCK Казань;SCANIA;R-Series;2;2
False;MT;441;6x4;Truck;https://auto.ru/artic/used/sale/man/tgs/16235330-7f592185/;1300000;2018;155000;Кондрово;;MAN;TGS;2;1
False;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/maz/6430/16275278-c6b69e7e/;3150000;2018;50000;Якутск;;MAZ;6430;2;2
False;AT;462;;Truck;https://auto.ru/artic/used/sale/daf/xf105/16325756-5ca7ea6a/;5950000;2018;150000;Санкт-Петербург;;DAF;XF105;;
True;AT;408;6x4;Truck;https://auto.ru/artic/used/sale/mercedes/actros_t/16333048-4b96d644/;4525000;2016;444000;Санкт-Петербург;Global Truck Sales Санкт-Петербург;MERCEDES-BENZ;Actros;2;1
True;AT;460;4x2;Truck;https://auto.ru/artic/used/sale/man/tgx/16257134-d4123d7a/;4820000;2016;406524;Подольск;КомТоргТранс;MAN;TGX;2;2
True;MT;420;6x4;Truck;https://auto.ru/artic/used/sale/volvo/fh_tractor/16355842-c1fead27/;5550000;2017;631600;Шушары;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;VOLVO;FH;2;2
True;AT;410;4x2;Truck;https://auto.ru/artic/used/sale/scania/g/16322010-3a02e3c6/;10000000;2018;150000;Нижний Новгород;Транссервис;SCANIA;G-series;2;2
