Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Федеральный округ;Цена с НДС;Comment;Качество верификации;Верификация
Тягач;MAN;TGS 19.400;2012;1950000;Домодедово;https://spec.drom.ru/domodedovo/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-man-tgs-19.400-79503139.html;;;4x2;;;;"ООО ""Трейд Моторс""";2810000;860000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;МАЗ;642208;2005;500000;Заринск;https://spec.drom.ru/zarinsk/truck/truck-tractor/prodam-maz-642208.028-88626054.html;;;6x4;;;;;410000;-90000;Цена завышена - можно поторговаться;30;;;;;;
Тягач;DAF;;2009;1600000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-daf-2009-goda-86318182.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";2230000;630000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;КамАЗ;44108;2012;1750000;Свободный;https://spec.drom.ru/svobodnyi/truck/truck-tractor/kamaz-44108-24-88674912.html;;;6x6;;;;;2020000;270000;Горячая цена! Срочно брать!;0;;ДВФО;;;;
Тягач;INTERNATIONAL;9800;2009;890000;Абакан;https://spec.drom.ru/abakan/truck/truck-tractor/prodam-sedelnyj-tjagach-88750288.html;;;6x4;;;;;2270000;1380000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;КамАЗ;5490-S5;2018;2830000;Белово;https://spec.drom.ru/belovo/truck/truck-tractor/tjagach-sedelnyj-kamaz-5490-014-87-s5-84432808.html;;;4x2;;;;Балтийский лизинг;4210000;1380000;Горячая цена! Срочно брать!;0;91000;;;;0,47097;unclear
Тягач;Renault;Premium;2002;1150000;Анжеро-Судженск;https://spec.drom.ru/anzhero-sudzhensk/truck/truck-tractor/tjagach-88521279.html;;;6x2;;;;;1050000;-100000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;FREIGHTLINER;Columbia;2007;2300000;Усть-Кут;https://spec.drom.ru/ust-kut/truck/truck-tractor/fredlajner-sedelnyj-tjagach-65586098.html;;;6x4;;;;;1780000;-520000;Цена завышена - можно поторговаться;40;;СФО;;;;
Тягач;МАЗ;;2013;1200000;Сургут;https://spec.drom.ru/surgut/truck/truck-tractor/prodam-maz-87194389.html;;;4x4;;;;;880000;-320000;Цена завышена - можно поторговаться;50;;;;;;
Тягач;КамАЗ;44108;2012;1100000;Вологда;https://spec.drom.ru/vologda/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-kamaz-44108-24-87779642.html;;;6x6;;;;;2020000;920000;Горячая цена! Срочно брать!;0;;СЗФО;;;;
Тягач;КамАЗ;65206-T5;2017;2894000;Уфа;https://spec.drom.ru/ufa/truck/truck-tractor/tjagach-kamaz-65206-t5-6h4-2017-g-v-88278628.html;;;6x4;;;;;3530000;636000;Горячая цена! Срочно брать!;0;93000;ПФО;;;0,40901;unclear
Тягач;КамАЗ;5490;2017;1990000;Ставрополь;https://spec.drom.ru/stavropol/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-86151419.html;;;4x2;;;;;3160000;1170000;Горячая цена! Срочно брать!;0;64000;СКФО;;;0,56209;unclear
Тягач;МАЗ;643019-1420-021;2014;1550000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-maz-87823160.html;;;6x4;;;;ИРК-АВТО;1230000;-320000;Цена завышена - можно поторговаться;40;;СФО;;;;
Тягач;IVECO;Stralis;2009;1000000;Анжеро-Судженск;https://spec.drom.ru/anzhero-sudzhensk/truck/truck-tractor/prodaetsja-71092259.html;;;4x2;;;;;1240000;240000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;FREIGHTLINER;Columbia;2005;1650000;Омск;https://spec.drom.ru/omsk/truck/truck-tractor/freightliner-columbia-88785534.html;;;6x4;;;;;1600000;-50000;;10;;СФО;;;;
Тягач;МАЗ;6430;2012;1350000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-sedelnyj-tjagach-maz-6430-87458731.html;;;6x4;;;;;830000;-520000;Цена завышена - можно поторговаться;70;;СФО;;;;
Тягач;Volvo;FH 12;2001;1473000;Спасск-Дальний;https://spec.drom.ru/spassk-dalnii/truck/truck-tractor/prodam-sedelnyj-tjagach-11809621.html;;;4x2;;;;;1170000;-303000;Цена завышена - можно поторговаться;40;;;;;;
Тягач;DAF;XF105;2013;3450000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodam-daf-xf105-71460221.html;;;4x2;;;;;3260000;-190000;Цена завышена - можно поторговаться;20;;ДВФО;;;;
Тягач;Mercedes-Benz;Actros 3346 AS;2017;8500000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/mercedes-benz-actros-3346-as-2017-g-v-88494310.html;;;6x6;;;;;5320000;-3180000;Цена завышена - можно поторговаться;70;272000;СФО;;;;
Тягач;МАЗ;5440;2019;3200000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/motor-jamz-53603.10-kpp-zf-pnevma-v-nalichii-to-v-podarok-maz-5440c5-67564070.html;;;4x2;;;;;3360000;160000;;10;102000;ЦФО;;;;
Тягач;DAF;;2018;5890000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/sedelnyj-tjagach-daf-2018-goda-88461724.html;;;4x2;;;;;6080000;190000;;10;188000;СЗФО;;;;
Тягач;КамАЗ;65225 полноприводный тягач седельный;2019;5265000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-65225-tjagach-sedelnyj-povyshennoj-gruzopodemnosti-i-prohodimosti-76330732.html;;;6x6;;;;;4980000;-285000;Цена завышена - можно поторговаться;20;168000;ПФО;;;;
Тягач;FREIGHTLINER;Classic;2000;1690000;Томск;https://spec.drom.ru/tomsk/truck/truck-tractor/freightliner-classic-xl-83926317.html;;;6x4;;;;;1280000;-410000;Цена завышена - можно поторговаться;40;;;;;;
Тягач;Volvo;VNL 670;2003;1800000;Лучегорск;https://spec.drom.ru/luchegorsk/truck/truck-tractor/prodam-volvo-vnl670-88447720.html;;;6x4;;;;;1520000;-280000;Цена завышена - можно поторговаться;30;;;;;;
Тягач;Mercedes-Benz;Actros;2018;8650000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-tjagach-mercedes-benz-actros-3346-as-88755178.html;;;6x6;;;;;5980000;-2670000;Цена завышена - можно поторговаться;50;277000;СФО;;;;
Тягач;КамАЗ;5490-NEO;2017;2649999;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/sedelnyj-tjagach-kamaz-5490-s5-neo-88412043.html;;;4x2;;;;;3160000;510001;Горячая цена! Срочно брать!;0;85000;ПФО;;;0,39524;unclear
Тягач;FREIGHTLINER;Century;2004;1300000;Тара;https://spec.drom.ru/tara/truck/truck-tractor/prodaetsja-gruzovik-freightliner-century-88325526.html;;;6x4;;;;;1550000;250000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;IVECO;Stralis;2012;1490000;Люберцы;https://spec.drom.ru/lyubertsy/truck/truck-tractor/iveco-stralis-at440s45t-prr-goda-vypuska-2012-bez-nds-81677770.html;;;4x2;;;;;1820000;330000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;IVECO;Trakker;2008;2990000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/tjagach-iveco-trakker-at-720-85559060.html;;;6x6;;;;;1970000;-1020000;Цена завышена - можно поторговаться;60;;СФО;;;;
Тягач;КамАЗ;44108-24;2010;1850000;Сургут;https://spec.drom.ru/surgut/truck/truck-tractor/prodaetsja-kamaz-44108-24-88346116.html;;;6x6;;;;;1640000;-210000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;КамАЗ;44108 RB;2011;2650000;Сургут;https://spec.drom.ru/surgut/truck/truck-tractor/prodam-gruzovoj-tjagach-kamaz-44108-rb-2011g-v-88351364.html;;;6x6;;;;;1740000;-910000;Цена завышена - можно поторговаться;60;;;;;;
Тягач;КамАЗ;;2005;600000;Артем;https://spec.drom.ru/artem/truck/truck-tractor/prodam-sedelnyj-tjagach-kamaz-5410-34348694.html;;;6x4;;;;;860000;260000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;IVECO;Eurostar;2000;500000;Кемерово;https://spec.drom.ru/kemerovo/truck/truck-tractor/prodam-iveko-evrostar-2000-goda-84079999.html;;;;;;;;780000;280000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;FREIGHTLINER;Century;2001;1650000;Хабаровск;https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-freightliner-century-87928681.html;;;6x4;;;;;1340000;-310000;Цена завышена - можно поторговаться;30;;;;;;
Тягач;Volvo;;2013;1750000;Люберцы;https://spec.drom.ru/lyubertsy/truck/truck-tractor/sedelnyj-tjagach-volvo-fm-13.400-88724407.html;;;4x2;;;;;3370000;1620000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;FREIGHTLINER;CL120064ST;2004;890000;Тольятти;https://spec.drom.ru/tolyatti/truck/truck-tractor/gruzovoj-tjagach-sedelnyj-freightliner-cl120064st-cl120-2004g-v-69852577.html;;;6x4;;;;Автосалон Магистраль;1550000;660000;Горячая цена! Срочно брать!;0;;ПФО;;;;
Тягач;МАЗ;6422;2006;800000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-sedelnyj-tjagach-maz-6422-75262935.html;;;6x4;;;;;450000;-350000;Цена завышена - можно поторговаться;90;;СФО;;;;
Тягач;Volvo;FH 13;2008;2650000;Братск;https://spec.drom.ru/bratsk/truck/truck-tractor/volvo-fh-13-51402699.html;;;4x2;;;;;1970000;-680000;Цена завышена - можно поторговаться;40;;СФО;;;;
Тягач;Scania;G400;2014;7500000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/skanija-tjagach-pljus-refrizhirator-shmitc-ustanovka-karier-maxim-2015-g-v-63721854.html;;;4x2;;;;;3940000;-3560000;Цена завышена - можно поторговаться;100;;СФО;;;;
Тягач;КамАЗ;44108;2012;2750000;Омск;https://spec.drom.ru/omsk/truck/truck-tractor/prodam-kamaz-44108-88241293.html;;;6x6;;;;;2020000;-730000;Цена завышена - можно поторговаться;50;;СФО;;;;
Тягач;КамАЗ;65206-T5;2018;4600000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodam-kamaz-65206-t5-82861422.html;;;6x4;;;;"ООО ""Маник""";4530000;-70000;;10;147000;СФО;;;;
Тягач;КамАЗ;44108;2008;950000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/kamaz-44108-10-6x6-batyr-vezdehod-86226583.html;;;6x6;;;;;1410000;460000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;Volvo;VNL 670;2003;1800000;Омск;https://spec.drom.ru/omsk/truck/truck-tractor/prodam-scepku-86554853.html;;;6x4;;;;;1520000;-280000;Цена завышена - можно поторговаться;30;;СФО;;;;
Тягач;FREIGHTLINER;Columbia;2002;600000;Екатеринбург;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-freightliner-2002-fredlajner-88441091.html;;;6x4;;;;;1410000;810000;Горячая цена! Срочно брать!;0;;УФО;;;;
Тягач;МАЗ;;2012;1400000;Хабаровск;https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-sedelnyj-tjagach-maz-vezdehod-78236460.html;;;6x6;;;;;1370000;-30000;;10;;;;;;
Тягач;Volvo;FH12;2003;2200000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/volvo-fh12-88269060.html;;;4x2;;;;;1370000;-830000;Цена завышена - можно поторговаться;70;;СФО;;;;
Тягач;FREIGHTLINER;Century;2000;1700000;Хабаровск;https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-french-v-otlichnom-sostojanii-86085832.html;;;6x4;;;;;1280000;-420000;Цена завышена - можно поторговаться;40;;;;;;
Тягач;МАЗ;6430В9-1420;2017;1800000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/gruzovoj-sedelnyj-tjagach-maz-probeg-121902-km-85936864.html;;;6x4;;;;;2520000;720000;Горячая цена! Срочно брать!;0;58000;СФО;;;0,49197;no_vat
Тягач;КамАЗ;6460;2007;830000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/prodam-kamaz-6460-71941372.html;;;6x4;;;;;970000;140000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;FREIGHTLINER;Columbia;2003;1000000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodaetsja-fred-lajner-kolambija-87414817.html;;;6x4;;;;;1470000;470000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;MAN;F;2000;1250000;Омск;https://spec.drom.ru/omsk/truck/truck-tractor/prodaetsja-man-f2000-komandor-2000g-v-v-scepke-88722186.html;;;4x2;;;;;990000;-260000;Цена завышена - можно поторговаться;40;;СФО;;;;
Тягач;Scania;R400;2017;5750000;Казань;https://spec.drom.ru/kazan/truck/truck-tractor/scania-r400-88406105.html;;;4x2;;;;М7 ТРАК;5770000;20000;;10;184000;ПФО;;;;
Тягач;МАЗ;5440;2019;3650000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/motor-jamz-653-renault-kpp-zf-pnevma-v-nalichii-to-v-podarok-67564115.html;;;4x2;;;;;3360000;-290000;Цена завышена - можно поторговаться;20;117000;ЦФО;;;;
Тягач;Mercedes-Benz;Actros;2003;1450000;Люберцы;https://spec.drom.ru/lyubertsy/truck/truck-tractor/mercedes-actros-88302136.html;;;4x2;;;;;1170000;-280000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Тягач;МАЗ;544028-520-031;2019;3490000;Нижний Новгород;https://spec.drom.ru/nizhnii-novgorod/truck/truck-tractor/tjagach-4h2-maz-544028-520-031-weichai-ssu-1150-83359053.html;;;4x2;;;;Русбизнесавто;3360000;-130000;;10;112000;ПФО;;;;
Тягач;DAF;CF85;2013;3050000;Пермь;https://spec.drom.ru/perm/truck/truck-tractor/tjagach-daf-ft-cf85-410-60865538.html;;;4x2;;;;;3260000;210000;Горячая цена! Срочно брать!;0;;УФО;;;;
Тягач;Mercedes-Benz;Actros;2011;2200000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/mercedes-actros-1841-2011-god-tjagach-mersedes-85584582.html;;;4x2;;;;GROSS AUTO;2100000;-100000;;10;;ЦФО;;;;
Тягач;Mercedes-Benz;;2012;1680000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2012-g-v-86075590.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";2570000;890000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;КамАЗ;53504;2015;3000000;Набережные Челны;https://spec.drom.ru/naberezhnye-chelny/truck/truck-tractor/kamaz-tjagach-vezdehod-53504-88247771.html;;;6x6;;;;;2850000;-150000;Цена завышена - можно поторговаться;20;;ПФО;;;;
Тягач;Scania;;2017;8500000;Находка;https://spec.drom.ru/nakhodka/truck/truck-tractor/prodam-scania-84623296.html;;;6x2;;;;;6980000;-1520000;Цена завышена - можно поторговаться;30;272000;;;;;
Тягач;МАЗ;5440А9-320-031;2012;1250000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-maz5440a9-1320-031-88107037.html;;;4x2;;;;;700000;-550000;Цена завышена - можно поторговаться;90;;СЗФО;;;;
Тягач;КамАЗ;6460;2010;1750000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/kamaz-6460-81618388.html;;;6x4;;;;;1230000;-520000;Цена завышена - можно поторговаться;50;;СФО;;;;
Тягач;Scania;P440LA;2015;3950000;Домодедово;https://spec.drom.ru/domodedovo/truck/truck-tractor/prodaetsja-gruzovoj-tjagach-sedelnyj-scania-p440la4x2hna-70272093.html;;;4x2;;;;"ООО ""Трейд Моторс""";4240000;290000;Горячая цена! Срочно брать!;0;126000;ЦФО;;;;
Тягач;MAN;BJ4189;2019;5700000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/tjagach-foton-auman-est-a-1846-mt-evro-5-68658470.html;;;4x2;;;;ДВ Автоцентр;5990000;290000;;10;182000;ДВФО;;;;
Тягач;Scania;P440;2014;4500000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/prodaetsja-scania-p400-6h4-v-novosibirske-88402894.html;;;6x4;;;;СИБТРАКСКАН;4050000;-450000;Цена завышена - можно поторговаться;20;;СФО;;;;
Тягач;Volvo;VNL 780;2004;1800000;Анжеро-Судженск;https://spec.drom.ru/anzhero-sudzhensk/truck/truck-tractor/volvo-88404504.html;;;6x4;;;;;1640000;-160000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;Volvo;VNL 670;2004;1630000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-volvo-vnl64t-81976871.html;;;6x4;;;;;1640000;10000;;10;;ДВФО;;;;
Тягач;МАЗ;5440В5-8480-031;2014;1000000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-maz-5440v5-8480-031-88324488.html;;;4x2;;;;;1020000;20000;;10;;СФО;;;;
Тягач;FREIGHTLINER;Century;2003;949000;Новосибирск;https://spec.drom.ru/novosibirsk/truck/truck-tractor/tjagach-freigtliner-century-2003-g-v-v-nalichii-64611221.html;;;6x4;;;;"ООО ""Авторынок МаксКар""";1470000;521000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;MAN;;2009;1750000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/prodam-tjagach-man-88391107.html;;;4x2;;;;;2060000;310000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;MAN;TGS 33.440;2011;2950000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/man-tgs-33.440-85120671.html;;;6x4;;;;;2690000;-260000;Цена завышена - можно поторговаться;20;;УФО;;;;
Тягач;MAN;;2006;1750000;Краснодар;https://spec.drom.ru/krasnodar/truck/truck-tractor/man-tga-18360-88457935.html;;;4x2;;;;;1510000;-240000;Цена завышена - можно поторговаться;30;;ЮФО;;;;
Тягач;Renault;Premium;2004;1300000;Бийск;https://spec.drom.ru/biisk/truck/truck-tractor/prodaetsja-scepka-reno-premium-pricep-krone-shtora-88149652.html;;;4x2;;;;;920000;-380000;Цена завышена - можно поторговаться;50;;;;;;
Тягач;DAF;CF85;2013;3050000;Пермь;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-daf-ft-cf85-74481900.html;;;4x2;;;;;3260000;210000;Горячая цена! Срочно брать!;0;;УФО;;;;
Тягач;Scania;P114GA;2000;599000;Нягань;https://spec.drom.ru/nyagan/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-skanija-74301776.html;;;4x2;;;;;880000;281000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;MAN;TGA 18.390;2005;1350000;Барнаул;https://spec.drom.ru/barnaul/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-85884895.html;;;4x2;;;;;1400000;50000;;10;;СФО;;;;
Тягач;DAF;XF95;2002;1500000;Канск;https://spec.drom.ru/kansk/truck/truck-tractor/prodaetsja-tjagach-daf-xf-95-s-pricepom-kogel-sn-24-82325795.html;;;4x2;;;;;1440000;-60000;;10;;;;;;
Тягач;MAN;F2000;2007;550000;Пограничный район;https://spec.drom.ru/pogranichnyi-r-n/truck/truck-tractor/prodam-tjagach-hannxi-f2000-88347035.html;;;6x4;;;;;2080000;1530000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Volvo;;2010;3200000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-volvo-fm-6h4-87643028.html;;;6x4;;;;;2630000;-570000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Тягач;Renault;Premium;2009;1800000;Курган;https://spec.drom.ru/kurgan/truck/truck-tractor/renault-premium-2009-g-v-88223517.html;;;4x2;;;;;1420000;-380000;Цена завышена - можно поторговаться;40;;;;;;
Тягач;МАЗ;5440C5-8520-000;2019;3460000;Барнаул;https://spec.drom.ru/barnaul/truck/truck-tractor/sedelnyj-tjagach-maz-5440c5-8520-031-novyj-2019-god-68822312.html;;;4x2;;;;АлтайБизнесАвто - официальный дилер МАЗ;3360000;-100000;;10;111000;СФО;;;;
Тягач;FREIGHTLINER;Columbia;2005;1650000;Новокузнецк;https://spec.drom.ru/novokuznetsk/truck/truck-tractor/prodaetsja-freightliner-kalambija-87744402.html;;;6x4;;;;;1600000;-50000;;10;;СФО;;;;
Тягач;DAF;CF85;2009;2050000;Пермь;https://spec.drom.ru/perm/truck/truck-tractor/sedelnyj-tjagach-daf-cf-85.410-2009-g-v-88431177.html;;;4x2;;;;;2230000;180000;Горячая цена! Срочно брать!;0;;УФО;;;;
Тягач;DAF;CF85;2009;2050000;Екатеринбург;https://spec.drom.ru/ekaterinburg/truck/truck-tractor/sedelnyj-tjagach-daf-cf-85.410-2009-g-v-88430928.html;;;4x2;;;;Global Truck Sales;2230000;180000;Горячая цена! Срочно брать!;0;;УФО;;;;
Тягач;МАЗ;642508-030;2005;1900000;Братск;https://spec.drom.ru/bratsk/truck/truck-tractor/prodam-scepku-maz-trall-77236570.html;;;6x6;;;;;740000;-1160000;Цена завышена - можно поторговаться;170;;СФО;;;;
Тягач;FREIGHTLINER;;2003;1750000;Биробиджан;https://spec.drom.ru/birobidzhan/truck/truck-tractor/prodam-tjagach-freighliner-87485519.html;;;6x4;;;;;1470000;-280000;Цена завышена - можно поторговаться;30;;;;;;
Тягач;Scania;G420;2010;1900000;Санкт-Петербург;https://spec.drom.ru/sankt-peterburg/truck/truck-tractor/scania-g420-2010-85763115.html;;;4x2;;;;НОВАТРАК;2260000;360000;Горячая цена! Срочно брать!;0;;СЗФО;;;;
Тягач;Mercedes-Benz;Axor;2005;1550000;Белово;https://spec.drom.ru/belovo/truck/truck-tractor/prodaetsja-mercedes-bens-axor-srochno-87597629.html;;;4x2;;;;;1300000;-250000;Цена завышена - можно поторговаться;30;;;;;;
Тягач;МАЗ;;2003;1000000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/maz-87655337.html;;;;;;;;270000;-730000;Цена завышена - можно поторговаться;280;;СФО;;;;
Тягач;Volvo;;2003;2555555;Прокопьевск;https://spec.drom.ru/prokopevsk/truck/truck-tractor/prodaetsja-scepka-volvo-6-2-88488681.html;;;6x2;;;;;1510000;-1045555;Цена завышена - можно поторговаться;80;;СФО;;;;
Тягач;Volvo;FH13;2011;4400000;Якутск;https://spec.drom.ru/yakutsk/truck/truck-tractor/sedelnyj-tjagach-volvo-fh13-520-l-s-87606413.html;;;6x4;;;;;2790000;-1610000;Цена завышена - можно поторговаться;70;;ДВФО;;;;
Тягач;Volvo;VNL 780;2003;3700000;Иркутск;https://spec.drom.ru/irkutsk/truck/truck-tractor/prodaetsja-scepka-volvo-vnl-780-86571776.html;;;6x4;;;;;1520000;-2180000;Цена завышена - можно поторговаться;150;;СФО;;;;
Тягач;Volvo;FH12;2003;1950000;Тюмень;https://spec.drom.ru/tyumen/truck/truck-tractor/prodam-tjagach-volvo-fh12-88382098.html;;;4x2;;;;;1370000;-580000;Цена завышена - можно поторговаться;50;;СФО;;;;
Тягач;Scania;R480LA;2009;3500000;Хабаровск;https://spec.drom.ru/khabarovsk/truck/truck-tractor/prodam-scania-88501419.html;;;4x2;;;;;2090000;-1410000;Цена завышена - можно поторговаться;80;;;;;;
Тягач;FREIGHTLINER;;2003;1000000;Владивосток;https://spec.drom.ru/vladivostok/truck/truck-tractor/freightliner-80353943.html;;;6x2;;;;;1290000;290000;Горячая цена! Срочно брать!;0;;ДВФО;;;;
Тягач;Mercedes-Benz;;2014;2490000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86522008.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";3440000;950000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;МАЗ;6430;2019;4500000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-6h4-maz-6430c9-520-010-ressornaja-poveska-ssu-1350-mm-81420897.html;;;6x4;;;;;3740000;-760000;Цена завышена - можно поторговаться;30;144000;ЦФО;;;;
Тягач;Mercedes-Benz;;2014;2450000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/sedelnyj-tjagach-mercedes-benz-2014-g-v-86542808.html;;;4x2;;;;"ООО ""Глобал Трак Сейлс""";3440000;990000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;MAN;TGX 18.400;2018;6090000;Москва;https://spec.drom.ru/moskva/truck/truck-tractor/man-tgx-18.400-4x2-lls-u-2018-g-v-310-410-km-88744081.html;;;4x2;;;;;5790000;-300000;Цена завышена - можно поторговаться;20;195000;ЦФО;;;;
Тягач;КамАЗ;5490-NEO;2018;4300000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/kamaz-5490-neo-s5-2018g-v-87632499.html;;;4x2;;;;;4210000;-90000;;10;138000;СФО;;;;
Тягач;IVECO;Trakker AT380T36;2010;1800000;Братск;https://spec.drom.ru/bratsk/truck/truck-tractor/prodam-tjagach-iveco-72323411.html;;;6x4;;;;;1910000;110000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;IVECO;Stralis;2013;1600000;Домодедово;https://spec.drom.ru/domodedovo/truck/truck-tractor/prodaetsja-sedelnyj-tjagach-iveco-stralis-at440s42t-prr-2013-g-v-83854816.html;;;4x2;;;;"ООО ""Трейд Моторс""";2220000;620000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Тягач;Volvo;FH13;2011;3750000;Находка;https://spec.drom.ru/nakhodka/truck/truck-tractor/volvo-fh13-scepka-88180773.html;;;4x2;;;;;2420000;-1330000;Цена завышена - можно поторговаться;60;;;;;;
Тягач;КамАЗ;5490-S5;2018;3790000;Челябинск;https://spec.drom.ru/chelyabinsk/truck/truck-tractor/kamaz-5490-s5-sedelnyj-tjagach-b-u-2018-g-89-875-km-88213004.html;;;4x2;;;;;4210000;420000;Горячая цена! Срочно брать!;0;121000;УФО;;;0,38537;unclear
Тягач;Scania;G400;2013;2750000;Юрга;https://spec.drom.ru/yurga/truck/truck-tractor/skanija-g400-85537774.html;;;4x2;;;;;3480000;730000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;МАЗ;;2005;1200000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/prodam-maz-83428225.html;;;6x4;;;;;410000;-790000;Цена завышена - можно поторговаться;200;;СФО;;;;
Тягач;Scania;;2003;900000;Красноярск;https://spec.drom.ru/krasnoyarsk/truck/truck-tractor/scania-114-85919914.html;;;6x6;;;;;1910000;1010000;Горячая цена! Срочно брать!;0;;СФО;;;;
Тягач;КамАЗ;44108;2004;800000;Томск;https://spec.drom.ru/tomsk/truck/truck-tractor/prodam-kamaz-44108-88261323.html;;;6x6;;;;;1110000;310000;Горячая цена! Срочно брать!;0;;;;;;
