Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ
Тягач;КамАЗ;54115;2001;1000000;Пенза;https://auto.ru/artic/used/sale/kamaz/54115/16395572-1eaa72b9/;50000;;;240;;;;550000;-450000;Цена завышена - можно поторговаться;90;;;;;ПФО
Тягач;MAN;TGA;2005;320000;Подольск;https://auto.ru/artic/used/sale/man/tga_1/16584982-72507e59/;500000;;4x2;430;;;;1150000;830000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2006;625000;Ульяновск;https://auto.ru/artic/used/sale/maz/5440/16557346-29b697a7/;330000;MT;4x2;400;2;2;;630000;5000;;10;;;;;ПФО
Тягач;FREIGHTLINER;Century Class;2000;670000;Асбест;https://auto.ru/artic/used/sale/freightliner/century_class/16552282-6b8be039/;1800000;MT;6x4;430;2;1;;870000;200000;Горячая цена! Срочно брать!;0;;;;;
Тягач;FREIGHTLINER;Century Class;2003;1450000;Томск;https://auto.ru/artic/used/sale/freightliner/century_class/16562536-73ef4f75/;838000;AT;6x4;430;2;2;;1060000;-390000;Цена завышена - можно поторговаться;50;;;;;
Тягач;МАЗ;6425;2017;2500000;Красноярск;https://auto.ru/artic/used/sale/maz/6425/16562670-e0717168/;80000;MT;6x6;417;2;2;;3200000;700000;Горячая цена! Срочно брать!;0;80000;Машина в отличном состоянии  Глонас  Заводской Евро2  Возможен обмен на предложенное можно с нашей доплатой  Цена с НДС;0,479;unclear;СФО
Тягач;МАЗ;5432;2000;170000;Первоуральск;https://auto.ru/artic/used/sale/maz/5432/16586598-57cd9209/;700000;MT;4x2;240;2;1;;190000;20000;Горячая цена! Срочно брать!;0;;;;;
Тягач;IVECO;EuroStar;2001;940000;Киров;https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16250514-e845e296/;100000;MT;4x2;430;2;2;;840000;-100000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Scania;P-series;2011;3620000;Москва;https://auto.ru/artic/used/sale/scania/p_1/6710070-eea6d1/;581340;MT;6x4;379;2;1;АГТ-Трейдинг;2700000;-920000;Цена завышена - можно поторговаться;40;;;;;ЦФО
Тягач;Renault;Magnum;2000;950000;Павловка;https://auto.ru/artic/used/sale/renault/magnum_ae/16526764-f0d72a8c/;1040000;MT;4x2;401;2;1;;680000;-270000;Цена завышена - можно поторговаться;50;;;;;
Тягач;МАЗ;5440;2011;1650000;Екатеринбург;https://auto.ru/artic/used/sale/maz/5440/16472604-db844605/;231000;MT;4x2;435;2;2;;1170000;-480000;Цена завышена - можно поторговаться;50;;;;;УФО
Тягач;Scania;G-series;2011;3100000;Ростов-на-Дону;https://auto.ru/artic/used/sale/scania/g/16334320-5aadd89d/;1180000;MT;4x2;380;2;2;;2390000;-710000;Цена завышена - можно поторговаться;40;;;;;ЮФО
Тягач;Mercedes-Benz;Actros;2015;4200000;Домодедово;https://auto.ru/artic/used/sale/mercedes/actros_t/16576468-39476759/;750000;AT;4x2;450;2;2;СТТ-АВТО;3700000;-500000;Цена завышена - можно поторговаться;20;134000;;;;ЦФО
Тягач;КамАЗ;6460;2017;2400000;Красноярск;https://auto.ru/artic/used/sale/kamaz/6460/16553866-b309488d/;154000;MT;6x4;360;2;2;;2950000;550000;Горячая цена! Срочно брать!;0;77000;ОТС   кабина макси тахограф  рация  музыка  фен сухой мокрый электро стеклоподъемники новая резина  глонасс  аппаратура ЯЗДА с момента покупки один водитель по сегодняшний день;0,50787;unclear;СФО
Тягач;MAN;TGA;2007;1000000;Иваново;https://auto.ru/artic/used/sale/man/tga_1/16484884-c6256145/;450000;MT;4x2;350;2;1;;1270000;270000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2012;2350000;Софьино;https://auto.ru/artic/used/sale/mercedes/axor_t/16408800-91693a93/;350007;MT;4x2;354;2;1;;1860000;-490000;Цена завышена - можно поторговаться;40;;;;;
Тягач;FREIGHTLINER;Century Class;2002;2650000;Тюмень;https://auto.ru/artic/used/sale/freightliner/century_class/16446237-e272b4b3/;1700000;AT;6x4;370;2;2;;930000;-1720000;Цена завышена - можно поторговаться;190;;;;;СФО
Тягач;Volvo;FM;2012;1730000;Москва;https://auto.ru/artic/used/sale/volvo/fm_tractor/15311871-d1995216/;1398088;MT;4x2;400;2;2;GROSS AUTO;2570000;840000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;VNL;2003;1290000;Тамбов;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16567904-2489aec5/;1650000;MT;;400;;;;1110000;-180000;Цена завышена - можно поторговаться;30;;;;;ЦФО
Тягач;DAF;XF105;2017;4600000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16577986-35847a7b/;632000;MT;4x2;462;2;2;;4330000;-270000;Цена завышена - можно поторговаться;20;147000;;;;ЦФО
Тягач;МАЗ;5440;2009;330000;Москва;https://auto.ru/artic/used/sale/maz/5440/16583698-aeacfdf7/;600000;MT;4x2;327;2;2;;810000;480000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;4500000;Смоленск;https://auto.ru/artic/used/sale/mercedes/actros_t/16476986-f7455003/;300000;AT;4x2;435;2;2;;4520000;20000;;10;144000;;;;ЦФО
Тягач;MAN;TGS;2012;2000000;Орёл;https://auto.ru/artic/used/sale/man/tgs/15717207-92858389/;830000;MT;6x4;441;2;0;;2760000;760000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;6422;2009;525000;Серов;https://auto.ru/artic/used/sale/maz/6422/16520562-17f0f91a/;200000;MT;4x2;327;2;1;;610000;85000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Volvo;FM;2012;1900000;Люберцы;https://auto.ru/artic/used/sale/volvo/fm_tractor/16356636-a1fcd4a3/;1106810;MT;4x2;400;2;2;ТРАК ПЛАТФОРМА;2570000;670000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;VNL;2003;1550000;Вытегра;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16350860-f5865dc0/;1800;MT;6x4;400;2;2;;1690000;140000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Scania;R-Series;2017;4830000;Набережные Челны;https://auto.ru/artic/used/sale/scania/r_1/16566160-2d8cad7a/;692171;AT;4x2;440;2;2;M7 TRUCK Набережные Челны;5310000;480000;Горячая цена! Срочно брать!;0;155000;;;;ПФО
Тягач;МАЗ;5440;2013;990000;Нижний Тагил;https://auto.ru/artic/used/sale/maz/5440/16325570-23afd450/;354000;MT;4x2;411;2;2;;1520000;530000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGX;2008;2950000;Кемерово;https://auto.ru/artic/used/sale/man/tgx/16342666-d6d18e6c/;880000;AT;4x2;400;2;1;;1640000;-1310000;Цена завышена - можно поторговаться;90;;;;;
Тягач;IVECO;Trakker;2005;1150000;Сургут;https://auto.ru/artic/used/sale/iveco/trakker_tractor/16511890-0cc404aa/;656180;;;380;;;;1060000;-90000;Цена завышена - можно поторговаться;20;;;;;
Тягач;MAN;TGA;2007;1450000;Волгоград;https://auto.ru/artic/used/sale/man/tga_1/16349518-6ca781c8/;1100000;MT;;390;2;2;;1670000;220000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;MAN;TGS;2016;3550000;Зеленоград;https://auto.ru/artic/used/sale/man/tgs/16439588-0d22b052/;263533;MT;4x2;400;2;1;Global Truck Sales Москва Север;3580000;30000;;10;114000;;;;ЦФО
Тягач;MAN;TGS;2014;2345000;Кимовск;https://auto.ru/artic/used/sale/man/tgs/16583304-fd45faae/;710000;MT;4x2;400;2;1;Юнион КРОНЕ Кимовск;2850000;505000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;КамАЗ;65806;2016;2050000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/65806/16243500-fba95167/;393947;;6x4;428;2;1;Балтийский лизинг Санкт-Петербург;2620000;570000;Горячая цена! Срочно брать!;0;;Тягач седельный КАМАЗ 65806 002 68  Т5  Технические характеристики   Снаряженная масса   10200 кг   Нагрузка на переднюю ось   5350 кг   Нагрузка на заднюю тележку   4850 кг   Нагрузка на ССУ   23225 кг   Полная масса автомобиля   33500 кг   Нагрузка на переднюю ось   7500 кг   Нагрузка на заднюю тележку   26000 кг   Полная масса буксируемого полуприцепа   64000 кг   Полная масса автопоезда   74275 кг   Двигатель   Mercedes Benz OM457LA 428 л с   Евро 5    ФГОТ  UFI   с поршневым насосом и электроподогревом   Подогрев топлива в ФГОТ  топливозаборнике   Бак нейтрализующей жидкости   Сцепление   MFZ 430   Коробка передач   ZF 16S2220ТО    П о главной передачи   5 11   Межколесная блокировка   Предпусковой подогреватель    Кабина со спальным местом  панорамное стекло   Подвеска кабины пружинная с электроприводом   Сиденье водителя с обогревом на пневмоподвеске   Автономный отопитель кабины    Кондиционер   Электронный тахограф  радиоприемник  розетка 12В и 24В   Дисковые колеса 9 00   22 5 стальные   Топливные баки   300   300 л    Рулевой механизм  ГУР   ZF   Германия  или  RBL   Германия    Регулируемая рулевая колонка с противоугонным устройством  круиз контроль   EBS  торм   WABCO   Барабанные тормоза  передние и задние    ССУ  Оrlandi F2T3G40    Задние крылья пластиковые   Переднее противоподкатное защитное устройство   Грязевой настил  поручень для подъема на грязевой настил   Колесная база   3300   1440 мм   Высота до верхней точки седельно сцепного устройства  ССУ   при снаряженной массе а м   1300 мм;0,4308;no_vat;СЗФО
Тягач;MAN;TGA;2004;1000000;Серпухов;https://auto.ru/artic/used/sale/man/tga_1/16526794-67ef34c1/;800000;MT;4x2;410;2;2;;1210000;210000;Горячая цена! Срочно брать!;0;;;;;
Тягач;КамАЗ;6460;2012;1050000;Красноярск;https://auto.ru/artic/used/sale/kamaz/6460/16557886-6b138781/;250000;MT;6x4;360;3;1;;1510000;460000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Scania;R-Series;2019;6150000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16533638-535e59e1/;157000;AT;4x2;400;2;2;БорнТракСервис;6900000;750000;Горячая цена! Срочно брать!;0;197000;Официальный дилер  С НДС    Scania G 400   АКПП   НА ГАРАНТИИ ОРИГИНАЛЬНЫЕ ПРОБЕГИ   ЕВРО 5  ОДИН ВЛАДЕЛЕЦ   СЕРВИСНАЯ КНИЖКА  ОБСЛУЖИВАНИЕ ТОЛЬКО У ОФ ДИЛЕРА   МАКСИМАЛЬНОЙ КОМПЛЕКТАЦИИ   ЗИМНИЙ ПАКЕТ  400 л с  2 бака  холодильник  автономный отопитель  2 спальных места  АКПП  круиз контроль  климат контроль  полный электропакет  топливная система PDE  хорошая резина и мн  другое   САМЫЕ ВЫГОДНЫЕ УСЛОВИЯ ПО ФИНАНСИРОВАНИЮ  ЛИЗИНГ  КРЕДИТ  TRADE IN  ВОЗМОЖНА РАССРОЧКА ЛЮБАЯ ФОРМА ОПЛАТЫ  НАЛИЧНАЯ   БЕЗНАЛИЧНАЯ  НДС  ПОЛНОЕ СОПРОВОЖДЕНИЕ СДЕЛКИ В КРОТЧАЙШИЕ СРОКИ  ЭКСПЛУАТАЦИЯ   01 2019г  ВЫПУСК   11 2018г;0,60845;unclear;ЦФО
Тягач;МАЗ;5432;2005;570000;Саранск;https://auto.ru/artic/used/sale/maz/5432/6642458-c808/;800000;MT;4x2;330;2;2;;500000;-70000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;Volvo;VNL;2004;1200000;Орёл;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16442168-605f5348/;1850000;MT;6x4;400;2;2;;1800000;600000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;6430;2019;3200000;Мурманск;https://auto.ru/artic/used/sale/maz/6430/16408722-539b5a35/;11125;MT;6x4;423;;;Альфа-Лизинг Россия;2900000;-300000;Цена завышена - можно поторговаться;20;102000;;;;СЗФО
Тягач;DAF;CF-series;2007;1450000;Барнаул;https://auto.ru/artic/used/sale/daf/cf_series_1/16130056-2d1d8266/;1300000;MT;4x2;380;2;1;Алт Авто;1740000;290000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;MAN;TGA;2007;1600000;Челябинск;https://auto.ru/artic/used/sale/man/tga_1/16556544-2fe099cc/;1251700;MT;4x2;350;2;1;;1270000;-330000;Цена завышена - можно поторговаться;40;;;;;УФО
Тягач;MAN;TGX;2012;2230000;Москва;https://auto.ru/artic/used/sale/man/tgx/16476084-eef40944/;845000;MT;4x2;400;2;1;SGM-GROUP;2150000;-80000;;10;;;;;ЦФО
Тягач;Renault;Magnum;2001;1600000;Левокумское;https://auto.ru/artic/used/sale/renault/magnum_ae/16110926-bffba032/;1700000;;;400;;;;1020000;-580000;Цена завышена - можно поторговаться;70;;;;;
Тягач;КамАЗ;5490 NEO;2018;3150000;Иркутск;https://auto.ru/artic/used/sale/kamaz/5490_neo/16552436-469353c4/;330000;AT;4x2;401;2;1;;3360000;210000;Горячая цена! Срочно брать!;0;101000;;;;СФО
Тягач;DAF;XF105;2012;2650000;Нижний Новгород;https://auto.ru/artic/used/sale/daf/xf105/16477428-80d01b5a/;950000;MT;4x2;410;2;2;;2510000;-140000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;Volvo;FH;2005;2150000;Ливны;https://auto.ru/artic/used/sale/volvo/fh_tractor/16250974-a00f2a7b/;1300000;MT;4x2;460;;;;1230000;-920000;Цена завышена - можно поторговаться;80;;;;;
Тягач;МАЗ;6422;2007;950000;Междуреченск;https://auto.ru/artic/used/sale/maz/6422/15959856-324001ab/;345706;MT;6x4;400;2;2;;1010000;60000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;95XF;2005;1500000;Пестово;https://auto.ru/artic/used/sale/daf/xf95/16579500-f548bed0/;1300000;MT;4x2;520;2;2;;1940000;440000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Renault;Magnum;2008;2290000;Белгород;https://auto.ru/artic/used/sale/renault/magnum_ae/16429488-c3722353/;570000;MT;4x2;500;2;2;;1530000;-760000;Цена завышена - можно поторговаться;60;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2014;4280000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16525094-a7c0da8b/;235469;AT;4x2;435;2;2;АГТ-Трейдинг;3240000;-1040000;Цена завышена - можно поторговаться;40;;;;;ЦФО
