Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Качество верификации;Верификация;Федеральный округ
Тягач;КамАЗ;5490;2015;1870000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459598-60bccfff/;310000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-260000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;MAN;TGX;2017;5490000;Барнаул;https://auto.ru/artic/used/sale/man/tgx/16329126-403abe10/;393000;AT;4x2;400;2;2;Алт Авто;4470000;-1020000;Цена завышена - можно поторговаться;30;176000;1;unclear;СФО
Тягач;МАЗ;6430;2017;2149000;Шилово;https://auto.ru/artic/used/sale/maz/6430/16539610-39f1c815/;255000;MT;6x4;412;2;2;;2710000;561000;Горячая цена! Срочно брать!;0;69000;0,44284;unclear;
Тягач;Volvo;FH;2018;6100000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16457556-3cf80fa5/;270000;AT;4x2;460;2;2;Партнер Лайн;5600000;-500000;Цена завышена - можно поторговаться;20;195000;;;ЦФО
Тягач;Volvo;FH;2017;6030000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16555606-a7bdf2ec/;335082;AT;4x2;460;;;ClassTrucks;4950000;-1080000;Цена завышена - можно поторговаться;30;193000;;;ЦФО
Тягач;Volvo;FH;2017;5100000;Набережные Челны;https://auto.ru/artic/used/sale/volvo/fh_tractor/16546596-7e63d3e9/;506575;AT;4x2;469;2;2;BS-Truck;4980000;-120000;;10;163000;;;ПФО
Тягач;Scania;G-series;2015;4400000;Москва;https://auto.ru/artic/used/sale/scania/g/16544172-0ed50a51/;560000;MT;6x4;441;2;1;;4370000;-30000;;10;141000;;;ЦФО
Тягач;DAF;XF105;2017;4900000;Смоленская область;https://auto.ru/artic/used/sale/daf/xf105/16333628-b7a0209e/;210000;MT;4x2;460;2;2;;4430000;-470000;Цена завышена - можно поторговаться;20;157000;;;
Тягач;Mercedes-Benz;Axor;2018;3899000;Новониколаевский;https://auto.ru/artic/used/sale/mercedes/axor_t/16442848-7417d36e/;250534;MT;4x2;401;2;1;M7 TRUCK Казань;4390000;491000;Горячая цена! Срочно брать!;0;125000;0,47569;unclear;ПФО
Тягач;Scania;R-Series;2017;5800000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16508224-5d2bfe84/;339081;AT;4x2;440;2;2;GROSS AUTO;5310000;-490000;Цена завышена - можно поторговаться;20;186000;;;ЦФО
Тягач;Scania;P-series;2018;4600000;Домодедово;https://auto.ru/artic/used/sale/scania/p_1/16454360-9fb23f36/;423500;MT;4x2;441;2;1;Скан-Юго-Восток;5630000;1030000;Горячая цена! Срочно брать!;0;147000;0,56506;unclear;ЦФО
Тягач;Volvo;FM;2018;6900000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fm_tractor/16446427-74f3cbe1/;400000;AT;6x4;428;2;1;;8410000;1510000;Горячая цена! Срочно брать!;0;221000;1;ok;УФО
Тягач;Renault;T-Series;2017;4950000;Новоалексеевское;https://auto.ru/artic/used/sale/renault/t_series/16552712-a1ad38b8/;300780;AT;4x2;460;2;2;VOLVO TRUCKS РОССИЯ в Свердловской области;4060000;-890000;Цена завышена - можно поторговаться;30;158000;;;УФО
Тягач;MAN;TGX;2016;4890000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tgx/16009735-49cbd7c6/;359610;AT;4x2;480;2;1;АЛЬГА;4620000;-270000;Цена завышена - можно поторговаться;20;156000;;;СЗФО
Тягач;IVECO;Stralis;2017;3450000;Липецк;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16527698-68de1498/;460000;MT;4x2;420;2;2;;3520000;70000;;10;110000;;;ЦФО
Тягач;Volvo;FM;2017;5500000;Москва;https://auto.ru/artic/used/sale/volvo/fm_tractor/16537890-05d9a938/;170000;MT;6x4;420;2;1;;6580000;1080000;Горячая цена! Срочно брать!;0;176000;0,51657;unclear;ЦФО
Тягач;DAF;XF;2016;5824789;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16235826-8c5d0f34/;269000;AT;4x2;460;2;2;РосТрансАвто Брянск;3950000;-1874789;Цена завышена - можно поторговаться;60;186000;;;ЦФО
Тягач;DAF;XF;2017;5931584;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16257284-51cd6214/;260000;AT;4x2;460;2;2;РосТрансАвто Брянск;4390000;-1541584;Цена завышена - можно поторговаться;50;190000;;;ЦФО
Тягач;КамАЗ;5490;2016;2050000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456362-3e687bc1/;250000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-160000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;65206;2017;3200000;Рязань;https://auto.ru/artic/used/sale/kamaz/65206/16225988-0f051019/;30000;MT;6x4;420;2;1;;3150000;-50000;;10;102000;;;ЦФО
Тягач;Volvo;FH;2017;6030000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16535124-946c10ec/;368214;AT;4x2;500;;;ClassTrucks;5100000;-930000;Цена завышена - можно поторговаться;30;193000;;;ЦФО
Тягач;Scania;P-series;2015;4200000;Домодедово;https://auto.ru/artic/used/sale/scania/p_1/16567466-b21ab438/;794894;MT;6x4;441;2;1;Скан-Юго-Восток;4370000;170000;;10;134000;;;ЦФО
Тягач;КамАЗ;65206;2015;2550000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463074-4164df16/;215000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-380000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;Volvo;FMX;2018;9300000;Омск;https://auto.ru/artic/used/sale/volvo/fmx_/15903254-a8119c81/;32;AT;6x6;540;2;2;;7020000;-2280000;Цена завышена - можно поторговаться;40;298000;;;СФО
Тягач;Mercedes-Benz;Actros;2015;3750000;Краснодар;https://auto.ru/artic/used/sale/mercedes/actros_t/15901520-c4fb9b9b/;445000;AT;6x4;408;2;1;;4150000;400000;Горячая цена! Срочно брать!;0;120000;1;ok;ЮФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16512236-4f60d0f2/;439813;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;3800000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16517742-352ead91/;685370;AT;4x2;435;2;2;BS-Truck;4520000;720000;Горячая цена! Срочно брать!;0;122000;0,46156;unclear;ПФО
Тягач;Scania;P-series;2017;5300000;Самара;https://auto.ru/artic/used/sale/scania/p_1/16385974-35cb4623/;526000;AT;6x4;400;;;;5980000;680000;Горячая цена! Срочно брать!;0;170000;0,51726;unclear;ПФО
Тягач;Renault;T-Series;2018;4850000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15744395-f950d2ce/;325000;AT;4x2;480;2;2;БорнТракСервис;5280000;430000;Горячая цена! Срочно брать!;0;155000;;;ЦФО
Тягач;MAN;TGX;2020;9500000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tgx/16567670-57eb9b27/;10028;AT;6x4;480;2;1;;7800000;-1700000;Цена завышена - можно поторговаться;30;304000;;;СЗФО
Тягач;MAN;TGX;2018;5800000;Смоленск;https://auto.ru/artic/used/sale/man/tgx/16445224-cc0398c3/;370000;AT;4x2;480;;;ГРИН ЛАЙН;5780000;-20000;;10;186000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16502612-846dd83c/;553236;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;4800000;Ольша;https://auto.ru/artic/used/sale/mercedes/actros_t/16470436-a0eff35f/;290000;AT;4x2;435;2;2;CargoLine group;4520000;-280000;Цена завышена - можно поторговаться;20;154000;;;ЦФО
Тягач;КамАЗ;6460;2015;2400000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/6460/16073218-6d1071a1/;29000;MT;6x4;400;2;1;Жумади;2040000;-360000;Цена завышена - можно поторговаться;30;;;;ПФО
Тягач;Scania;P-series;2017;5490000;Москва;https://auto.ru/artic/used/sale/scania/p_1/16570070-38a7ae47/;810000;MT;6x4;441;2;1;;5790000;300000;Горячая цена! Срочно брать!;0;176000;;;ЦФО
Тягач;DAF;XF;2017;5940483;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16301692-50254ad5/;260000;AT;4x2;460;2;2;РосТрансАвто Брянск;4390000;-1550483;Цена завышена - можно поторговаться;50;190000;;;ЦФО
Тягач;КамАЗ;5490;2016;1910000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456370-f3b3b01c/;255000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-20000;;10;;;;ЦФО
Тягач;Volvo;FH;2015;4200000;Солнечногорск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16543632-f5071cfa/;663662;AT;4x2;460;2;2;ТРАНСАЛЬЯНС Москва;3760000;-440000;Цена завышена - можно поторговаться;20;134000;;;ЦФО
Тягач;КамАЗ;5490;2016;2050000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456282-55496595/;240000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-160000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;МАЗ;6430;2018;3450000;Белгородская область;https://auto.ru/artic/used/sale/maz/6430/16544225-5faeae85/;70000;;;420;;;;2400000;-1050000;Цена завышена - можно поторговаться;50;110000;;;
Тягач;DAF;XF105;2017;4990000;Рославль;https://auto.ru/artic/used/sale/daf/xf105/16274038-9e75dc5c/;320000;MT;4x2;460;2;2;;4430000;-560000;Цена завышена - можно поторговаться;20;160000;;;ЦФО
Тягач;MAN;33;2016;4500000;Пермь;https://auto.ru/artic/used/sale/man/33_1/16467522-3a7b486f/;500000;MT;6x4;440;2;1;;4400000;-100000;;10;144000;;;УФО
Тягач;КамАЗ;5490;2015;1680000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16355470-e48c6a3a/;636660;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;1610000;-70000;;10;;;;УФО
Тягач;МАЗ;5440;2016;1890000;Нижний Новгород;https://auto.ru/artic/used/sale/maz/5440/16530086-c28c53ee/;424000;MT;4x2;435;2;2;;2030000;140000;Горячая цена! Срочно брать!;0;;;;ПФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16501341-b75ca640/;507944;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
Тягач;Renault;T-Series;2017;4650000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15743029-2b7922c5/;165000;AT;4x2;460;2;2;БорнТракСервис;4060000;-590000;Цена завышена - можно поторговаться;20;149000;;;ЦФО
Тягач;МАЗ;5440;2017;1800000;Челябинск;https://auto.ru/artic/used/sale/maz/5440/16538180-bd15ff63/;244000;MT;4x2;310;2;1;;1820000;20000;;10;58000;;;УФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16374556-cb197c3e/;750000;AT;4x2;410;2;2;;3990000;-160000;;10;133000;;;ПФО
Тягач;КамАЗ;65206;2018;3350000;Нижний Новгород;https://auto.ru/artic/used/sale/kamaz/65206/16513152-13ccc778/;160000;MT;6x4;423;2;1;;3740000;390000;Горячая цена! Срочно брать!;0;107000;0,40785;unclear;ПФО
Тягач;КамАЗ;5490;2016;1890000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16329794-52cfcc69/;521061;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;1890000;0;;10;;;;УФО
Тягач;Renault;T-Series;2017;4970000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15765298-fec6d35e/;205000;AT;4x2;480;2;2;БорнТракСервис;4370000;-600000;Цена завышена - можно поторговаться;20;159000;;;ЦФО
Тягач;Scania;G-series;2016;5000000;Большая Елховка;https://auto.ru/artic/used/sale/scania/g/16337316-5eb8ae52/;350000;MT;4x2;400;2;2;;4490000;-510000;Цена завышена - можно поторговаться;20;160000;;;
Тягач;Volvo;FH;2018;6100000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16457636-4ca19b18/;293000;AT;4x2;460;2;2;Партнер Лайн;5600000;-500000;Цена завышена - можно поторговаться;20;195000;;;ЦФО
Тягач;Volvo;FH;2017;5950000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16537316-8f8f435f/;393426;AT;4x2;500;;;ClassTrucks;5100000;-850000;Цена завышена - можно поторговаться;30;190000;;;УФО
Тягач;МАЗ;5440;2016;1570000;Уфа;https://auto.ru/artic/used/sale/maz/5440/16373928-7c7e6f5c/;530000;MT;4x2;430;2;2;;2020000;450000;Горячая цена! Срочно брать!;0;;1;unclear;ПФО
Тягач;MAN;TGS;2016;4750000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tgs/16137606-8a562966/;457000;AT;4x2;480;2;1;АЛЬГА;4620000;-130000;;10;152000;;;СЗФО
Тягач;КамАЗ;5490;2018;3340000;Новониколаевский;https://auto.ru/artic/used/sale/kamaz/5490/16517376-c464453b/;179142;MT;4x2;401;2;1;M7 TRUCK Казань;2860000;-480000;Цена завышена - можно поторговаться;30;107000;;;ПФО
Тягач;DAF;XF105;2016;4750000;Екатеринбург;https://auto.ru/artic/used/sale/daf/xf105/16416231-b401b55d/;650000;MT;4x2;460;2;2;;3810000;-940000;Цена завышена - можно поторговаться;30;152000;;;УФО
Тягач;Renault;T-Series;2017;5100000;Шушары;https://auto.ru/artic/used/sale/renault/t_series/16563358-df828169/;160392;AT;4x2;460;2;1;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;4380000;-720000;Цена завышена - можно поторговаться;30;163000;;;СЗФО
Тягач;КамАЗ;5490;2015;2000000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459592-cf123504/;305000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-390000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;Scania;R-Series;2015;3800000;Нижний Новгород;https://auto.ru/artic/used/sale/scania/r_1/16544640-921cfabf/;980500;MT;4x2;441;2;2;;3770000;-30000;;10;122000;;;ПФО
Тягач;МАЗ;6425;2016;3150000;Вихоревка;https://auto.ru/artic/used/sale/maz/6425/16379872-b7b9e1ab/;30000;MT;6x6;420;2;2;;2750000;-400000;Цена завышена - можно поторговаться;20;;;;СФО
Тягач;MAN;TGS;2017;8500000;Красноярск;https://auto.ru/artic/used/sale/man/tgs/16540974-762e3b3f/;50000;MT;6x6;480;2;2;РусТрансТоргСервис;7200000;-1300000;Цена завышена - можно поторговаться;30;272000;;;СФО
Тягач;Scania;R-Series;2016;4600000;;https://auto.ru/artic/used/sale/scania/r_1/16520414-99f5342e/;800780;MT;4x2;440;2;2;M7 TRUCK Набережные Челны;4390000;-210000;;10;147000;;;
Тягач;Renault;T-Series;2017;4950000;Санкт-Петербург;https://auto.ru/artic/used/sale/renault/t_series/16559224-a814b841/;285563;AT;4x2;460;2;1;Группа Милан;4380000;-570000;Цена завышена - можно поторговаться;20;158000;;;СЗФО
Тягач;КамАЗ;5490;2019;4950000;Всеволожск;https://auto.ru/artic/used/sale/kamaz/5490/16470378-095b4099/;2000;MT;4x2;401;;;Технический центр Восток;2950000;-2000000;Цена завышена - можно поторговаться;80;158000;;;СЗФО
Тягач;КамАЗ;5490;2017;2400000;Тольятти;https://auto.ru/artic/used/sale/kamaz/5490/16261576-e00ddaaf/;215000;;4x2;401;3;1;;2640000;240000;Горячая цена! Срочно брать!;0;77000;;;ПФО
Тягач;КамАЗ;65206;2017;3100000;Волгоград;https://auto.ru/artic/used/sale/kamaz/65206/16244854-979c0c3e/;250000;MT;6x4;428;2;1;;3150000;50000;;10;99000;;;ЮФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16496346-c18c6f2f/;541712;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;MAN;TGS;2017;3950000;Москва;https://auto.ru/artic/used/sale/man/tgs/16537522-989fc5b0/;277803;MT;4x2;400;2;1;ГРУЗ СОЮЗ;4380000;430000;Горячая цена! Срочно брать!;0;126000;0,42148;unclear;ЦФО
Тягач;МАЗ;6425;2017;2500000;Красноярск;https://auto.ru/artic/used/sale/maz/6425/16562670-e0717168/;80000;MT;6x6;417;2;2;;3200000;700000;Горячая цена! Срочно брать!;0;80000;0,479;unclear;СФО
Тягач;DAF;XF105;2017;4500000;Красногорск;https://auto.ru/artic/used/sale/daf/xf105/16561496-d7e96cc1/;349464;;;462;;;Альфа-Лизинг Москва;4220000;-280000;Цена завышена - можно поторговаться;20;144000;;;ЦФО
Тягач;КамАЗ;6460;2017;2470000;Красноярск;https://auto.ru/artic/used/sale/kamaz/6460/16553866-b309488d/;154000;MT;6x4;360;2;2;;2950000;480000;Горячая цена! Срочно брать!;0;79000;0,45503;unclear;СФО
Тягач;Mercedes-Benz;Actros;2017;4500000;Смоленск;https://auto.ru/artic/used/sale/mercedes/actros_t/16476986-f7455003/;300000;AT;4x2;435;2;2;;4520000;20000;;10;144000;;;ЦФО
Тягач;Scania;R-Series;2017;4830000;Набережные Челны;https://auto.ru/artic/used/sale/scania/r_1/16566160-2d8cad7a/;692171;AT;4x2;440;2;2;M7 TRUCK Набережные Челны;5310000;480000;Горячая цена! Срочно брать!;0;155000;;;ПФО
Тягач;MAN;TGS;2016;3600000;Зеленоград;https://auto.ru/artic/used/sale/man/tgs/16439588-0d22b052/;263533;MT;4x2;400;2;1;Global Truck Sales Москва Север;3580000;-20000;;10;115000;;;ЦФО
Тягач;КамАЗ;65806;2016;2050000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/65806/16243500-fba95167/;393947;;6x4;428;2;1;Балтийский лизинг Санкт-Петербург;2620000;570000;Горячая цена! Срочно брать!;0;;0,4308;no_vat;СЗФО
Тягач;Scania;R-Series;2019;6100000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16533638-535e59e1/;157000;AT;4x2;400;2;2;БорнТракСервис;6900000;800000;Горячая цена! Срочно брать!;0;195000;0,60845;unclear;ЦФО
Тягач;МАЗ;6430;2019;2980000;Мурманск;https://auto.ru/artic/used/sale/maz/6430/16408722-539b5a35/;11125;MT;6x4;423;;;Альфа-Лизинг Россия;2900000;-80000;;10;95000;;;СЗФО
Тягач;КамАЗ;5490 NEO;2018;3150000;Иркутск;https://auto.ru/artic/used/sale/kamaz/5490_neo/16552436-469353c4/;330000;AT;4x2;401;2;1;;3360000;210000;Горячая цена! Срочно брать!;0;101000;;;СФО
Тягач;Renault;T-Series;2017;5150000;Домодедово;https://auto.ru/artic/used/sale/renault/t_series/16561856-e264feb8/;263672;AT;4x2;480;2;2;VOLVO TRUCKS РОССИЯ;4370000;-780000;Цена завышена - можно поторговаться;30;165000;;;ЦФО
Тягач;MAN;TGX;2018;5750000;Мытищи;https://auto.ru/artic/used/sale/man/tgx/16240406-326aaee2/;288000;AT;4x2;460;2;2;КОМДОРАВТО;4780000;-970000;Цена завышена - можно поторговаться;30;184000;;;ЦФО
Тягач;Scania;R-Series;2015;4000000;Нижний Новгород;https://auto.ru/artic/used/sale/scania/r_1/16544668-8b0d97da/;970200;MT;4x2;441;2;2;;3770000;-230000;Цена завышена - можно поторговаться;20;128000;;;ПФО
Тягач;КамАЗ;5490;2016;1790000;Зеленоград;https://auto.ru/artic/used/sale/kamaz/5490/16339302-dba218ac/;507000;MT;4x2;401;2;1;Global Truck Sales Москва Север;1890000;100000;Горячая цена! Срочно брать!;0;;;;ЦФО
Тягач;КамАЗ;5490;2016;1745000;Новониколаевский;https://auto.ru/artic/used/sale/kamaz/5490/16545294-8b8922fe/;439002;MT;4x2;401;2;1;M7 TRUCK Казань;1890000;145000;Горячая цена! Срочно брать!;0;;;;ПФО
Тягач;Scania;G-series;2017;4950000;Краснодар;https://auto.ru/artic/used/sale/scania/g/16205412-bc5ca9a9/;372000;AT;4x2;400;2;2;"ООО""Кубань-Скан""";5500000;550000;Горячая цена! Срочно брать!;0;158000;1;ok;ЮФО
Тягач;Scania;R-Series;2017;5500000;Казань;https://auto.ru/artic/used/sale/scania/r_1/16549816-b1c91c50/;418000;AT;4x2;400;2;1;;5910000;410000;Горячая цена! Срочно брать!;0;176000;;;ПФО
Тягач;КамАЗ;65116;2019;5500000;Липецк;https://auto.ru/artic/used/sale/kamaz/65116/16461128-c3ce4bc1/;5000;MT;6x4;292;2;1;;3470000;-2030000;Цена завышена - можно поторговаться;70;176000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;4500000;Челябинск;https://auto.ru/artic/used/sale/mercedes/actros_t/16517966-f71b72ea/;600043;AT;4x2;435;2;2;;4520000;20000;;10;144000;;;УФО
Тягач;Mercedes-Benz;Actros;2017;4550000;Нижний Новгород;https://auto.ru/artic/used/sale/mercedes/actros_t/16269784-75e3f510/;650000;AT;4x2;456;2;2;;4550000;0;;10;146000;;;ПФО
Тягач;КамАЗ;65116;2017;2500000;Новосибирск;https://auto.ru/artic/used/sale/kamaz/65116/16164326-b1b30afc/;50000;MT;6x4;300;2;1;;2610000;110000;;10;80000;;;СФО
Тягач;IVECO;Stralis;2017;4500000;Липецк;https://auto.ru/artic/used/sale/iveco/stralis_tractor/15780168-852f487b/;360000;AT;4x2;460;2;2;;4190000;-310000;Цена завышена - можно поторговаться;20;144000;;;ЦФО
Тягач;MAN;TGX;2015;4100000;Солнечногорск;https://auto.ru/artic/used/sale/man/tgx/16291062-de77ab16/;398977;AT;4x2;440;2;2;ТРАНСАЛЬЯНС Москва;3590000;-510000;Цена завышена - можно поторговаться;20;131000;;;ЦФО
Тягач;Renault;C-Series;2018;7080000;Уфа;https://auto.ru/artic/used/sale/renault/c_series_tractor/16288670-e92d5da4/;200000;AT;6x4;440;2;2;;5900000;-1180000;Цена завышена - можно поторговаться;30;227000;;;ПФО
Тягач;Mercedes-Benz;Actros;2016;4100000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16496308-2a69d19f/;478711;AT;4x2;408;2;2;PRO АВТО;3880000;-220000;Цена завышена - можно поторговаться;20;131000;;;ЦФО
Тягач;DAF;XF105;2017;4500000;Собинка;https://auto.ru/artic/used/sale/daf/xf105/16445040-1f04ec07/;430000;MT;4x2;468;;;;4190000;-310000;Цена завышена - можно поторговаться;20;144000;;;ЦФО
Тягач;DAF;XF105;2018;7500000;Санкт-Петербург;https://auto.ru/artic/used/sale/daf/xf105/16566288-b01baefc/;397000;MT;6x2;462;2;2;;6090000;-1410000;Цена завышена - можно поторговаться;30;240000;;;СЗФО
Тягач;КамАЗ;65206;2016;2800000;Новогуровский;https://auto.ru/artic/used/sale/kamaz/65206/16430872-6231247f/;481000;;6x4;428;2;1;;2620000;-180000;Цена завышена - можно поторговаться;20;;;;
Тягач;MAN;TGX;2017;4300000;Ногинск;https://auto.ru/artic/used/sale/man/tgx/16549924-f06a056c/;320000;AT;4x2;400;2;2;Роллингер Логистика ООО;4470000;170000;;10;138000;;;ЦФО
Тягач;КамАЗ;65206;2017;3600000;Тольятти;https://auto.ru/artic/used/sale/kamaz/65206/16356736-5a562e5b/;100000;MT;6x4;428;2;1;;3150000;-450000;Цена завышена - можно поторговаться;20;115000;;;ПФО
Тягач;Mercedes-Benz;Actros;2015;4600000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/actros_t/16215032-9f2d0f5e/;400000;AT;6x4;456;2;1;ЗТ Север;4320000;-280000;Цена завышена - можно поторговаться;20;147000;;;СЗФО
Тягач;КамАЗ;5490 NEO;2017;3240000;Москва;https://auto.ru/artic/used/sale/kamaz/5490_neo/16542384-49361c49/;96136;MT;4x2;401;2;1;КАМЦЕНТР КамАЗ;2400000;-840000;Цена завышена - можно поторговаться;40;104000;;;ЦФО
Тягач;КамАЗ;65206;2017;4199999;Ярославль;https://auto.ru/artic/used/sale/kamaz/65206/16060596-ca62b356/;89500;MT;6x4;428;2;1;;3150000;-1049999;Цена завышена - можно поторговаться;40;134000;;;ЦФО
Тягач;КамАЗ;65116;2015;1750000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/65116/16494740-dd0bd2d3/;95000;MT;6x4;298;2;1;;1810000;60000;;10;;;;ПФО
Тягач;Scania;G-series;2015;3999999;Москва;https://auto.ru/artic/used/sale/scania/g/16563114-6c69e122/;173000;AT;4x2;400;2;2;;4050000;50001;;10;128000;;;ЦФО
Тягач;Volvo;FH;2017;5820000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16537358-56a324d5/;427973;AT;4x2;460;;;ClassTrucks;4950000;-870000;Цена завышена - можно поторговаться;30;186000;;;ЦФО
Тягач;КамАЗ;53504;2015;1950000;Усть-Кут;https://auto.ru/artic/used/sale/kamaz/53504/16197468-9b4e128c/;50000;MT;6x6;300;2;1;;2380000;430000;Горячая цена! Срочно брать!;0;;1;no_vat;СФО
Тягач;Scania;R-Series;2016;4510000;Авдон;https://auto.ru/artic/used/sale/scania/r_1/16467482-9fc88ce5/;639816;MT;4x2;440;2;2;M7 TRUCK Уфа;4390000;-120000;;10;144000;;;ПФО
Тягач;КамАЗ;5490;2015;1800000;Нижний Новгород;https://auto.ru/artic/used/sale/kamaz/5490/16524656-778764f3/;510000;MT;;410;2;1;;1750000;-50000;;10;;;;ПФО
Тягач;MAN;TGX;2019;7200000;Москва;https://auto.ru/artic/used/sale/man/tgx/16548538-6ecf42f6/;75000;AT;4x2;440;2;1;;5730000;-1470000;Цена завышена - можно поторговаться;40;230000;;;ЦФО
Тягач;DAF;XF;2016;5450000;Белгород;https://auto.ru/artic/used/sale/daf/xf_series/16498130-201d9fd1/;291000;AT;4x2;460;2;2;;3950000;-1500000;Цена завышена - можно поторговаться;50;174000;;;ЦФО
Тягач;КамАЗ;5490;2015;2000000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/15920208-6797c5d9/;230000;MT;4x2;400;2;1;Юнион КРОНЕ Кимовск;1580000;-420000;Цена завышена - можно поторговаться;40;;;;ЦФО
Тягач;КамАЗ;5490;2016;1600000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/5490/16512212-b4dd4e3b/;380000;MT;4x2;401;2;1;;1890000;290000;Горячая цена! Срочно брать!;0;;0,38528;unclear;СЗФО
Тягач;DAF;XF105;2015;4050000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16287580-f693a5cc/;596589;MT;4x2;460;2;2;GROSS AUTO;3390000;-660000;Цена завышена - можно поторговаться;30;130000;;;ЦФО
Тягач;КамАЗ;5490;2018;3350000;Домодедово;https://auto.ru/artic/used/sale/kamaz/5490/16513262-208c6b62/;147445;MT;4x2;401;2;1;Технический Центр ИНФОРКОМ;2860000;-490000;Цена завышена - можно поторговаться;30;107000;;;ЦФО
Тягач;МАЗ;5440;2016;1700000;Набережные Челны;https://auto.ru/artic/used/sale/maz/5440/16339038-910a17c1/;400000;MT;4x2;420;2;2;;2020000;320000;Горячая цена! Срочно брать!;0;;1;unclear;ПФО
