Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Качество верификации;Верификация;Федеральный округ
Тягач;Mercedes-Benz;Actros;2017;4500000;Нягань;https://auto.ru/artic/used/sale/mercedes/actros_t/16403010-18fc4604/;290000;AT;6x4;;2;1;;5790000;1290000;Горячая цена! Срочно брать!;0;144000;1;unclear;
Тягач;КамАЗ;5490;2016;2099000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16482848-8efff08d/;478855;MT;4x2;400;2;1;GROSS AUTO;1850000;-249000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4760000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16528856-419022f7/;670763;AT;4x2;450;;;ClassTrucks;3640000;-1120000;Цена завышена - можно поторговаться;40;152000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16501369-b0b2050a/;514981;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2015;3600000;Белгород;https://auto.ru/artic/used/sale/mercedes/actros_t/16352974-7262620c/;430000;AT;4x2;410;2;2;GOODTRUCKS;3470000;-130000;;10;115000;;;ЦФО
Тягач;КамАЗ;5490;2017;2550000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/5490/16442204-3c85940a/;266230;MT;4x2;401;2;1;BS-Truck;2400000;-150000;Цена завышена - можно поторговаться;20;82000;;;ПФО
Тягач;КамАЗ;65206;2015;2650000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/65206/16533836-ca63f3d7/;110000;AT;6x4;401;2;2;;2420000;-230000;Цена завышена - можно поторговаться;20;;;;СЗФО
Тягач;Scania;P-series;2016;5500000;Москва;https://auto.ru/artic/used/sale/scania/p_1/16251036-cafba316/;384000;MT;6x4;400;2;1;Компания АВТОТРАК Москва;5380000;-120000;;10;176000;;;ЦФО
Тягач;Volvo;FH;2017;5270000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16502200-d57846ef/;452328;AT;4x2;500;;;ClassTrucks;5100000;-170000;;10;169000;;;ЦФО
Тягач;Renault;T-Series;2017;4750000;Солнечногорск;https://auto.ru/artic/used/sale/renault/t_series/16505140-11fe71d9/;477361;AT;4x2;480;2;2;АЙС КУБ;4370000;-380000;Цена завышена - можно поторговаться;20;152000;;;ЦФО
Тягач;КамАЗ;5490;2018;3050000;Череповец;https://auto.ru/artic/used/sale/kamaz/5490/16517598-fdb53696/;200000;MT;4x2;401;2;1;;2860000;-190000;Цена завышена - можно поторговаться;20;98000;;;СЗФО
Тягач;Volvo;FH;2017;5920000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16535122-4863b59a/;314116;AT;4x2;500;;;ClassTrucks;5100000;-820000;Цена завышена - можно поторговаться;30;189000;;;ЦФО
Тягач;КамАЗ;5490;2015;2400000;Заинск;https://auto.ru/artic/used/sale/kamaz/5490/16311716-c158862f/;500000;MT;4x2;;2;2;;2190000;-210000;Цена завышена - можно поторговаться;20;;;;
Тягач;КамАЗ;5490;2018;3150000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/5490/16513480-516ed6bd/;216000;MT;4x2;401;2;1;;2860000;-290000;Цена завышена - можно поторговаться;20;101000;;;ПФО
Тягач;Mercedes-Benz;Actros;2017;4500000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16353912-84ca4c86/;570000;AT;4x2;430;2;2;Компания АВТОТРАК Москва;5130000;630000;Горячая цена! Срочно брать!;0;144000;1;ok;ЦФО
Тягач;MAN;TGX;2018;5000000;Красногорск;https://auto.ru/artic/used/sale/man/tgx/16402046-2102cf7f/;74590;MT;4x2;400;2;1;Альфа-Лизинг Москва;4960000;-40000;;10;160000;;;ЦФО
Тягач;DAF;XF105;2017;5000000;Каменск-Шахтинский;https://auto.ru/artic/used/sale/daf/xf105/16533110-5ef6baff/;232000;AT;4x2;460;2;2;Мега-Транзит;4390000;-610000;Цена завышена - можно поторговаться;20;160000;;;ЮФО
Тягач;MAN;33;2017;4850000;Пермь;https://auto.ru/artic/used/sale/man/33_1/16543640-dd384dce/;480000;MT;6x4;440;2;1;;5120000;270000;Горячая цена! Срочно брать!;0;155000;;;УФО
Тягач;Volvo;FM;2016;6499000;Якутск;https://auto.ru/artic/used/sale/volvo/fm_tractor/15571850-e2a3188a/;196000;AT;6x4;438;2;2;УРАЛЛИЗИНГ;5730000;-769000;Цена завышена - можно поторговаться;20;208000;;;ДВФО
Тягач;Renault;T-Series;2017;4650000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16495690-2bba055d/;416000;AT;4x2;490;2;2;;4440000;-210000;;10;149000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;3900000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16471364-8f5088f0/;539878;AT;4x2;408;2;2;Камавтокомплект-Трак;3880000;-20000;;10;125000;;;ПФО
Тягач;КамАЗ;5490 NEO;2018;3250000;Авдон;https://auto.ru/artic/used/sale/kamaz/5490_neo/16544303-55fc75e2/;190541;AT;4x2;401;2;1;M7 TRUCK Уфа;3360000;110000;;10;104000;;;ПФО
Тягач;КамАЗ;53504;2015;2300000;Урай;https://auto.ru/artic/used/sale/kamaz/53504/16454944-930addda/;72600;MT;6x6;300;2;1;;2380000;80000;;10;;;;СФО
Тягач;КамАЗ;5490;2015;1770000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16235138-c9eea1be/;347350;AT;4x2;401;2;2;Global Truck Sales Екатеринбург;2150000;380000;Горячая цена! Срочно брать!;0;;0,55097;ok;УФО
Тягач;КамАЗ;5490;2015;1850000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16499652-237c5334/;384530;AT;4x2;401;2;2;Global Truck Sales Екатеринбург;2150000;300000;Горячая цена! Срочно брать!;0;;0,58412;ok;УФО
Тягач;Volvo;FH;2017;5300000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16450598-166e4bcf/;350;AT;4x2;460;2;2;;4870000;-430000;Цена завышена - можно поторговаться;20;170000;;;УФО
Тягач;Mercedes-Benz;Actros;2016;4870000;Тосно;https://auto.ru/artic/used/sale/mercedes/actros_t/16512014-ea812d9a/;646696;AT;4x2;450;;;ClassTrucks;3640000;-1230000;Цена завышена - можно поторговаться;40;156000;;;СЗФО
Тягач;Renault;T-Series;2015;3590000;Уфа;https://auto.ru/artic/used/sale/renault/t_series/16202450-7491be73/;522000;AT;4x2;469;2;1;Бизнес Авто;3230000;-360000;Цена завышена - можно поторговаться;20;;;;ПФО
Тягач;Mercedes-Benz;Axor;2016;2570000;Дзержинский;https://auto.ru/artic/used/sale/mercedes/axor_t/16404090-60b060ad/;360000;MT;4x2;401;2;1;АвтоСпецЦентр Коммерческий транспорт;3170000;600000;Горячая цена! Срочно брать!;0;82000;1;ok;
Тягач;DAF;XF105;2019;6500000;Сочи;https://auto.ru/artic/used/sale/daf/xf105/16542480-692d3c66/;45000;AT;4x2;460;2;2;;5220000;-1280000;Цена завышена - можно поторговаться;30;208000;;;
Тягач;Scania;G-series;2017;5400000;Симферополь;https://auto.ru/artic/used/sale/scania/g/16076294-71d403ac/;200000;AT;4x2;440;2;2;;5310000;-90000;;10;173000;;;КФО
Тягач;Scania;G-series;2015;3700000;Самара;https://auto.ru/artic/used/sale/scania/g/16518474-ceb0768f/;870000;MT;4x2;400;2;2;;3880000;180000;;10;118000;;;ПФО
Тягач;КамАЗ;5490;2016;1790000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16320956-47a79a76/;493407;MT;4x2;430;2;1;GROSS AUTO;1910000;120000;Горячая цена! Срочно брать!;0;;;;ЦФО
Тягач;КамАЗ;5490;2017;2400000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/5490/16477588-22912e60/;500000;;4x2;400;;;;2250000;-150000;Цена завышена - можно поторговаться;20;77000;;;ПФО
Тягач;IVECO;Stralis;2018;5900000;Екатеринбург;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16246768-18e70142/;110000;AT;4x2;330;;;СОЛЛЕРС-ФИНАНС Екатеринбург;4230000;-1670000;Цена завышена - можно поторговаться;50;189000;;;УФО
Тягач;КамАЗ;5490;2017;2390000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16502654-b86679d5/;166638;MT;4x2;400;2;1;ГРУЗ СОЮЗ;2380000;-10000;;10;76000;;;ЦФО
Тягач;Volvo;FH;2018;6420000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16542474-0118f5f0/;277171;AT;4x2;460;;;ClassTrucks;5940000;-480000;Цена завышена - можно поторговаться;20;205000;;;УФО
Тягач;КамАЗ;65206;2016;3850000;Вологда;https://auto.ru/artic/used/sale/kamaz/65206/16475772-4d740a84/;165000;MT;6x4;428;2;1;;2510000;-1340000;Цена завышена - можно поторговаться;60;;;;СЗФО
Тягач;КамАЗ;5490;2017;3150000;Воронеж;https://auto.ru/artic/used/sale/kamaz/5490/16535732-f9145132/;430000;AT;4x2;401;2;1;;2680000;-470000;Цена завышена - можно поторговаться;30;101000;;;ЦФО
Тягач;Volvo;FH;2017;5100000;Кимовск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16463034-330369b5/;271940;AT;4x2;469;2;2;Юнион КРОНЕ Кимовск;4980000;-120000;;10;163000;;;ЦФО
Тягач;КамАЗ;5490;2017;2400000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/5490/16358862-a04e5a5f/;450000;MT;4x2;401;2;1;;2400000;0;;10;77000;;;ПФО
Тягач;Mercedes-Benz;Actros;2015;3749777;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16471934-923e92ea/;583701;AT;4x2;440;2;2;ТТ777;3520000;-229777;Цена завышена - можно поторговаться;20;120000;;;ЦФО
Тягач;IVECO;Stralis;2018;3433000;Липецк;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16388390-ea5fb611/;391805;MT;4x2;480;2;2;Европлан Краснодар;4990000;1557000;Горячая цена! Срочно брать!;0;110000;1;ok;ЦФО
Тягач;КамАЗ;65806;2018;6140000;Благовещенск;https://auto.ru/artic/used/sale/kamaz/65806/16433608-afbe20b1/;9200;MT;6x4;428;2;1;;3680000;-2460000;Цена завышена - можно поторговаться;80;196000;;;ДВФО
Тягач;Volvo;FH;2017;5250000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16501467-c2900165/;188008;AT;4x2;428;2;2;АГТ-Трейдинг;4930000;-320000;Цена завышена - можно поторговаться;20;168000;;;ЦФО
Тягач;Mercedes-Benz;Axor;2016;3090000;Екатеринбург;https://auto.ru/artic/used/sale/mercedes/axor_t/16219112-394db7fb/;451800;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;3170000;80000;;10;99000;;;УФО
Тягач;Renault;T-Series;2017;4050000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16513332-72a95a2e/;531000;AT;4x2;439;2;2;M7 TRUCK Москва Юг;4030000;-20000;;10;130000;;;ЦФО
Тягач;Volvo;FH;2015;4300000;Казань;https://auto.ru/artic/used/sale/volvo/fh_tractor/16498334-818b12ea/;737300;AT;4x2;428;2;2;;3510000;-790000;Цена завышена - можно поторговаться;30;138000;;;ПФО
Тягач;КамАЗ;5490;2015;1490000;;https://auto.ru/artic/used/sale/kamaz/5490/16541056-7661cd52/;529400;MT;4x2;428;;;Казанский МЭЗ;1560000;70000;;10;;;;
Тягач;MAN;TGX;2017;5025000;Шушары;https://auto.ru/artic/used/sale/man/tgx/16293112-9b05365a/;289545;AT;4x2;420;2;2;МАН Трак энд Бас РУС;4300000;-725000;Цена завышена - можно поторговаться;30;161000;;;СЗФО
Тягач;МАЗ;5440;2016;1900000;Пенза;https://auto.ru/artic/used/sale/maz/5440/16044574-f22b8518/;280000;MT;4x2;410;2;2;;1980000;80000;;10;;;;ПФО
Тягач;МАЗ;6430;2019;3234000;Солонцы;https://auto.ru/artic/used/sale/maz/6430/16528990-c3cff761/;25511;MT;;420;;;Сбербанк Лизинг;2400000;-834000;Цена завышена - можно поторговаться;40;103000;;;
Тягач;МАЗ;6430;2017;2150000;Москва;https://auto.ru/artic/used/sale/maz/6430/16373108-8734c182/;200000;MT;6x4;410;2;2;Аскет-Авто;2680000;530000;Горячая цена! Срочно брать!;0;69000;1;ok;ЦФО
Тягач;КамАЗ;65206;2015;2485000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463058-c5bac556/;310000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-315000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;43118;2018;5450000;Миасс;https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16476984-9a8e8396/;20000;MT;6x6;300;2;0;;3720000;-1730000;Цена завышена - можно поторговаться;60;174000;;;УФО
Тягач;Scania;R-Series;2016;4510000;Авдон;https://auto.ru/artic/used/sale/scania/r_1/16525110-5a96d220/;709302;MT;4x2;440;2;2;M7 TRUCK Уфа;4390000;-120000;;10;144000;;;ПФО
Тягач;Volvo;FH;2019;7016625;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16441866-d973eec2/;269000;AT;4x2;469;2;2;ООО 'РЕД СТАР' МАЗ Смоленск;6130000;-886625;Цена завышена - можно поторговаться;20;225000;;;ЦФО
Тягач;КамАЗ;5490;2015;1430000;Нижний Тагил;https://auto.ru/artic/used/sale/kamaz/5490/16499566-16373277/;636000;MT;4x2;401;2;1;;1610000;180000;Горячая цена! Срочно брать!;0;;0,50595;ok;
Тягач;Renault;T-Series;2017;4649000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16146446-834f9ee7/;175000;AT;4x2;480;2;2;БорнТракСервис;4370000;-279000;Цена завышена - можно поторговаться;20;149000;;;ЦФО
Тягач;КамАЗ;5490;2017;2930000;Воронеж;https://auto.ru/artic/used/sale/kamaz/5490/16503220-b6144d60/;107500;MT;4x2;400;2;1;РБА-Воронеж;2380000;-550000;Цена завышена - можно поторговаться;30;94000;;;ЦФО
Тягач;MAN;TGS;2017;4000000;Кострома;https://auto.ru/artic/used/sale/man/tgs/16263022-69a7eb6b/;240000;MT;4x2;400;2;1;;4380000;380000;Горячая цена! Срочно брать!;0;128000;;;ЦФО
Тягач;Volvo;FH;2019;7050000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16542414-ceea98b8/;130588;AT;4x2;460;;;ClassTrucks;6190000;-860000;Цена завышена - можно поторговаться;20;226000;;;ЦФО
Тягач;КамАЗ;65116;2015;1950000;Люберцы;https://auto.ru/artic/used/sale/kamaz/65116/16454798-8d800973/;200000;MT;6x2;298;2;1;;1720000;-230000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2016;3100000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/axor_t/16281830-b1f0187c/;403000;MT;4x2;401;2;1;;3170000;70000;;10;99000;;;СЗФО
Тягач;Scania;R-Series;2015;4000000;Нижний Новгород;https://auto.ru/artic/used/sale/scania/r_1/16544650-d7c9cf1a/;997400;MT;4x2;441;2;2;;3770000;-230000;Цена завышена - можно поторговаться;20;128000;;;ПФО
Тягач;DAF;XF;2016;5600000;Тольятти;https://auto.ru/artic/used/sale/daf/xf_series/16539046-daf5a44d/;220000;AT;4x2;460;2;2;;3950000;-1650000;Цена завышена - можно поторговаться;50;179000;;;ПФО
Тягач;Volvo;FH;2018;6740000;Тосно;https://auto.ru/artic/used/sale/volvo/fh_tractor/16519844-887d664f/;221967;AT;4x2;460;;;ClassTrucks;5940000;-800000;Цена завышена - можно поторговаться;20;216000;;;СЗФО
Тягач;КамАЗ;5490;2016;1899000;Нижний Новгород;https://auto.ru/artic/used/sale/kamaz/5490/15253452-6ddafb00/;269000;MT;4x2;401;2;1;;1890000;-9000;;10;;;;ПФО
Тягач;КамАЗ;5490;2017;1890000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16516806-927684cf/;390000;MT;4x2;401;2;1;ГРУЗОВИК-24;2400000;510000;Горячая цена! Срочно брать!;0;60000;0,46792;ok;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16501393-308d0dbd/;517276;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
Тягач;DAF;XF105;2016;7700000;Петрозаводск;https://auto.ru/artic/used/sale/daf/xf105/16120924-acc197f9/;600000;MT;6x2;462;2;2;;4600000;-3100000;Цена завышена - можно поторговаться;80;246000;;;СЗФО
Тягач;MAN;TGX;2018;4740000;Воронеж;https://auto.ru/artic/used/sale/man/tgx/16352976-8377d182/;361000;MT;6x2;441;;;Альфа-Лизинг Россия;5820000;1080000;Горячая цена! Срочно брать!;0;152000;0,47941;ok;ЦФО
Тягач;DAF;XF105;2017;4800000;Тула;https://auto.ru/artic/used/sale/daf/xf105/16514078-63ea0fd4/;489000;;4x2;;;;;5230000;430000;Горячая цена! Срочно брать!;0;154000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;3890000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16454804-695f2637/;495586;AT;4x2;408;2;2;BS-Truck;4390000;500000;Горячая цена! Срочно брать!;0;124000;0,47424;ok;ПФО
Тягач;Scania;G-series;2016;4349000;Новониколаевский;https://auto.ru/artic/used/sale/scania/g/16471366-53e5ef87/;658689;AT;4x2;440;2;2;M7 TRUCK Казань;4670000;321000;Горячая цена! Срочно брать!;0;139000;;;ПФО
Тягач;КамАЗ;5490;2017;3280000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16287394-ff18c70a/;118307;MT;4x2;401;2;1;КАМЦЕНТР КамАЗ;2400000;-880000;Цена завышена - можно поторговаться;50;105000;;;ЦФО
Тягач;КамАЗ;65206;2018;3629000;Уфа;https://auto.ru/artic/used/sale/kamaz/65206/16517668-3bf0e3fb/;146892;MT;6x4;428;2;1;УРАЛЛИЗИНГ;3680000;51000;;10;116000;;;ПФО
Тягач;Scania;G-series;2019;1600000;Заречный;https://auto.ru/artic/used/sale/scania/g/16542040-60cf43fe/;150000;MT;4x2;400;2;2;;6460000;4860000;Горячая цена! Срочно брать!;0;51000;1;leasing;
Тягач;Scania;R-Series;2016;4510000;Авдон;https://auto.ru/artic/used/sale/scania/r_1/16467308-ff559b0f/;688325;MT;4x2;440;2;2;M7 TRUCK Уфа;4390000;-120000;;10;144000;;;ПФО
Тягач;IVECO;Stralis;2018;3000000;Воронеж;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16492850-139ca934/;391805;;4x2;420;;;Европлан Краснодар;4330000;1330000;Горячая цена! Срочно брать!;0;96000;1;ok;ЦФО
Тягач;Volvo;FM;2017;7000000;Одинцово;https://auto.ru/artic/used/sale/volvo/fm_tractor/16497596-f8e928bc/;720000;MT;6x4;420;2;1;;6580000;-420000;Цена завышена - можно поторговаться;20;224000;;;
Тягач;MAN;TGX;2017;5700000;Москва;https://auto.ru/artic/used/sale/man/tgx/16519746-b52a1215/;370000;MT;4x2;400;2;1;;4380000;-1320000;Цена завышена - можно поторговаться;40;182000;;;ЦФО
Тягач;Volvo;FM;2018;7000000;Зеленоград;https://auto.ru/artic/used/sale/volvo/fm_tractor/16519598-586468f7/;260000;MT;6x4;420;2;1;;7260000;260000;;10;224000;;;ЦФО
Тягач;КамАЗ;65116;2016;1400000;Воронеж;https://auto.ru/artic/used/sale/kamaz/65116/16325970-0aeb83ee/;74000;MT;6x4;219;2;1;;1880000;480000;Горячая цена! Срочно брать!;0;;1;unclear;ЦФО
Тягач;DAF;XF;2017;5786550;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16297808-90ddd275/;265000;AT;4x2;460;2;2;РосТрансАвто Брянск;4390000;-1396550;Цена завышена - можно поторговаться;40;185000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4940000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16535034-a943c628/;587051;AT;4x2;450;;;ClassTrucks;3640000;-1300000;Цена завышена - можно поторговаться;50;158000;;;ЦФО
Тягач;MAN;TGS;2015;3800000;Люберцы;https://auto.ru/artic/used/sale/man/tgs/16544535-b2d32e42/;307201;MT;4x2;400;2;2;PRO АВТО;3350000;-450000;Цена завышена - можно поторговаться;20;122000;;;ЦФО
Тягач;Volvo;FH;2018;7300000;Санкт-Петербург;https://auto.ru/artic/used/sale/volvo/fh_tractor/15823534-d0c2f77a/;600000;MT;6x4;510;2;2;;8140000;840000;Горячая цена! Срочно брать!;0;234000;1;ok;СЗФО
Тягач;Renault;T-Series;2017;4970000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16368528-e265c8fa/;220000;AT;4x2;480;2;2;БорнТракСервис;4370000;-600000;Цена завышена - можно поторговаться;20;159000;;;ЦФО
Тягач;DAF;XF105;2016;4150000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16287920-69444a6b/;498637;AT;4x2;460;2;2;GROSS AUTO;3950000;-200000;Цена завышена - можно поторговаться;20;133000;;;ЦФО
Тягач;Scania;G-series;2018;2500000;Пенза;https://auto.ru/artic/used/sale/scania/g/16544092-b9d81467/;160000;AT;4x2;400;2;2;;6450000;3950000;Горячая цена! Срочно брать!;0;80000;0,39496;unclear;ПФО
Тягач;КамАЗ;65806;2016;1908498;Иркутск;https://auto.ru/artic/used/sale/kamaz/65806/16132434-0ebacfa9/;89533;MT;6x4;428;2;1;CARCADE AUTO;2510000;601502;Горячая цена! Срочно брать!;0;;1;ok;СФО
Тягач;КамАЗ;5490;2017;3990000;Саранск;https://auto.ru/artic/used/sale/kamaz/5490/16493490-d6372b2c/;197000;MT;4x2;401;2;1;;2400000;-1590000;Цена завышена - можно поторговаться;80;128000;;;ПФО
Тягач;DAF;XF105;2017;5000000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16542074-31fd5cf6/;217000;MT;6x2;460;2;2;;5740000;740000;Горячая цена! Срочно брать!;0;160000;0,53274;unclear;ЦФО
Тягач;КамАЗ;5490;2017;2200000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/5490/16520106-dfb82a59/;130000;MT;4x2;428;2;2;;2610000;410000;Горячая цена! Срочно брать!;0;70000;0,4441;unclear;СЗФО
Тягач;КамАЗ;53504;2017;2000000;Свободный;https://auto.ru/artic/used/sale/kamaz/53504/16518954-1c9aaf66/;49000;MT;6x6;300;2;1;;3340000;1340000;Горячая цена! Срочно брать!;0;64000;1;unclear;ДВФО
Тягач;КамАЗ;5490;2018;3575000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/5490/16478788-b3f0497c/;204685;MT;4x2;401;2;1;M7 TRUCK Набережные Челны;2860000;-715000;Цена завышена - можно поторговаться;40;114000;;;ПФО
Тягач;МАЗ;6430;2018;3350000;Хотьково;https://auto.ru/artic/used/sale/maz/6430/16537960-0e5ab9d5/;20792;MT;6x4;435;2;2;;3170000;-180000;Цена завышена - можно поторговаться;20;107000;;;
Тягач;КамАЗ;5490;2015;1870000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/15920006-cb9a48f5/;230000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-260000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;MAN;TGS;2017;3800000;Москва;https://auto.ru/artic/used/sale/man/tgs/16450912-fb56cc0b/;560000;MT;4x2;400;2;1;;4380000;580000;Горячая цена! Срочно брать!;0;122000;0,58036;ok;ЦФО
Тягач;MAN;TGX;2017;4390000;Екатеринбург;https://auto.ru/artic/used/sale/man/tgx/16528504-746d80a1/;414040;MT;4x2;400;2;1;Global Truck Sales Екатеринбург;4380000;-10000;;10;140000;;;УФО
Тягач;КамАЗ;65806;2017;3499000;Уфа;https://auto.ru/artic/used/sale/kamaz/65806/16478598-4920b792/;130000;MT;6x4;428;2;1;;3150000;-349000;Цена завышена - можно поторговаться;20;112000;;;ПФО
Тягач;Mercedes-Benz;Actros;2016;4650000;Екатеринбург;https://auto.ru/artic/used/sale/mercedes/actros_t/16511430-76c83a98/;667665;AT;4x2;450;;;ClassTrucks;3640000;-1010000;Цена завышена - можно поторговаться;40;149000;;;УФО
Тягач;MAN;TGX;2020;7710758;Краснодар;https://auto.ru/artic/used/sale/man/tgx/16500823-1baafe4f/;3370;AT;4x2;440;2;2;;5430000;-2280758;Цена завышена - можно поторговаться;50;247000;;;ЮФО
Тягач;КамАЗ;5490;2017;2290000;Зеленоград;https://auto.ru/artic/used/sale/kamaz/5490/16224842-74cbabd9/;275340;MT;4x2;401;2;1;Global Truck Sales Москва Север;2400000;110000;;10;73000;;;ЦФО
Тягач;КамАЗ;44108;2016;2350000;Минусинск;https://auto.ru/artic/used/sale/kamaz/44108/16409324-bf5ab089/;95000;MT;6x6;245;3;1;;2720000;370000;Горячая цена! Срочно брать!;0;;1;unclear;СФО
Тягач;DAF;XF;2016;4890000;Новоуральск;https://auto.ru/artic/used/sale/daf/xf_series/16525074-502354d2/;580000;AT;4x2;440;2;2;;3960000;-930000;Цена завышена - можно поторговаться;30;156000;;;
Тягач;MAN;TGX;2020;7400000;Челябинск;https://auto.ru/artic/used/sale/man/tgx/16351270-ca33609a/;3000;AT;4x2;440;2;2;;5430000;-1970000;Цена завышена - можно поторговаться;50;237000;;;УФО
Тягач;DAF;XF105;2015;3500000;Нижний Новгород;https://auto.ru/artic/used/sale/daf/xf105/16484528-cfd7023c/;760000;MT;4x2;460;2;1;;3240000;-260000;Цена завышена - можно поторговаться;20;112000;;;ПФО
Тягач;MAN;TGX;2017;4399000;Екатеринбург;https://auto.ru/artic/used/sale/man/tgx/16339838-895c2baa/;365000;MT;4x2;400;2;1;;4380000;-19000;;10;141000;;;УФО
Тягач;КамАЗ;5490;2017;1850000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16512506-3f686c07/;190148;MT;4x2;401;2;1;;2400000;550000;Горячая цена! Срочно брать!;0;59000;0,43851;unclear;ЦФО
Тягач;Renault;T-Series;2017;4890000;Санкт-Петербург;https://auto.ru/artic/used/sale/renault/t_series/16530476-c77d8877/;285635;AT;4x2;440;2;2;Группа Милан;4050000;-840000;Цена завышена - можно поторговаться;30;156000;;;СЗФО
Тягач;Scania;R-Series;2016;4498500;Чёрная Грязь;https://auto.ru/artic/used/sale/scania/r_1/16326206-fba2e3d8/;631827;MT;4x2;440;2;2;M7 TRUCK Москва;4390000;-108500;;10;144000;;;ЦФО
Тягач;MAN;TGS;2016;3850000;Москва;https://auto.ru/artic/used/sale/man/tgs/16521726-059ffdc8/;395222;MT;4x2;400;2;1;;3580000;-270000;Цена завышена - можно поторговаться;20;123000;;;ЦФО
Тягач;Mercedes-Benz;Axor;2017;3600000;Новониколаевский;https://auto.ru/artic/used/sale/mercedes/axor_t/16493272-fb728add/;582179;AT;4x2;401;2;2;M7 TRUCK Казань;4360000;760000;Горячая цена! Срочно брать!;0;115000;0,47005;ok;ПФО
Тягач;Renault;T-Series;2017;4649000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16060068-f36681a1/;125000;AT;4x2;440;2;2;БорнТракСервис;4050000;-599000;Цена завышена - можно поторговаться;20;149000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16502562-335bfa9f/;542629;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
