Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Качество верификации;Верификация;Федеральный округ
Рефрижератор;Schmitz Cargobull;SKO;2016;3550000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16514484-b73079fa/;;;;;;;ClassTrucks;3750000;200000;Горячая цена! Срочно брать!;0;114000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3555000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16484860-a7341d1a/;510000;;;;;;ГРИН ЛАЙН;3640000;85000;;10;114000;;;ЦФО
Рефрижератор;Krone;SD;2017;3990000;Химки;https://auto.ru/trailer/used/sale/krone/sd/16475738-a6691cb9/;;;;;;;КРОНЕ СканБалт;4110000;120000;;10;128000;;;ЦФО
Шторный;Krone;SD;2017;1840000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16499438-b74d7264/;10;;;;;;Юнион КРОНЕ Кимовск;1950000;110000;Горячая цена! Срочно брать!;0;59000;;;ЦФО
Шторный;Schmitz Cargobull;SCS;2017;1990000;Зеленоград;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16526416-20fa9b8c/;;;;;;;Global Truck Sales Москва Север;1900000;-90000;;10;64000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3290000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16409802-ef64f1e2/;500;;;;;;;3240000;-50000;;10;105000;;;ЦФО
Шторный;Krone;SD;2017;1710000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16440156-aeed09a6/;;;;;;;Юнион КРОНЕ Кимовск;1910000;200000;Горячая цена! Срочно брать!;0;55000;0,55041;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3900000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441606-a78245e6/;500000;;;;;;ООО 'РЕД СТАР' МАЗ Смоленск;3910000;10000;;10;125000;;;ЦФО
Шторный;Тонар;9988;2015;740000;Набережные Челны;https://auto.ru/trailer/used/sale/tonar/9988/16382606-5cc8d3f8/;;;;;;;;780000;40000;Горячая цена! Срочно брать!;0;24000;1;no_vat;ПФО
Рефрижератор;Schmitz Cargobull;SKO;2017;5024250;Солнечногорск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16511200-6e4cec89/;300000;;;;;;АЙС КУБ;3930000;-1094250;Цена завышена - можно поторговаться;40;161000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2018;4300000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478176-42720ca8/;290000;;;;;;ГРИН ЛАЙН;4220000;-80000;;10;138000;;;ЦФО
Шторный;Krone;SD;2017;1715000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16512564-912ff4a6/;20;;;;;;Юнион КРОНЕ Кимовск;1950000;235000;Горячая цена! Срочно брать!;0;55000;0,49015;ok;ЦФО
Шторный;Krone;SD;2017;2060000;Дубровки;https://auto.ru/trailer/used/sale/krone/sd/16511118-0cd47ab8/;180000;;;;;;Триера Трак;1920000;-140000;Цена завышена - можно поторговаться;20;66000;;;ЦФО
Шторный;Krone;SD;2017;2150000;Дубровки;https://auto.ru/trailer/used/sale/krone/sd/16541650-beb40919/;180000;;;;;;Триера Трак;1920000;-230000;Цена завышена - можно поторговаться;20;69000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3230000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16476136-e187c4f5/;;;;;;;SGM-GROUP;4250000;1020000;Горячая цена! Срочно брать!;0;103000;0,4595;no_vat;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2015;3350000;Калининград;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16145314-b940176e/;150000;;;;;;;3290000;-60000;;10;107000;;;СЗФО
Шторный;Krone;SD;2016;1660000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16440162-8062959b/;;;;;;;Юнион КРОНЕ Кимовск;1800000;140000;Горячая цена! Срочно брать!;0;53000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3800000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16509026-30c75c9d/;250000;;;;;;АГТ-Трейдинг;3770000;-30000;;10;122000;;;ЦФО
Шторный;Krone;Profi Liner;2017;1950000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/profi_liner/16266142-09bbf3f1/;111111;;;;;;Вираж;1930000;-20000;;10;62000;1;unclear;СЗФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3550000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16484856-1836f943/;640000;;;;;;ГРИН ЛАЙН;3640000;90000;;10;114000;;;ЦФО
Шторный;Krone;SD;2017;2060000;Дубровки;https://auto.ru/trailer/used/sale/krone/sd/16512706-12d968b9/;180000;;;;;;Триера Трак;1920000;-140000;Цена завышена - можно поторговаться;20;66000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2016;3550000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441598-f8a671a9/;600000;;;;;;ООО 'РЕД СТАР' МАЗ Смоленск;3640000;90000;;10;114000;;;ЦФО
Шторный;Schmitz Cargobull;S01;2016;1750000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16429852-26e8ba6e/;279999;;;;;;Триера Трак;1800000;50000;;10;56000;;;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;4417875;Солнечногорск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16475990-fceac998/;237000;;;;;;АЙС КУБ;3860000;-557875;Цена завышена - можно поторговаться;20;141000;;;ЦФО
Бортовой;Kögel;SN24;2015;1490000;Солнечногорск;https://auto.ru/trailer/used/sale/kogel/sn24/16543758-1b359da7/;579000;;;;;;ТРАНСАЛЬЯНС Москва;1180000;-310000;Цена завышена - можно поторговаться;40;48000;;;ЦФО
Шторный;Kögel;S24;2018;1720000;Москва;https://auto.ru/trailer/used/sale/kogel/s24/16402182-0f479964/;145000;;;;;;БорнТракСервис;1940000;220000;Горячая цена! Срочно брать!;0;55000;1;ok;ЦФО
Рефрижератор;Schmitz Cargobull;SKO;2017;3895000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478068-5c7377cc/;510000;;;;;;ГРИН ЛАЙН;3910000;15000;;10;125000;;;ЦФО
Рефрижератор;Krone;SD;2018;3950000;Всеволожск;https://auto.ru/trailer/used/sale/krone/sd/16496778-b61aa88f/;;;;;;;Технический центр Восток;4280000;330000;Горячая цена! Срочно брать!;0;126000;;;СЗФО
Шторный;Krone;SD;2017;1795000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16512596-6f8d353b/;20;;;;;;Юнион КРОНЕ Кимовск;1950000;155000;Горячая цена! Срочно брать!;0;57000;;;ЦФО
Шторный;Krone;Profi Liner;2018;1935000;Набережные Челны;https://auto.ru/trailer/used/sale/krone/profi_liner/16533074-e6c3a9fa/;;;;;;;M7 TRUCK Набережные Челны;2010000;75000;;10;62000;;;ПФО
Тягач;Scania;R-Series;2015;3890000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16005774-a559c449/;600000;AT;4x2;440;2;2;;4080000;190000;;10;124000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16495624-a80e00ab/;532321;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;MAN;TGX;2018;6800000;Киров;https://auto.ru/artic/used/sale/man/tgx/15746291-72da66d3/;200000;MT;4x2;440;2;2;;4670000;-2130000;Цена завышена - можно поторговаться;60;218000;;;ЦФО
Тягач;Volvo;FH;2017;4650000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16199334-533c743e/;550000;AT;4x2;469;2;2;;4980000;330000;Горячая цена! Срочно брать!;0;149000;;;ЦФО
Тягач;КамАЗ;5490;2016;1390000;Бухловка;https://auto.ru/artic/used/sale/kamaz/5490/16524118-d352f09c/;613000;MT;4x2;401;3;1;;1970000;580000;Горячая цена! Срочно брать!;0;;0,51634;unclear;
Тягач;КамАЗ;5490;2015;1490000;;https://auto.ru/artic/used/sale/kamaz/5490/16541094-7e7ee46c/;511871;MT;4x2;428;;;Казанский МЭЗ;1560000;70000;;10;;;;
Тягач;КамАЗ;53504;2018;3500000;Пермь;https://auto.ru/artic/used/sale/kamaz/53504/16529476-772887db/;48000;MT;6x6;300;2;1;;3860000;360000;Горячая цена! Срочно брать!;0;112000;0,34205;ok;УФО
Тягач;Scania;R-Series;2016;4500000;Волгоград;https://auto.ru/artic/used/sale/scania/r_1/16485860-f9feec5d/;650000;MT;4x2;440;2;2;ТахографТракСервис;4390000;-110000;;10;144000;;;ЮФО
Тягач;МАЗ;5440;2018;2700000;Исток;https://auto.ru/artic/used/sale/maz/5440/16519282-7faccf6a/;220000;MT;4x2;420;2;1;;2450000;-250000;Цена завышена - можно поторговаться;20;86000;;;
Тягач;КамАЗ;43118;2017;2850000;Миасс;https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16461650-66417015/;30000;MT;6x6;300;2;1;ООО УралСпецКран;3340000;490000;Горячая цена! Срочно брать!;0;91000;0,31937;ok;УФО
Тягач;Scania;R-Series;2015;3750000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16409800-ffecba31/;800000;AT;;439;2;2;;4190000;440000;Горячая цена! Срочно брать!;0;120000;1;unclear;ЦФО
Тягач;КамАЗ;5490;2017;4100000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16279792-0c0f2949/;180000;MT;4x2;401;3;1;;2530000;-1570000;Цена завышена - можно поторговаться;70;131000;;;УФО
Тягач;Mercedes-Benz;Actros;2017;4400000;Казань;https://auto.ru/artic/used/sale/mercedes/actros_t/16475604-f9172046/;544179;AT;4x2;440;2;2;;4440000;40000;;10;141000;;;ПФО
Тягач;Scania;R-Series;2015;3990000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16404742-709e1365/;700000;AT;4x2;440;2;2;;4080000;90000;;10;128000;;;ЦФО
Тягач;MAN;TGX;2016;4800000;Мытищи;https://auto.ru/artic/used/sale/man/tgx/15464365-9c5d38ed/;267000;AT;4x2;480;2;2;КОМДОРАВТО;4410000;-390000;Цена завышена - можно поторговаться;20;154000;;;ЦФО
Тягач;Volvo;FH;2017;4910000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16394884-e59252b1/;430000;AT;4x2;460;;;ГРИН ЛАЙН;4950000;40000;;10;157000;1;ok;ЦФО
Тягач;КамАЗ;5490;2015;1870000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459598-60bccfff/;310000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-260000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;MAN;TGX;2017;5490000;Барнаул;https://auto.ru/artic/used/sale/man/tgx/16329126-403abe10/;393000;AT;4x2;400;2;2;Алт Авто;4470000;-1020000;Цена завышена - можно поторговаться;30;176000;1;unclear;СФО
Тягач;МАЗ;6430;2017;2250000;Шилово;https://auto.ru/artic/used/sale/maz/6430/16539610-39f1c815/;255000;MT;6x4;412;2;2;;2710000;460000;Горячая цена! Срочно брать!;0;72000;0,43712;unclear;
Тягач;Volvo;FH;2018;5850000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16457556-3cf80fa5/;270000;AT;4x2;460;2;2;Партнер Лайн;5600000;-250000;;10;187000;;;ЦФО
Тягач;Scania;G-series;2015;4500000;Москва;https://auto.ru/artic/used/sale/scania/g/16544172-0ed50a51/;560000;MT;6x4;441;2;1;;4370000;-130000;;10;144000;;;ЦФО
Тягач;DAF;XF105;2017;4900000;Смоленская область;https://auto.ru/artic/used/sale/daf/xf105/16333628-b7a0209e/;210000;MT;4x2;460;2;2;;4430000;-470000;Цена завышена - можно поторговаться;20;157000;;;
Тягач;Volvo;FH;2017;5790000;Тосно;https://auto.ru/artic/used/sale/volvo/fh_tractor/16518480-b171e3ff/;378958;AT;4x2;500;;;ClassTrucks;5100000;-690000;Цена завышена - можно поторговаться;20;185000;;;СЗФО
Тягач;Mercedes-Benz;Axor;2018;3899000;Новониколаевский;https://auto.ru/artic/used/sale/mercedes/axor_t/16442848-7417d36e/;250534;MT;4x2;401;2;1;M7 TRUCK Казань;4390000;491000;Горячая цена! Срочно брать!;0;125000;0,46291;ok;ПФО
Тягач;Scania;R-Series;2017;5450000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16508224-5d2bfe84/;339081;AT;4x2;440;2;2;GROSS AUTO;5310000;-140000;;10;174000;;;ЦФО
Тягач;Scania;R-Series;2016;4510000;;https://auto.ru/artic/used/sale/scania/r_1/16344938-e105c2ab/;628000;MT;4x2;440;2;2;M7 TRUCK Санкт-Петербург;4390000;-120000;;10;144000;;;
Тягач;КамАЗ;65806;2017;2182000;Иркутск;https://auto.ru/artic/used/sale/kamaz/65806/15940600-ea9251b3/;79157;MT;;428;2;1;Сбербанк Лизинг;2580000;398000;Горячая цена! Срочно брать!;0;70000;1;ok;СФО
Тягач;Scania;P-series;2018;4600000;Домодедово;https://auto.ru/artic/used/sale/scania/p_1/16454360-9fb23f36/;423500;MT;4x2;441;2;1;Скан-Юго-Восток;5630000;1030000;Горячая цена! Срочно брать!;0;147000;0,54624;ok;ЦФО
Тягач;Volvo;FM;2018;6900000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fm_tractor/16446427-74f3cbe1/;400000;AT;6x4;428;2;1;;8410000;1510000;Горячая цена! Срочно брать!;0;221000;1;ok;УФО
Тягач;Volvo;FH;2017;4950000;Санкт-Петербург;https://auto.ru/artic/used/sale/volvo/fh_tractor/15628012-0f5837a7/;490000;AT;4x2;460;2;2;Монополия;4870000;-80000;;10;158000;;;СЗФО
Тягач;IVECO;Stralis;2017;3450000;Липецк;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16527698-68de1498/;460000;MT;4x2;420;2;2;;3520000;70000;;10;110000;;;ЦФО
Тягач;DAF;XF;2016;5669607;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16235826-8c5d0f34/;269000;AT;4x2;460;2;2;РосТрансАвто Брянск;3950000;-1719607;Цена завышена - можно поторговаться;50;181000;;;ЦФО
Тягач;DAF;XF;2017;5773557;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16257284-51cd6214/;260000;AT;4x2;460;2;2;РосТрансАвто Брянск;4390000;-1383557;Цена завышена - можно поторговаться;40;185000;;;ЦФО
Тягач;КамАЗ;5490;2016;2050000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456362-3e687bc1/;250000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-160000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;65206;2017;3200000;Рязань;https://auto.ru/artic/used/sale/kamaz/65206/16225988-0f051019/;30000;MT;6x4;420;2;1;;3150000;-50000;;10;102000;;;ЦФО
Тягач;Volvo;FH;2017;5860000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16535124-946c10ec/;368214;AT;4x2;500;;;ClassTrucks;5100000;-760000;Цена завышена - можно поторговаться;20;188000;;;ЦФО
Тягач;КамАЗ;65206;2015;2550000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463074-4164df16/;215000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-380000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;Volvo;FMX;2018;9300000;Омск;https://auto.ru/artic/used/sale/volvo/fmx_/15903254-a8119c81/;32;AT;6x6;540;2;2;;7020000;-2280000;Цена завышена - можно поторговаться;40;298000;;;СФО
Тягач;Mercedes-Benz;Actros;2015;3950000;Краснодар;https://auto.ru/artic/used/sale/mercedes/actros_t/15901520-c4fb9b9b/;445000;AT;6x4;408;2;1;;4150000;200000;;10;126000;1;ok;ЮФО
Тягач;Mercedes-Benz;Actros;2017;3800000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16517742-352ead91/;685370;AT;4x2;435;2;2;BS-Truck;4520000;720000;Горячая цена! Срочно брать!;0;122000;0,37473;unclear;ПФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16512236-4f60d0f2/;439813;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
Тягач;Scania;P-series;2017;5300000;Самара;https://auto.ru/artic/used/sale/scania/p_1/16385974-35cb4623/;526000;AT;6x4;400;;;;5980000;680000;Горячая цена! Срочно брать!;0;170000;0,36745;ok;ПФО
Тягач;Volvo;FH;2017;5500000;Владивосток;https://auto.ru/artic/used/sale/volvo/fh_tractor/16487834-4f205169/;428000;AT;4x2;460;2;2;;4870000;-630000;Цена завышена - можно поторговаться;20;176000;;;ДВФО
Тягач;MAN;TGX;2018;5300000;Смоленск;https://auto.ru/artic/used/sale/man/tgx/16445224-cc0398c3/;370000;AT;4x2;480;;;ГРИН ЛАЙН;5780000;480000;Горячая цена! Срочно брать!;0;170000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16502612-846dd83c/;553236;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;КамАЗ;5490;2018;3100000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16471710-4f52e3c6/;359964;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;2860000;-240000;Цена завышена - можно поторговаться;20;99000;;;УФО
Тягач;MAN;TGS;2018;8500000;Москва;https://auto.ru/artic/used/sale/man/tgs/16518756-0564367c/;150000;MT;6x4;441;2;1;;5310000;-3190000;Цена завышена - можно поторговаться;70;272000;;;ЦФО
Тягач;КамАЗ;6460;2015;2400000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/6460/16073218-6d1071a1/;29000;MT;6x4;400;2;1;Жумади;2040000;-360000;Цена завышена - можно поторговаться;30;;;;ПФО
Тягач;DAF;XF;2017;5782219;Брянск;https://auto.ru/artic/used/sale/daf/xf_series/16301692-50254ad5/;260000;AT;4x2;460;2;2;РосТрансАвто Брянск;4390000;-1392219;Цена завышена - можно поторговаться;40;185000;;;ЦФО
Тягач;КамАЗ;5490;2016;1910000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456370-f3b3b01c/;255000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-20000;;10;;;;ЦФО
Тягач;Volvo;FMX;2018;9975000;Обнинск;https://auto.ru/artic/used/sale/volvo/fmx_/15469871-2b50c13a/;1500;AT;6x6;540;2;2;;7020000;-2955000;Цена завышена - можно поторговаться;50;319000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;3100000;Людиново;https://auto.ru/artic/used/sale/mercedes/actros_t/16528934-ea355d55/;500000;AT;4x2;410;2;2;;3990000;890000;Горячая цена! Срочно брать!;0;99000;0,45426;no_vat;ЦФО
Тягач;Volvo;FH;2015;4200000;Солнечногорск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16543632-f5071cfa/;663662;AT;4x2;460;2;2;ТРАНСАЛЬЯНС Москва;3760000;-440000;Цена завышена - можно поторговаться;20;134000;;;ЦФО
Тягач;КамАЗ;5490;2016;1790000;Лыткарино;https://auto.ru/artic/used/sale/kamaz/5490/16519588-b064e4bd/;614000;MT;4x2;401;2;1;;1890000;100000;Горячая цена! Срочно брать!;0;;;;ЦФО
Тягач;КамАЗ;5490;2016;2050000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456282-55496595/;240000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-160000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;МАЗ;6430;2018;3500000;Белгородская область;https://auto.ru/artic/used/sale/maz/6430/16544225-5faeae85/;70000;;;420;;;;2400000;-1100000;Цена завышена - можно поторговаться;60;112000;;;
Тягач;DAF;XF105;2017;4990000;Рославль;https://auto.ru/artic/used/sale/daf/xf105/16274038-9e75dc5c/;320000;MT;4x2;460;2;2;;4430000;-560000;Цена завышена - можно поторговаться;20;160000;;;ЦФО
Тягач;MAN;33;2016;4500000;Пермь;https://auto.ru/artic/used/sale/man/33_1/16467522-3a7b486f/;500000;MT;6x4;440;2;1;;4400000;-100000;;10;144000;;;УФО
Тягач;КамАЗ;5490;2015;1760000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16355470-e48c6a3a/;636660;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;1610000;-150000;Цена завышена - можно поторговаться;20;;;;УФО
Тягач;МАЗ;5440;2016;2980000;Нижний Новгород;https://auto.ru/artic/used/sale/maz/5440/16530086-c28c53ee/;424000;MT;4x2;435;2;2;;2030000;-950000;Цена завышена - можно поторговаться;60;;;;ПФО
Тягач;Scania;R-Series;2017;4955000;Чёрная Грязь;https://auto.ru/artic/used/sale/scania/r_1/16500911-986afd6d/;612313;AT;4x2;440;2;2;M7 TRUCK Москва;5310000;355000;Горячая цена! Срочно брать!;0;159000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;4250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16501341-b75ca640/;507944;AT;4x2;435;2;2;PRO АВТО;4000000;-250000;Цена завышена - можно поторговаться;20;136000;;;ЦФО
Тягач;Renault;T-Series;2017;4650000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15743029-2b7922c5/;165000;AT;4x2;460;2;2;БорнТракСервис;4060000;-590000;Цена завышена - можно поторговаться;20;149000;;;ЦФО
Тягач;МАЗ;5440;2017;1800000;Челябинск;https://auto.ru/artic/used/sale/maz/5440/16538180-bd15ff63/;244000;MT;4x2;310;2;1;;1820000;20000;;10;58000;;;УФО
Тягач;Mercedes-Benz;Actros;2016;4150000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16374556-cb197c3e/;750000;AT;4x2;410;2;2;;3990000;-160000;;10;133000;;;ПФО
Тягач;IVECO;Stralis;2017;4999000;Самара;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16410137-bac46b2d/;360000;AT;4x2;500;2;2;;4170000;-829000;Цена завышена - можно поторговаться;30;160000;;;ПФО
Тягач;КамАЗ;65206;2018;3800000;Нижний Новгород;https://auto.ru/artic/used/sale/kamaz/65206/16513152-13ccc778/;160000;MT;6x4;423;2;1;;3740000;-60000;;10;122000;;;ПФО
Тягач;КамАЗ;5490;2016;1990000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16329794-52cfcc69/;521061;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;1890000;-100000;Цена завышена - можно поторговаться;20;;;;УФО
Тягач;Renault;T-Series;2017;4970000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15765298-fec6d35e/;205000;AT;4x2;480;2;2;БорнТракСервис;4370000;-600000;Цена завышена - можно поторговаться;20;159000;;;ЦФО
Тягач;Scania;G-series;2016;5000000;Большая Елховка;https://auto.ru/artic/used/sale/scania/g/16337316-5eb8ae52/;350000;MT;4x2;400;2;2;;4490000;-510000;Цена завышена - можно поторговаться;20;160000;;;
Тягач;MAN;TGX;2016;4950000;Краснодар;https://auto.ru/artic/used/sale/man/tgx/15511630-4667926e/;280000;AT;4x2;480;;;ЮРТО-ТРАК MAN Краснодар;4240000;-710000;Цена завышена - можно поторговаться;30;158000;;;ЮФО
Тягач;Volvo;FH;2018;5850000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16457636-4ca19b18/;293000;AT;4x2;460;2;2;Партнер Лайн;5600000;-250000;;10;187000;;;ЦФО
Тягач;Volvo;FH;2017;5790000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16537316-8f8f435f/;393426;AT;4x2;500;;;ClassTrucks;5100000;-690000;Цена завышена - можно поторговаться;20;185000;;;УФО
Тягач;МАЗ;5440;2016;1570000;Уфа;https://auto.ru/artic/used/sale/maz/5440/16373928-7c7e6f5c/;530000;MT;4x2;430;2;2;;2020000;450000;Горячая цена! Срочно брать!;0;;1;unclear;ПФО
Тягач;Volvo;FH;2019;6800000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16452652-c8bbce10/;142000;AT;4x2;428;2;1;;7120000;320000;;10;218000;;;УФО
Тягач;Volvo;FH;2017;5580000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16525358-9ca14465/;438372;AT;4x2;500;;;ClassTrucks;5100000;-480000;Цена завышена - можно поторговаться;20;179000;;;УФО
Тягач;MAN;TGX;2017;5025000;Москва;https://auto.ru/artic/used/sale/man/tgx/16296704-61ce6d30/;267500;AT;4x2;420;2;2;МАН Трак энд Бас РУС;4300000;-725000;Цена завышена - можно поторговаться;30;161000;;;ЦФО
Тягач;КамАЗ;5490;2018;3340000;Новониколаевский;https://auto.ru/artic/used/sale/kamaz/5490/16517376-c464453b/;179142;MT;4x2;401;2;1;M7 TRUCK Казань;2860000;-480000;Цена завышена - можно поторговаться;30;107000;;;ПФО
Тягач;DAF;XF105;2016;4750000;Екатеринбург;https://auto.ru/artic/used/sale/daf/xf105/16416231-b401b55d/;650000;MT;4x2;460;2;2;;3810000;-940000;Цена завышена - можно поторговаться;30;152000;;;УФО
Тягач;Volvo;FH;2017;4600000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16441960-f0672c3d/;787000;AT;4x2;469;2;2;ООО 'РЕД СТАР' МАЗ Смоленск;4980000;380000;Горячая цена! Срочно брать!;0;147000;;;ЦФО
Тягач;КамАЗ;65206;2018;3300000;Уфа;https://auto.ru/artic/used/sale/kamaz/65206/16469928-5bd0b7f3/;140000;MT;6x4;428;2;1;;3680000;380000;Горячая цена! Срочно брать!;0;106000;0,4344;unclear;ПФО
Тягач;MAN;18;2016;4900000;Екатеринбург;https://auto.ru/artic/used/sale/man/18_1/16408112-d9f4e3c0/;318170;AT;4x2;440;2;2;Уралтраксервис;3980000;-920000;Цена завышена - можно поторговаться;30;157000;;;УФО
Тягач;DAF;XF105;2015;3550000;Новороссийск;https://auto.ru/artic/used/sale/daf/xf105/16360768-1dd620b8/;673000;MT;4x2;460;2;2;;3390000;-160000;;10;114000;;;ЮФО
Тягач;MAN;TGX;2020;8575875;Краснодар;https://auto.ru/artic/used/sale/man/tgx/16032026-e1b24fc1/;3000;AT;4x2;440;2;2;ЮРТО-ТРАК MAN Краснодар;5430000;-3145875;Цена завышена - можно поторговаться;70;274000;;;ЮФО
Тягач;Renault;T-Series;2015;3200000;Химки;https://auto.ru/artic/used/sale/renault/t_series/16430816-372b0eed/;705000;AT;4x2;430;2;2;Ферронордик Машины;2930000;-270000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;4600000;Ольша;https://auto.ru/artic/used/sale/mercedes/actros_t/16031652-9e0fdbe1/;300000;AT;4x2;435;2;2;Бест Транс;4520000;-80000;;10;147000;;;ЦФО
Тягач;КамАЗ;5490;2015;2000000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459592-cf123504/;305000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-390000;Цена завышена - можно поторговаться;30;;;;ЦФО
