Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Федеральный округ;Цена с НДС;Comment;Качество верификации;Верификация
Шторный;Schmitz Cargobull;SCS;2012;1350000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16692030-0ccc9d2f/;;;;;;;ГРУЗ СОЮЗ;1080000;-270000;Цена завышена - можно поторговаться;40;;ЦФО;;;;
Шторный;Krone;SD;2008;850000;Белгород;https://auto.ru/trailer/used/sale/krone/sd/16670468-1e137592/;800000;;;;;;;730000;-120000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Krone;Profi Liner;2017;2257000;Набережные Челны;https://auto.ru/trailer/used/sale/krone/profi_liner/16678946-f2e35a3d/;400000;;;;;;M7 TRUCK Набережные Челны;1900000;-357000;Цена завышена - можно поторговаться;30;72000;ПФО;;;;
Шторный;Krone;SD;2007;670000;Нижний Новгород;https://auto.ru/trailer/used/sale/krone/sd/16639840-303ca1c4/;111111;;;;;;;720000;50000;Горячая цена! Срочно брать!;0;;ПФО;;;;
Шторный;Krone;SDP 27;2004;600000;Великий Новгород;https://auto.ru/trailer/used/sale/krone/sdp_27/16323380-8485dbb5/;500000;;;;;;;530000;-70000;Цена завышена - можно поторговаться;20;;СЗФО;;;;
Шторный;Krone;SD;2007;700000;Смоленск;https://auto.ru/trailer/used/sale/krone/sd/16474594-7e1431e4/;500000;;;;;;;710000;10000;;10;;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2010;2140000;Кимовск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456246-dc42b1c3/;;;;;;;Юнион КРОНЕ Кимовск;2070000;-70000;;10;;ЦФО;;;;
Бортовой;Schmitz Cargobull;S01;2003;520000;Челябинск;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16696184-a5c7365b/;1000000;;;;;;;520000;0;;10;;УФО;;;;
Рефрижератор;Krone;SDR 27;2004;800000;Брянск;https://auto.ru/trailer/used/sale/krone/sdr_27/16692890-5e087ff0/;500000;;;;;;;1410000;610000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Шторный;Meusburger;;2015;1730000;Санкт-Петербург;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16668864-0e185cc7/;200000;;;;;;M7 TRUCK Санкт-Петербург;1510000;-220000;Цена завышена - можно поторговаться;20;55000;СЗФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4150000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478080-17ffa5d9/;460000;;;;;;ГРИН ЛАЙН;3910000;-240000;Цена завышена - можно поторговаться;20;133000;ЦФО;;;;
Рефрижератор;Kögel;SV24;2013;2380000;Смоленск;https://auto.ru/trailer/used/sale/kogel/sv24/16689770-d4feb963/;620000;;;;;;;2700000;320000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Шторный;Schmitz Cargobull;S01;2016;1770000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16655190-71777b0f/;;;;;;;ГРУЗ СОЮЗ;1800000;30000;;10;57000;ЦФО;;;;
Рефрижератор;Krone;SD;2017;4450000;Химки;https://auto.ru/trailer/used/sale/krone/sd/16679324-14abdd08/;;;;;;;КРОНЕ СканБалт;4110000;-340000;Цена завышена - можно поторговаться;20;142000;ЦФО;Цена с НДС;;;ok
Шторный;Schmitz Cargobull;S01;2014;1750000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16673198-db497a25/;;;;;;;Глобал Трак Сейлс Москва;1430000;-320000;Цена завышена - можно поторговаться;30;;ЦФО;Цена с НДС;;;ok
Рефрижератор;Krone;SDR 27;2003;1370000;Ставрополь;https://auto.ru/trailer/used/sale/krone/sdr_27/16273164-cd6c7fb7/;500000;;;;;;;1180000;-190000;Цена завышена - можно поторговаться;30;;СКФО;;;;
Шторный;Kögel;SN24;2012;1040000;Люберцы;https://auto.ru/trailer/used/sale/kogel/sn24/16685180-7cd26feb/;199000;;;;;;ТРАК ПЛАТФОРМА;980000;-60000;Цена завышена - можно поторговаться;20;;ЦФО;Цена с НДС;;;ok
Шторный;Schmitz Cargobull;S01;2012;1190000;Елино;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16629520-a403829e/;10;;;;;;700 МАШИН;1130000;-60000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Бортовой;Kögel;SN24;2001;400000;Берёзовский;https://auto.ru/trailer/used/sale/kogel/sn24/16670332-0abaab49/;;;;;;;;530000;130000;Горячая цена! Срочно брать!;0;;;;;;
Бортовой;Wielton;NS;2012;950000;Санкт-Петербург;https://auto.ru/trailer/used/sale/wielton/ns/16545940-388dc9e3/;500000;;;;;;;980000;30000;;10;;СЗФО;;;;
Шторный;Krone;SDP 27;2006;790000;Рязань;https://auto.ru/trailer/used/sale/krone/sdp_27/16633612-e272f9cc/;700000;;;;;;;690000;-100000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2006;1700000;Донецк;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16364802-c2bb32a1/;520;;;;;;;1680000;-20000;;10;;;;;;
Шторный;Kögel;SN24;2011;950000;Люберцы;https://auto.ru/trailer/used/sale/kogel/sn24/16595370-cc7d0133/;230000;;;;;;Транспортная компания РОЗ-ГРУЗ;1000000;50000;;10;;ЦФО;;;;
Шторный;Schmitz Cargobull;S01;2007;880000;Белгород;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16670464-12b9335b/;550000;;;;;;;720000;-160000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Krone;SD;2016;1999999;Набережные Челны;https://auto.ru/trailer/used/sale/krone/sd/16692180-588634be/;;;;;;;;1800000;-199999;Цена завышена - можно поторговаться;20;64000;ПФО;;;;
Шторный;Schmitz Cargobull;S01;2016;2250000;Липецкая область;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562000-9781df76/;170000;;;;;;;1800000;-450000;Цена завышена - можно поторговаться;40;72000;;;;;
Рефрижератор;Schmitz Cargobull;SKO;2014;3300000;Ольша;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16690366-c552ff8b/;600000;;;;;;CargoLine group;3270000;-30000;;10;;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2000;1150000;Тверь;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612580-f0cc6871/;;;;;;;;930000;-220000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4200000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16682996-56c53f73/;175000;;;;;;Шмитц Каргобулл Руссланд;3860000;-340000;Цена завышена - можно поторговаться;20;134000;ЦФО;Цена с НДС;;;ok
Рефрижератор;Тонар;9746;2017;2500000;Бугульма;https://auto.ru/trailer/used/sale/tonar/9746/16327520-3e3a89f4/;;;;;;;;3160000;660000;Горячая цена! Срочно брать!;0;80000;ПФО;;;1;unclear
Шторный;Schmitz Cargobull;S01;2011;1650000;Ульяновск;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16388128-a6c68583/;;;;;;;;1090000;-560000;Цена завышена - можно поторговаться;60;;ПФО;;;;
Рефрижератор;Krone;SDR 27;2005;1500000;Москва;https://auto.ru/trailer/used/sale/krone/sdr_27/16669252-193274e6/;;;;;;;;1350000;-150000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Шторный;Meusburger;;2015;1730000;Набережные Челны;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679392-535e403b/;600000;;;;;;M7 TRUCK Набережные Челны;1490000;-240000;Цена завышена - можно поторговаться;30;55000;ПФО;;;;
Шторный;Krone;Profi Liner;2017;2100000;Рязань;https://auto.ru/trailer/used/sale/krone/profi_liner/16353024-4cbb030f/;90000;;;;;;ООО Группа Авто;1930000;-170000;Цена завышена - можно поторговаться;20;67000;ЦФО;Цена с НДС;;1;ok
Рефрижератор;Schmitz Cargobull;SKO;2015;3695000;Ростов-на-Дону;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16578934-d6bf57a6/;450000;;;;;;Транзит-Дон Гипермаркет;3290000;-405000;Цена завышена - можно поторговаться;20;118000;ЮФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2006;1650000;Омск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16520094-f00e109e/;;;;;;;;1760000;110000;Горячая цена! Срочно брать!;0;;СФО;;;;
Шторный;Krone;SDP 27;2005;580000;Краснодар;https://auto.ru/trailer/used/sale/krone/sdp_27/16410776-f4f5c60c/;222333;;;;;;;660000;80000;Горячая цена! Срочно брать!;0;;ЮФО;;;;
Рефрижератор;Krone;SD;2018;4890000;;https://auto.ru/trailer/used/sale/krone/sd/16557740-7254ce50/;;;;;;;Русбизнесавто-Пермь;4280000;-610000;Цена завышена - можно поторговаться;20;156000;;Цена с НДС;;;ok
Бортовой;Schmitz Cargobull;SPR;2015;1050000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16665348-08be4157/;780000;;;;;;;1180000;130000;Горячая цена! Срочно брать!;0;34000;ЦФО;;В связи с плановым обновлением автопарка продается полуприцеп Schmitz SPR24  2015 г в   объем 100 105м3  высота регулируется   размер резины 385х55хR19 5  Мешок  крыша не сдвижная   тент  борт  клапан  оси Schmitz  дисковые тормоза  корзина под запаску  запаска  инструментальный ящик  противооткатники  Можно использовать  как открытый бортовой полуприцеп или площадку  Отличное состояние  Цена 1 050 000 руб   без НДС   торг при осмотре  В наличии несколько полуприцепов  Посредников и стоянки просьба не беспокоить  полуприцеп на реализацию ставиться не будет;0,33729;ok
Рефрижератор;Schmitz Cargobull;SKO;2019;5250000;Ижевск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630068-a0d3a725/;180000;;;;;;;4200000;-1050000;Цена завышена - можно поторговаться;40;168000;ПФО;;;;
Шторный;Тонар;9746;2007;600000;Челябинск;https://auto.ru/trailer/used/sale/tonar/9746/16674260-aaacc8f5/;;;;;;;;640000;40000;Горячая цена! Срочно брать!;0;;УФО;;;;
Шторный;Тонар;9746;2007;510000;Брянск;https://auto.ru/trailer/used/sale/tonar/9746/16680770-0fdaa51d/;300000;;;;;;;640000;130000;Горячая цена! Срочно брать!;0;;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2011;2390000;Мытищи;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16535966-7e91df24/;799000;;;;;;КОМДОРАВТО;2080000;-310000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Бортовой;Krone;SDP 27;2006;700000;Смоленск;https://auto.ru/trailer/used/sale/krone/sdp_27/16343884-9d05560a/;600000;;;;;;;690000;-10000;;10;;ЦФО;;;;
Шторный;Krone;SD;2011;1100000;Москва;https://auto.ru/trailer/used/sale/krone/sd/16679160-5593cd79/;;;;;;;ГРУЗ СОЮЗ;1090000;-10000;;10;;ЦФО;;;;
Рефрижератор;Krone;Cool Liner;2019;4660000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/cool_liner/16609611-ad60ec64/;160000;;;;;;Группа Милан;4180000;-480000;Цена завышена - можно поторговаться;20;149000;СЗФО;Цена с НДС;;;ok
Шторный;Krone;SD;2016;1920000;Химки;https://auto.ru/trailer/used/sale/krone/sd/16314222-da940f2b/;300000;;;;;;КРОНЕ СканБалт;1800000;-120000;Цена завышена - можно поторговаться;20;61000;ЦФО;Цена с НДС;;1;ok
Шторный;Krone;SD;2008;920000;Михайловка;https://auto.ru/trailer/used/sale/krone/sd/16608484-0a9f50ca/;600000;;;;;;;730000;-190000;Цена завышена - можно поторговаться;40;;;;;;
Шторный;Schmitz Cargobull;S01;2007;850000;Череповец;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16075576-41243a15/;;;;;;;;720000;-130000;Цена завышена - можно поторговаться;30;;СЗФО;;;;
Шторный;Schmitz Cargobull;SPR;2012;1050000;;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16692192-edf3d5ec/;;;;;;;BS-Truck;1080000;30000;;10;;;;;;
Рефрижератор;Schmitz Cargobull;SKO;2018;4350000;Санкт-Петербург;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16646798-f3172c78/;200000;;;;;;Вираж;4170000;-180000;;10;139000;СЗФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2018;4690000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16688570-3a9bf752/;;;;;;;ClassTrucks;4360000;-330000;Цена завышена - можно поторговаться;20;150000;ЦФО;;;;
Шторный;Schmitz Cargobull;SCB;2018;2470000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16665120-d282c389/;120000;;;;;;Триера Трак;2000000;-470000;Цена завышена - можно поторговаться;30;79000;ЦФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2010;2140000;Кимовск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456210-d451dcb5/;;;;;;;Юнион КРОНЕ Кимовск;2070000;-70000;;10;;ЦФО;;;;
Бортовой;Schmitz Cargobull;SKO;2005;650000;Калининград;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16302278-d50a21e3/;;;;;;;;650000;0;;10;;СЗФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2010;3100000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16683142-a034f351/;760000;;;;;;АГТ-Трейдинг;2110000;-990000;Цена завышена - можно поторговаться;60;;ЦФО;;;;
Рефрижератор;Kögel;SCB24;2008;1480000;Люберцы;https://auto.ru/trailer/used/sale/kogel/scb24/16692040-12a372ce/;;;;;;;PRO АВТО;1190000;-290000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Kögel;SN24;2006;600000;Сарапул;https://auto.ru/trailer/used/sale/kogel/sn24/16648298-b59398a9/;1000000;;;;;;;690000;90000;Горячая цена! Срочно брать!;0;;;;;;
Шторный;Krone;Profi Liner;2013;1349000;Воронеж;https://auto.ru/trailer/used/sale/krone/profi_liner/16678040-4301672e/;;;;;;;;1170000;-179000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Krone;SD;2012;1100000;Мытищи;https://auto.ru/trailer/used/sale/krone/sd/16295468-3f6e3c3b/;500000;;;;;;;1090000;-10000;;10;;ЦФО;;;;
Шторный;Meusburger;;2015;1730000;Авдон;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16678894-cdcb6d55/;600000;;;;;;M7 TRUCK Уфа;1490000;-240000;Цена завышена - можно поторговаться;30;55000;ПФО;;;;
Шторный;Krone;Profi Liner;2008;890000;Москва;https://auto.ru/trailer/used/sale/krone/profi_liner/16639272-a9cb5b05/;;;;;;;Транзит-Дон Москва;740000;-150000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Krone;SDP 27;2005;490000;Москва;https://auto.ru/trailer/used/sale/krone/sdp_27/16604824-a61517f7/;;;;;;;Трак-Сток;660000;170000;Горячая цена! Срочно брать!;0;;ЦФО;Цена с НДС;;;ok
Шторный;Kögel;SN24;2012;1200000;Владимир;https://auto.ru/trailer/used/sale/kogel/sn24/16593592-f5a39ebb/;500000;;;;;;;1060000;-140000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Шторный;Schmitz Cargobull;SCB;2018;2470000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16665102-081bd1d8/;120000;;;;;;Триера Трак;2000000;-470000;Цена завышена - можно поторговаться;30;79000;ЦФО;Цена с НДС;;;ok
Шторный;Krone;Profi Liner;2011;850000;Набережные Челны;https://auto.ru/trailer/used/sale/krone/profi_liner/16686402-574586e2/;900000;;;;;;M7 TRUCK Набережные Челны;1060000;210000;Горячая цена! Срочно брать!;0;;ПФО;;;;
Рефрижератор;Krone;Cool Liner;2014;3650000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/cool_liner/16479214-23a77411/;570000;;;;;;;3240000;-410000;Цена завышена - можно поторговаться;20;;СЗФО;;;;
Шторный;Schmitz Cargobull;SCB;2018;2300000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16683642-28959a11/;105000;;;;;;АГТ-Трейдинг;2000000;-300000;Цена завышена - можно поторговаться;30;74000;ЦФО;;;;
Бортовой;Krone;SD;2007;550000;Санкт-Петербург;https://auto.ru/trailer/used/sale/krone/sd/16637834-dc906395/;100000;;;;;;;710000;160000;Горячая цена! Срочно брать!;0;;СЗФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2003;1150000;Тверь;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16696830-a868ea89/;;;;;;;;1010000;-140000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Шторный;Krone;SD;2008;890000;Ростов-на-Дону;https://auto.ru/trailer/used/sale/krone/sd/16689146-ef0e6e17/;560000;;;;;;Транзит-Дон Гипермаркет;730000;-160000;Цена завышена - можно поторговаться;30;;ЮФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4200000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16262590-b58d09ee/;;;;;;;Шмитц Каргобулл Руссланд;4250000;50000;;10;134000;ЦФО;;;1;ok
Шторный;Schmitz Cargobull;SPR;2012;900000;Люберцы;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16517118-739c38fd/;299000;;;;;;ТРАК ПЛАТФОРМА;1030000;130000;Горячая цена! Срочно брать!;0;;ЦФО;Цена с НДС;;;ok
Рефрижератор;Wielton;NS;2004;799000;Ростов-на-Дону;https://auto.ru/trailer/used/sale/wielton/ns/16522050-0b2fdb08/;;;;;;;ООО Кварта-Трейд;1180000;381000;Горячая цена! Срочно брать!;0;;ЮФО;;;;
Шторный;Krone;Profi Liner;2018;2370000;Набережные Челны;https://auto.ru/trailer/used/sale/krone/profi_liner/16669793-9c27bb76/;300000;;;;;;M7 TRUCK Набережные Челны;2010000;-360000;Цена завышена - можно поторговаться;30;76000;ПФО;;;;
Шторный;Schmitz Cargobull;SW 24;2011;1250000;Электросталь;https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16565246-80bce9b2/;500;;;;;;;1130000;-120000;Цена завышена - можно поторговаться;20;;;;;;
Рефрижератор;Schmitz Cargobull;SKO;2010;2140000;Кимовск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456202-8f113240/;;;;;;;Юнион КРОНЕ Кимовск;2070000;-70000;;10;;ЦФО;;;;
Шторный;Krone;SD;2017;2270000;Чёрная Грязь;https://auto.ru/trailer/used/sale/krone/sd/16691686-d181a597/;100000;;;;;;M7 TRUCK Москва;1930000;-340000;Цена завышена - можно поторговаться;30;73000;ЦФО;;;;
Рефрижератор;Krone;SDR 27;2003;1550000;Тында;https://auto.ru/trailer/used/sale/krone/sdr_27/16320616-1ba9a3cf/;600000;;;;;;;1270000;-280000;Цена завышена - можно поторговаться;30;;;;;;
Шторный;Kögel;SN24;2011;990000;Люберцы;https://auto.ru/trailer/used/sale/kogel/sn24/16593404-4f26658f/;298000;;;;;;Транспортная компания РОЗ-ГРУЗ;1040000;50000;;10;;ЦФО;Цена с НДС;;;ok
Рефрижератор;Schmitz Cargobull;SKO;2006;2000000;Нижний Новгород;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16668024-6f379f7c/;;;;;;;;1760000;-240000;Цена завышена - можно поторговаться;20;;ПФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2016;4250000;Домодедово;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16686346-05be659e/;450000;;;;;;СТТ-АВТО;3640000;-610000;Цена завышена - можно поторговаться;30;136000;ЦФО;Цена с НДС;;;ok
Рефрижератор;Krone;Cool Liner;2013;2790000;Дубровки;https://auto.ru/trailer/used/sale/krone/cool_liner/16622524-c1e75965/;680000;;;;;;Триера Трак;2790000;0;;10;;ЦФО;Цена с НДС;;;ok
Рефрижератор;Krone;SD;2017;4850000;Кимовск;https://auto.ru/trailer/used/sale/krone/sd/16689362-8b3a3a67/;50000;;;;;;Юнион КРОНЕ Кимовск;4220000;-630000;Цена завышена - можно поторговаться;20;155000;ЦФО;;;;
Шторный;Тонар;9746;2008;700000;Ижевск;https://auto.ru/trailer/used/sale/tonar/9746/16396076-c7784607/;700000;;;;;;;650000;-50000;Цена завышена - можно поторговаться;20;;ПФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4490000;Екатеринбург;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655776-fb314395/;;;;;;;ClassTrucks;4250000;-240000;Цена завышена - можно поторговаться;20;144000;УФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2008;2100000;Тюмень;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16676176-7013479e/;500000;;;;;;;1810000;-290000;Цена завышена - можно поторговаться;30;;СФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2019;5337398;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570608-d150786d/;230000;;;;;;ГРИН ЛАЙН;4200000;-1137398;Цена завышена - можно поторговаться;40;171000;ЦФО;;;;
Шторный;Schmitz Cargobull;SCS;2019;2517053;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16634858-37389d4d/;41122;;;;;;Шмитц Каргобулл Руссланд;2000000;-517053;Цена завышена - можно поторговаться;40;81000;ЦФО;Цена с НДС;;;ok
Шторный;Meusburger;;2015;1730000;Набережные Челны;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679388-c66739ee/;600000;;;;;;M7 TRUCK Набережные Челны;1490000;-240000;Цена завышена - можно поторговаться;30;55000;ПФО;;;;
Бортовой;Krone;SD;2006;600000;Казань;https://auto.ru/trailer/used/sale/krone/sd/16545462-c1fa4774/;400;;;;;;;700000;100000;Горячая цена! Срочно брать!;0;;ПФО;;;;
Шторный;Schmitz Cargobull;SCS;2015;1890000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16697488-86c056dd/;;;;;;;Глобал Трак Сейлс Москва;1510000;-380000;Цена завышена - можно поторговаться;40;60000;ЦФО;Цена с НДС;;;ok
Шторный;Krone;Profi Liner;2007;740000;Ижевск;https://auto.ru/trailer/used/sale/krone/profi_liner/16650342-b38eeef1/;;;;;;;;720000;-20000;;10;;ПФО;;;;
Бортовой;Schmitz Cargobull;S01;2008;795000;Брянск;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15990340-79e02065/;;;;;;;;730000;-65000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Рефрижератор;Krone;SD;2009;2500000;Москва;https://auto.ru/trailer/used/sale/krone/sd/16388140-c0ff0992/;300000;;;;;;АвтоБан;2050000;-450000;Цена завышена - можно поторговаться;30;;ЦФО;;;;
Шторный;Krone;SD;2012;1290000;Тверь;https://auto.ru/trailer/used/sale/krone/sd/16682542-9373fcbe/;10000;;;;;;;1140000;-150000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Шторный;Kögel;S24;2018;2250000;Москва;https://auto.ru/trailer/used/sale/kogel/s24/16661150-c620a979/;70000;;;;;;АГТ-Трейдинг;1970000;-280000;Цена завышена - можно поторговаться;20;72000;ЦФО;;;;
Шторный;Meusburger;;2015;1730000;Новониколаевский;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16662704-032016eb/;600000;;;;;;M7 TRUCK Казань;1490000;-240000;Цена завышена - можно поторговаться;30;55000;ПФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4470000;Тосно;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630734-431a1c99/;;;;;;;ClassTrucks;4250000;-220000;Цена завышена - можно поторговаться;20;143000;СЗФО;;;;
Шторный;Schmitz Cargobull;SCS;2013;1550000;Дубровки;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16687612-b0e83b79/;580000;;;;;;Триера Трак;1170000;-380000;Цена завышена - можно поторговаться;40;;ЦФО;Цена с НДС;;;ok
Шторный;Krone;SD;2013;1750000;Тюмень;https://auto.ru/trailer/used/sale/krone/sd/16490380-e87f7dbe/;;;;;;;;1170000;-580000;Цена завышена - можно поторговаться;60;;СФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4150000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441606-a78245e6/;500000;;;;;;"ООО ""РЕД СТАР"" МАЗ Смоленск";3910000;-240000;Цена завышена - можно поторговаться;20;133000;ЦФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2017;4700000;Москва;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16645504-1e2d696c/;120000;;;;;;АГТ-Трейдинг;3860000;-840000;Цена завышена - можно поторговаться;30;150000;ЦФО;;;;
Шторный;Тонар;9988;2015;740000;Набережные Челны;https://auto.ru/trailer/used/sale/tonar/9988/16382606-5cc8d3f8/;;;;;;;;780000;40000;Горячая цена! Срочно брать!;0;24000;ПФО;;;1;no_vat
Рефрижератор;Schmitz Cargobull;SKO;2010;2300000;Кимовск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16620762-a852dcca/;50;;;;;;Юнион КРОНЕ Кимовск;1030000;-1270000;Цена завышена - можно поторговаться;130;;ЦФО;Цена с НДС;;;ok
Рефрижератор;Krone;Cool Liner;2019;4500000;Каменск-Шахтинский;https://auto.ru/trailer/used/sale/krone/cool_liner/16664622-a474b18c/;50575;;;;;;Мега-Транзит;4420000;-80000;;10;144000;ЮФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2018;4500000;Смоленск;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478176-42720ca8/;290000;;;;;;ГРИН ЛАЙН;4220000;-280000;Цена завышена - можно поторговаться;20;144000;ЦФО;;;;
Шторный;Schmitz Cargobull;SCS Mega;2013;1280000;Рязань;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16640328-5d352dbe/;450000;;;;;;ООО Группа Авто;1170000;-110000;Цена завышена - можно поторговаться;20;;ЦФО;;;;
Шторный;Schmitz Cargobull;S01;2008;950000;Спасск;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16686548-b5f43662/;800000;;;;;;;730000;-220000;Цена завышена - можно поторговаться;40;;;;;;
Рефрижератор;Kögel;SW24;2011;2400000;Новороссийск;https://auto.ru/trailer/used/sale/kogel/sw24/16488906-c15445ea/;500000;;;;;;;1260000;-1140000;Цена завышена - можно поторговаться;100;;ЮФО;;;;
Рефрижератор;Schmitz Cargobull;SKO;2014;3400000;Ольша;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16674238-1d5c61c3/;300000;;;;;;CargoLine group;3270000;-130000;;10;;ЦФО;Цена с НДС;;;ok
Шторный;Wielton;NS;2010;1050000;Белгород;https://auto.ru/trailer/used/sale/wielton/ns/16621166-f003e511/;880000;;;;;;;810000;-240000;Цена завышена - можно поторговаться;40;;ЦФО;;;;
Шторный;Schmitz Cargobull;SPR;2007;770000;Нижний Новгород;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16663382-777d0b52/;445688;;;;;;ООО ИТЕКО Россия;720000;-50000;Цена завышена - можно поторговаться;20;;ПФО;Цена с НДС;;;ok
